अ	ə
क़द्रदान	qəd̪ɾəd̪ɑːn
क़बीला	kəbiːlɑː
क़बीला	qəbiːlɑː
क़बूल	kəbuːl
क़बूल	qəbuːl
क़ब्ज़	kəbz
क़ब्ज़	qəbz
क़ब्रिस्तान	kəbɾɪst̪ɑːn
क़ब्रिस्तान	qəbɾɪst̪ɑːn
क़मीज़	kəmiːz
क़मीज़	qəmiːz
क़रार	kəɾɑːɾ
क़रार	qəɾɑːɾ
क़रीब	kəɾiːb
क़रीब	qəɾiːb
क़रीबन	kəɾiːbən
क़रीबन	qəɾiːbən
क़र्ज़	kəɾz
क़र्ज़	qəɾz
क़लम	kələm
क़लम	qələm
क़व्वाल	kəʋʋɑːl
क़व्वाल	qəʋʋɑːl
क़व्वाली	kəʋʋɑːliː
क़व्वाली	qəʋʋɑːliː
क़सम	kəsəm
क़सम	qəsəm
क़सीदा	kəsiːd̪ɑː
क़सीदा	qəsiːd̪ɑː
क़सूर	kəsuːɾ
क़सूर	qəsuːɾ
क़स्बा	kəsbɑː
क़स्बा	qəsbɑː
क़हर	kɛːʱɾ
क़हर	qɛːʱɾ
क़हवा	kəʱʋɑː
क़हवा	qəʱʋɑː
क़ाज़ी	kɑːziː
क़ाज़ी	qɑːziː
क़ातिल	kɑːt̪ɪl
क़ातिल	qɑːt̪ɪl
क़ातिलाना	kɑːt̪ɪlɑːnɑː
क़ातिलाना	qɑːt̪ɪlɑːnɑː
क़ानून	kɑːnuːn
क़ानून	qɑːnuːn
क़ानूनगो	kɑːnuːnɡoː
क़ानूनगो	qɑːnuːnɡoː
क़ाफ़िला	kɑːfɪlɑː
क़ाफ़िला	qɑːfɪlɑː
क़ाबिल	kɑːbɪl
क़ाबिल	qɑːbɪl
क़ाबिलीयत	kɑːbɪliːjət̪
क़ाबिलीयत	qɑːbɪliːjət̪
क़ायदा	kɑːjd̪ɑː
क़ायदा	qɑːjd̪ɑː
क़ायम	kɑːjəm
क़ायम	qɑːjəm
क़ालीन	kɑːliːn
क़ालीन	qɑːliːn
क़ासिद	kɑːsɪd̪
क़ासिद	qɑːsɪd̪
क़िल्लत	kɪllət̪
क़िल्लत	qɪllət̪
क़िस्त	kɪst̪
क़िस्त	qɪst̪
क़िस्सा	kɪssɑː
क़िस्सा	qɪssɑː
क़ुरान	kʊɾɑːn
क़ुरान	qʊɾɑːn
क़ुल्फ़ी	kʊlfiː
क़ुल्फ़ी	qʊlfiː
क़ुव्वत	kʊʋʋət̪
क़ुव्वत	qʊʋʋət̪
क़ै	kɛː
क़ै	qɛː
क़ैंची	kɛːɲt͡ʃiː
क़ैंची	qɛːɲt͡ʃiː
क़ैदख़ाना	kɛːd̪kʰɑːnɑː
क़ैदख़ाना	qɛːd̪xɑːnɑː
क़ैदी	kɛːd̪iː
क़ैदी	qɛːd̪iː
क़ौम	kɔːm
क़ौम	qɔːm
का	kɑː
काँख	kɑ̃ːkʰ
काँच	kɑ̃ːt͡ʃ
काँटा	kɑ̃ːʈɑː
काँव	kɑ̃ːʋ
काँस	kɑ̃ːs
कांग्रेस	kɑːŋɡɾeːs
कांग्रेसी	kɑːŋɡɾeːsiː
कांटा	kɑːnʈɑː
कांदा	kɑːnd̪ɑː
कांसा	kɑːnsɑː
कांसी	kɑːnsiː
काका	kɑːkɑː
काकी	kɑːkiː
काग़ज़	kɑːɡəz
काग़ज़	kɑːɣəz
काग़ज़ात	kɑːɡzɑːt̪
काग़ज़ात	kɑːɣzɑːt̪
काज	kɑːd͡ʒ
काजल	kɑːd͡ʒəl
काजू	kad͡ʒu
काटना	kɑːʈnɑː
काठ	kɑːʈʰ
काठमांडू	kɑːʈʰmɑːnɖuː
काढ़ना	kɑːɽʱnɑː
कान	kɑːn
कानपुर	kɑːnpʊɾ
काना	kɑːnɑː
कान्हा	kɑːnɦɑː
काफी	kɑːpʰiː
काबीना	kɑːbiːnɑː
काबुकी	kɑːbʊkiː
काम	kɑːm
कामकाज	kɑːmkɑːd͡ʒ
कामगार	kɑːmɡɑːɾ
कामना	kɑːmnɑː
कामयाब	kɑːmjɑːb
कामवाली	kɑːmʋɑːliː
कामिल	kɑːmɪl
कामोन्माद	kaːmon̪maːd̪
कायको	kɑːjkoː
कायनात	kɑːjnɑːt̪
कायर	kɑːjəɾ
कार	kɑːɾ
कारक	kɑːɾək
कारख़ाना	kɑːɾkʰɑːnɑː
कारख़ाना	kɑːɾxɑːnɑː
कारगर	kɑːɾɡəɾ
कारतूस	kɑːɾt̪uːs
कारनामा	kɑːɾnɑːmɑː
कारवाँ	kɑːɾʋɑ̃ː
कारोबारी	kɑːɾoːbɑːɾiː
कार्गो	kɑːɾɡoː
कार्टून	kɑːɾʈuːn
कार्ड	kɑːɾɖ
कार्डिफ़	kɑːɾɖɪf
कार्य	kɑːɾj
कार्यकर्ता	kɑːɾjəkəɾt̪ɑː
कार्यकाल	kɑːɾjəkɑːl
कार्यकुशल	kɑːɾjəkʊʃəl
कार्यभार	kɑːɾjəbʱɑːɾ
कार्यशाला	kɑːɾjəʃɑːlɑː
कार्यसमिति	kɑːɾjsəmɪt̪iː
कार्यसूची	kɑːɾjəsuːt͡ʃiː
कार्यान्वित	kɑːɾjɑːnʋɪt̪
कार्यालय	kɑːɾjɑːləj
कार्रवाई	kɑːɾɾəʋɑːiː
काल	kɑːl
कालक्रम	kɑːlkɾəm
कालद्वीप	kɑːləd̪ʋiːp
काला	kɑːlɑː
कालाधन	kɑːlɑːd̪ʱən
कालापन	kɑːlɑːpən
कालेज	kɑːleːd͡ʒ
काष्ठशर्करा	kɑːʃʈʰʃəɾkəɾɑː
कासा	kɑːsɑː
किंवदंती	kĩʋd̪ənt̪iː
किए	kɪeː
किचन	kɪt͡ʃən
कितक	kɪt̪ək
कितना	kɪt̪nɑː
कितने	kɪt̪neː
किताब	kɪt̪ɑːb
किफ़ायत	kɪfɑːjət̪
किफ़ायती	kɪfɑːjət̪iː
किमी	kɪmiː
किया	kiːjɑː
किरगिज़	kɪɾɡɪz
किरण	kɪɾən
किरणपुंज	kɪɾənpʊɲd͡ʒ
किरदार	kɪɾd̪ɑːɾ
किराया	kɪɾɑːjɑː
किरायेदार	kɪɾɑːjeːd̪ɑːɾ
किर्गिज़स्तान	kɪɾɡɪzəst̪ɑːn
किलो	kɪloː
किलोग्राम	kɪloːɡɾɑːm
किलोमीटर	kɪloːmiːʈəɾ
किशमिश	kɪʃmɪʃ
किसान	kɪsɑːn
किसानी	kɪsɑːniː
की	kiː
कीकर	kiːkəɾ
कीचड़	kiːt͡ʃəɽ
कीटाणु	kiːʈɑːnuː
कीड़ा	kiːɽɑː
कीमिया	kiːmiːjɑː
कीर्तन	kiːɾt̪ən
कील	kiːl
कुँआरी	kʊ̃ɑːɾiː
कुँवर	kʊ̃ʋəɾ
कुँवर	kũːəɾ
कुंजी	kʊɲd͡ʒiː
कुंजीपटल	kʊɲd͡ʒiːpəʈəl
कुंडली	kʊnɖliː
कुंडली	kʊnɖəliː
कुंद	kʊnd̪
कुआँ	kʊɑ̃ː
कुख्यात	kʊkʰjɑːt̪
कुख्याति	kʊkʰjɑːt̪iː
कुचलना	kʊt͡ʃəlnɑː
कुछ	kʊt͡ʃʰ
कुटज	kʊʈəd͡ʒ
कुटिया	kʊʈiːjɑː
कुटिल	kʊʈɪl
कुटुंब	kʊʈʊmb
कुतरना	kʊt̪əɾnɑː
कुत्ता	kʊt̪t̪ɑː
कुत्ती	kʊt̪t̪iː
कुदरत	kʊd̪ɾət̪
कुदाल	kʊd̪ɑːl
कुनबा	kʊnbɑː
कुप्पी	kʊppiː
कुबेर	kʊbeːɾ
कुमाऊँ	kʊmɑ̃ːː
कुमारी	kʊmɑːɾiː
कुम्हड़ा	kʊmɦəɽɑː
कुम्हलाना	kʊmʱlɑːnɑː
कुरूपता	kʊɾuːpt̪ɑː
कुर्की	kʊɾkiː
कुर्नूल	kʊɾnuːl
कुल	kʊl
कुलक	kʊlək
कुलधर्म	kʊld̪ʱəɾm
कुल्हड़	kʊlɦəɽ
कुवैत	kʊʋɛːt̪
कुशल	kʊʃəl
कुशासन	kʊʃɑːsən
कुश्ती	kʊʃt̪iː
कुसल	kʊsəl
कुसुम	kʊsʊm
कुहनी	kʊʱniː
कू	kuː
कूच	kuːt͡ʃ
कूटनीति	kuːʈniːt̪iː
कूटनीतिक	kuːʈniːt̪ɪk
कूटनीतिज्ञ	kuːʈniːt̪ɪɡj
कूड़ा	kuːɽɑː
कूड़ेदान	kuːɽeːd̪ɑːn
कूत	kuːt̪
कूदना	kuːd̪nɑː
कूर	kuːɾ
कूलॉम	kuːlɔːm
कूल्हा	kuːlɦɑː
कृतज्ञ	kɾɪt̪əɡj
कृति	kɽɪt̪iː
कृत्रिम	kɾɪt̪ɾɪm
कृष्ण	kɾɪʃnə
कृष्ण	kɾɪʃn
कृष्ण	kɾɪʃən
कृष्णा	kɾɪʃnɑː
कॅटलोनिया	kæːʈloːniːjɑː
कॅन्सर	kæːnsəɾ
केंद्र	keːnd̪ɾ
केंद्रक	keːnd̪ɾək
केंद्रित	keːnd̪ɾɪt̪
केतली	keːt̪liː
केन्या	keːnjɑː
केपटाउन	keːpʈɑːʊn
केरल	keːɾəl
कैंची	kɛːɲt͡ʃiː
कैंटीन	kɛːnʈiːn
कैंब्रिज	kɛːmbɾɪd͡ʒ
कैथल	kɛːt̪ʰəl
कैथी	kɛːt̪ʰiː
कैनबरा	kɛːnəbɾɑː
कैमरा	kɛːmɾɑː
कैरम	kɛːɾəm
कैलकुलेटर	kɛːlkʊleːʈəɾ
कैलगरी	kɛːlɡəɾiː
कैलिफ़ोर्निया	kɛːlɪfoːɾniːjɑː
कैसा	kɛːsɑː
कॉफ़ी	kɔːfiː
कॉमनवेल्थ	kɔːmənʋeːlt̪ʰ
कॉमेडियन	kɔːmeːɖiːjən
कॉमेडी	kɔːmeːɖiː
कोंकण	koːŋkən
कोंकणी	koːŋkniː
कोंपल	koːmpəl
कोई	koːiː
कोख	koːkʰ
कोची	koːt͡ʃiː
कोट	koːʈ
कोटर	koːʈəɾ
कोटवाल	koːʈʋɑːl
कोटा	koːʈɑː
कोठा	koːʈʰɑː
कोठारी	koːʈʰɑːɾiː
कोड़ा	koːɽɑː
कोढ़	koːɽʱ
कोण	koːn
कोतवाल	koːt̪ʋɑːl
कोथमीर	koːt̪ʰmiːɾ
कोदो	koːd̪oː
कोपचा	koːpt͡ʃɑː
कोयंबतूर	koːjəmbət̪uːɾ
कोयल	koːjəl
कोयला	koːjəlɑː
कोरा	koːɾɑː
कोरियन	koːɾiːjən
कोरिया	koːɾiːjɑː
कोरेगांव	koːɾeːɡɑ̃ːʋ
कोर्ट	koːɾʈ
कोर्ट	koːʈ
कोलकाता	koːlkɑːt̪ɑː
कोलाहल	koːlɑːɦəl
कोश	koːʃ
कोशकला	koːʃkəlɑː
कोशिका	koːʃɪkɑː
कोशिकीय	koːʃɪkiːj
कोशिश	koːʃɪʃ
कोष्ठक	koːʃʈʰək
कोस	koːs
कोसना	koːsnɑː
कोह	koːʱ
कोहनी	koːʱniː
कोहराम	koːʱɾɑːm
कोहिमा	koːɦɪmɑː
कोहेनूर	koːɦeːnuːɾ
कौआ	kɔːɑː
कौड़ी	kɔːɽiː
कौतुकी	kɔːt̪ʊkiː
कौन	kɔːn
कौमार्य	kɔːmɑːɾj
कौमुदी	kɔːmʊd̪iː
क्या	kjɑː
क्यूबा	kjuːbɑː
क्यों	kjũː
क्यों	kjõː
क्योटो	kjoːʈoː
क्रम	kɾəm
क्रमबद्ध	kɾəmbəd̪d̪ʱ
क्रमशः	kɾəmʃəʰ
क्रमागत	kɾəmɑːɡət̪
क्रमादेशन	kɾəmɑːd̪eːʃən
क्रय	kɾəj
क्रांतिकारी	kɾɑːnt̪ɪkɑːɾiː
क्राइस्टचर्च	kɾɑːɪsʈt͡ʃəɾt͡ʃ
क्रिकेटर	kɾɪkeːʈəɾ
क्रिया	kɾiːjɑː
क्रियाकलाप	kɾiːjɑːkəlɑːp
क्रियापद	kɾiːjɑːpəd̪
क्रियारूप	kɾiːjɑːɾuːp
क्रियावाचक	kɾiːjɑːʋɑːt͡ʃək
क्रिस्मस	kɾɪsməs
क्रुद्ध	kɾʊd̪d̪ʱ
क्रूस	kɾuːs
क्रेता	kɾeːt̪ɑː
क्रेमलिन	kɾeːmlɪn
क्रोएशिया	kɾoːeːʃiːjɑː
क्रोध	kɾoːd̪ʱ
क्लब	kləb
क्लास	klɑːs
क्वथनांक	kʋət̪ʰənɑːŋk
क्विंटल	kʋɪnʈəl
क्वेटा	kʋeːʈɑː
क्षण	kʃən
क्षति	kʃət̪iː
क्षत्राणी	kʃət̪ɾɑːniː
क्षत्रिय	kʃət̪ɾiːjə
क्षमा	kʃəmɑː
क्षयरोग	kʃəjɾoːɡ
क्षारातु	kʃɑːɾɑːt̪uː
क्षारीय	kʃɑːɾiːj
क्षितिज	kʃɪt̪ɪd͡ʒ
क्षेत्र	kʃeːt̪ɾ
क्षेत्रफल	kʃeːt̪ɾəpʰəl
क्षेत्ररक्षण	kʃeːt̪ɾəɾəkʃən
क्षेत्राधिकार	kʃeːt̪ɾɑːd̪ʱɪkɑːɾ
क्षेत्रीय	kʃeːt̪ɾiːj
ख	kʰə
खंडशः	kʰənɖʃəʰ
खंडहर	kʰənɖʱəɾ
खंभा	kʰəmbʱɑː
खग	kʰəɡ
खगोल	kʰəɡoːl
खच्चर	kʰət͡ʃt͡ʃəɾ
खजूर	kʰəd͡ʒuːɾ
खट	kʰəʈ
खटखटाना	kʰəʈkʰəʈɑːnɑː
खटपट	kʰəʈpəʈ
खटमल	kʰəʈməl
खटाई	kʰəʈaːiː
खड़िया	kʰəɽiːjɑː
खड़ूस	kʰəɽuːs
खत्री	kʰət̪ɾiː
खदान	kʰəd̪ɑːn
खदेड़ना	kʰəd̪eːɽnɑː
खनिज	kʰənɪd͡ʒ
खपत	kʰəpət̪
खपरैल	kʰəpɾɛːl
खरब	kʰəɾəb
खराई	kʰəɾɑːiː
खरोंच	kʰəɾoːɲt͡ʃ
खर्च	kʰəɾt͡ʃ
खलनायक	kʰəlnɑːjək
खलिहान	kʰəlɪɦɑːn
खल्लास	kʰəllɑːs
खसरा	kʰəsɾɑː
ख़	kʰə
ख़	xə
ख़	kʰə
ख़ंजर	kʰəɲd͡ʒəɾ
ख़ंजर	xəɲd͡ʒəɾ
ख़ज़ाना	kʰəzɑːnɑː
ख़ज़ाना	xəzɑːnɑː
ख़ता	kʰət̪ɑː
ख़ता	xət̪ɑː
ख़त्म	kʰət̪əm
ख़त्म	xət̪əm
ख़त्म	kʰət̪m
ख़त्म	xət̪m
ख़फ़ा	kʰəfɑː
ख़फ़ा	xəfɑː
ख़बर	kʰəbəɾ
ख़बर	xəbəɾ
ख़बरनवीस	kʰəbəɾnəʋiːs
ख़बरनवीस	xəbəɾnəʋiːs
ख़बरी	kʰəbɾiː
ख़बरी	xəbɾiː
ख़म	kʰəm
ख़म	xəm
ख़मीर	kʰəmiːɾ
ख़मीर	xəmiːɾ
ख़याल	kʰəjɑːl
ख़याल	xəjɑːl
ख़रगोश	kʰəɾɡoːʃ
ख़रगोश	xəɾɡoːʃ
ख़रबूज़ा	kʰəɾbuːd͡ʒɑː
ख़रबूज़ा	xəɾbuːd͡ʒɑː
ख़रबूज़ा	kʰəɾbuːzɑː
ख़रबूज़ा	xəɾbuːzɑː
ख़राब	kʰəɾɑːb
ख़राब	xəɾɑːb
ख़राश	kʰəɾɑːʃ
ख़राश	xəɾɑːʃ
ख़रीद	kʰəɾiːd̪
ख़रीद	xəɾiːd̪
ख़रीदना	kʰəɾiːd̪nɑː
ख़रीदना	xəɾiːd̪nɑː
ख़रीदार	kʰəɾiːd̪ɑːɾ
ख़रीदार	xəɾiːd̪ɑːɾ
ख़रीदारी	kʰəɾiːd̪ɑːɾiː
ख़रीदारी	xəɾiːd̪ɑːɾiː
ख़र्च	kʰəɾt͡ʃ
ख़र्च	xəɾt͡ʃ
ख़र्चा	kʰəɾt͡ʃɑː
ख़र्चा	xəɾt͡ʃɑː
ख़लक़	kʰəlk
ख़लक़	xəlq
ख़लीफ़ा	kʰəliːfɑː
ख़लीफ़ा	xəliːfɑː
ख़सरा	kʰəsɾɑː
ख़सरा	xəsɾɑː
ख़ाका	kʰɑːkɑː
ख़ाका	xɑːkɑː
ख़ातिर	kʰɑːt̪ɪɾ
ख़ातिर	xɑːt̪ɪɾ
ख़ातून	kʰɑːt̪uːn
ख़ातून	xɑːt̪uːn
ख़ान	kʰɑːn
ख़ान	xɑːn
ख़ानक़ाह	kʰɑːnkɑːʱ
ख़ानक़ाह	xɑːnqɑːʱ
ख़ानगी	kʰɑːnɡiː
ख़ानगी	xɑːnɡiː
ख़ानदान	kʰɑːnd̪ɑːn
ख़ानदान	xɑːnd̪ɑːn
ख़ानदानी	kʰɑːnd̪ɑːniː
ख़ानदानी	xɑːnd̪ɑːniː
ख़ानसामा	kʰɑːnsɑːmɑː
ख़ानसामा	xɑːnsɑːmɑː
ख़ाना	kʰɑːnɑː
ख़ाना	xɑːnɑː
ख़ानाबदोश	kʰɑːnɑːbəd̪oːʃ
ख़ानाबदोश	xɑːnɑːbəd̪oːʃ
ख़ामी	kʰɑːmiː
ख़ामी	xɑːmiː
ख़ारिज	kʰɑːɾɪd͡ʒ
ख़ारिज	xɑːɾɪd͡ʒ
ख़ाला	kʰɑːlɑː
ख़ाला	xɑːlɑː
ख़ालिक़	kʰɑːlɪk
ख़ालिक़	xɑːlɪq
ख़ालिस	kʰɑːlɪs
ख़ालिस	xɑːlɪs
ख़ालिस्तान	kʰɑːlɪst̪ɑːn
ख़ालिस्तान	xɑːlɪst̪ɑːn
ख़ाली	kʰɑːliː
ख़ाली	xɑːliː
ख़ास	kʰɑːs
ख़ास	xɑːs
ख़िताब	kʰɪt̪ɑːb
ख़िताब	xɪt̪ɑːb
ख़िताबी	kʰɪt̪ɑːbiː
ख़िताबी	xɪt̪ɑːbiː
ख़िदमत	kʰɪd̪mət̪
ख़िदमत	xɪd̪mət̪
ख़िदमतगार	kʰɪd̪mət̪ɡɑːɾ
ख़िदमतगार	xɪd̪mət̪ɡɑːɾ
ख़िलाफ़	kʰɪlɑːf
ख़िलाफ़	xɪlɑːf
ख़ुद	kʰʊd̪
ख़ुद	xʊd̪
ख़ुदकुशी	kʰʊd̪kʊʃiː
ख़ुदकुशी	xʊd̪kʊʃiː
ख़ुफ़िया	kʰʊfiːjɑː
ख़ुफ़िया	xʊfiːjɑː
ख़ुराफ़ात	kʰʊɾɑːfɑːt̪
ख़ुराफ़ात	xʊɾɑːfɑːt̪
ख़ुलासा	kʰʊlɑːsɑː
ख़ुलासा	xʊlɑːsɑː
ख़ुशआमदीद	kʰʊʃəɑːmd̪iːd̪
ख़ुशआमदीद	xʊʃəɑːmd̪iːd̪
ख़ुशक़िस्मत	kʰʊʃkɪsmət̪
ख़ुशक़िस्मत	xʊʃqɪsmət̪
ख़ुशख़बरी	kʰʊʃkʰəbɾiː
ख़ुशख़बरी	xʊʃxəbɾiː
ख़ुशबूदार	kʰʊʃbuːd̪ɑːɾ
ख़ुशबूदार	xʊʃbuːd̪ɑːɾ
ख़ुशमिज़ाज	kʰʊʃmɪzɑːd͡ʒ
ख़ुशमिज़ाज	xʊʃmɪzɑːd͡ʒ
ख़ुशहाल	kʰʊʃɦɑːl
ख़ुशहाल	xʊʃɦɑːl
ख़ुशहाली	kʰʊʃɦɑːliː
ख़ुशहाली	xʊʃɦɑːliː
ख़ुशाब	kʰʊʃɑːb
ख़ुशाब	xʊʃɑːb
ख़ुशामद	kʰʊʃɑːməd̪
ख़ुशामद	xʊʃɑːməd̪
ख़ुशी	kʰʊʃiː
ख़ुशी	xʊʃiː
ख़ून	kʰuːn
ख़ून	xuːn
ख़ूनी	kʰuːniː
ख़ूनी	xuːniː
ख़ूबसूरत	kʰuːbsuːɾət̪
ख़ूबसूरत	xuːbsuːɾət̪
ख़ूबी	kʰuːbiː
ख़ूबी	xuːbiː
ख़ैरात	kʰɛːɾɑːt̪
ख़ैरात	xɛːɾɑːt̪
ख़ैरियत	kʰɛːɾiːjət̪
ख़ैरियत	xɛːɾiːjət̪
ख़ौफ़	kʰɔːf
ख़ौफ़	xɔːf
ख़्याल	kʰjɑːl
ख़्याल	xjɑːl
ख़्वाजा	kʰʋɑːd͡ʒɑː
ख़्वाजा	xʋɑːd͡ʒɑː
ख़्वाब	kʰʋɑːb
ख़्वाब	xʋɑːb
ख़्वाबगाह	kʰʋɑːbɡɑːʱ
ख़्वाबगाह	xʋɑːbɡɑːʱ
ख़्वाहिश	kʰɑːɦɪʃ
ख़्वाहिश	xɑːɦɪʃ
ख़्वाहिश	kʰʋɑːɦɪʃ
ख़्वाहिश	xʋɑːɦɪʃ
खाँग	kʰɑ̃ːɡ
खाँसना	kʰɑ̃ːsnɑː
खाँसी	kʰɑ̃ːsiː
खाई	kʰɑːiː
खाट	kʰɑːʈ
खाड़ी	kʰɑːɽiː
खाद	kʰɑːd̪
खादी	kʰɑːd̪iː
खाद्य	kʰɑːd̪jə
खान	kʰɑːn
खाना	kʰɑːnɑː
खिंचाव	kʰɪɲt͡ʃɑːʋ
खिड़की	kʰɪɽkiː
खिलना	kʰɪlnɑː
खिलवाना	kʰɪlʋɑːnɑː
खिलौना	kʰɪl̪ɔːn̪ɑː
खिसकना	kʰɪsəknɑː
खींच	kʰiːɲt͡ʃ
खींचतान	kʰiːɲt͡ʃt̪ɑːn
खींचना	kʰiːɲt͡ʃnɑː
खींचना	kʰĩːt͡ʃnɑː
खीर	kʰiːɾ
खीसा	kʰiːsɑː
खुजलाना	kʰʊd͡ʒlɑːnɑː
खुदरा	kʰʊd̪ɾɑː
खुदाई	kʰʊd̪ɑːiː
खुर	kʰʊɾ
खुरपा	kʰʊɾpɑː
खुलकर	kʰʊlkəɾ
खुलना	kʰʊlnɑː
खुला	kʰʊlɑː
खुलापन	kʰʊlɑːpən
खुलेआम	kʰʊleːɑːm
खूँटी	kʰũːʈiː
खूब	kʰuːb
खेत	kʰet̪
खेतिहर	kʰeːt̪ɪɦəɾ
खेती	kʰeːt̪iː
खेद	kʰeːd̪
खेना	kʰeːnɑː
खेल	kʰeːl
खेलकूद	kʰeːlkuːd̪
खेलना	kʰeːlnɑː
खोंसना	kʰoːnsnɑː
खोआ	kʰoːɑː
खोका	kʰoːkɑː
खोज	kʰoːd͡ʒ
खोजना	kʰodʒn̪aː
खोटा	kʰoːʈɑː
खोदना	kʰoːd̪nɑː
खोपड़ी	kʰoːpɽiː
खोया	kʰoːjɑː
खोला	kʰoːlɑː
ख्मेर	kʰmeːɾ
ग	ɡə
गंगाजल	ɡəŋɡɑːd͡ʒəl
गंजा	ɡəɲd͡ʒɑː
गंतव्य	ɡənt̪əʋj
गंदगी	ɡənd̪əɡiː
गंदा	ɡənd̪ɑː
गंध	ɡənd̪ʱ
गंभीर	ɡəmbʱiːɾ
गंवाना	ɡə̃ʋɑːnɑː
गई	ɡəiː
गऊ	ɡəuː
गगन	ɡəɡən
गगनचुंबी	ɡəɡənt͡ʃʊmbiː
गगनभेदी	ɡəɡənbʱeːd̪iː
गज	ɡəd͡ʒ
गज़	ɡəz
गठजोड़	ɡəʈʰd͡ʒoːɽ
गठन	ɡəʈʰən
गठित	ɡəʈʰɪt̪
गड्ढा	ɡəɖɖʱɑː
गढ़	ɡəɽʱ
गढ़ना	ɡəɽʱnɑː
गढ़वाल	ɡəɽʱʋɑːl
गढ़ी	ɡəɽʱiː
गणना	ɡənnɑː
गणित	ɡənɪt̪
गणितज्ञ	ɡənɪt̪əɡj
गणेश	ɡəɳeʃ
गत	ɡət̪
गतिकी	ɡət̪ɪkiː
गतिज	ɡət̪ɪd͡ʒ
गतिमान	ɡət̪ɪmɑːn
गतिरोध	ɡət̪ɪɾoːd̪ʱ
गत्ता	ɡət̪t̪ɑː
गदा	ɡəd̪ɑː
गद्य	ɡəd̪j
गधा	ɡəd̪ʱɑː
गन्दा	ɡənd̪ɑː
गन्ना	ɡənnɑː
गप	ɡəp
गपशप	ɡəpʃəp
गमला	ɡəmlɑː
गम्भीर	ɡəmbʱiːɾ
गया	ɡəjɑː
गरिमा	ɡəɾɪmɑː
गरुड	ɡəɾʊɖ
गरुड़	ɡəɾʊɽ
गरेबान	ɡəɾeːbɑːn
गर्द	ɡəɾd̪
गर्दन	ɡəɾd̪ən
गर्दिश	ɡəɾd̪ɪʃ
गर्भ	ɡəɾbʱ
गर्भपात	ɡəɾbʱpɑːt̪
गर्भवती	ɡəɾbʱʋət̪iː
गर्भवती	ɡəɾbʱʋət̪iː
गर्भावस्था	ɡəɾbʱɑːʋəst̪ʰɑː
गर्भाशय	ɡəɾbʱɑːʃəj
गर्म	ɡəɾəm
गर्म	ɡəɾm
गलना	ɡəlnɑː
गलबाँही	ɡəlbɑ̃ːɦiː
गलसुआ	ɡəlsʊɑː
गला	ɡəlɑː
गलियारा	ɡəliːjɑːɾɑː
गली	ɡəliː
गवाह	ɡəʋɑːʱ
गवाही	ɡəʋɑːɦiː
गश्त	ɡəʃt̪
गहन	ɡɛːʱn
गहना	ɡɛːʱnɑː
गहरा	ɡɛːʱɾɑː
गहराई	ɡɛːʱɾɑːiː
ग़	ɡə
ग़	ɣə
ग़	ɡə
ग़ज़ब	ɡəzəb
ग़ज़ब	ɣəzəb
ग़द्दार	ɡəd̪d̪ɑːɾ
ग़द्दार	ɣəd̪d̪ɑːɾ
ग़बन	ɡəbən
ग़बन	ɣəbən
ग़म	ɡəm
ग़म	ɣəm
ग़रारा	ɡəɾaɾa
ग़रारा	ɣəɾaɾa
ग़रीब	ɡəɾiːb
ग़रीब	ɣəɾiːb
ग़रीबी	ɡəɾiːbiː
ग़रीबी	ɣəɾiːbiː
ग़लत	ɡələt̪
ग़लत	ɣələt̪
ग़लतफ़हमी	ɡələt̪fɛːʱmiː
ग़लतफ़हमी	ɣələt̪fɛːʱmiː
ग़लती	ɡəlt̪iː
ग़लती	ɣəlt̪iː
ग़ाज़ियाबाद	ɡɑːziːjɑːbɑːd̪
ग़ाज़ियाबाद	ɣɑːziːjɑːbɑːd̪
ग़ायब	ɡɑːjəb
ग़ायब	ɣɑːjəb
ग़ुरूर	ɡʊɾuːɾ
ग़ुरूर	ɣʊɾuːɾ
ग़ुस्सा	ɡʊssɑː
ग़ुस्सा	ɣʊssɑː
ग़ैर	ɡɛːɾ
ग़ैर	ɣɛːɾ
ग़ैरक़ानूनी	ɡɛːɾkɑːnuːniː
ग़ैरक़ानूनी	ɣɛːɾqɑːnuːniː
ग़ैरमौजूदगी	ɡɛːɾmɔːd͡ʒuːd̪ɡiː
ग़ैरमौजूदगी	ɣɛːɾmɔːd͡ʒuːd̪ɡiː
ग़ोता	ɡoːt̪ɑː
ग़ोता	ɣoːt̪ɑː
ग़ोताख़ोर	ɡoːt̪ɑːkʰoːɾ
ग़ोताख़ोर	ɣoːt̪ɑːxoːɾ
ग़ौरतलब	ɡɔːɾt̪ələb
ग़ौरतलब	ɣɔːɾt̪ələb
गाँजा	ɡɑːɲd͡ʒɑː
गाँडू	ɡɑ̃ːɖuː
गाँधी	ɡɑ̃ːd̪ʱiː
गाँधीनगर	ɡɑ̃ːd̪ʱiːnəɡəɾ
गाँववाला	ɡɑ̃ːʋʋɑːlɑː
गांगुली	ɡɑːŋɡʊliː
गांजा	ɡãːn̪dʒaː
गांठ	ɡɑːnʈʰ
गांठकट	ɡɑːnʈʰkəʈ
गांड	ɡɑːnɖ
गांडू	ɡɑːnɖuː
गांधीगिरी	ɡɑːnd̪ʱiːɡɪɾiː
गांभीर्य	ɡɑːmbʱiːɾj
गांव	ɡɑ̃ːʋ
