a	aː
fräistouss	fʀæˑɪ̯ʃtəʊ̯s
fréi	fʀɜɪ̯
fréier	fʀɜɪ̯ɐ
fréieren	fʀɜɪ̯əʀən
fréijoer	fʀɜɪ̯joːɐ
frënd	fʀənt
frësch	fʀəʃ
frëss	fʀəs
frësst	fʀəst
fudder	fudɐ
fuedem	fuə̯dəm
fuer	fuə̯
fuer	fuːɐ
fueren	fuːʀən
fueren	fuə̯ʀən
fuererflucht	fuːʀɐ-
fuererflucht	fuə̯ʀɐfluχt
fuerplang	fuə̯plɑŋ
fuerplang	fuːɐplɑŋ
fuerschen	fuə̯ʃən
fuert	fuə̯t
fuert	fuːɐt
fuerz	fuə̯t͡s
fuerzen	fuə̯t͡sən
fäeg	feːəɕ
fäeg	fɛːəɕ
fäerdeg	fɛə̯dəɕ
fäerten	fɛə̯tən
fähr	fɛə̯
fäil	fæˑɪ̯l
fäischt	fæˑɪ̯ʃt
fälleg	fæləɕ
fälschen	fælʃən
fändel	fændəl
fänken	fæŋkən
fécken	fekən
féieren	fɜɪ̯əʀən
féiwer	fɜɪ̯vɐ
fëmmen	fəmən
fënnef	fənəf
fënneft	fənəft
fënns	fənts
fënnt	fənt
fënster	fənstɐ
fësch	fəʃ
fëschen	fəʃən
fëscher	fəʃɐ
gaalgen	ɡaːlʑən
gaapsen	ɡaːpsən
gaardeboun	ɡaːʀdəbəʊ̯n
gaarf	ɡaːχf
gaart	ɡaːχt
gafel	ɡaːfəl
gamm	ɡɑm
gang	ɡɑŋ
gank	ɡɑŋk
ganz	ɡɑnts
gar	ɡaːχ
gare	ɡaːχ
garrelen	ɡɑʀələn
gebai	ɡəbɑɪ̯
gebass	ɡəbɑs
gebeess	ɡəbeːs
gebiet	ɡəbiə̯t
gebitt	ɡəbit
geblitt	ɡəblit
geblosen	ɡəbloːzən
gebonnen	ɡəbonən
gebot	ɡəboːt
gebrach	ɡəbʀɑχ
gebrauchen	ɡəbʀæˑʊ̯χən
gebroden	ɡəbʀoːdən
gebräichlech	ɡəbʀæˑɪ̯ɕləɕ
gebueden	ɡəbuə̯dən
gebuert	ɡəbuə̯t
gebuert	ɡəbuːɐt
gedanken	ɡədɑŋkən
gediechtnes	ɡədiə̯ʑdnəs
gedoen	ɡədoːən
gedold	ɡədolt
gedriwwen	ɡədʀivən
gedroen	ɡədʀoːən
gedronk	ɡədʀoŋk
geeschteg	ɡeːʃtəɕ
geeschter	ɡeːʃtɐ
geeschtlech	ɡeːʃtləɕ
geeschtlechen	ɡeːʃtləɕən
geeschtlechkeet	ɡeːʃtləɕkeːt
geessebock	ɡeːsəbok
gefaach	ɡəfaːχ
gefalen	ɡəfaːlən
gefier	ɡəfiə̯
gefier	ɡəfiːɐ
gefill	ɡəfil
gefisems	ɡəfizəmps
geflass	ɡəflɑs
geflunn	ɡəflun
gefor	ɡəfoːɐ
gefriess	ɡəfʀiə̯s
gefuer	ɡəfuə̯
gefuer	ɡəfuːɐ
gefäll	ɡəfæl
gehacktes	ɡəhɑktəs
gehaen	ɡəhaːən
gehalen	ɡəhaːlən
geheechnes	ɡəheːʑnəs
geheien	ɡəhɑɪ̯ən
geheim	ɡəhɑɪ̯m
geheimnis	ɡəhɑɪ̯mnis
gehir	ɡəhiə̯
gehir	ɡəhiːɐ
geholl	ɡəhol
gehuewen	ɡəhuə̯vən
gehéiereg	ɡəhɜɪ̯əʀəɕ
gehéieren	ɡəhɜɪ̯əʀən
gei	ɡɑɪ̯
gejot	ɡəjoːt
geklommen	ɡəklomən
gelaf	ɡəlaːf
geleeën	ɡəleːən
gelidden	ɡəlidən
gellecht	ɡæləɕt
gelooss	ɡəloːs
gelungen	ɡəluŋən
gelunn	ɡəlun
geléngen	ɡəleŋən
gemaach	ɡəmaːχ
gemeng	ɡəmæŋ
gemidden	ɡəmidən
gemitt	ɡəmit
geméis	ɡəmɜɪ̯s
genee	ɡəneː
genereel	ʒənəʀeːl
generol	ʒənəʀoːl
genie	ʒəniː
genoss	ɡənos
genuch	ɡənuχ
genéieren	ʒənɜɪ̯əʀən
genéissen	ɡənɜɪ̯sən
gepaakt	ɡəpaːkt
gepëspers	ɡəpəspɐs
geraf	ɡəʀaːf
geraimeg	ɡəʀɑɪ̯məɕ
gerass	ɡəʀɑs
gerecht	ɡəʀæɕt
gerechtegkeet	ɡəʀæɕtəɕkeːt
gereest	ɡəʀeːst
geridden	ɡəʀidən
geriicht	ɡəʀiːɕt
geriwwen	ɡəʀivən
germanesch	ɡɛə̯maːnəʃ
geroden	ɡəʀoːdən
geräisch	ɡəʀæˑɪ̯ʃ
geräischer	ɡəʀæˑɪ̯ʃɐ
geréieren	ʒəʀɜɪ̯əʀən
geschass	ɡəʃɑs
geschicht	ɡəʃiɕt
geschitt	ɡəʃit
geschlass	ɡəʃlɑs
geschlechtsflësseg	ɡəʃlæɕt͡sfləsəɕ
geschlechtsverkéier	ɡəʃlæɕtsfɐkɜɪ̯ɐ
geschmaach	ɡəʃmaːχ
geschmass	ɡəʃmɑs
geschwënn	ɡəʃwən
geschéien	ɡəʃɜɪ̯ən
gesell	ɡəzæl
gesetz	ɡəzæt͡s
gesetzlech	ɡəzæt͡sləɕ
gesiicht	ɡəziːɕt
gesinn	ɡəzin
gesond	ɡəzont
gespier	ɡəʃpiə̯
gespier	ɡəʃpiːɐ
gesprongen	ɡəʃpʀoŋən
gespréich	ɡəʃpʀɜɪ̯ɕ
gespréicheg	ɡəʃpʀɜɪ̯ɕəɕ
gestraich	ɡəʃtʀɑɪ̯ɕ
gestreits	ɡəʃtʀɑɪ̯ts
gesträift	ɡəʃtʀæˑɪ̯ft
getratt	ɡətʀɑt
getrueden	ɡətʀuə̯dən
getëppelt	ɡətəpəlt
gewannen	ɡəvɑnən
gewierz	ɡəviə̯t͡s
gewiicht	ɡəviːɕt
gewinnen	ɡəvinən
gewosst	ɡəvost
gewuess	ɡəvuə̯s
gewuesst	ɡəvuə̯st
gewunnecht	ɡəvunəɕt
gewënn	ɡəvən
gewëssen	ɡəvəsən
gezei	ɡət͡sɑɪ̯
gezunn	ɡət͡sun
gezwitschert	ɡət͡swit͡ʃɐt
giedel	ɡiə̯dəl
giel	ɡiə̯l
gierwen	ɡiə̯vən
gierwer	ɡiə̯vɐ
gierwerei	ɡiə̯vəʀɑɪ̯
giess	ɡiə̯s
giicht	ɡiːɕt
giraff	ʒiʀɑf
gittar	ɡitaːχ
glace	ɡlɑs
glanz	ɡlɑnts
glaseg	ɡlaːzəɕ
glatz	ɡlɑts
glawen	ɡlaːvən
gleewen	ɡleːvən
glidderen	ɡlidəʀən
gliesen	ɡliə̯zən
glous	ɡləʊ̯s
glousen	ɡləʊ̯tsən
gläich	ɡlæˑɪ̯ɕ
gläichen	ɡlæˑɪ̯ɕən
gléck	ɡlek
glécken	ɡlekən
glëtsch	ɡlət͡ʃ
glëtz	ɡlət͡s
goen	ɡoːən
goldfësch	ɡoltfəʃ
gonnen	ɡonən
gonscht	ɡontʃt
goût	ɡuː
graff	ɡʀɑf
grafschrëft	ɡʀaːfʃʀəft
gramm	ɡʀɑm
granat	ɡʀɑnaːt
granatapel	ɡʀɑnaːdaːpəl
grand	ɡʀɑnt
grapp	ɡʀɑp
graskaarp	ɡʀaːskaːχp
gratinéieren	ɡʀɑtinɜɪ̯əʀən
gravitatioun	ɡʀɑvitɑtsjəʊ̯n
gravitéit	ɡʀɑvitɜɪ̯t
griich	ɡʀiːɕ
griicheland	ɡʀiːɕəlɑnt
griichesch	ɡʀiːɕəʃ
grimmel	ɡʀiməl
gro	ɡʀoː
grommelen	ɡʀomələn
gromper	ɡʀompɐ
grondel	ɡʀondəl
grouf	ɡʀəʊ̯f
grouss	ɡʀəʊ̯s
groussem	ɡʀəʊ̯səm
groussen	ɡʀəʊ̯sən
grousser	ɡʀəʊ̯sɐ
groussmamm	ɡʀəʊ̯zmɑm
grousspapp	ɡʀəʊ̯spɑp
grousst	ɡʀəʊ̯st
gruef	ɡʀuə̯f
gruewen	ɡʀuə̯vən
gräifen	ɡʀæˑɪ̯fən
gräisslech	ɡʀæˑɪ̯sləɕ
gréif	ɡʀɜɪ̯f
gréissen	ɡʀɜɪ̯sən
gréisst	ɡʀɜɪ̯st
gréiwemaacher	ɡʀɜɪ̯vəmaːχɐ
gréng	ɡʀeŋ
gréngen	ɡʀeŋən
grëff	ɡʀəf
grënnen	ɡʀənən
grënner	ɡʀənɐ
grëtz	ɡʀət͡s
guddem	ɡudəm
gudden	ɡudən
gudder	ɡudɐ
gued	ɡuə̯t
guer	ɡuə̯
guer	ɡuːɐ
gäertner	ɡɛə̯dnɐ
gäipmännchen	ɡæˑɪ̯bmænɕən
gäissel	ɡæˑɪ̯səl
gäisselen	ɡæˑɪ̯sələn
gäiz	ɡæˑɪ̯t͡s
gäizen	ɡæˑɪ̯t͡sən
gäns	ɡænts
gässen	ɡæsən
géi	ɡɜɪ̯
géigend	ɡɜɪ̯ʑənt
géigner	ɡɜɪ̯ʑnɐ
géint	ɡɜɪ̯nt
géinteneen	ɡɜɪ̯ndəneːn
géintiwwer	ɡɜɪ̯ndivɐ
géissen	ɡɜɪ̯sən
gëft	ɡəft
gëllen	ɡələn
gënnen	ɡənən
gëscht	ɡəʃt
gëschter	ɡəʃtɐ
ha	haː
haaptfach	haːptfɑχ
haaptsaach	haːbd͡zaːχ
haaptsächlech	haːbd͡zæɕləɕ
haart	haːχt
haarz	haːχt͡s
haassen	haːsən
hachéieren	hɑʃɜɪ̯əʀən
hackernoss	hɑkɐnos
haen	haːən
haff	hɑf
haifësch	hɑɪ̯fəʃ
haiteg	hɑɪ̯təɕ
halen	haːlən
hall	hɑl
hallef	hɑləf
hallefnuecht	hɑləvnuə̯ɕt
hallem	hɑləm
hals	hɑlts
halschent	hɑlʃənt
hambier	hɑmbiə̯
hambier	hɑmbiːɐ
hamster	hɑmstɐ
hand	hɑnt
handbrems	hɑndbʀæmps
handduch	hɑnduχ
handelen	hɑndələn
handgelenk	hɑndɡəlæŋk
handlung	hɑndluŋ
handyen	hændiən
hank	hɑŋk
hannen	hɑnən
hannendran	hɑnəndʀɑn
hannendrun	hɑnəndʀun
hannenno	hɑnənoː
hanner	hɑnɐ
hannereneen	hɑnəʀəneːn
hannerwands	hɑnɐvɑnts
hanneschtsetzen	hɑnəʒd͡zætsən
hannevir	-fiə̯
hannevir	hɑnəfiːɐ
happ	hɑp
har	haːχ
harespel	haːʀæspəl
harespel	hɑʀæspəl
harf	hɑχf
hatt	hɑt
hauf	hɑʊ̯f
haus	hæˑʊ̯s
hausdéier	hæˑʊ̯zdɜɪ̯ɐ
haut	hæˑʊ̯t
haut	hɑʊ̯t
hautdokter	hɑʊ̯ddoktɐ
hauwemees	hɑʊ̯vəmeːs
hee	heː
heefen	heːfən
heelen	heːlən
heemecht	heːməɕt
heemechtshaus	heːməɕtshæˑʊ̯s
heemschécken	heːmʃekən
heeschen	heːʃən
heeschnapp	heːʃnɑp
heften	hæftən
hei	hɑɪ̯
heiansdo	hɑɪ̯ɑndzdoː
heizkierper	hɑɪ̯t͡skiə̯pɐ
hellblo	hælbloː
helleg	hæləɕ
hellegspriechen	hæləɕʃpʀiə̯ɕən
hengscht	hæŋkʃt
herrlech	hæʀləɕ
herrlechkeet	hæʀləɕkeːt
herzog	hæχt͡soχ
herzogtum	hæχt͡soχtum
hessesch	hæsəʃ
hexen	hæksən
hicken	hikən
hidden	hidən
hiecht	hiə̯ɕt
hief	hiə̯f
hiel	hiə̯l
hielenner	hiə̯lænɐ
hiem	hiə̯m
hien	hiə̯n
hier	hiə̯
hier	hiːɐ
hierk	hiə̯k
hierscht	hiə̯ʃt
hierschtkueb	hiə̯ʃtkuə̯p
hiert	hiə̯t
hiert	hiːɐt
hieselnoss	hiə̯zəlnos
hieselter	hiə̯zəltɐ
hiewel	hiə̯vəl
hiewen	hiə̯vən
himmel	himəl
himmelblo	himəlbloː
himmelen	himələn
himmelräich	himəlʀæˑɪ̯ɕ
himmelsdéierchen	himəldzdɜɪ̯ɐɕən
hindeiten	hindɑɪ̯tən
hinnen	hinən
hir	hiə̯
hir	hiːɐ
hirsch	hiχʃ
historesch	histoːʀəʃ
historiker	histoːʀikɐ
hiweisen	hivɑɪ̯zən
hiwwel	hivəl
ho	hoː
hoer	hoːɐ
hoerbiischt	hoːɐbiːʃt
hoffen	hofən
holland	holɑnt
hollännesch	holænəʃ
holz	holts
homard	homaːχ
honger	hoŋɐ
honnert	honɐt
hoppelen	hopələn
horaire	hoʀɛə̯
horaire	hoːʀɛə̯
houer	həʊ̯ɐ
houf	həʊ̯f
houfeisen	həʊ̯vɑɪ̯zən
houfert	həʊ̯fɐt
houfreg	həʊ̯fʀəɕ
houfschmadd	həʊ̯fʃmɑt
houscht	həʊ̯ʃt
houschten	həʊ̯ʃtən
huel	huə̯l
huelen	huə̯lən
huelt	huə̯lt
huer	huə̯
huer	huːɐ
huerteg	hʊə̯təɕ
hues	huə̯s
huesenziwwi	huə̯zənt͡sivi
huewer	huə̯vɐ
hummer	humɐ
hunneg	hunəɕ
huppen	hupən
huschen	huʃən
huwwel	huvəl
huwwelen	huvələn
häerd	hɛə̯t
häerden	hɛə̯dən
häerz	hɛə̯t͡s
häip	hæˑɪ̯p
hällewull	hæləvul
häls	hælts
hämmelfleesch	hæməlfleːʃ
händchen	hænt͡ɕən
hänken	hæŋkən
hänselen	hænzələn
hätschelen	hæt͡ʃələn
héchstens	hekstənts
héich	hɜɪ̯ɕ
héichhaus	hɜɪ̯ɕhæˑʊ̯s
héichsprong	hɜɪ̯ɕʃpʀoŋ
héicht	hɜɪ̯ɕt
héichtenangscht	hɜɪ̯ɕtənɑŋkʃt
héichuewen	hɜɪ̯ʑuə̯vən
héieren	hɜɪ̯əʀən
héiflech	hɜɪ̯fləɕ
héiflechkeet	hɜɪ̯fləɕkeːt
héijen	hɜɪ̯ʑən
héil	hɜɪ̯l
héiss	hɜɪ̯s
héissen	hɜɪ̯sən
hénger	heŋɐ
héngeree	heŋɐʔeː
héngeree	heŋəʀeː
héngerhaut	heŋɐhæˑʊ̯t
hëft	həft
hëllef	hələf
hëllefen	hələfən
hëllefsverb	hələvzvæχp
hëls	həlts
hëlt	həlt
hëlzen	həlt͡sən
hënt	hənt
hëtzen	hət͡sən
hëtzt	hət͡st
ideal	idəaːl
iech	iə̯ɕ
iech	əɕ
iechternach	iə̯ɕtɐnɑχ
ielebou	iə̯ləbəʊ̯
ierbes	iə̯bəs
ierflech	iə̯vləɕ
iergenden	iə̯ʑəndən
iergendeng	iə̯ʑəndæŋ
iergendengem	iə̯ʑəndæŋəm
iergendenger	iə̯ʑəndæŋɐ
ierger	iə̯ʑɐ
iergeren	iə̯ʑəʀən
ierwen	iə̯vən
iesel	iə̯zəl
iess	iə̯s
iessen	iə̯sən
iessläffel	iə̯slæfəl
iesst	iə̯st
iesszëmmer	iə̯st͡səmɐ
iewescht	iə̯vəʃt
igel	iʑəl
imaginatioun	imɑʒinɑtsjəʊ̯n
improvisatioun	æ̃ːpʀovizɑtsjəʊ̯n
indien	indjən
ingenieur	æ̃ːʒənjøːɐ
ir	iə̯
ir	iːɐ
iren	iːʀən
iren	iə̯ʀən
iwwel	ivəl
iwwerfall	ivɐfɑl
iwwerfloss	ivɐflos
iwwergräifen	ivɐɡʀæˑɪ̯fən
iwwerliewen	ivɐliə̯vən
iwwersetzen	ivɐzæt͡sən
iwwerweisen	ivɐvɑɪ̯zən
jach	jɑχ
jackett	ʒɑkæt
jalousie	ʒɑluziː
januar	jɑnuaːχ
japanesch	jɑpaːnəʃ
jatt	ʒɑt
jauwen	ʒɑʊ̯vən
jeans	d͡ʒiːnts
jeeër	jeːɐ
jeeër	ʒeːɐ
jidder	jidɐ
jiddereen	jidəʀeːn
jo	joː
joen	joːən
joer	joːɐ
joerdausend	joːɐdɑʊ̯zənt
joerhonnert	joːɐhonɐt
joerzéngt	joːɐt͡seŋkt
joffer	jofɐ
jomer	joːmɐ
jongléieren	ʒoŋɡlɜɪ̯əʀən
joreszäit	joːəʀəst͡sæˑɪ̯t
jubiléieren	jubilɜɪ̯əʀən
juegd	juə̯ɕt
jugendchômage	juːʁənt͡ʃoːmaːʃ
jus	ʒyː
jäizen	jæˑɪ̯t͡sən
jéimeren	jɜɪ̯məʀən
jéngelchen	jeŋəlɕən
kaarp	kaːχp
kaart	kaːχt
kabes	kaːbəs
kach	kɑχ
kachen	kɑχən
kachkéis	kɑχkɜɪ̯s
kachmaschinn	kɑχmɑʃin
kadaster	kɑdɑstɐ
kafen	kaːfən
kaffi	kɑfi
kalbass	kɑlbɑs
kalenner	kɑlænɐ
kallef	kɑləf
kalleffleesch	kɑləffleːʃ
kammoud	kɑməʊ̯t
kamp	kɑmp
kaméidi	kɑmɜɪ̯di
kaméil	kɑmɜɪ̯l
kand	kɑnt
kann	kɑn
kanns	kɑnts
kant	kɑnt
kaul	kɑʊ̯l
kauzeg	kɑʊ̯t͡səɕ
kichelchen	kiɕəlɕən
kichen	kiɕən
kloer	kloːɐ
konstitutioun	konstitutsjəʊ̯n
konzentréieren	kont͡sæntʀɜɪ̯əʀən
krouch	kʀəʊ̯χ
kränken	kʀæŋkən
kréich	kʀɜɪ̯ɕ
kréien	kʀɜɪ̯ən
kuerz	kuə̯ts
kätzercher	kæt͡sɐɕɐ
kënnen	kənən
leeën	leːən
leien	lɑɪ̯ən
liichttuerm	liːɕtuə̯m
lycée	lise
lycéesschüler	lisesʃyːlɐ
léift	lɜɪ̯ft
léiwen	lɜɪ̯vən
lëtzebuerg	lətsəbuə̯ɕ
lëtzebuergesch	lət͡səbuːə̯jəʃ
mass	mɑs
mauer	mɑʊ̯ɐ
mech	məɕ
mir	miːə̯
moer	moːɐ
mä	mɛː
méiglecherweis	mɜɪ̯ʑləɕɐvɑɪ̯s
méindeg	mɜɪ̯ndəɕ
méiw	mɜɪ̯f
mëttelfeldspiller	mətəlfæltʃpilɐ
mëttwoch	mətvoχ
naachen	naːχən
natierlech	-tiə̯ləɕ
natierlech	nɑtiːɐləɕ
net	nət
netzwierk	næd͡zviːə̯k
nidderlanden	nidɐlɑndən
nuechtegailchen	nuə̯ɕtəɡɑɪ̯lɕən
nämlech	nɛːmləɕ
nëmmen	nəmən
ofspriechen	oːfʃpʀiə̯ɕən
olivenueleg	oliːvənuə̯ləɕ
onbaarmhäerzeg	onbaːmhɛːɐ̯t͡səɕ
onnatierlech	-tiə̯ləɕ
onnatierlech	onɑtiːɐləɕ
opreegen	opʀeːʑən
paangech	paːŋəɕ
panech	paːnəɕ
pankech	pɑŋkəɕ
plaum	plɑʊ̯m
praum	pʀɑʊ̯m
priedegen	pʀiə̯dəʑən
priedeger	pʀiə̯dəʑɐ
priedegt	pʀiə̯dəɕt
pruecht	pʀuə̯ɕt
puppelchen	pupəlɕən
päerd	pɛːə̯t
quecksëlwer	kwæɡzəlvɐ
queesch	kweːʃ
quell	kwæl
quetsch	kwæt͡ʃ
quitt	kwit
quëllen	kwələn
rechtlech	ʀæɕtləɕ
regel	ʀeːʑəl
rengegen	ʀæŋəʑən
riicht	ʀiːɕt
riichtbéien	ʀiːʑdbɜɪ̯ən
riichten	ʀiːɕtən
riichter	ʀiːɕtɐ
roden	ʀoːdən
räich	ʀæːɪ̯ɕ
rëmeleng	ʀəməleŋ
sachlech	zɑχləɕ
salzeg	zɑlt͡səɕ
samschdeg	zɑmʒdəɕ
sauerstoff	zɑʊ̯ɐʃtof
schaarf	ʃaːf
schantjen	ʃɑntɕən
schiertech	ʃiːə̯təɕ
schliisslech	ʃliːsləɕ
schluechten	ʃluə̯ɕtən
schmadd	ʃmɑt
schnapp	ʃnɑp
schrëftsteller	ʃʀəftʃtælɐ
schwaarz	ʃwaːts
schwaarz	ʃwaːχts
schweessen	ʃweːsən
schwäin	ʃwæˑɪ̯n
schwäiz	ʃwæːɪ̯t͡s
schwätzen	ʃwætsən
schéngen	ʃeŋən
schëlleg	ʃələɕ
sech	zəɕ
siedegen	ziə̯dəʑən
sigel	ziʑəl
sonndeg	zondəɕ
sonnenënnergang	zonənənɐɡɑŋ
spoun	ʃpəʊ̯n
spriechen	ʃpʀiə̯ɕən
spriecher	ʃpʀiə̯ɕɐ
sproochlech	ʃpʀoːχləɕ
spären	ʃpɛːʀən
stater	ʃtaːtɐ
storch	ʃtoχɕ
strofen	ʃtʀoːfən
stroossbuerg	ʃtʀoːsbuːə̯ɕ
strëmp	ʃtʀəmp
stäerchen	ʃtɛə̯ɕən
stänneg	ʃtænəɕ
stär	ʃtɛə̯
stären	ʃtɛːʀən
stärercher	ʃtɛːʀɐɕɐ
stécken	ʃtekən
suerg	zuə̯ɕ
suergen	zuə̯ʑən
sächlech	zæɕləɕ
sécher	zəɕɐ
séissen	zɜɪ̯sən
sëndegen	zəndəʑən
toufen	təʊ̯fən
trauen	tʀɑʊ̯ən
trei	tʀɑɪ̯
téinen	tɜɪ̯nən
tëscht	təʃt
uebstjus	uə̯bzdʒyː
uechten	uə̯ɕtən
uerteel	uə̯teːl
ursaach	uːə̯zaːχ
uspriechen	uʃpʀiə̯ɕən
verbannen	fɐbɑnən
verdeedegen	fɐdeːdəʑən
verdeedeger	fɐdeːdəʑɐ
verfollegung	fɐfoləʑuŋ
vergläichen	fɐɡlæːɪ̯ɕən
verspriechen	fɐʃpʀiə̯ɕən
verspriechung	fɐʃpʀiə̯ɕuŋ
versteesdemech	fɐʃteːsdəməɕ
verstoen	fɐʃtoːən
versécherung	fɐzeɕəʀuŋ
verteideger	fɐtɑɪ̯dəʑɐ
veruechten	fɐuə̯ɕtən
vir	fiə̯
vir	fiːɐ
waarm	vaːm
wand	vɑnt
wanter	vɑntɐ
wee	veː
weeër	veːɐ
werfen	væχfən
wichtegkeet	viɕtəɕkeːt
wieder	viə̯dɐ
wierbeldéier	viːə̯bəldɜɪ̯ɐ
wierdegen	viːə̯dəʑən
wierder	viə̯dɐ
wierderbuch	viə̯dɐbuχ
wirschtchen	viχʃtɕən
wirschtchen	viχʃən
wirschtercher	viχʃtɐɕɐ
wopen	voːpən
wourecht	vəʊ̯ʀəɕt
wuert	vuə̯t
wurscht	vuχʃt
wurschten	vuχʃtən
wéini	vɜɪ̯ni
zeck	t͡sæk
zecken	t͡sækən
zeechnen	t͡seːɕnən
zeechnung	t͡seːɕnuŋ
zeitung	t͡sɑɪ̯tʰuŋ
zeitungen	t͡sɑɪ̯tʰuŋən
ziffer	t͡sifɐ
zouspriechen	t͡səʊ̯ʃpʀiə̯ɕən
zweeeeëg	t͡sweːʔeːəɕ
zweiwel	t͡swɑɪ̯vəl
zweiwelen	t͡swɑɪ̯vələn
zwäig	t͡swæˑɪ̯ɕ
äerd	ɛə̯t
äerdbier	-biə̯
äerdbier	ɛə̯dbiːɐ
äerz	ɛə̯ts
äerzbëschof	ɛə̯dzbəʃoːf
ähnlech	ɛːnləɕ
äifer	æˑɪ̯fɐ
äifereg	æˑɪ̯fəʀəɕ
äis	æˑɪ̯s
äisbier	-biə̯
äisbier	æˑɪ̯zbiːɐ
äisbierg	æˑɪ̯zbiə̯ɕ
äisch	æˑɪ̯ʃ
äishockey	æˑɪ̯shoki
äiskal	æˑɪ̯skaːl
äisvull	æˑɪ̯sful
äiszäit	æˑɪ̯st͡sæˑɪ̯t
änneren	ænəʀən
ännerung	ænəʀuŋ
äntweren	ændvəʀən
äntwert	ændvɐt
äppeljus	æpəlʒyː
äppeltaart	æpəltaːχt
äppeltäsch	æpəltæʃ
äppelviz	æpəlfiːt͡s
äquator	-toːɐ
äquator	ækwaːtoχ
är	ɛə̯
äschepuddel	æʃəpudəl
äschermëttwoch	æʃɐmədvoχ
äusseren	oɪ̯səʀən
éier	ɜɪ̯ɐ
éierchen	ɜɪ̯ɐɕən
éieregaascht	ɜɪ̯əʀəɡaːʃt
éieren	ɜɪ̯əʁən
éig	ɜɪ̯ɕ
éil	ɜɪ̯l
éischt	ɜɪ̯ʃt
éislek	ɜɪ̯slek
éisträich	ɜɪ̯stʀæˑɪ̯ɕ
éiweg	ɜɪ̯vəɕ
éiwegkeet	ɜɪ̯vəɕkeːt
ëffnung	əfnuŋ
ëm	əm
ëmdoen	əmdoːən
ëmdréien	əmdʀɜɪ̯ən
ëmdréiung	əmdʀɜɪ̯uŋ
ëmgang	əmɡɑŋ
ëmgangssprooch	əmɡɑŋksʃpʀoːχ
ëmgangssproochlech	əmɡɑŋksʃpʀoːχləɕ
ëmleeën	əmleːən
ëmsetzen	əmzæt͡sən
ëmwelt	əmvælt
ëmänneren	əmænəʀən
ënn	ən
ënnen	ənən
ënner	ənɐ
ënnerdaach	ənɐdaːχ
ënnergang	ənɐɡɑŋ
ënnerleeën	ənɐleːən
ënnerleien	ənɐlɑɪ̯ən
ënnerläif	ənɐlæˑɪ̯f
ënnerscheed	ənɐʃeːt
ënnerwäsch	ənɐvæʃ
ëss	əs
ësst	əst
ëstlech	əstləɕ
