abad	ɑbɑd
nikbin	nikbin
niyyət	nijːæt
niyə	nijæ
nökər	nœkær
nömrə	nœmræ
nöqtə	nœktæ
nəcib	næd͡zib
nəcib	næd͡ʒib
nəfər	næfær
nəfəs	næfæs
nənə	nænæ
nəsə	næsæ
nətər	nætær
nəvə	nævæ
nəyəsə	næjæsæ
ocaq	od͡zɑχ
ocaq	od͡ʒɑχ
ocaqlıq	od͡zɑɣɫɯχ
ocaqlıq	od͡ʒɑɣɫɯχ
olay	oɫɑj
oldu	oɫdu
olsun	osːun
olsun	oɫsun
onuncu	onund͡ʒu
onurğa	onurɣɑ
orada	orɑdɑ
ordu	ordu
orta	ortɑ
otaq	ɔtɑɡ
otaqda	otɑɣdɑ
oturacaq	oturɑd͡zɑχ
oturacaq	oturɑd͡ʒɑχ
oturmaq	oturmɑχ
otuz	otuz
otuzuncu	otuzund͡ʒu
ov	ov
ovuc	oud͡z
ovuc	ovud͡z
ovuc	ovud͡ʒ
ovçu	ovt͡su
ovçu	ovt͡sɯ
ovçu	ovt͡ʃu
ovçu	ovt͡ʃɯ
oxumaq	oχumaχ
oxutmaq	oχumɑχ
oxşamaq	oχʃɑmɑχ
oxşar	oχʃɑr
oxşarlıq	oχʃɑrlɯχ
oyanış	ojɑnɯʃ
oynamaq	ojnɑmɑχ
oyun	ojun
oğru	oɣru
oğul	oɣuɫ
oğurlamaq	oɣurːɑmɑχ
palçıq	pɑɫt͡sɯχ
palçıq	pɑɫt͡ʃɯχ
partlamaq	pɑrtːɑmɑχ
partlatmaq	pɑrtːɑtmɑχ
partlayış	pɑrtːɑjɯʃ
paytaxt	pɑjtɑχt
pendir	pendir
pendir	pendir̥
penis	pɛnis
petux	petuχ
pis	pis
planet	pɫɑnet
polis	polis
polkovnik	pɑɫkovnik
populyar	populjɑɾ
portuqal	poɾtuɡɑl
pota	potɑ
pozmaq	pozmɑχ
poçtalyon	pot͡ʃtɑljon
premyera	premjera
proqramçı	proɡrɑmt͡sɯ
proqramçı	proɡrɑmt͡ʃɯ
psixoterapiya	psixɔtɛɾɑpijɑ
pul	pul
pəncərə	pend͡zæræ
pəncərə	pend͡ʒæræ
pəncərə	pænd͡zæræ
pəncərə	pænd͡ʒæræ
qab	ɡɑb
qab	ɡɑb̥
qabaq	ɡɑbɑχ
qabaq	ɡɑvɑχ
qabaqcadan	ɡɑbɑɣd͡ʒɑdɑn
qabaqcıl	ɡɑbɑɣd͡zɯɫ
qabaqlamaq	ɡɑbɑɣɫɑmɑχ
qabağında	ɡɑbɑɣɯndɑ
qabırğa	ɡɑbɯrɣɑ
qabırğa	ɢɑbɯrɣɑ
qadağa	ɡɑdɑɣɑ
qadağan	ɡɑdɑɣɑn
qadın	kɑdɯn
qadın	ɡɑdɯn
qafqaz	ɡɑfkɑz
qafqaz	ɡɑfɡɑz
qalay	ɡɑɫɑj
qalayçı	ɡɑɫɑjt͡sɯ
qalayçı	ɡɑɫɑjt͡ʃɯ
qaldırmaq	ɡɑldɯrmɑχ
qaldırmaq	ɢɑldɯrmɑχ
qalibiyyət	ɡɑːlibijjæt
qalmaq	ɡɑɫmɑχ
qaluboy	ɡɑɫuboj
qaluboy	ɢɑɫuboj
qalxmaq	ɡɑɫχmɑχ
qan	ɡɑn
qanad	ɡɑnɑd
qanmaq	ɡɑmːɑχ
qanmaq	ɡɑnmɑχ
qanmaz	ɡɑmːɑz
qanmaz	ɡɑnmɑz
qanun	ɡɑːnun
qapmaq	ɡɑpmɑχ
qar	ɡɑr
qara	ɡæræ
qara	ɢæræ
qara	ɡɑrɑ
qarın	ɡɑrɯn
qarınca	ɡɑrɯnd͡zɑ
qarınca	ɡɑrɯnd͡ʒɑ
qarşı	ɡɑrʃɯ
qarışmaq	ɡɑrɯʃmɑχ
qarışqa	ɡɑrɯʃkɑ
qarışqa	ɡɑrɯʃɡɑ
qasırğa	ɡɑsɯrɣa
qaytarmaq	ɡejtærmɑχ
qaytarmaq	ɢejtærmɑχ
qaytarmaq	ɡɑjtɑrmɑχ
qayçı	ɡejt͡si
qayçı	ɡɑjt͡ʃɯ
qayıdış	ɡɑjɯdɯʃ
qayınana	ɡɑjɯnɑnɑ
qayınata	ɡɑjɯnɑtɑ
qayıtmaq	ɡejitmɑχ
qayıtmaq	ɢejitmɑχ
qayıtmaq	ɡɑjɯtmɑχ
qayğı	ɡɑjɣɯ
qaz	ɡɑz
qazanc	ɡɑzɑnd͡z
qazanc	ɡɑzɑnd͡ʒ
qazanmaq	ɡɑzɑmːɑχ
qazanmaq	ɡɑzɑnmɑχ
qazmaq	ɡɑzmɑχ
qazıntı	ɡɑzɯntɯ
qaçqın	ɡɑt͡sɡɯn
qaçqın	ɡɑt͡ʃɡɯn
qaş	ɡɑʃ
qaşımaq	ɡɑʃɯmɑχ
qaşınmaq	ɡɑʃɯnmɑχ
qaşıq	ɡɑʃɯχ
qeyri	ɡejri
qiymət	ɡijmæt
qiymət	ɢijmæt
qoboy	ɡoboj
qoca	ɡod͡zɑ
qoca	ɡod͡ʒɑ
qocalıq	ɡod͡zɑɫɯχ
qocalıq	ɡod͡ʒɑɫɯχ
qohum	ɡohum
qohumluq	ɡohumɫuχ
qol	ɡoɫ
qoltuq	ɡoɫtuχ
qonaq	ɡonɑχ
qonaqpərvər	ɡonɑχpærvær
qonaqpərəst	ɡonɑχpæræst
qoruqçu	ɡoruχt͡su
qoruqçu	ɡoruχt͡ʃu
qorxaq	ɡorχɑχ
qorxaqlıq	ɡorχɑχɫɯχ
qorxmaz	ɡorχmɑz
qorxu	ɡorχu
qovmaq	ɡovmɑχ
qovulma	ɡovuɫma
qovulmaq	ɡovuɫmaχ
qovun	ɡovun
qoymaq	ɡojmɑχ
qoşmaq	ɡoʃmaχ
qoşulmaq	ɡoʃuɫmaχ
qoşun	ɡoʃun
qunduz	ɡunduz
qurbağa	ɡurbɑɣɑ
qurmaq	ɡurmɑχ
qurtarmaq	kutarmɑχ
qurtarmaq	ɡurtɑrmɑχ
quru	ɡuru
qurutmaq	ɡurutmɑχ
qusmaq	ɡusmɑχ
quyruq	ɡujruɣ
quyu	ɡuju
quş	ɡuʃ
qəbiristan	ɡæbristɑn
qədər	χædær
qədər	ɡædæɾ
qədər	ɡædæɾ̥
qədər	ɢædæɾ̥
qəhbə	ɡæhbæ
qəhbə	ɡæhpæ
qəhbəlik	ɡæhbælij
qəhbəlik	ɡæhbælik
qəhbəlik	ɡæhpælij
qəhbəlik	ɡæhpælik
qəhrəman	ɡæhræmɑn
qəhrəmanlıq	ɡæhræmɑnɫɯχ
qəhvə	ɡæhvæ
qəlb	ɡælb
qəlb	ɢælb
qılmaq	ɡɯɫmɑχ
qılmaq	ɢɯɫmɑχ
qələbə	ɡælæbæ
qınaq	ɡɯnɑχ
qırmaq	ɡɯrmɑχ
qırmızı	ɡɯrmɯzɯ
qırxmaq	ɡɯrχmɑχ
qərənfil	ɟæɾænfɪl
qırğın	ɡɯrɣɯn
qısa	kɯ̥sɑ
qısa	ɡɯsɑ
qəssab	ɡæsːɑb
qəssab	ɢæsːɑb
qətl	ɡætl
qızdırmaq	ɡɯzdɯrmaχ
qəzet	ɡæzet
qızlıq	ɡɯzɫɯχ
qızmaq	ɡɯzmɑχ
qızılquş	ɡɯzɯɫɡuʃ
qızışmaq	ɡɯzɯʃmaχ
qış	ɡɯʃ
qışlaq	ɡɯʃlɑχ
qışlaq	ɡɯʃtɑχ
qışqırmaq	kɯʃkɯrmɑχ
qışqırmaq	ɡɯʃɡɯrmɑχ
qığılcım	ɡɯɣɯɫd͡zɯm
qığılcım	ɡɯɣɯɫd͡ʒɯm
rahat	rɑhɑt
rahatlıq	rɑhɑtlɯχ
rejissor	reʒisːor
rüşvət	ryʃvæt
rəfiqə	ræfiːɡæ
rəhbər	ræhbær
rəngləmək	ræŋlæmæk
rəğbət	ræɣbæt
rəğmən	ræɣmæn
saat	sɑɑt
sabah	sɑbɑh
sabit	sɑːbit
sadalamaq	sɑdɑɫɑmɑχ
sadaq	sɑdɑχ
sahib	sɑhib
salmaq	sɑɫmɑχ
saniyə	sɑːnijæ
sarplıq	sɑrpɫɯχ
satqın	sɑtɡɯn
satıcı	sɑtɯd͡zɯ
satıcı	sɑtɯd͡ʒɯ
satış	sɑtɯʃ
savaş	sɑvɑʃ
saxlamaq	sɑχlɑmɑχ
sayaq	sɑjɑχ
saymaq	sɑjmɑχ
sayıq	sɑjɯχ
saz	sɑz
saziş	ʃɑːziʃ
saç	sɑt͡s
saç	sɑt͡ʃ
sağ	sɑɣ
sağol	sɑɔɫ
sağol	sɑɣɔɫ
sağsağan	sɑɣsaɣan
sevindirici	sevindirid͡zi
sevindirici	sevindirid͡ʒi
sevindirmək	sevindirmæj
sevindirmək	sevindirmæk
sevinmək	sevinmæj
sevinmək	sevinmæk
sevinmək	sœjynmɑχ
sevmək	sevmæj
sevmək	sevmæk
sevmək	sœjmɑχ
seçici	set͡sid͡zi
seçici	set͡ʃid͡ʒi
seçim	set͡sim
seçim	set͡ʃim
seçki	set͡ski
seçki	set͡ʃki
seçmək	set͡smæj
seçmək	set͡smæk
seçmək	set͡ʃmæj
seçmək	set͡ʃmæk
seçmək	seʃmɑχ
silahlanmaq	silɑhlɑmːaχ
sincab	sind͡zɑb
sincab	sind͡ʒɑb
siqaret	siɡɑret
sirkə	sirkæ
siyasət	sijɑsæt
sol	soɫ
son	son
sonra	sonram
sonra	sonrɑ
sonra	soŋra
soxmaq	soχmɑχ
soyad	sojɑd
soyuducu	sojudud͡zu
soyuducu	sojudud͡ʒu
soyunmaq	sojumːɑχ
soyuq	sojuχ
stul	stuɫ
stəkan	iskæn
stəkan	iskʲʰɑn
stəkan	istækʲʰɑn
stəkan	stækʲʰɑn
su	su
subay	subɑj
sumka	sumkɑ
susdurmaq	susturmaχ
susmaq	susmaχ
söhbət	sœhbæt
söhbət	sœhb̥æt
söhbət	sœjbæt
söhbət	sœːbæt
sökmək	sœkmæj
sökmək	sœkmæk
söküntü	sœkynty
söküntü	sœt͡ʃynty
söndürmək	sœndyrmæj
söndürmək	sœndyrmæk
söndürmək	sœndyrmɑχ
söykəmək	sœjkæmæj
söykəmək	sœjkæmæk
söykənmək	sœjkænmæj
söykənmək	sœjkænmæk
söyüş	sœjyʃ
süfrə	syfræ
sümük	symyj
sümük	symyk
sürgün	syrɡyn
sürmək	syrmæj
sürmək	syrmæk
sürmək	syrmɑχ
sürü	syry
sürücü	syryd͡zy
sürücü	syryd͡ʒy
sürüşkən	syryʃkæn
sürüşkən	syryʃɡæn
səbəb	sæbæb
sıfır	sɯfɯɾ
səhər	sæhær
səhər	sæhær̥
səkkiz	sæcciz
səkkizinci	sæccizind͡ʒi
səksəninci	sæçsænind͡ʒi
səndemə	sændemæ
sındırmaq	sɯndɯrmɑχ
sınmaq	sɯmːɑχ
səpmək	sæpmæj
sərin	særin
sərinləmək	særinːæmæj
sərinləmək	særinːæmæk
səriştə	særiʃtæ
sərxoş	særχoʃ
sərçə	sært͡sæ
sərçə	sært͡ʃæ
sırğa	sɯrɣɑ
səs	sæs
səsvermə	sæsvermæ
səviyyə	sævijːæ
sıxmaq	sɯχmaχ
sıçmaq	sɯt͡smɑχ
sıçmaq	sɯt͡ʃmɑχ
sığmaq	sɯɣmɑχ
tala	tɑɫɑ
tamaşa	tɑmɑʃɑ
tamaşaçı	tɑmɑʃɑt͡sɯ
tamaşaçı	tɑmɑʃɑt͡ʃɯ
tanrı	tɑnrɯ
tanışmaq	tɑnɯʃmɑχ
tapdalamaq	tɑptɑɫɑmɑχ
tapmaq	tɑpmɑχ
tapıntı	tɑpɯntɯ
tarakan	tɑrɑkɑn
tarix	tɑˑriχ
tarixi	tɑːriχi
tarixçi	tɑˑriχt͡si
tarixçi	tɑˑriχt͡ʃi
tarixən	tɑˑriχæn
taxmaq	tɑχmɑχ
tel	tel
tibb	tib
tikili	tikili
tikili	tit͡ʃili
tikinti	tikinti
tikinti	tit͡ʃinti
tikmək	tikmej
tikmək	tikmæj
tikmək	tikʲmækʲ
tikmək	tit͡ʃmæç
tikmək	tit͡ʃmɑχ
tilişkə	tɪlɪʃkæ
tire	tire
torpaq	torpɑχ
toxum	toχum
toxunmaq	toχumːɑχ
toyuq	tojuχ
toz	toz
tozsoran	tosːorɑn
tutmaq	tutmɑχ
tökmək	tœkmæj
tökmək	tœkmæk
tökmək	tœkmɑχ
tülkü	tylky
tüstü	tysty
tüstü	tysːi
təbii	tæbɪː
tədbir	tædbir
təhqir	tæhɡir
tək	tæh
tək	tæk
tək	tæç
təki	tækʲi
təkər	tækær
təkər	tæt͡ʃʂær
tələbat	tælæbɑt
tələbat	tæɫɑbɑt
tələbə	tælæbæ
tələffüz	tælæfːyz
təmizkar	tæmizkʲʰɑr
təmizkarlıq	tæmizkʲʰɑrɫɯχ
tıncıxmaq	tɯnd͡zɯχmɑχ
tıncıxmaq	tɯnd͡ʒɯχmɑχ
tər	tær
tərcüməçi	tæɾd͡zymæt͡si
tərcüməçi	tæɾd͡ʒymæt͡ʃi
tərgitmək	tærɡitmæj
tərgitmək	tærɡitmæk
tərləmək	tærːæmæj
tərləmək	tærːæmæk
tərləmək	tærːæmɑχ
tərpənmək	tærpæmːmæj
tısbağa	tɯsbɑɣɑ
təsirli	tæsirli
təsirli	tæsirːi
təsirsiz	tæsirsiz
təsis	tæˑsis
təxir	tæχir
təzyiq	tʰæːziɡ
təzyiq	tʰæːzɪɡ
təzə	tæzæ
ucadan	ud͡zɑdɑn
ucadan	ud͡ʒɑdɑn
ucuz	ud͡zuz
ucuz	ud͡ʒuz
udmaq	udmɑχ
uduş	udɯʃ
ulduz	uɫdúz
unutmaq	unutmɑχ
utanc	utɑnd͡z
utanc	utɑnd͡ʒ
utanmaq	utɑmːɑχ
uzanmaq	uzɑmːɑχ
uzanmaq	uzɑnmɑχ
uzaq	uzɑχ
uzun	uzun
uçmaq	ut͡smɑχ
uçmaq	ut͡ʃmɑχ
uçuş	ut͡sɯʃ
uçuş	ut͡ʃɯʃ
uşaq	uʃɑχ
uşaqbaz	uʃɑχbɑz̥
uşaqbazlıq	uʃɑχbɑzɫɯχ
valideyn	vɑlidejn
vanil	vɑnil
varmaq	vɑrmɑχ
vağzal	vɑɣzɑɫ
vergi	verɡi
vergi	værɡi
vergiçi	verɡit͡si
vergiçi	verɡit͡ʃi
vergül	verɡyl
verilmək	verilmæj
verilmək	verilmæk
verilmək	værilmɑχ
verilmək	værylmej
verilənlər	verilænlær
vermək	vermæj
vermək	vermæk
vermək	vermɑχ
vermək	værmæj
vədə	vædæ
vəkil	vækil
vərəq	væræk
vərəq	væræɡ
vətənpərvər	vætænpærvær
vətənpərəst	vætænpæræst
vəzi	væzi
vəziyyət	væzijjæt
xala	χɑɫɑ
xalq	χɑlχ
xalq	χɑɫk
xalq	χɑɫɡ
xam	χɑm
xudbin	χudbin
xəbər	χæbær
xəstə	χæstæ
xəstəlik	xæstælɪc
xəstəxana	χæstæχɑnɑ
xəzinə	xæziːnæ
yaba	jɑbɑ
yad	jɑd
yaddaş	jɑdːaʃ
yadplanetli	jɑdplɑnetli
yal	jɑɫ
yalamaq	jɑɫɑmɑχ
yalan	jaɫan
yalnız	jaɫnɯz
yalnız	jɑɫnɯz
yalvarmaq	jɑɫvɑrmɑχ
yalın	jɑɫɯn
yalınayaq	jɑɫɯnɑjɑɣ
yaman	jɑmɑn
yanacaq	jɑnɑd͡zɑχ
yanacaq	jɑnɑd͡ʒɑχ
yanaq	jɑnɑχ
yandırmaq	jɑndɯrmɑχ
yanmaq	jɑmːɑχ
yanmaq	jɑnmɑχ
yanında	jɑnɯndɑ
yanğın	jɑnɣɯn
yanğın	jɑŋɣɯn
yanğınsöndürən	jɑnɣɯnsœndyræn
yapışdırmaq	jɑpɯʃdɯrmɑχ
yara	jɑrɑ
yaramaq	jɑrɑmɑχ
yaramaz	jɑrɑmɑz
yaranmaq	jɑrɑnmɑχ
yarasa	jɑrɑsɑ
yaratmaq	jɑrɑtmɑχ
yaraşmaq	jɑrɑʃmɑχ
yardım	jɑɾdɯm
yarpaq	jæprɑx
yarpaq	jɑrpɑχ
yarğan	jɑrɣɑn
yarımada	jɑrɯmɑdɑ
yarış	jɑrɯʃ
yasaq	jɑsɑχ
yastıq	jɑstɯχ
yataq	jɑtɑχ
yataqxana	jɑtɑχːɑnɑ
yatmaq	jɑtmɑχ
yavaş	jɑvɑʃ
yaxmaq	jɑχmɑχ
yaxın	jɑχɯn
yaxşı	jɑχt͡sɯ
yaxşı	jɑχt͡ʃɯ
yaxşı	jɑχʃɯ
yaxşı	jɑχʃɯ̥
yay	jɑj
yaylaq	jɑjlɑχ
yaylıq	jɑjɫɯχ
yazmaq	jɑzmɑχ
yazıq	jɑːzɯɣ
yazıq	jɑːzɯχ
yazıçı	jɑzɯt͡sɯ
yazıçı	jɑzɯt͡ʃɯ
yaş	jɑʃ
yaşasın	jɑʃɑsɯn
yaşayış	jɑʃɑjɯʃ
yaşdaş	jɑʃdɑʃ
yaşlı	jɑʃɫɯ
yağış	jaɣɯʃ
yeddi	jetːi
yeddinci	jetːind͡zi
yeddinci	jetːind͡ʒi
yekə	jet͡ʃæ
yel	jel
yelpik	jelpij
yelpik	jelpik
yelpik	jelpiç
yemək	jemæj
yemək	jemæk
yemək	jemɑχ
yengə	jeŋɡæ
yeni	jeni
yenilməz	jenilmæz
yer	jerʲ
yerimək	jerimæj
yerimək	jerimæk
yerləşdirmək	jerlæʃdirmæj
yerləşdirmək	jerːæʃdirmæj
yerləşmək	jerlæʃmæj
yerləşmək	jerːæʃmæj
yersiz	jersiz
yetim	jetim
yetişdirmək	jetiʃdirmæj
yetişdirmək	jetiʃdirmæk
yetmiş	jetmiʃ
yetmişinci	jetmiʃind͡ʒi
yeznə	jeznæ
yiyə	jijæ
yiyəsiz	jijæsiz
yorulmaq	jorulmɑχ
yorulmaz	joruɫmɑz
yorğan	jorɣɑn
yorğanağı	jorɣɑnɑɣɯ
yorğun	jorɣun
yox	joχ
yoxsa	joχsɑ
yoxsul	joxsuɫ
yumaq	jumɑχ
yumruq	jumruχ
yumruq	jumuruχ
yumurta	jumurtɑ
yumşaq	jumuʃaχ
yumşaq	jumʃaχ
yuva	juvɑ
yuva	uvɑ
yüksək	jyksæk
yükçü	jykt͡sy
yükçü	jykt͡ʃy
yüngül	jynɡyl
yürümək	jyrymæj
yürümək	jyrymæk
yüzüncü	jyzynd͡ʒy
yəqin	jæɡin
yəqin	jæːɡin
yırtmaq	jɯrtmɑχ
yırtıcı	jɯrtɯd͡zɯ
yırtıcı	jɯrtɯd͡ʒɯ
yıxmaq	jɯχmɑχ
yığmaq	jɯɣmɑχ
yığışdırmaq	jɯɣɯʃdɯrmɑχ
yığışmaq	jɯɣɯʃmɑχ
zaman	zɑmɑn
zaqafqaziya	zɑɡɑfkɑzjɑ
zaqafqaziya	zɑɡɑfɡazijɑ
zorakılıq	zorɑkɯlɯχ
zorlama	zorɫɑmɑ
zorlama	zorːɑmɑ
zorlamaq	zorɫɑmɑχ
zorlamaq	zorːɑmɑχ
zəfər	zæfæɾ
zəfəran	zæfærɑn
zəhmət	zæhmæt
zəif	zæif
zəiflik	zæiflij
zəiflik	zæifliç
zəncir	zænd͡zir
zəncir	zænd͡ʒir
zəncəfil	zænd͡zæfil
zəncəfil	zænd͡ʒæfil
zərər	zærær
çalma	t͡sɑɫmɑ
çalma	t͡ʃɑɫmɑ
çalışmaq	t͡sɑɫɯʃmɑχ
çalışmaq	t͡ʃɑɫɯʃmɑχ
çanta	t͡sɑntɑ
çanta	t͡ʃɑntɑ
çaqqı	t͡sɑkːɯ
çatdırmaq	t͡sɑtːɯrmɑχ
çatdırmaq	t͡ʃɑtːɯrmɑχ
çatmaq	t͡sɑtmɑχ
çatmaq	t͡ʃɑtmɑχ
çayxana	t͡sɑjχɑnɑ
çayxana	t͡ʃɑjχɑnɑ
çağ	t͡sɑɣ
çağ	t͡ʃɑɣ
çibin	t͡sibin
çibin	t͡ʃibin
çimizdirmək	t͡simizdirmæk
çimizdirmək	t͡ʃimizdirmæj
çimizdirmək	t͡ʃimizdirmæk
çirk	t͡sirt͡ʃ
çirk	t͡ʃirk
çirkin	t͡sirt͡ʃin
çirkin	t͡ʃirkin
çirkli	t͡sirt͡ʃli
çirkli	t͡ʃirkli
çiy	t͡sij
çiy	t͡ʃij
çiyin	t͡sijin
çiyin	t͡ʃijin
çiyələk	t͡ʃijælæk
çiçək	t͡sit͡sæj
çiçək	t͡sit͡sæk
çiçək	t͡ʃit͡ʃæj
çiçək	t͡ʃit͡ʃæk
çox	t͡sɔχ
çox	t͡ʃɔχ
çoxlu	t͡sɔχlu
çoxlu	t͡sɔχlɯ
çoxlu	t͡ʃɔχlu
çoxlu	t͡ʃɔχlɯ
çuğundur	t͡ʃuɣundur
çökmək	t͡sœkmæt͡ʃ
çökmək	t͡ʃœkmæj
çökmək	t͡ʃœkmæk
çömçəquyruq	t͡ʃœmt͡ʃæɡujruχ
çörək	t͡sœræj
çörək	t͡sœræt͡ʃ
çörək	t͡ʃœræj
çörək	t͡ʃœræk
çünki	t͡synki
çünki	t͡synky
çünki	t͡ʃynki
çünki	t͡ʃynky
çəkic	t͡sæt͡ʃid͡z
çəkic	t͡ʃækid͡ʒ
çəkilmək	t͡sækilmæj
çəkilmək	t͡sæt͡çilmæt͡ç
çəkilmək	t͡ʃækilmæj
çəkilmək	t͡ʃækilmæk
çəkmək	tsæt͡ʃmɑχ
çəkmək	t͡sækmæj
çəkmək	t͡sækmæk
çəkmək	t͡ʃækmæj
çəkmək	t͡ʃækmæk
çəngəl	t͡sæŋɡæl
çəngəl	t͡ʃæŋɡæl
çənə	t͡ʃænæ
çətin	t͡sætin
çətin	t͡ʃætin
çıxartmaq	t͡sɯχɑrtmɑχ
çıxartmaq	t͡ʃɯχɑrtmɑχ
çıxmaq	t͡sɯχmɑχ
çıxmaq	t͡ʃɯχmɑχ
çıxış	t͡sɯχɯʃ
çıxış	t͡ʃɯχɯʃ
ödəniş	œdæniʃ
ögey	œɡej
ögey	œɡæj
öküz	œkyz
öküz	œt͡ʃʂyz
öldürmək	œldyrmæj
öldürmək	œldyrmæk
öldürmək	œldyrmɑχ
ölkə	œlkæ
ölmək	œlmæk
ölmək	œlmɑχ
ölçmək	œlt͡smæj
ölçmək	œlt͡smæk
ölçmək	œlt͡ʃmæj
ölçmək	œlt͡ʃmæk
ölçü	œlt͡sy
ölçü	œlt͡ʃy
ölüm	œlym
öndər	œndær
öpmək	œpmæj
öpmək	œpmæk
öpüş	œpyʃ
öpüşmək	œpyʃmæk
öpüşmək	œpœpyʃmæj
ördək	œrdæj
ördək	œrdæk
ördək	œrdæç
ördəkburun	œrdækburun
örpək	œrpæj
örpək	œrpæç
örtmək	œrtmæj
örtmək	œrtmæk
örtük	œrtyj
örtük	œrtyç
öskürmək	œskyrmæj
öskürmək	œsɡyrmɑχ
ötkəm	œtkæm
ötrü	œtry
övlad	evlɑd
övlad	œvlɑd
övrə	œvræ
öyrənmək	œjrænmæj
öyrənmək	œjrænmæk
öyrətmək	œjrætmæj
öyrətmək	œjrætmæk
ülgü	ylɡy
ülgüc	ylɡyd͡ʒ
ümid	ymid
ümid	ümüd
ünsür	ynsyr
ünvan	ynvɑn
ürək	yræj
ürək	yræç
üstündə	ystyndæ
ütü	yty
üzbəüz	yzbæyz
üzük	yzyj
üzük	yzyk
üçün	yt͡syn
üçün	yt͡ʃyn
üçüncü	yt͡ʃynd͡ʒy
şad	ʃɑd
şagird	ʃɑˑɡir
şagird	ʃɑˑɡird
şahmat	ʃɑhmɑt
şair	ʃɑːir
şapalaq	ʃɑpɑɫɑχ
əbədiyyət	æbædijæt
ədat	ædat
ədviyyəli	ædvijæli
şeir	ʃejir
şer	ʃeir
şer	ʃer
əfsanəvi	æfsɑːnævɪː
əgər	æd͡ʒær
əgər	æjæɾ
əgər	æɡʲær̥
əgər	æɡʲæɾ
şimşək	ʃimʃæj
şimşək	ʃimʃæk
şirkət	ʃirkʲæt
şişirtmək	ʃiʃirmæj
şişirtmək	ʃiʃirmæk
əjdaha	æʒdɑhɑː
əkinçi	ækɪint͡si
əkinçi	ækɪint͡ʃi
əkmək	ækmæj
əkmək	ækmæk
əksəriyyət	æksærijæt
əla	æːɫɑ
əlaqə	æɫɑːɡæ
əlaçı	æːɫɑt͡sɯ
əlaçı	æːɫɑt͡ʃɯ
əlcək	æld͡zæk
əlcək	æld͡ʒæk
əlcəzair	ældʒæzɑːiɾ
əlcəzairli	ældʒæzɑːiɾli
əliyalın	ɑælijɑɫɯn
əlli	ælli
əllinci	ællind͡ʒi
əlüstü	ælysty
əmcək	æmd͡zæj
əmcək	æmd͡ʒæj
əmi	æmi
əmn	æmn
əmr	æmr
əmək	æmæj
əmək	æmæk
əməl	æmæl
ənis	ænis
ər	æɾ
ərimək	ærimæj
ərimək	ærimæk
əriş	æriʃ
əsarət	æsɑːræt
əsgər	æskær
əsir	æsir
əski	æski
əsnəmək	æsnæmæj
əsnəmək	æsnæmæk
əsər	æsær
əsər	æsær̥
ət	æt
əvvəl	ævːæl
əzizə	æzizæ
şüar	ʃuɑr
şüar	ʃyɑr
şüur	ʃyuːr
şüşə	ʃyʃæ
әр	æɾ
ار	æɾ
şəhər	ʃæhæɾ
şəkil	ʃækil
şəkər	ʃæçæɾ
şənbə	ʃæmbæ
şəxsiyyət	ʃæχsijæt
əşya	æʃjɑ
آدا	adá
јүз	jyz
ظفر	zæfæɾ
филм	film
فیلم	film
گونش	ɡʲynæʃ
ҝәми	ɡʲæmi
بێچاق	bɯtʃɑːɡ
کؤلگه	cœlɟæ
دالغا	dɑɫɣɑ
једди	jeddi
مدرسە	mædræsæ
түлкү	tylcy
تۆلکۆ	tylcy
улдуз	uɫdúz
زلزله	zælzælæ
шәһәр	ʃæhæɾ
آرخیو	ɑɾxiv
ҝүнәш	ɡʲynæʃ
کلبتین	cælbætɪn
میسمار	mismɑɾ
шаһмат	ʃɑhmɑt
هؤرومچک	hœrymt͡ʃæc
јүзүнҹү	jyzynd͡ʒy
کرتنکله	kærtænkælæ
سامیسئن	sɑmɪsen
توراتان	torʌtʌn
тысбаға	tɯsbɑɣɑ
тысбаға	tɯsbɑːɑ
чијәләк	t͡ʃijælæc
دوندورما	dɔnduɾmɑ
һөрүмчәк	hœrymt͡ʃæc
ҝөјдәлән	ɡʲœjdælæn
