अ	ə
इन्हें	ɪn.ɦẽ
इबादत	ɪ.bɑː.d̪ət̪
इब्तिदा	ɪb.t̪ɪ.d̪ɑː
इब्तिदाई	ɪb.t̪ɪ.d̪ɑːiː
इब्राहीम	ɪb.ɾɑː.ɦiːm
इमदाद	ɪm.d̪ɑːd̪
इमला	ɪm.lɑː
इमली	ɪm.liː
इमारत	ɪ.mɑː.ɾət̪
इमारती	ɪ.mɑː.ɾə.t̪iː
इमोजी	ɪ.moː.d͡ʒiː
इमोशन	ɪ.moː.ʃən
इम्तहान	ɪm.t̪ə.ɦɑːn
इम्तिहान	ɪm.t̪ɪ.ɦɑːn
इम्तेहान	ɪm.t̪eː.ɦɑːn
इरादतन	ɪ.ɾɑːd̪.t̪ən
इरादा	ɪ.ɾɑː.d̪ɑː
इर्द-गिर्द	ɪɾd̪.ɡɪɾd̪
इलज़ाम	ɪl.zɑːm
इलाज	ɪ.lɑːd͡ʒ
इलायची	ɪ.lɑː.jə.t͡ʃiː
इलाहाबाद	ɪ.lɑː.ɦɑː.bɑːd̪
इलाही	ɪ.lɑː.ɦiː
इल्तिजा	ɪl.t̪ɪ.d͡ʒɑː
इश्क	ɪʃk
इश्क़	ɪʃk
इश्क़	ɪʃq
इश्तहार	ɪʃ.t̪ə.ɦɑːɾ
इश्तिहार	ɪʃ.t̪ɪ.ɦɑːɾ
इसको	ɪs.koː
इसमाईल	ɪs.mɑːiːl
इसमें	ɪs.mẽ
इसरार	ɪs.ɾɑːɾ
इसरो	ɪs.ɾoː
इसलिए	ɪs.lɪeː
इससे	ɪs.seː
इसीलिए	ɪ.siː.lɪeː
इसे	ɪ.seː
इस्तक़बाल	ɪs.t̪ək.bɑːl
इस्तक़बाल	ɪs.t̪əq.bɑːl
इस्तांबुल	ɪs.t̪ɑːn.bʊl
इस्तीफ़ा	ɪs.t̪iː.fɑː
इस्तेमाल	ɪs.t̪eː.mɑːl
इस्पात	ɪs.pɑːt̪
इस्म	ɪsm
इस्म-ए-शरीफ़	ɪs.meː.ʃə.ɾiːf
इस्म-ए-शरीफ़	ɪ.səm.eː.ʃə.ɾiːf
इस्राइल	ɪs.ɾɑːɪl
इस्लामाबाद	ɪs.lɑː.mɑː.bɑːd̪
ई	iː
ई	i
ईंट	iːnʈ
ईंधन	iːn.d̪ʱən
ईजियन	iː.d͡ʒiː.jən
ईटानगर	iː.ʈɑːn.ɡəɾ
ईद	iːd̪
ईमानदार	iː.mɑːn.d̪ɑːɾ
ईमेल	iː.meːl
ईराक	iː.ɾɑːk
ईरान	iː.ɾɑːn
ईरानी	iː.ɾɑː.niː
ईर्ष्या	iːɾʃ.jɑː
ईश	iːʃ
ईश्वर	iːʃ.ʋəɾ
ईसा	iː.sɑː
उ	ʊ
उँडेलना	ʊ̃.ɖeːl.nɑː
उंगली	ʊŋɡ.liː
उंचाई	ʊɲ.t͡ʃɑːiː
उकसाना	ʊk.sɑː.nɑː
उक़ाब	ʊ.kɑːb
उक़ाब	ʊ.qɑːb
उक्त	ʊkt̪
उगना	ʊɡ.nɑː
उगलना	ʊ.ɡəl.nɑː
उग्र	ʊɡɾ
उचकना	ʊ.t͡ʃək.nɑː
उचक्का	ʊ.t͡ʃək.kɑː
उचित	ʊ.t͡ʃɪt̪
उच्चायुक्त	ʊt͡ʃ.t͡ʃɑː.jʊkt̪
उच्चायोग	ʊt͡ʃ.t͡ʃɑː.joːɡ
उच्चारण	ʊt͡ʃ.t͡ʃɑː.ɾən
उच्छेदन	ʊt͡ʃ.t͡ʃʰeː.d̪ən
उजड़ना	ʊ.d͡ʒəɽ.nɑː
उजड्ड	ʊ.d͡ʒəɖɖ
उजला	ʊd͡ʒ.lɑː
उज़बेक	ʊz.beːk
उजागर	ʊ.d͡ʒɑː.ɡəɾ
उजाला	ʊ.d͡ʒɑː.lɑː
उठना	ʊʈʰ.nɑː
उड़द	ʊ.ɽəd̪
उड़ना	ʊɽ.nɑː
उड़ान	ʊ.ɽɑːn
उढ़काना	ʊɽʱ.kɑː.nɑː
उतरना	ʊ.t̪əɾ.nɑː
उतरवाना	ʊ.t̪əɾ.ʋɑː.nɑː
उतारना	ʊ.t̪ɑːɾ.nɑː
उत्कृष्ट	ʊt̪k.ɾɪʃʈ
उत्तम	ʊt̪.t̪əm
उत्तरकाशी	ʊt̪.t̪əɾ.kɑː.ʃiː
उत्तरदायित्व	ʊt̪.t̪əɾ.d̪ɑː.jɪt̪ʋ
उत्तरदायी	ʊt̪.t̪əɾ.d̪ɑː.jiː
उत्तराखंड	ʊt̪.t̪ə.ɾɑː.kʰənɖ
उत्तराधिकारी	ʊt̪.t̪ə.ɾɑː.d̪ʱɪ.kɑː.ɾiː
उत्तरार्द्ध	ʊt̪.t̪ə.ɾɑːɾd̪d̪ʱ
उत्तेजित	ʊt̪ːedʒɪt̪
उत्तोलक	ʊt̪.t̪oː.lək
उत्तोलन	ʊt̪.t̪oː.lən
उत्पत्ति	ʊt̪.pət̪.t̪iː
उत्पन्न	ʊt̪.pənn
उत्पन्न	ʊt̪.pənn
उत्पल	ʊt̪.pəl
उत्पाद	ʊt̪.pɑːd̪
उत्पादन	ʊt̪.pɑː.d̪ən
उत्पीड़न	ʊt̪.piː.ɽən
उत्प्रेरक	ʊt̪p.ɾeː.ɾək
उत्सर्जन	ʊt̪.səɾ.d͡ʒən
उत्साह	ʊt̪.sɑːʱ
उत्साहित	ʊt̪.sɑː.ɦɪt̪
उत्सुक	ʊt̪.sʊk
उत्सुकता	ʊt̪.sʊk.t̪ɑː
उदगद्रि	ʊd̪.ɡəd̪.ɾiː
उदयवर्ष	ʊ.d̪əj.ʋəɾʃ
उदारता	ʊ.d̪ɑːɾ.t̪ɑː
उदारतावाद	ʊ.d̪ɑːɾ.t̪ɑː.ʋɑːd̪
उदारवाद	ʊ.d̪ɑːɾ.ʋɑːd̪
उदास	ʊ.d̪ɑːs
उदासीन	ʊ.d̪ɑː.siːn
उदाहरण	ʊ.d̪ɑːʱ.ɾən
उदाहरण	ʊ.d̪ʱɑː.ɾən
उद्घाटन	ʊd̪.ɡʱɑː.ʈən
उद्देशिका	ʊd̪.d̪eː.ʃɪ.kɑː
उद्यान	ʊd̪.jɑːn
उद्योग	ʊd̪.joːɡ
उद्योगपति	ʊd̪.joːɡ.pə.t̪iː
उधड़ना	ʊ.d̪ʱəɽ.nɑː
उधार	ʊ.d̪ʱɑːɾ
उनको	ʊn.koː
उनचास	ʊn.t͡ʃɑːs
उनतीस	ʊn.t̪iːs
उनहत्तर	ʊn.ɦət̪.t̪əɾ
उनींदा	ʊ.niːn.d̪ɑː
उन्नत	ʊn.nət̪
उन्मुक्त	ʊn.mʊkt̪
उन्मूलन	ʊn.muː.lən
उन्यासी	ʊn.jɑː.siː
उन्हें	ʊn.ɦẽ
उन्होंने	ʊn.ɦoːn.neː
उन्होंने	ʊn.ɦõː.neː
उपकरण	ʊp.kə.ɾən
उपकार	ʊp.kɑːɾ
उपचुनाव	ʊp.t͡ʃʊ.nɑːʋ
उपजाऊ	ʊp.d͡ʒɑːuː
उपन्यासकार	ʊ.pən.jɑːs.kɑːɾ
उपपत्ति	ʊp.pət̪.t̪iː
उपबोली	ʊp.boː.liː
उपभोक्ता	ʊp.bʱoːk.t̪ɑː
उपभोग	ʊp.bʱoːɡ
उपयोग	ʊp.joːɡ
उपयोगी	ʊp.joː.ɡiː
उपलब्ध	ʊp.ləbd̪ʱ
उपवास	ʊp.ʋɑːs
उपसचिव	ʊ.pəs.t͡ʃɪʋ
उपसर्ग	ʊp.səɾɡ
उपस्थिति	ʊ.pəs.t̪ʰɪ.t̪iː
उपहार	ʊ.pʰɑːɾ
उपाध्याय	ʊ.pɑːd̪ʱ.jɑːj
उपाय	ʊ.pɑːj
उपेक्षा	ʊ.peːk.ʃɑː
उफ़	ʊf
उमड़ना	ʊ.məɽ.nɑː
उमस	ʊ.məs
उम्दा	ʊm.d̪ɑː
उम्मीदवार	ʊm.miːd̪.ʋɑːɾ
उरुमची	ʊ.ɾʊm.t͡ʃiː
उरोस्थि	ʊ.ɾoːs.t̪ʰiː
उर्दू	ʊɾ.d̪uː
उर्फ़	ʊɾf
उलझाना	ʊl.d͡ʒʱɑː.nɑː
उलटना	ʊ.ləʈ.nɑː
उलटा	ʊl.ʈɑː
उलटी	ʊl.ʈiː
उलहना	ˈʊl.ɦnɑː
उलीचना	ʊ.liːt͡ʃ.nɑː
उलूक	ʊ.luːk
उल्का	ʊl.kɑː
उल्टा	ʊl.ʈɑː
उल्लंघन	ʊl.ləŋ.ɡʱən
उल्लेख	ʊl.leːkʰ
उसको	ʊs.koː
उससे	ʊs.seː
उसे	ʊ.seː
उस्ताद	ʊs.t̪ɑːd̪
ऊ	uː
ऊँट	ũːʈ
ऊख	uːkʰ
ऊन	uːn
ऊना	uː.nɑː
ऊनी	uː.niː
ऊपरवाला	uː.pəɾ.ʋɑː.lɑː
ऊपरी	uːp.ɾiː
ऊफ़ा	uː.fɑː
ऊबड़-खाबड़	uː.bəɽ.kʰɑː.bəɽ
ऊबना	uːb.nɑː
ऊर्जा	uːɾ.d͡ʒɑː
ऋ	ɾiː
ऋण	ɾɪn
ऋणदाता	ɾɪn.d̪ɑː.t̪ɑː
ऋणाग्र	ɾɪ.nɑːɡɾ
ऋणायन	ɾɪ.nɑː.jən
ए	eː
एक-एक	eːk.eːk
एकघातीय	eːk.ɡʱɑː.t̪iːj
एकजुट	eːk.d͡ʒʊʈ
एकड़	eː.kəɽ
एकड़	eː.kəɾ
एकत्र	eː.kət̪ɾ
एकरूपता	eːk.ɾuːp.t̪ɑː
एकवर्णीय	eːk.ʋəɾ.niːj
एकांत	eː.kɑːnt̪
एकाएक	eː.kɑːeːk
एकाध	eː.kɑːd̪ʱ
एकाधिकार	eː.kɑː.d̪ʱɪ.kɑːɾ
एकैकी-आच्छादक	eː.kɛː.kiː.ɑːt͡ʃ.t͡ʃʰɑː.d̪ək
एजेंट	eː.d͡ʒeːnʈ
एजेंसी	eː.d͡ʒeːn.siː
एटीएम	eː.ʈiːeːm
एडिलेड	eː.ɖɪ.leːɖ
एतराज़	eːt̪.ɾɑːz
एमएलए	eːm‿eːl‿eː
एलान	eː.lɑːn
एवज़	eː.ʋəz
एहसान	eːʱ.sɑːn
एहसानमंद	eːʱ.sɑːn.mənd̪
ऐ	ɛː
ऐतराज़	ɛːt̪.ɾɑːz
ऐनक	ɛː.nək
ऐश	ɛːʃ
ऐसा	ɛː.sɑː
ऐसी	ɛː.siː
ऑकलैंड	ɔːk.lɛːnɖ
ओक	oːk
ओकाई	okaːiː
ओगाज़्म	oɡaːzm
ओछा	oː.t͡ʃʰɑː
ओझा	oː.d͡ʒʱɑː
ओटावा	oː.ʈɑː.ʋɑː
ओडिशा	oː.ɖɪ.ʃɑː
ओत-प्रोत	oːt̪.pɾoːt̪
ओलंपिक	oː.ləm.pɪk
ओला	oː.lɑː
ओलिंपियाड	oː.lɪm.piː.jɑːɖ
ओष्ठ्य	oːʃʈʰj
ओसाका	oː.sɑː.kɑː
ओहायो	oː.ɦɑː.joː
औ	ɔː
औ	aʊ
औ	əʊ
औक़ात	ɔː.kɑːt̪
औक़ात	ɔː.qɑːt̪
औज़ार	ɔː.zɑːɾ
औपचारिक	ɔːp.t͡ʃɑː.ɾɪk
औलाद	ɔː.lɑːd̪
औषध	ɔː.ʃəd̪ʱ
औषधीय	ɔːʃ.d̪ʱiːj
औसतन	ɔːs.t̪ən
कंकड़	kəŋ.kəɽ
कंकड़ीला	kəŋk.ɽiː.lɑː
कंगन	kəŋ.ɡən
कंप्यूटर	kəmp.juː.ʈəɾ
कंबल	kəm.bəl
कक्ष	kəkʃ
कक्षा	ˈkək.ʃɑː
कचरा	kət͡ʃ.ɾɑː
कचहरी	kə.t͡ʃɛːʱ.ɾiː
कच्चा	kət͡ʃ.t͡ʃɑː
कच्छ	kət͡ʃt͡ʃʰ
कछारी	kə.t͡ʃʰɑː.ɾiː
कजरारा	kəd͡ʒ.ɾɑː.ɾɑː
कटहल	kə.ʈʰəl
कटाई	kə.ʈɑːiː
कटार	kə.ʈɑːɾ
कटोरा	kə.ʈoː.ɾɑː
कटौती	kə.ʈɔː.t̪iː
कठिन	kəˈʈʰɪn
कठुआ	kə.ʈʰʊɑː
कड़वापन	kəɽ.ʋɑː.pən
कढ़ाई	kə.ɽʱɑːiː
कथा	kə.t̪ʰɑː
कथित	kə.t̪ʰɪt̪
कदन	kə.d̪ən
कदाचित्	kə.d̪ɑː.t͡ʃɪt̪
कदू	kəduː
कनटोप	kən.ʈoːp
कनपटी	kən.pə.ʈiː
कनपेड़	kən.peːɽ
कनाडा	kə.nɑː.ɖɑː
कनीज़	kə.niːz
कन्नड़	kən.nəɽ
कन्नड़	kən.nəɽ
कपास	kə.pɑːs
कपिलवस्तु	kə.pɪl.ʋəs.t̪uː
कपूर	kə.puːɾ
कपोल-कल्पित	kə.poːl.kəl.pɪt̪
कप्तान	kəp.t̪ɑːn
कबड्डी	kə.bəɖ.ɖiː
कबाड़	kə.bɑːɽ
कबीर	kə.biːɾ
कभी	kə.bʱiː
कम	kəm
कमज़ोर	kəm.zoːɾ
कमबख़्त	kəm.bəkʰt̪
कमबख़्त	kəm.bəxt̪
कमरा	kəm.ɾɑː
कमल	kə.məl
कमली	kəm.liː
कमाई	kə.mɑːiː
कमान	kə.mɑːn
कमाल	kə.mɑːl
कमिश्नर	kə.mɪʃ.nəɾ
कमीना	kə.miː.nɑː
कमीनापन	kə.miː.nɑː.pən
कमेटी	kə.meː.ʈiː
करघा	kəɾ.ɡʱɑː
करणी	kəɾ.niː
कराची	kə.ɾɑː.t͡ʃiː
करिश्मा	kə.ɾɪʃ.mɑː
करूंगा	kəɾũːŋɡɑ
करोड़	kə.ɾoːɽ
करौंदा	kə.ɾɔːn.d̪ɑː
कर्ण	kəɾn
कर्तव्यपथ	kəɾ.t̪əʋ.jə.pət̪ʰ
कर्ता	kəɾ.t̪ɑː
कर्तृत्व	kəɾt̪.ɾɪt̪ʋ
कर्नाटक	kəɾ.nɑː.ʈək
कर्म	kəɾm
कर्मभूमि	kəɾm.bʱuː.miː
कर्मी	kəɾ.miː
कलंक	kə.ləŋk
कलन	kə.lən
कलमकारी	kə.ləm.kɑː.ɾiː
कलसा	kəl.sɑː
कलह	kə.ləʱ
कलाई	kə.lɑːiː
कलात्मक	kə.lɑːt̪.mək
कलावंत	kə.lɑː.ʋənt̪
कलीसिया	kə.liː.siː.jɑː
कल्टी	kəl.ʈiː
कल्पना	kəl.pə.nɑː
कल्पनादर्श	kəl.pə.nɑː.d̪əɾʃ
कल्पित	kəl.pɪt̪
कवक	kə.ʋək
कवच	kə.ʋət͡ʃ
कवयित्री	kəʋ.jɪt̪.ɾiː
कवि	ˈkə.vi
कवि	ˈkə.vɪ
कविता	kə.ʋɪ.t̪ɑː
कसके	kəs.keː
कहा	kə.ɦɑː
कहानीकार	kə.ɦɑː.niː.kɑːɾ
क़	kə
क़	qə
क़तरा	kət̪.ɾɑː
क़तरा	qət̪.ɾɑː
क़द्दावर	kəd̪.d̪ɑː.ʋəɾ
क़द्दावर	qəd̪.d̪ɑː.ʋəɾ
क़द्र	qəˈd̪əɾ
क़द्र	kəˈd̪əɾ
क़ब्ज़	kəbz
क़ब्ज़	qəbz
क़ब्रिस्तान	kəb.ɾɪs.t̪ɑːn
क़ब्रिस्तान	qəb.ɾɪs.t̪ɑːn
क़रार	kə.ɾɑːɾ
क़रार	qə.ɾɑːɾ
क़लम	kə.ləm
क़लम	qə.ləm
क़व्वाली	kəʋ.ʋɑː.liː
क़व्वाली	qəʋ.ʋɑː.liː
क़सम	kə.səm
क़सम	qə.səm
क़सीदा	kə.siː.d̪ɑː
क़सीदा	qə.siː.d̪ɑː
क़हर	kɛːʱɾ
क़हर	qɛːʱɾ
क़हवा	kəʱ.ʋɑː
क़हवा	qəʱ.ʋɑː
क़ाज़ी	kɑː.ziː
क़ाज़ी	qɑː.ziː
क़ातिल	kɑː.t̪ɪl
क़ातिल	qɑː.t̪ɪl
क़ातिलाना	kɑː.t̪ɪ.lɑː.nɑː
क़ातिलाना	qɑː.t̪ɪ.lɑː.nɑː
क़ाफ़िला	kɑː.fɪ.lɑː
क़ाफ़िला	qɑː.fɪ.lɑː
क़ाबिल	kɑː.bɪl
क़ाबिल	qɑː.bɪl
क़ालीन	kɑː.liːn
क़ालीन	qɑː.liːn
क़ासिद	kɑː.sɪd̪
क़ासिद	qɑː.sɪd̪
क़िस्सा	kɪs.sɑː
क़िस्सा	qɪs.sɑː
क़ुल्फ़ी	kʊl.fiː
क़ुल्फ़ी	qʊl.fiː
क़ै	kɛː
क़ै	qɛː
क़ैंची	kɛːɲ.t͡ʃiː
क़ैंची	qɛːɲ.t͡ʃiː
क़ैदख़ाना	kɛːd̪.kʰɑː.nɑː
क़ैदख़ाना	qɛːd̪.xɑː.nɑː
क़ैदी	kɛː.d̪iː
क़ैदी	qɛː.d̪iː
क़ौम	kɔːm
क़ौम	qɔːm
काँच	kɑ̃ːt͡ʃ
कांग्रेस	kɑːŋɡ.ɾeːs
कांग्रेसी	kɑːŋɡ.ɾeː.siː
कांटा	kɑːn.ʈɑː
कांसा	kɑːn.sɑː
कांसी	kɑːn.siː
काका	ˈkɑː.kɑː
काकी	kɑː.kiː
काग़ज़	kɑː.ɡəz
काग़ज़	kɑː.ɣəz
काग़ज़ात	kɑːɡ.zɑːt̪
काग़ज़ात	kɑːɣ.zɑːt̪
काज	kɑːd͡ʒ
काजल	kɑː.d͡ʒəl
काजू	ˈka.d͡ʒu
काटना	kɑːʈ.nɑː
काठ	kɑːʈʰ
काठमांडू	kɑːʈʰ.mɑːn.ɖuː
काढ़ना	kɑːɽʱ.nɑː
कान	kɑːn
कानपुर	kɑːn.pʊɾ
काना	kɑː.nɑː
कान्हा	kɑːn.ɦɑː
काफी	kɑː.pʰiː
काबुकी	kɑː.bʊ.kiː
काम	kɑːm
कामकाज	kɑːm.kɑːd͡ʒ
कामगार	kɑːm.ɡɑːɾ
कामना	kɑːm.nɑː
कामयाब	kɑːm.jɑːb
कामवाली	kɑːm.ʋɑː.liː
कामोन्माद	kaːmon̪maːd̪
कायको	kɑːj.koː
कायनात	kɑːj.nɑːt̪
कायर	kɑː.jəɾ
कार	kɑːɾ
कारक	kɑː.ɾək
कारख़ाना	kɑːɾ.kʰɑː.nɑː
कारख़ाना	kɑːɾ.xɑː.nɑː
कारगर	kɑːɾ.ɡəɾ
कारतूस	kɑːɾ.t̪uːs
कारनामा	kɑːɾ.nɑː.mɑː
कारवाँ	kɑːɾ.ʋɑ̃ː
कारोबारी	kɑː.ɾoː.bɑː.ɾiː
कार्गो	kɑːɾ.ɡoː
कार्टून	kɑːɾ.ʈuːn
कार्ड	kɑːɾɖ
कार्डिफ़	kɑːɾ.ɖɪf
कार्य	kɑːɾj
कार्यकर्ता	kɑːɾ.jə.kəɾ.t̪ɑː
कार्यकाल	kɑːɾ.jə.kɑːl
कार्यकुशल	kɑːɾ.jə.kʊ.ʃəl
कार्यभार	kɑːɾ.jə.bʱɑːɾ
कार्यशाला	kɑːɾ.jə.ʃɑː.lɑː
कार्यसूची	kɑːɾ.jə.suː.t͡ʃiː
कार्यान्वित	kɑːɾ.jɑːn.ʋɪt̪
कार्यालय	kɑːɾ.jɑː.ləj
कार्रवाई	kɑːɾ.ɾə.ʋɑːiː
कालक्रम	kɑːl.kɾəm
काला	kaːlaː
कालाधन	kɑː.lɑː.d̪ʱən
कालापन	kɑː.lɑː.pən
काली-पीली	kɑː.liː.piː.liː
कालेज	kɑː.leːd͡ʒ
काष्ठशर्करा	kɑːʃʈʰ.ʃəɾ.kə.ɾɑː
कासा	kɑː.sɑː
किंतु-परंतु	kɪn.t̪ʊ.pə.ɾən.t̪uː
किंवदंती	kĩʋ.d̪ən.t̪iː
किए	kɪeː
किचन	kɪ.t͡ʃən
कितक	kɪ.t̪ək
कितना	kɪt̪.nɑː
कितने	kɪt̪.neː
किताब	kɪ.t̪ɑːb
किफ़ायत	kɪ.fɑː.jət̪
किफ़ायती	kɪ.fɑː.jə.t̪iː
किमी	kɪ.miː
किया	kiː.jɑː
किरगिज़	kɪɾ.ɡɪz
किरण	kɪ.ɾən
किरणपुंज	kɪ.ɾən.pʊɲd͡ʒ
किरदार	kɪɾ.d̪ɑːɾ
किराया	kɪ.ɾɑː.jɑː
किरायेदार	kɪ.ɾɑː.jeː.d̪ɑːɾ
किलो	kɪ.loː
किलोग्राम	kɪ.loːɡ.ɾɑːm
किलोमीटर	kɪ.loː.miː.ʈəɾ
किशमिश	kɪʃ.mɪʃ
किसान	kɪ.sɑːn
किसानी	kɪ.sɑː.niː
की	kiː
कीकर	kiː.kəɾ
कीचड़	kiː.t͡ʃəɽ
कीटाणु	kiː.ʈɑː.nuː
कीड़ा	kiː.ɽɑː
कीमिया	kiː.miː.jɑː
कीर्तन	kiːɾ.t̪ən
कील	kiːl
कुँआरी	kʊ̃ɑː.ɾiː
कुँवर	kʊ̃.ʋəɾ
कुँवर	kũːəɾ
कुंजी	kʊ̃dʒiː
कुंजीपटल	kʊɲ.d͡ʒiː.pə.ʈəl
कुंडली	kʊnɖ.liː
कुंडली	kʊn.ɖə.liː
कुंद	kʊnd̪
कुआँ	kʊɑ̃ː
कुख्यात	kʊkʰ.jɑːt̪
कुख्याति	kʊkʰ.jɑː.t̪iː
कुचलना	kʊ.t͡ʃəl.nɑː
कुछ	kʊt͡ʃʰ
कुछ-कुछ	kʊt͡ʃʰ.kʊt͡ʃʰ
कुटिया	kʊ.ʈiː.jɑː
कुटिल	kʊ.ʈɪl
कुटुंब	kʊ.ʈʊmb
कुतरना	kʊ.t̪əɾ.nɑː
कुत्ता	kʊt̪.t̪ɑː
कुत्ती	kʊt̪.t̪iː
कुदरत	kʊd̪.ɾət̪
कुदाल	kʊ.d̪ɑːl
कुनबा	kʊn.bɑː
कुप्पी	kʊp.piː
कुमाऊँ	kʊ.mɑ̃ː.ː
कुरूपता	kʊ.ɾuːp.t̪ɑː
कुर्की	kʊɾ.kiː
कुल	kʊl
कुलक	kʊ.lək
कुल्हड़	kʊl.ɦəɽ
कुशल	kʊ.ʃəl
कुशासन	kʊ.ʃɑː.sən
कुश्ती	kʊʃ.t̪iː
कुसल	kʊ.səl
कुसुम	kʊ.sʊm
कुहनी	kʊʱ.niː
कू	kuː
कूत	kuːt̪
कूदना	kuːd̪.nɑː
कूलॉम	kuː.lɔːm
कूल्हा	kuːl.ɦɑː
कृतज्ञ	kɾɪ.t̪əɡj
कृति	ˈkɽɪ.t̪iː
कृत्रिम	kɾɪt̪.ɾɪm
कृष्ण	kɾɪʃ.nɑː
कृष्ण	kɾɪʃn
कृष्ण	kɾɪ.ʃən
कॅटलोनिया	kæːʈ.loː.niː.jɑː
केंद्र	keːnd̪ɾ
केंद्रक	keːnd̪.ɾək
केंद्रित	keːnd̪.ɾɪt̪
केपटाउन	keːp.ʈɑːʊn
कैंची	kɛːɲ.t͡ʃiː
कैंब्रिज	kɛːmb.ɾɪd͡ʒ
कैथल	kɛː.t̪ʰəl
कैथी	kɛː.t̪ʰiː
कैलकुलेटर	kɛːl.kʊ.leː.ʈəɾ
कैलगरी	kɛːl.ɡə.ɾiː
कैसा	kɛː.sɑː
कॉमनवेल्थ	kɔː.mən.ʋeːlt̪ʰ
कोंकण	koːŋ.kən
कोंपल	koːm.pəl
कोई	koːiː
कोई-न-कोई	koːiː.n.koːiː
कोख	koːkʰ
कोटर	koː.ʈəɾ
कोटा	koː.ʈɑː
कोठा	koː.ʈʰɑː
कोठारी	koː.ʈʰɑː.ɾiː
कोड़ा	koː.ɽɑː
कोढ़	koːɽʱ
कोण	koːn
कोथमीर	koːt̪ʰ.miːɾ
कोदो	koː.d̪oː
कोपचा	koːp.t͡ʃɑː
कोयंबतूर	koː.jəm.bə.t̪uːɾ
कोयल	koː.jəl
कोयला	koː.jə.lɑː
कोरा	koː.ɾɑː
कोरियन	koː.ɾiː.jən
कोरिया	koː.ɾiː.jɑː
कोरेगांव	koː.ɾeː.ɡɑ̃ːʋ
कोलाहल	koː.lɑː.ɦəl
कोश	koːʃ
कोशकला	koːʃ.kə.lɑː
कोशिकीय	koː.ʃɪ.kiːj
कोशिश	koː.ʃɪʃ
कोसना	koːs.nɑː
कोहनी	koːʱ.niː
कोहिमा	koː.ɦɪ.mɑː
कौआ	kɔːɑː
कौड़ी	kɔː.ɽiː
कौतुकी	kɔː.t̪ʊ.kiː
कौमुदी	kɔː.mʊ.d̪iː
क्या	kjɑː
क्यों	kjũː
क्यों	kjõː
क्रम	kɾəm
क्रमबद्ध	kɾəm.bəd̪d̪ʱ
क्रमशः	kɾəm.ʃəʰ
क्रमागत	kɾə.mɑː.ɡət̪
क्रांतिकारी	kɾɑːn.t̪ɪ.kɑː.ɾiː
क्रिया-विशेषण	kɾiː.jɑː.ʋɪ.ʃeː.ʃən
क्रियाकलाप	kɾiː.jɑː.kə.lɑːp
क्रियापद	kɾiː.jɑː.pəd̪
क्रियारूप	kɾiː.jɑː.ɾuːp
क्रेमलिन	kɾeːm.lɪn
क्विंटल	kʋɪn.ʈəl
क्ष-किरण	kʃə.kɪ.ɾən
क्षण	kʃən
क्षत्रिय	kʃət̪.ɾiː.jə
क्षमा	kʃə.mɑː
क्षयरोग	kʃəj.ɾoːɡ
क्षारीय	kʃɑː.ɾiːj
क्षेत्रफल	kʃeːt̪.ɾə.pʰəl
क्षेत्ररक्षण	kʃeːt̪.ɾə.ɾək.ʃən
क्षेत्रीय	kʃeːt̪.ɾiːj
ख	kʰə
खंभा	kʰəm.bʱɑː
खगोल	kʰə.ɡoːl
खच्चर	kʰət͡ʃ.t͡ʃəɾ
खटखटाना	kʰəʈ.kʰə.ʈɑː.nɑː
खटपट	kʰəʈ.pəʈ
खटाई	kʰəʈaːiː
खड़िया	kʰə.ɽiː.jɑː
खत्री	kʰət̪.ɾiː
खदान	kʰə.d̪ɑːn
खदेड़ना	kʰə.d̪eːɽ.nɑː
खपरैल	kʰəp.ɾɛːl
खरोंच	kʰə.ɾoːɲt͡ʃ
खर्च	kʰəɾt͡ʃ
खलनायक	kʰəl.nɑː.jək
खलिहान	kʰə.lɪ.ɦɑːn
खल्लास	kʰəl.lɑːs
खसरा	kʰəs.ɾɑː
ख़	kʰə
ख़	xə
ख़	kʰə
ख़ंजर	kʰəɲ.d͡ʒəɾ
ख़ंजर	xəɲ.d͡ʒəɾ
ख़ज़ाना	kʰə.zɑː.nɑː
ख़ज़ाना	xə.zɑː.nɑː
ख़ता	kʰə.t̪ɑː
ख़ता	xə.t̪ɑː
ख़फ़ा	kʰə.fɑː
ख़फ़ा	xə.fɑː
ख़बर	kʰə.bəɾ
ख़बर	xə.bəɾ
ख़बरनवीस	kʰə.bəɾ.nə.ʋiːs
ख़बरनवीस	xə.bəɾ.nə.ʋiːs
ख़म	kʰəm
ख़म	xəm
ख़मीर	kʰə.miːɾ
ख़मीर	xə.miːɾ
ख़याल	kʰə.jɑːl
ख़याल	xə.jɑːl
ख़रबूज़ा	kʰəɾ.buː.d͡ʒɑː
ख़रबूज़ा	xəɾ.buː.d͡ʒɑː
ख़रबूज़ा	kʰəɾ.buː.zɑː
ख़रबूज़ा	xəɾ.buː.zɑː
ख़राब	kʰə.ɾɑːb
ख़राब	xə.ɾɑːb
ख़राश	kʰə.ɾɑːʃ
ख़राश	xə.ɾɑːʃ
ख़रीद	kʰə.ɾiːd̪
ख़रीद	xə.ɾiːd̪
ख़रीदना	kʰə.ɾiːd̪.nɑː
ख़रीदना	xə.ɾiːd̪.nɑː
ख़रीदार	kʰə.ɾiː.d̪ɑːɾ
ख़रीदार	xə.ɾiː.d̪ɑːɾ
