अ	ə
उपसचिव	ʊ p ə s t͡ʃ ɪ ʋ
उपसमुच्चय	ʊ p ə s m ʊ t͡ʃ t͡ʃ ə j
उपसर्ग	ʊ p s ə ɾ ɡ
उपस्थिति	ʊ p ə s t̪ʰ ɪ t̪ iː
उपहार	ʊ pʰ ɑː ɾ
उपाधि	ʊ p ɑː d̪ʱ iː
उपाध्याय	ʊ p ɑː d̪ʱ j ɑː j
उपाय	ʊ p ɑː j
उपासक	ʊ p ɑː s ə k
उपेक्षा	ʊ p eː k ʂ ɑː
उफ़	ʊ f
उफ़	ʊ pʰ
उबरना	ʊ b ə ɾ n ɑː
उबाऊ	ʊ b ɑː uː
उबालना	ʊ b ɑː l n ɑː
उभरना	ʊ bʱ ə ɾ n ɑː
उमंग	ʊ m ə ŋ ɡ
उमड़ना	ʊ m ə ɽ n ɑː
उमर	ʊ m ə ɾ
उमस	ʊ m ə s
उम्दा	ʊ m d̪ ɑː
उम्मीदवार	ʊ m m iː d̪ ʋ ɑː ɾ
उम्मीद्वार	ʊ m m iː d̪ ʋ ɑː ɾ
उम्रक़ैद	ʊ m ɾ ə k ɛː d̪
उम्रक़ैद	ʊ m ɾ ə q ɛː d̪
उरुग्वे	ʊ ɾ ʊ ɡ ʋ eː
उरुमची	ʊ ɾ ʊ m t͡ʃ iː
उरोस्थि	ʊ ɾ oː s t̪ʰ iː
उर्दू	ʊ ɾ d̪ uː
उर्फ़	ʊ ɾ f
उर्फ़	ʊ ɾ pʰ
उर्वरक	ʊ ɾ ʋ ə ɾ ə k
उलझन	ʊ l d͡ʒʱ ə n
उलझना	ʊ l ə d͡ʒʱ n ɑː
उलझाना	ʊ l d͡ʒʱ ɑː n ɑː
उलटना	ʊ l ə ʈ n ɑː
उलटा	ʊ l ʈ ɑː
उलटी	ʊ l ʈ iː
उलफ़त	ʊ l f ə t̪
उलफ़त	ʊ l pʰ ə t̪
उलहना	ʊ l əʱ n ɑː
उलीचना	ʊ l iː t͡ʃ n ɑː
उलूक	ʊ l uː k
उल्का	ʊ l k ɑː
उल्टा	ʊ l ʈ ɑː
उल्टी	ʊ l ʈ iː
उल्लंघन	ʊ l l ə ŋ ɡʱ ə n
उल्लू	ʊ l l uː
उल्लेख	ʊ l l eː kʰ
उल्लेखनीय	ʊ l l eː kʰ n iː jᵊ
उषा	ʊ ʂ ɑː
उसका	ʊ s k ɑː
उसको	ʊ s k oː
उसमान	ʊ s m ɑː n
उससे	ʊ s s eː
उसाँस	ʊ s ɑː n s
उसूल	ʊ s uː l
उसे	ʊ s eː
उस्ताद	ʊ s t̪ ɑː d̪
ऊ	uː
ऊँचा	uː t͡ʃ ɑː
ऊँचा	uː ɲ t͡ʃ ɑː
ऊँट	uː ɳ ʈ
ऊंचा	ũ t͡ʃ a
ऊख	uː kʰ
ऊटपटांग	uː ʈ ə p ʈ ɑː ŋ ɡ
ऊद	uː d̪
ऊदबिलाव	uː d̪ b ɪ l ɑː ʋ
ऊन	uː n
ऊना	uː n ɑː
ऊनी	uː n iː
ऊपर	uː p ə ɾ
ऊपरवाला	uː p ə ɾ ʋ ɑː l ɑː
ऊपरी	uː p ɾ iː
ऊफ़ा	uː f ɑː
ऊफ़ा	uː pʰ ɑː
ऊब	uː b
ऊबना	uː b n ɑː
ऊर्जा	uː ɾ d͡ʒ ɑː
ऊर्ध्वाधर	uː ɾ d̪ʱ ʋ ɑː d̪ʱ ə ɾ
ऊष्मीकरण	uː ʂ m iː k ɾ ə ɳ
ऊसर	uː s ə ɾ
ऋ	ɾ iː
ऋग्वेद	ɾ ɪ ɡ ʋ eː d̪
ऋण	ɾ ɪ ɳ
ऋणदाता	ɾ ɪ ɳ d̪ ɑː t̪ ɑː
ऋणदाताओ	ɾ ɪ ɳ d̪ ɑː t̪ ɑː oː
ऋणदाताओं	ɾ ɪ ɳ d̪ ɑː t̪ ɑː õː
ऋणमुक्त	ɾ ɪ ɳ m ʊ k t̪
ऋणाग्र	ɾ ɪ ɳ ɑː ɡ ɾᵊ
ऋणायन	ɾ ɪ ɳ ɑː j ə n
ऋतु	ɾ ɪ t̪ uː
ऋषि	ɾ ɪ ʂ iː
ए	eː
एंड्रॉइड	eː ɳ ɖ ɾ ɔ ɪ ɖ
एक	eː k
एकघातीय	eː k ɡʱ ɑː t̪ iː jᵊ
एकजुट	eː k d͡ʒ ʊ ʈ
एकजुटता	eː k d͡ʒ ʊ ʈ t̪ ɑː
एकड़	eː k ə ɽ
एकड़	eː k ə ɾ
एकतरफ़ा	eː k t̪ ə ɾ f ɑː
एकतरफ़ा	eː k t̪ ə ɾ pʰ ɑː
एकत्र	eː k ə t̪ ɾᵊ
एकरूपता	eː k ɾ uː p t̪ ɑː
एकल	eː k ə l
एकवचन	eː k ʋ ə t͡ʃ ə n
एकवर्णीय	eː k ʋ ə ɾ ɳ iː jᵊ
एकसमान	eː k s ə m ɑː n
एकांत	eː k ɑː n t̪
एकाएक	eː k ɑː eː k
एकाध	eː k ɑː d̪ʱ
एकाधिकार	eː k ɑː d̪ʱ ɪ k ɑː ɾ
एजेंट	eː d͡ʒ eː ɳ ʈ
एजेंसी	eː d͡ʒ eː n s iː
एटीएम	eː ʈ iː eː m
एडवायज़री	eː ɖ ʋ ɑː j d͡ʒ ə ɾ iː
एडवायज़री	eː ɖ ʋ ɑː j z ə ɾ iː
एड़ी	eː ɽ iː
एडिलेड	eː ɖ ɪ l eː ɖ
एतबार	eː t̪ b ɑː ɾ
एतराज़	eː t̪ ɾ ɑː d͡ʒ
एतराज़	eː t̪ ɾ ɑː z
एमएलए	eː m ‿ eː l ‿ eː
एयरलाइन	eː j ə ɾ l ɑː ɪ n
एलची	eː l t͡ʃ iː
एलान	eː l ɑː n
एल्युमिनियम	eː l j ʊ m ɪ n iː j ə m
एवज़	eː ʋ ə d͡ʒ
एवज़	eː ʋ ə z
एशिया	eː ʃ iː j ɑː
एसोसिएशन	eː s oː s ɪ eː ʃ ə n
एस्केलेटर	eː s k eː l eː ʈ ə ɾ
एस्टोनिया	eː s ʈ oː n iː j ɑː
एहतजाज	eːʱ t̪ ə d͡ʒ ɑː d͡ʒ
एहतियात	eːʱ t̪ iː j ɑː t̪
एहसान	ə ɦ ə s ɑː n
एहसानमंद	eːʱ s ɑː n m ə n d̪
ऐ	ɛː
ऐच्छिक	ɛː t͡ʃ t͡ʃʰ ɪ k
ऐतराज़	ɛː t̪ ɾ ɑː d͡ʒ
ऐतराज़	ɛː t̪ ɾ ɑː z
ऐतिहासिक	ɛː t̪ ɪ ɦ ɑː s ɪ k
ऐनक	ɛː n ə k
ऐनिमे	ɛː n ɪ m eː
ऐयाशी	ə j j ɑː ʃ iː
ऐयाशी	ɛː j ɑː ʃ iː
ऐरन	ɛː ɾ ə n
ऐश	ɛː ʃ
ऐश्वर्य	ɛː ʃ ʋ ə ɾ jᵊ
ऐसा	ɛː s ɑː
ऐसी	ɛː s iː
ऐसे	ɛː s eː
ऐहतियातन	ɛːʱ t̪ iː j ɑː t̪ ə n
ऑकलैंड	ɔ k l ɛː ɳ ɖ
ऑक्सफ़ोर्ड	ɔ k s f oː ɾ ɖ
ऑक्सफ़ोर्ड	ɔ k s pʰ oː ɾ ɖ
ऑस्ट्रिया	ɔ s ʈ ɾ iː j ɑː
ऑस्ट्रेलिया	ɔ s ʈ ɾ eː l iː j ɑː
ओ	oː
ओए	oː eː
ओक	oː k
ओकाई	o k aː iː
ओखली	oː kʰ l iː
ओगाज़्म	oː ɡ ɑː d͡ʒ m
ओगाज़्म	oː ɡ ɑː z m
ओछा	oː t͡ʃʰ ɑː
ओझा	oː d͡ʒʱ ɑː
ओटावा	oː ʈ ɑː ʋ ɑː
ओडिशा	oː ɖ ɪ ʃ ɑː
ओढ़ना	oː ɽʱ n ɑː
ओणम	oː ɳ ə m
ओर	oː ɾ
ओलंदेज़	oː l ə n d̪ eː d͡ʒ
ओलंदेज़	oː l ə n d̪ eː z
ओलंपिक	oː l ə m p ɪ k
ओला	oː l ɑː
ओलिंपियाड	oː l ɪ m p iː j ɑː ɖ
ओशिआनिया	oː ʃ iː j ɑː n iː j ɑː
ओष्ठ्य	oː ʂ ʈʰ j ə
ओसाका	oː s ɑː k ɑː
ओहायो	oː ɦ ɑː j oː
औ	a ʊ
औ	ɔː
औ	ə ʊ
औक़ात	ɔː k ɑː t̪
औक़ात	ɔː q ɑː t̪
औज़ार	ɔː d͡ʒ ɑː ɾ
औज़ार	ɔː z ɑː ɾ
औद्योगिक	ɔː d̪ j oː ɡ ɪ k
औद्योगीकरण	ɔː d̪ j oː ɡ iː k ə ɾ ə ɳ
औपचारिक	ɔː p t͡ʃ ɑː ɾ ɪ k
और	ɔː ɾ
औरत	ɔː ɾ ə t̪
औलाद	ɔː l ɑː d̪
औषध	ɔː ʂ ə d̪ʱ
औषधि	ɔː ʂ d̪ʱ iː
औषधीय	ɔː ʂ d̪ʱ iː jᵊ
औसतन	ɔː s t̪ ə n
क	k ə
कँगनी	k ə ŋ ɡ n iː
कंकड़	k ə ŋ k ə ɽ
कंकड़ीला	k ə ŋ k ɽ iː l ɑː
कंकाल	k ə ŋ k ɑː l
कंक्रीट	k ə ŋ k ɾ iː ʈ
कंगन	k ə ŋ ɡ ə n
कंगारू	k ə ŋ ɡ ɑː ɾ uː
कंठ	k ə ɳ ʈʰ
कंठमाला	k ə ɳ ʈʰ m ɑː l ɑː
कंठ्य	k ə ɳ ʈʰ j ə
कंडकटर	k ə ɳ ɖ ə k ʈ ə ɾ
कंडीशनर	k ə ɳ ɖ iː ʃ n ə ɾ
कंधा	k ə n d̪ʱ ɑː
कंपन	k ə m p ə n
कंपू	k ə m p uː
कंप्यूटर	k ə m p j uː ʈ ə ɾ
कंप्यूटरीकरण	k ə m p j uː ʈ ɾ iː k ə ɾ ə ɳ
कंबल	k ə m b ə l
कई	k ə iː
ककड़ी	k ə k ɽ iː
कक्ष	k ə k ʂ
कक्षा	k ə k ʃ ɑː
कगार	k ə ɡ ɑː ɾ
कचनार	k ə t͡ʃ n ɑː ɾ
कचरा	k ə t͡ʃ ɾ ɑː
कचहरी	k ə t͡ʃ əʱ ɾ iː
कचालू	k ə t͡ʃ ɑː l uː
कच्चा	k ə t͡ʃ t͡ʃ ɑː
कच्छ	k ə t͡ʃ t͡ʃʰ
कच्छा	k ə t͡ʃ t͡ʃʰ ɑː
कछारी	k ə t͡ʃʰ ɑː ɾ iː
कजरारा	k ə d͡ʒ ɾ ɑː ɾ ɑː
कज़ाख़स्तान	k ə d͡ʒ ɑː kʰ ə s t̪ ɑː n
कज़ाख़स्तान	k ə z ɑː x ə s t̪ ɑː n
कटना	k ə ʈ n ɑː
कटहल	k ə ʈʰ ə l
कटाई	k ə ʈ ɑː iː
कटाक्ष	k ə ʈ ɑː k ʂ
कटार	k ə ʈ ɑː ɾ
कटोरा	k ə ʈ oː ɾ ɑː
कटौती	k ə ʈ ɔː t̪ iː
कट्टर	k ə ʈ ʈ ə ɾ
कठघरा	k ə ʈʰ ɡʱ ə ɾ ɑː
कठमुल्ला	k ə ʈʰ m ʊ l l ɑː
कठिन	k ə ʈʰ ɪ n
कठुआ	k ə ʈʰ ʊ ɑː
कडपा	k ə ɖ p ɑː
कड़क	k ə ɽ ə k
कड़वा	k ə ɽ ʋ ɑː
कड़वापन	k ə ɽ ʋ ɑː p ə n
कड़वाहट	k ə ɽ ʋ ɑː ɦ ə ʈ
कड़ा	k ə ɽ ɑː
कढ़ाई	k ə ɽʱ ɑː iː
कढ़ी	k ə ɽʱ iː
कतराना	k ə t̪ ɾ ɑː n ɑː
कथन	k ə t̪ʰ ə n
कथा	k ə t̪ʰ ɑː
कथित	k ə t̪ʰ ɪ t̪
कथ्य	k ə t̪ʰ jᵊ
कदन	k ə d̪ ə n
कदाचित्	k ə d̪ ɑː t͡ʃ ɪ t̪
कदापि	k ə d̪ ɑː p iː
कदू	k ə d̪ uː
कद्दू	k ə d̪ d̪ uː
कनटोप	k ə n ʈ oː p
कनपटी	k ə n p ə ʈ iː
कनपेड़	k ə n p eː ɽ
कनाडा	k ə n ɑː ɖ ɑː
कनिष्ठ	k ə n ɪ ʂ ʈʰ
कनिष्ठा	k ə n ɪ ʂ ʈʰ ɑː
कनीज़	k ə n iː d͡ʒ
कनीज़	k ə n iː z
कन्द	k ə n d̪
कन्नड़	k ə n n ə ɽ
कन्नड़	k ə n n ə ɽ əᵊ
कन्नौज	k ə n n ɔː d͡ʒ
कन्या	k ə n j ɑː
कन्हैया	k ə n ɦ ə iː j ɑː
कपड़ा	k ə p ɽ ɑː
कपास	k ə p ɑː s
कपिलवस्तु	k ə p ɪ l ʋ ə s t̪ uː
कपूर	k ə p uː ɾ
कपोत	k ə p oː t̪
कप्तान	k ə p t̪ ɑː n
कफ़न	k ə f ə n
कफ़न	k ə pʰ ə n
कबड्डी	k ə b ə ɖ ɖ iː
कबाड़	k ə b ɑː ɽ
कबाब	k ə b ɑː b
कबीर	k ə b iː ɾ
कबूतर	k ə b uː t̪ ə ɾ
कभी	k ə bʱ iː
कम	k ə m
कमज़ोर	k ə m d͡ʒ oː ɾ
कमज़ोर	k ə m z oː ɾ
कमबख़्त	k ə m b ə kʰ t̪
कमबख़्त	k ə m b ə x t̪
कमरा	k ə m ɾ ɑː
कमर्शियल	k ə m ə ɾ ʃ iː j ə l
कमल	k ə m ə l
कमली	k ə m l iː
कमाई	k ə m ɑː iː
कमाऊ	k ə m ɑː uː
कमान	k ə m ɑː n
कमाल	k ə m ɑː l
कमिश्नर	k ə m ɪ ʃ n ə ɾ
कमी	k ə m iː
कमीना	k ə m iː n ɑː
कमीनापन	k ə m iː n ɑː p ə n
कमीशन	k ə m iː ʃ ə n
कमेंट	k ə m eː ɳ ʈ
कमेटी	k ə m eː ʈ iː
कमोबेश	k ə m oː b eː ʃ
कम्बल	k ə m b ə l
कम्बोडिया	k ə m b oː ɖ iː j ɑː
कर	k ə ɾ
करघा	k ə ɾ ɡʱ ɑː
करणी	k ə ɾ ɳ iː
करतब	k ə ɾ t̪ ə b
करना	k ə ɾ n ɑː
करनाल	k ə ɾ n ɑː l
करनी	k ə ɾ n iː
कराची	k ə ɾ ɑː t͡ʃ iː
करारा	k ə ɾ ɑː ɾ ɑː
करिश्मा	k ə ɾ ɪ ʃ m ɑː
करूंगा	k ə ɾ ũː ŋ ɡ ɑ
करेला	k ə ɾ eː l ɑː
करोड़	k ə ɾ oː ɽ
करोड़पति	k ə ɾ oː ɽ p ə t̪ iː
करौंदा	k ə ɾ ɔː n d̪ ɑː
कर्ण	k ə ɾ ɳ
कर्तव्यपथ	k ə ɾ t̪ ə ʋ j ə p ə t̪ʰ
कर्ता	k ə ɾ t̪ ɑː
कर्तृत्व	k ə ɾ t̪ ɾ ɪ t̪ ʋᵊ
कर्नाटक	k ə ɾ n ɑː ʈ ə k
कर्म	k ə ɾ mᵊ
कर्मभूमि	k ə ɾ mᵊ bʱ uː m iː
कर्मी	k ə ɾ m iː
कलंक	k ə l ə ŋ k
कलक्टर	k ə l ə k ʈ ə ɾ
कलन	k ə l ə n
कलम	k ə l ə m
कलमकारी	k ə l ə m k ɑː ɾ iː
कलमा	k ə l m ɑː
कलसा	k ə l s ɑː
कलह	k ə l əʱ
कलाई	k ə l ɑː iː
कलात्मक	k ə l ɑː t̪ m ə k
कलावंत	k ə l ɑː ʋ ə n t̪
कली	k ə l iː
कलीसिया	k ə l iː s iː j ɑː
कलोर	k ə l oː ɾ
कल्टी	k ə l ʈ iː
कल्पना	k ə l p ə n ɑː
कल्पनादर्श	k ə l p ə n ɑː d̪ ə ɾ ʃ
कल्पित	k ə l p ɪ t̪
कवक	k ə ʋ ə k
कवच	k ə ʋ ə t͡ʃ
कवचित	k ə ʋ ə t͡ʃ ɪ t̪
कवयित्री	k ə ʋ j ɪ t̪ ɾ iː
कवि	k ə v i
कवि	k ə v ɪ
कविता	k ə ʋ ɪ t̪ ɑː
कवित्त	k ə ʋ ɪ t̪ t̪
कशमकश	k ə ʃ ə m k ə ʃ
कश्ती	k ə ʃ t̪ iː
कश्मीर	k ə ʃ m iː ɾ
कष्ट	k ə ʂ ʈ
कष्टसाध्य	k ə ʂ ʈ s ɑː d̪ʱ jᵊ
कसके	k ə s k eː
कसर	k ə s ə ɾ
कसरत	k ə s ɾ ə t̪
कसौटी	k ə s ɔː ʈ iː
कहना	k əʱ n ɑː
कहनी	k əʱ n iː
कहलाना	k əʱ l ɑː n ɑː
कहवा	k əʱ ʋ ɑː
कहा	k ə ɦ ɑː
कहाँ	k ə ɦ ɑ̃ː
कहानी	k ə ɦ ɑː n iː
कहानीकार	k ə ɦ ɑː n iː k ɑː ɾ
कहावत	k ə ɦ ɑː ʋ ə t̪
कहीं	k ə ɦ ĩː
क़	k ə
क़	q ə
क़तई	k ə t̪ ə iː
क़तई	q ə t̪ ə iː
क़तर	k ə t̪ ə ɾ
क़तर	q ə t̪ ə ɾ
क़तरा	k ə t̪ ɾ ɑː
क़तरा	q ə t̪ ɾ ɑː
क़त्ल	k ə t̪ l
क़त्ल	q ə t̪ l
क़त्लेआम	k ə t̪ l eː ɑː m
क़त्लेआम	q ə t̪ l eː ɑː m
क़द	k ə d̪
क़द	q ə d̪
क़दम	k ə d̪ ə m
क़दम	q ə d̪ ə m
क़दमताल	k ə d̪ ə m t̪ ɑː l
क़दमताल	q ə d̪ ə m t̪ ɑː l
क़दीम	k ə d̪ iː m
क़दीम	q ə d̪ iː m
क़द्दावर	k ə d̪ d̪ ɑː ʋ ə ɾ
क़द्दावर	q ə d̪ d̪ ɑː ʋ ə ɾ
क़द्र	k ə d̪ ɾᵊ
क़द्र	q ə d̪ ɾᵊ
क़द्रदान	k ə d̪ ɾ ə d̪ ɑː n
क़द्रदान	q ə d̪ ɾ ə d̪ ɑː n
क़बीला	k ə b iː l ɑː
क़बीला	q ə b iː l ɑː
क़बूल	k ə b uː l
क़बूल	q ə b uː l
क़ब्ज़	k ə b d͡ʒ
क़ब्ज़	q ə b z
क़ब्रिस्तान	k ə b ɾ ɪ s t̪ ɑː n
क़ब्रिस्तान	q ə b ɾ ɪ s t̪ ɑː n
क़मीज़	k ə m iː d͡ʒ
क़मीज़	q ə m iː z
क़रार	k ə ɾ ɑː ɾ
क़रार	q ə ɾ ɑː ɾ
क़रीब	k ə ɾ iː b
क़रीब	q ə ɾ iː b
क़रीबन	k ə ɾ iː b ə n
क़रीबन	q ə ɾ iː b ə n
क़र्ज़	k ə ɾ d͡ʒ
क़र्ज़	q ə ɾ z
क़लम	k ə l ə m
क़लम	q ə l ə m
क़व्वाल	k ə ʋ ʋ ɑː l
क़व्वाल	q ə ʋ ʋ ɑː l
क़व्वाली	k ə ʋ ʋ ɑː l iː
क़व्वाली	q ə ʋ ʋ ɑː l iː
क़सम	k ə s ə m
क़सम	q ə s ə m
क़सीदा	k ə s iː d̪ ɑː
क़सीदा	q ə s iː d̪ ɑː
क़सूर	k ə s uː ɾ
क़सूर	q ə s uː ɾ
क़स्बा	k ə s b ɑː
क़स्बा	q ə s b ɑː
क़हर	k ə ɦ ə ɾ
क़हर	q ə ɦ ə ɾ
क़हवा	k əʱ ʋ ɑː
क़हवा	q əʱ ʋ ɑː
क़ाज़ी	k ɑː d͡ʒ iː
क़ाज़ी	q ɑː z iː
क़ातिल	k ɑː t̪ ɪ l
क़ातिल	q ɑː t̪ ɪ l
क़ातिलाना	k ɑː t̪ ɪ l ɑː n ɑː
क़ातिलाना	q ɑː t̪ ɪ l ɑː n ɑː
क़ानून	k ɑː n uː n
क़ानून	q ɑː n uː n
क़ानूनगो	k ɑː n uː n ɡ oː
क़ानूनगो	q ɑː n uː n ɡ oː
क़ाफ़िला	k ɑː pʰ ɪ l ɑː
क़ाफ़िला	q ɑː f ɪ l ɑː
क़ाबिज़	k ɑː b ɪ d͡ʒ
क़ाबिज़	q ɑː b ɪ z
क़ाबिल	k ɑː b ɪ l
क़ाबिल	q ɑː b ɪ l
क़ाबिलीयत	k ɑː b ɪ l iː j ə t̪
क़ाबिलीयत	q ɑː b ɪ l iː j ə t̪
क़ायदा	k ɑː j d̪ ɑː
क़ायदा	q ɑː j d̪ ɑː
क़ायम	k ɑː j ə m
क़ायम	q ɑː j ə m
क़ालीन	k ɑː l iː n
क़ालीन	q ɑː l iː n
क़ासिद	k ɑː s ɪ d̪
क़ासिद	q ɑː s ɪ d̪
क़िल्लत	k ɪ l l ə t̪
क़िल्लत	q ɪ l l ə t̪
क़िस्त	k ɪ s t̪
क़िस्त	q ɪ s t̪
क़िस्मत	k ɪ s m ə t̪
क़िस्मत	q ɪ s m ə t̪
क़िस्सा	k ɪ s s ɑː
क़िस्सा	q ɪ s s ɑː
क़ुरान	k ʊ ɾ ɑː n
क़ुरान	q ʊ ɾ ɑː n
क़ुल्फ़ी	k ʊ l pʰ iː
क़ुल्फ़ी	q ʊ l f iː
क़ुव्वत	k ʊ ʋ ʋ ə t̪
क़ुव्वत	q ʊ ʋ ʋ ə t̪
क़ै	k ɛː
क़ै	q ɛː
क़ैंची	k ɛː ɲ t͡ʃ iː
क़ैंची	q ɛː ɲ t͡ʃ iː
क़ैदख़ाना	k ɛː d̪ kʰ ɑː n ɑː
क़ैदख़ाना	q ɛː d̪ x ɑː n ɑː
क़ैदी	k ɛː d̪ iː
क़ैदी	q ɛː d̪ iː
क़ौम	k ɔː m
क़ौम	q ɔː m
का	k ɑː
काँख	k ɑː ŋ kʰ
काँच	k ɑː ɲ t͡ʃ
काँटा	k ɑː ɳ ʈ ɑː
काँव	k ɑ̃ː ʋ
काँस	k ɑː n s
कांग्रेस	k ɑː ŋ ɡ ɾ eː s
कांग्रेसी	k ɑː ŋ ɡ ɾ eː s iː
कांटा	k ɑː ɳ ʈ ɑː
कांदा	k ɑː n d̪ ɑː
कांसा	k ɑː n s ɑː
कांसी	k ɑː n s iː
काका	k ɑː k ɑː
काकी	k ɑː k iː
काग़ज़	k ɑː ɡ ə d͡ʒ
काग़ज़	k ɑː ɣ ə z
काग़ज़ात	k ɑː ɡ d͡ʒ ɑː t̪
काग़ज़ात	k ɑː ɣ z ɑː t̪
काज	k ɑː d͡ʒ
काजल	k ɑː d͡ʒ ə l
काजू	k ɑː d͡ʒ uː
काटना	k ɑː ʈ n ɑː
काठ	k ɑː ʈʰ
काठमांडू	k ɑː ʈʰ m ɑː ɳ ɖ uː
काढ़ना	k ɑː ɽʱ n ɑː
कान	k ɑː n
कानपुर	k ɑː n p ʊ ɾ
काना	k ɑː n ɑː
कान्हा	k ɑː n ɦ ɑː
कापी	k ɑː p iː
काफी	k ɑː pʰ iː
काबीना	k ɑː b iː n ɑː
काबुकी	k ɑː b ʊ k iː
काम	k ɑː m
कामकाज	k ɑː m k ɑː d͡ʒ
कामगार	k ɑː m ɡ ɑː ɾ
कामचोर	k ɑː m t͡ʃ oː ɾ
कामना	k ɑː m n ɑː
कामयाब	k ɑː m j ɑː b
कामवाली	k ɑː m ʋ ɑː l iː
कामिल	k ɑː m ɪ l
कामोन्माद	k ɑː m oː n m ɑː d̪
कायको	k ɑː j k oː
कायनात	k ɑː j n ɑː t̪
कायर	k ɑː j ə ɾ
कार	k ɑː ɾ
कारक	k ɑː ɾ ə k
कारख़ाना	k ɑː ɾ kʰ ɑː n ɑː
कारख़ाना	k ɑː ɾ x ɑː n ɑː
कारगर	k ɑː ɾ ɡ ə ɾ
कारण	k ɑː ɾ ə ɳ
कारतूस	k ɑː ɾ t̪ uː s
कारनामा	k ɑː ɾ n ɑː m ɑː
कारवाँ	k ɑː ɾ ʋ ɑ̃ː
कारोबारी	k ɑː ɾ oː b ɑː ɾ iː
कार्गो	k ɑː ɾ ɡ oː
कार्टून	k ɑː ɾ ʈ uː n
कार्ड	k ɑː ɾ ɖ
कार्डिफ़	k ɑː ɾ ɖ ɪ f
कार्डिफ़	k ɑː ɾ ɖ ɪ pʰ
कार्य	k ɑː ɾ jᵊ
कार्यकर्ता	k ɑː ɾ j ə k ə ɾ t̪ ɑː
कार्यकाल	k ɑː ɾ j ə k ɑː l
कार्यकुशल	k ɑː ɾ j ə k ʊ ʃ ə l
कार्यभार	k ɑː ɾ j ə bʱ ɑː ɾ
कार्यशाला	k ɑː ɾ j ə ʃ ɑː l ɑː
कार्यसमिति	k ɑː ɾ j ə s ə m ɪ t̪ iː
कार्यसूची	k ɑː ɾ j ə s uː t͡ʃ iː
कार्यान्वित	k ɑː ɾ j ɑː n ʋ ɪ t̪
कार्यालय	k ɑː ɾ j ɑː l ə j
कार्रवाई	k ɑː ɾ ɾ ə ʋ ɑː iː
काल	k ɑː l
कालक्रम	k ɑː l k ɾ ə m
कालद्वीप	k ɑː l ə d̪ ʋ iː p
काला	k ɑː l ɑː
कालाधन	k ɑː l ɑː d̪ʱ ə n
कालापन	k ɑː l ɑː p ə n
कालेज	k ɑː l eː d͡ʒ
काष्ठशर्करा	k ɑː ʂ ʈʰ ʃ ə ɾ k ə ɾ ɑː
कासा	k ɑː s ɑː
किंतु	k ɪ n t̪ uː
किंवदंती	k ɪ̃ ʋ d̪ ə n t̪ iː
किए	k ɪ eː
किचन	k ɪ t͡ʃ ə n
कितक	k ɪ t̪ ə k
कितना	k ɪ t̪ n ɑː
कितने	k ɪ t̪ n eː
किताब	k ɪ t̪ ɑː b
किफ़ायत	k ɪ f ɑː j ə t̪
किफ़ायत	k ɪ pʰ ɑː j ə t̪
किफ़ायती	k ɪ f ɑː j ə t̪ iː
किफ़ायती	k ɪ pʰ ɑː j ə t̪ iː
किमी	k ɪ m iː
किया	k iː j ɑː
किरगिज़	k ɪ ɾ ɡ ɪ d͡ʒ
किरगिज़	k ɪ ɾ ɡ ɪ z
किरण	k ɪ ɾ ə ɳ
किरणपुंज	k ɪ ɾ ə ɳ p ʊ ɲ d͡ʒ
किरदार	k ɪ ɾ d̪ ɑː ɾ
किराँची	k ɪ ɾ ɑː ɲ t͡ʃ iː
किराया	k ɪ ɾ ɑː j ɑː
किरायेदार	k ɪ ɾ ɑː j eː d̪ ɑː ɾ
किरासन	k ɪ ɾ ɑː s ə n
किर्गिज़स्तान	k ɪ ɾ ɡ ɪ d͡ʒ ə s t̪ ɑː n
किर्गिज़स्तान	k ɪ ɾ ɡ ɪ z ə s t̪ ɑː n
किलो	k ɪ l oː
किलोग्राम	k ɪ l oː ɡ ɾ ɑː m
किलोमीटर	k ɪ l oː m iː ʈ ə ɾ
किशमिश	k ɪ ʃ m ɪ ʃ
किशोरा	k ɪ ʃ oː ɾ ɑː
किश्त	k ɪ ʃ t̪
किसान	k ɪ s ɑː n
किसानी	k ɪ s ɑː n iː
की	k iː
कीकर	k iː k ə ɾ
कीचड़	k iː t͡ʃ ə ɽ
कीटाणु	k iː ʈ ɑː ɳ uː
कीड़ा	k iː ɽ ɑː
कीमिया	k iː m iː j ɑː
कीर्तन	k iː ɾ t̪ ə n
कील	k iː l
कुँआ	k ʊ n ɑː
कुँआरी	k ʊ̃ ɑː ɾ iː
कुँवर	k uː n ə ɾ
कुँवर	k ʊ̃ ʋ ə ɾ
कुंजी	k ʊ ɲ d͡ʒ iː
कुंजीपटल	k ʊ ɲ d͡ʒ iː p ə ʈ ə l
कुंडली	k ʊ ɳ ɖ l iː
कुंडली	k ʊ ɳ ɖ ə l iː
कुंद	k ʊ n d̪
कुआँ	k ʊ ɑ̃ː
कुकी	k ʊ k iː
कुख्यात	k ʊ kʰ j ɑː t̪
कुख्याति	k ʊ kʰ j ɑː t̪ iː
कुचलना	k ʊ t͡ʃ ə l n ɑː
कुछ	k ʊ t͡ʃʰ
कुटज	k ʊ ʈ ə d͡ʒ
कुटिया	k ʊ ʈ iː j ɑː
कुटिल	k ʊ ʈ ɪ l
कुटुंब	k ʊ ʈ ʊ m b
