spa_latn_ca_phonemic.tsv	spa	Spanish; Castilian	Spanish	Latin	Castilian	False	Phonemic	True	60805
spa_latn_la_phonemic_filtered.tsv	spa	Spanish; Castilian	Spanish	Latin	Latin America	True	Phonemic	True	48649
spa_latn_la_phonemic.tsv	spa	Spanish; Castilian	Spanish	Latin	Latin America	False	Phonemic	True	48718
spa_latn_ca_phonetic.tsv	spa	Spanish; Castilian	Spanish	Latin	Castilian	False	Phonetic	True	52190
spa_latn_la_phonetic.tsv	spa	Spanish; Castilian	Spanish	Latin	Latin America	False	Phonetic	True	41854
srn_latn_phonemic.tsv	srn	Sranan Tongo	Sranan Tongo	Latin		False	Phonemic	True	162
swe_latn_phonemic.tsv	swe	Swedish	Swedish	Latin		False	Phonemic	True	3544
swe_latn_phonetic.tsv	swe	Swedish	Swedish	Latin		False	Phonetic	True	222
syl_sylo_phonemic.tsv	syl	Sylheti	Sylheti	Syloti Nagri		False	Phonemic	False	224
tgl_latn_phonemic.tsv	tgl	Tagalog	Tagalog	Latin		False	Phonemic	True	3321
tgl_latn_phonetic.tsv	tgl	Tagalog	Tagalog	Latin		False	Phonetic	True	1915
tgk_cyrl_phonemic.tsv	tgk	Tajik	Tajik	Cyrillic		False	Phonemic	True	142
tam_taml_phonemic.tsv	tam	Tamil	Tamil	Tamil		False	Phonemic	False	2485
tam_taml_phonetic.tsv	tam	Tamil	Tamil	Tamil		False	Phonetic	False	2386
twf_latn_phonemic.tsv	twf	Northern Tiwa	Taos	Latin		False	Phonemic	True	135
tel_telu_phonemic.tsv	tel	Telugu	Telugu	Telugu		False	Phonemic	False	442
tel_telu_phonetic.tsv	tel	Telugu	Telugu	Telugu		False	Phonetic	False	386
nhg_latn_phonetic.tsv	nhg	Tetelcingo Nahuatl	Tetelcingo Nahuatl	Latin		False	Phonetic	True	305
tha_thai_phonemic.tsv	tha	Thai	Thai	Thai		False	Phonemic	False	15050
tib_tibt_phonemic.tsv	tib	Tibetan	Tibetan	Tibetan		False	Phonemic	False	1875
ton_latn_phonemic.tsv	ton	Tonga (Tonga Islands)	Tongan	Latin		False	Phonemic	True	154
tur_latn_phonemic.tsv	tur	Turkish	Turkish	Latin		False	Phonemic	True	1789
tur_latn_phonetic.tsv	tur	Turkish	Turkish	Latin		False	Phonetic	True	2043
tur_latn_phonetic_filtered.tsv	tur	Turkish	Turkish	Latin		True	Phonetic	True	1812
tuk_latn_phonemic.tsv	tuk	Turkmen	Turkmen	Latin		False	Phonemic	True	107
tyv_cyrl_phonemic.tsv	tyv	Tuvinian	Tuvan	Cyrillic		False	Phonemic	True	462
ukr_cyrl_phonetic.tsv	ukr	Ukrainian	Ukrainian	Cyrillic		False	Phonetic	True	6148
urd_arab_phonemic.tsv	urd	Urdu	Urdu	Arabic		False	Phonemic	False	1063
uig_arab_ara_phonemic.tsv	uig	Uighur	Uyghur	Arabic		False	Phonemic	True	260
vie_latn_hue_phonetic.tsv	vie	Vietnamese	Vietnamese	Latin	Huế	False	Phonetic	True	15239
vie_latn_hanoi_phonetic.tsv	vie	Vietnamese	Vietnamese	Latin	Hà Nội	False	Phonetic	True	15240
vie_latn_hanoi_phonetic_filtered.tsv	vie	Vietnamese	Vietnamese	Latin	Hà Nội	True	Phonetic	True	15240
vie_latn_hue_phonetic_filtered.tsv	vie	Vietnamese	Vietnamese	Latin	Huế	True	Phonetic	True	15236
vie_latn_hcmc_phonetic_filtered.tsv	vie	Vietnamese	Vietnamese	Latin	Hồ Chí Minh City	True	Phonetic	True	14537
vie_latn_hcmc_phonetic.tsv	vie	Vietnamese	Vietnamese	Latin	Hồ Chí Minh City	False	Phonetic	True	15237
vol_latn_phonemic.tsv	vol	Volapük	Volapük	Latin		False	Phonemic	True	363
vol_latn_phonetic.tsv	vol	Volapük	Volapük	Latin		False	Phonetic	True	565
wau_latn_phonemic.tsv	wau	Waurá	Wauja	Latin		False	Phonemic	True	152
wel_latn_nw_phonemic.tsv	wel	Welsh	Welsh	Latin	North Wales	False	Phonemic	True	8530
wel_latn_nw_phonemic_filtered.tsv	wel	Welsh	Welsh	Latin	North Wales	True	Phonemic	True	8473
wel_latn_sw_phonemic.tsv	wel	Welsh	Welsh	Latin	South Wales	False	Phonemic	True	9999
wel_latn_sw_phonemic_filtered.tsv	wel	Welsh	Welsh	Latin	South Wales	True	Phonemic	True	9925
wel_latn_nw_phonetic.tsv	wel	Welsh	Welsh	Latin	North Wales	False	Phonetic	True	561
wel_latn_sw_phonetic.tsv	wel	Welsh	Welsh	Latin	South Wales	False	Phonetic	True	601
fry_latn_phonemic.tsv	fry	Western Frisian	West Frisian	Latin		False	Phonemic	True	977
apw_latn_phonetic.tsv	apw	Western Apache	Western Apache	Latin		False	Phonetic	True	158
mww_latn_phonemic.tsv	mww	Hmong Daw	White Hmong	Latin		False	Phonemic	True	322
xho_latn_phonetic.tsv	xho	Xhosa	Xhosa	Latin		False	Phonetic	True	730
sah_cyrl_phonemic.tsv	sah	Yakut	Yakut	Cyrillic		False	Phonemic	True	162
ybi_deva_phonemic.tsv	ybi	Yamphu	Yamphu	Devanagari		False	Phonemic	False	112
yid_hebr_phonemic.tsv	yid	Yiddish	Yiddish	Hebrew		False	Phonemic	False	251
yid_hebr_phonetic.tsv	yid	Yiddish	Yiddish	Hebrew		False	Phonetic	False	358
zza_latn_phonetic.tsv	zza	Zaza	Zazaki	Latin		False	Phonetic	True	188
zha_latn_phonemic.tsv	zha	Zhuang	Zhuang	Latin		False	Phonemic	True	1143
zul_latn_phonemic.tsv	zul	Zulu	Zulu	Latin		False	Phonemic	True	1677
