A	a
balentzuzkite	b a l ẽ̞ n t͡s̻ u s̻ k i t̪ e̞
balerakuski	b a l e̞ ɾ a k u s̺ k i
balerakuskite	b a l e̞ ɾ a k u s̺ k i t̪ e̞
balerakutsa	b a l e̞ ɾ a k u t͡s̺ a
balerakutsate	b a l e̞ ɾ a k u t͡s̺ a t̪ e̞
baletor	b a l e t̪ o r
baletoz	b a l e t̪ o s̺
baletoz	b a l e t̪ o s̻
baleude	b a l e u̯ ð̞ e
baleuka	b a l e u̯ k a
baleukate	b a l e u̯ k a t̪ e
baleuzka	b a l e u̯ s̺ k a
baleuzka	b a l e u̯ s̻ k a
baleuzkate	b a l e u̯ s̺ k a t̪ e
baleuzkate	b a l e u̯ s̻ k a t̪ e
baleza	b a l e s̺ a
baleza	b a l e s̻ a
balezagu	b a l e̞ s̻ a ɣ̞ u
balezagute	b a l e̞ s̻ a ɣ̞ u t̪ e̞
balezaguzki	b a l e̞ s̻ a ɣ̞ u s̻ k i
balezaguzkite	b a l e̞ s̻ a ɣ̞ u s̻ k i t̪ e̞
balezate	b a l e s̺ a t̪ e
balezate	b a l e s̻ a t̪ e
baliabide	b a l i a β̞ i ð̞ e̞
balihardu	b a l i a r ð̞ u
balihardu	b a l i ɦ a r ð̞ u
baliharduka	b a l i a r ð̞ u k a
baliharduka	b a l i ɦ a r ð̞ u k a
balihardukate	b a l i a r ð̞ u k a t̪ e̞
balihardukate	b a l i ɦ a r ð̞ u k a t̪ e̞
balihardute	b a l i a r ð̞ u t̪ e̞
balihardute	b a l i ɦ a r ð̞ u t̪ e̞
balihoa	b a l i h o a
balihoa	b a l i x o a
balihoaz	b a l i h o a s̻
balihoaz	b a l i x o a s̺
balihoaz	b a l i x o a s̻
balio	b a l i o̞
balira	b a l i ɾ a
balirau	b a l i ɾ a u̯
baliraute	b a l i ɾ a u̯ t̪ e̞
balirudi	b a l i ɾ u ð̞ i
balirudite	b a l i ɾ u ð̞ i t̪ e̞
balitez	b a l i t̪ e s̺
balitez	b a l i t̪ e s̻
balitu	b a l i t̪ u
balituzte	b a l i t̪ u s̻ t̪ e̞
balitz	b a l i t͡s̻
balitza	b a l i t͡s̻ a
balitzate	b a l i t͡s̻ a t̪ e
balkoi	b a l k o i̯
baloi	b a l o̞ i̯
balu	b a l u
balute	b a l u t̪ e̞
bana	b a n a
banadi	b a n a ð̞ i
bananondo	b a n a n õ̞ n̪ d̪ o̞
banatu	b a n a t̪ u
banatuko	b a n a t̪ u k o
banatze	b a n a t͡s̻ e
banatzen	b a n a t͡s̻ ẽ n
banaza	b a n a s̺ a
banaza	b a n a s̻ a
banazak	b a n a s̺ a k
banazak	b a n a s̻ a k
banazan	b a n a s̺ ã n
banazan	b a n a s̻ ã n
banazate	b a n a s̺ a t̪ e
banazate	b a n a s̻ a t̪ e
banazazu	b a n a s̺ a s̺ u
banazazu	b a n a s̻ a s̻ u
banazazue	b a n a s̺ a s̺ u e
banazazue	b a n a s̻ a s̻ u e
bandalismo	b ã n̪ d̪ a l i z̺ m o̞
bandera	b ã n̪ d̪ e ɾ a
banegi	b a n e ɣ̞ i
banegitza	b a n e ɣ̞ i t͡s̻ a
baneki	b a n e̞ k i
banekizki	b a n e̞ k i s̻ k i
banekusa	b a n e̞ k u s̺ a
banekuski	b a n e̞ k u s̺ k i
banenbil	b a n ẽ m b i l
banendi	b a n ẽ n̪ d̪ i
banengo	b a n e ŋ ɡ o
banentor	b a n ẽ n̪ t̪ o r
banentorkio	b a n ẽ n̪ t̪ o r k i o
banentzu	b a n ẽ̞ n t͡s̻ u
banentzuzki	b a n ẽ̞ n t͡s̻ u s̻ k i
banerakuski	b a n e̞ ɾ a k u s̺ k i
banerakutsa	b a n e̞ ɾ a k u t͡s̺ a
baneuka	b a n e u̯ k a
baneuzka	b a n e u̯ s̺ k a
baneuzka	b a n e u̯ s̻ k a
baneza	b a n e s̺ a
baneza	b a n e s̻ a
banezagu	b a n e̞ s̻ a ɣ̞ u
banezaguzki	b a n e̞ s̻ a ɣ̞ u s̻ k i
bangladeshtar	b a ŋ ɡ l a ð̞ e s̺ t̪ a r
bangladeshtar	b a ŋ ɡ l a ð̞ e ʃ t̪ a r
banihardu	b a n i a r ð̞ u
banihardu	b a n i ɦ a r ð̞ u
baniharduka	b a n i a r ð̞ u k a
baniharduka	b a n i ɦ a r ð̞ u k a
banindezagu	b a n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u
banindezaguk	b a n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k
banindezagun	b a n ĩ n̪ d̪ e̞ s̻ a ɣ̞ ũ n
banindezagute	b a n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u t̪ e̞
banindezaguzu	b a n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u s̻ u
banindezaguzue	b a n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u s̻ u e̞
banindoa	b a n ĩ n̪ d̪ o a
banindu	b a n ĩ n̪ d̪ u
baninduk	b a n ĩ n̪ d̪ u k
baninduka	b a n ĩ n̪ d̪ u k a
banindukak	b a n ĩ n̪ d̪ u k a k
banindukan	b a n ĩ n̪ d̪ u k ã n
banindukate	b a n ĩ n̪ d̪ u k a t̪ e
banindukazu	b a n ĩ n̪ d̪ u k a s̺ u
banindukazu	b a n ĩ n̪ d̪ u k a s̻ u
banindukazue	b a n ĩ n̪ d̪ u k a s̺ u e
banindukazue	b a n ĩ n̪ d̪ u k a s̻ u e
banindun	b a n ĩ n̪ d̪ ũ n
banindute	b a n ĩ n̪ d̪ u t̪ e̞
baninduzu	b a n ĩ n̪ d̪ u s̻ u
baninduzue	b a n ĩ n̪ d̪ u s̻ u e̞
banintz	b a n ĩ n t͡s̻
banintza	b a n ĩ n t͡s̻ a
banintzak	b a n ĩ n t͡s̻ a k
banintzan	b a n ĩ n t͡s̻ ã n
banintzate	b a n ĩ n t͡s̻ a t̪ e
banintzazu	b a n ĩ n t͡s̻ a s̺ u
banintzazu	b a n ĩ n t͡s̻ a s̻ u
banintzazue	b a n ĩ n t͡s̻ a s̺ u e
banintzazue	b a n ĩ n t͡s̻ a s̻ u e
banirau	b a n i ɾ a u̯
banirudi	b a n i ɾ u ð̞ i
banitu	b a n i t̪ u
banitza	b a n i t͡s̻ a
banketxe	b a ŋ k e t͡ʃ e
banpiro	b ã m p i ɾ o
banu	b a n u
bapore	b a p o ɾ e
barantaila	b a ɾ ã n̪ t̪ a i̯ l a
barantaila	b a ɾ ã n̪ t̪ a ʎ a
barazkari	b a ɾ a s̺ k a ɾ i
barazkari	b a ɾ a s̻ k a ɾ i
bare	b a ɾ e̞
bariku	b a ɾ i k u
barkatu	b a r k a t̪ u
barna	b a r n a
barne	b a r n e̞
barnean	b a r n e̞ ã n
barrabil	b a r a β̞ i l
barre	b a r e̞
barren	b a r ẽ n
barrena	b a r e n a
bart	b a r t̪
basakatu	b a s̺ a k a t̪ u
basamortu	b a s̺ a m o r t̪ u
basara	b a s̺ a ɾ a
basaran	b a s̺ a ɾ ã n
basarte	b a s̺ a r t̪ e
basarto	b a s̺ a r t̪ o
basate	b a s̺ a t̪ e
basati	b a s̺ a t̪ i
baseliza	b a s̺ e l i s̺ a
baseliza	b a s̺ e l i s̻ a
baserri	b a s̺ e r i
baserritar	b a s̺ e r i t̪ a r
baserritartu	b a s̺ e r i t̪ a r t̪ u
baserritartuko	b a s̺ e r i t̪ a r t̪ u k o
baserritartze	b a s̺ e r i t̪ a r t͡s̻ e
baserritartzen	b a s̺ e r i t̪ a r t͡s̻ ẽ n
baso	b a s̺ o
basolo	b a s̺ o l o
basurde	b a s̺ u r ð̞ e
bat	b a t̪
bata	b a t̪ a
bataiatu	b a t̪ a i̯ a t̪ u
bataio	b a t̪ a i̯ o̞
batak	b a t̪ a k
batasun	b a t̪ a s̺ ũ n
batean	b a t̪ e ã n
batek	b a t̪ e k
batel	b a t̪ e̞ l
baten	b a t̪ ẽ n
batera	b a t̪ e ɾ a
batez	b a t̪ e s̺
batez	b a t̪ e s̻
bati	b a t̪ i
batxiler	b a t͡ʃ i l e r
batxiler	b a t͡ʃ i ʎ e r
batxilergo	b a t͡ʃ i l e r ɣ̞ o
batxilergo	b a t͡ʃ i ʎ e r ɣ̞ o
batzoki	b a t͡s̻ o̞ k i
batzuetan	b a t͡s̻ u e t̪ ã n
batzuetan	b a t͡s̻ u t̪ ã n
batzuk	b a t͡s̻ u k
baxu	b a ʃ u
bazaitez	b a s̺ a i̯ t̪ e s̺
bazaitez	b a s̻ a i̯ t̪ e s̻
bazaitezte	b a s̺ a i̯ t̪ e s̺ t̪ e
bazaitezte	b a s̻ a i̯ t̪ e s̻ t̪ e
bazaitza	b a s̺ a i̯ t͡s̻ a
bazaitza	b a s̻ a i̯ t͡s̻ a
bazaitzagu	b a s̺ a i̯ t͡s̻ a ɣ̞ u
bazaitzagu	b a s̻ a i̯ t͡s̻ a ɣ̞ u
bazaitzat	b a s̺ a i̯ t͡s̻ a t̪
bazaitzat	b a s̻ a i̯ t͡s̻ a t̪
bazaitzate	b a s̺ a i̯ t͡s̻ a t̪ e
bazaitzate	b a s̻ a i̯ t͡s̻ a t̪ e
bazaitzategu	b a s̺ a i̯ t͡s̻ a t̪ e ɣ̞ u
bazaitzategu	b a s̻ a i̯ t͡s̻ a t̪ e ɣ̞ u
bazaitzatet	b a s̺ a i̯ t͡s̻ a t̪ e t̪
bazaitzatet	b a s̻ a i̯ t͡s̻ a t̪ e t̪
bazaitzatete	b a s̺ a i̯ t͡s̻ a t̪ e t̪ e
bazaitzatete	b a s̻ a i̯ t͡s̻ a t̪ e t̪ e
bazenbiltza	b a s̺ ẽ m b i l t͡s̻ a
bazenbiltza	b a s̻ ẽ m b i l t͡s̻ a
bazenbiltzate	b a s̺ ẽ m b i l t͡s̻ a t̪ e
bazenbiltzate	b a s̻ ẽ m b i l t͡s̻ a t̪ e
bazenegi	b a s̺ e n e ɣ̞ i
bazenegi	b a s̻ e n e ɣ̞ i
bazenegite	b a s̺ e n e ɣ̞ i t̪ e
bazenegite	b a s̻ e n e ɣ̞ i t̪ e
bazenegitza	b a s̺ e n e ɣ̞ i t͡s̻ a
bazenegitza	b a s̻ e n e ɣ̞ i t͡s̻ a
bazenegitzate	b a s̺ e n e ɣ̞ i t͡s̻ a t̪ e
bazenegitzate	b a s̻ e n e ɣ̞ i t͡s̻ a t̪ e
bazeneki	b a s̻ e̞ n e̞ k i
bazenekite	b a s̻ e̞ n e̞ k i t̪ e̞
bazenekizki	b a s̻ e̞ n e̞ k i s̻ k i
bazenekizkite	b a s̻ e̞ n e̞ k i s̻ k i t̪ e̞
bazenekusa	b a s̻ e̞ n e̞ k u s̺ a
bazenekusate	b a s̻ e̞ n e̞ k u s̺ a t̪ e̞
bazenekuski	b a s̻ e̞ n e̞ k u s̺ k i
bazenekuskite	b a s̻ e̞ n e̞ k u s̺ k i t̪ e̞
bazenentzu	b a s̻ e̞ n ẽ̞ n t͡s̻ u
bazenentzute	b a s̻ e̞ n ẽ̞ n t͡s̻ u t̪ e̞
bazenentzuzki	b a s̻ e̞ n ẽ̞ n t͡s̻ u s̻ k i
bazenentzuzkite	b a s̻ e̞ n ẽ̞ n t͡s̻ u s̻ k i t̪ e̞
bazenerakuski	b a s̻ e̞ n e̞ ɾ a k u s̺ k i
bazenerakuskite	b a s̻ e̞ n e̞ ɾ a k u s̺ k i t̪ e̞
bazenerakutsa	b a s̻ e̞ n e̞ ɾ a k u t͡s̺ a
bazenerakutsate	b a s̻ e̞ n e̞ ɾ a k u t͡s̺ a t̪ e̞
bazeneuka	b a s̺ e n e u̯ k a
bazeneuka	b a s̻ e n e u̯ k a
bazeneukate	b a s̺ e n e u̯ k a t̪ e
bazeneukate	b a s̻ e n e u̯ k a t̪ e
bazeneuzka	b a s̺ e n e u̯ s̺ k a
bazeneuzka	b a s̻ e n e u̯ s̻ k a
bazeneuzkate	b a s̺ e n e u̯ s̺ k a t̪ e
bazeneuzkate	b a s̻ e n e u̯ s̻ k a t̪ e
bazeneza	b a s̺ e n e s̺ a
bazeneza	b a s̻ e n e s̻ a
bazenezagu	b a s̻ e̞ n e̞ s̻ a ɣ̞ u
bazenezagute	b a s̻ e̞ n e̞ s̻ a ɣ̞ u t̪ e̞
bazenezaguzki	b a s̻ e̞ n e̞ s̻ a ɣ̞ u s̻ k i
bazenezaguzkite	b a s̻ e̞ n e̞ s̻ a ɣ̞ u s̻ k i t̪ e̞
bazenezate	b a s̺ e n e s̺ a t̪ e
bazenezate	b a s̻ e n e s̻ a t̪ e
bazenihardu	b a s̻ e̞ n i a r ð̞ u
bazenihardu	b a s̻ e̞ n i ɦ a r ð̞ u
bazeniharduka	b a s̻ e̞ n i a r ð̞ u k a
bazeniharduka	b a s̻ e̞ n i ɦ a r ð̞ u k a
bazenihardukate	b a s̻ e̞ n i a r ð̞ u k a t̪ e̞
bazenihardukate	b a s̻ e̞ n i ɦ a r ð̞ u k a t̪ e̞
bazenihardute	b a s̻ e̞ n i a r ð̞ u t̪ e̞
bazenihardute	b a s̻ e̞ n i ɦ a r ð̞ u t̪ e̞
bazenirau	b a s̻ e̞ n i ɾ a u̯
bazeniraute	b a s̻ e̞ n i ɾ a u̯ t̪ e̞
bazenirudi	b a s̻ e̞ n i ɾ u ð̞ i
bazenirudite	b a s̻ e̞ n i ɾ u ð̞ i t̪ e̞
bazenitu	b a s̻ e̞ n i t̪ u
bazenituzte	b a s̻ e̞ n i t̪ u s̻ t̪ e̞
bazenitza	b a s̺ e n i t͡s̻ a
bazenitza	b a s̻ e n i t͡s̻ a
bazenitzate	b a s̺ e n i t͡s̻ a t̪ e
bazenitzate	b a s̻ e n i t͡s̻ a t̪ e
bazentoz	b a s̺ ẽ n̪ t̪ o s̺
bazentoz	b a s̻ ẽ n̪ t̪ o s̻
bazentozte	b a s̺ ẽ n̪ t̪ o s̺ t̪ e
bazentozte	b a s̻ ẽ n̪ t̪ o s̻ t̪ e
bazenu	b a s̻ e̞ n u
bazenute	b a s̻ e̞ n u t̪ e̞
bazeunde	b a s̺ ẽ ũ̯ n̪ d̪ e
bazeunde	b a s̻ ẽ ũ̯ n̪ d̪ e
bazeundete	b a s̺ ẽ ũ̯ n̪ d̪ e t̪ e
bazeundete	b a s̻ ẽ ũ̯ n̪ d̪ e t̪ e
bazina	b a s̺ i ɲ a
bazina	b a s̻ i n a
bazina	b a s̻ i ɲ a
bazindezaguzki	b a s̻ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u s̻ k i
bazindezaguzkigu	b a s̻ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u s̻ k i ɣ̞ u
bazindezaguzkit	b a s̻ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u s̻ k i t̪
bazindezaguzkite	b a s̻ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u s̻ k i t̪ e̞
bazindezaguzte	b a s̻ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u s̻ t̪ e̞
bazindezaguztegu	b a s̻ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u s̻ t̪ e̞ ɣ̞ u
bazindezaguztet	b a s̻ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u s̻ t̪ e̞ t̪
bazindezaguztete	b a s̻ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u s̻ t̪ e̞ t̪ e̞
bazindoaz	b a s̺ ĩ n̪ d̪ o a s̺
bazindoaz	b a s̻ ĩ n̪ d̪ o a s̻
bazindoazte	b a s̺ ĩ n̪ d̪ o a s̺ t̪ e
bazindoazte	b a s̻ ĩ n̪ d̪ o a s̻ t̪ e
bazinduzka	b a s̺ ĩ n̪ d̪ u s̺ k a
bazinduzka	b a s̻ ĩ n̪ d̪ u s̻ k a
bazinduzkagu	b a s̺ ĩ n̪ d̪ u s̺ k a ɣ̞ u
bazinduzkagu	b a s̻ ĩ n̪ d̪ u s̻ k a ɣ̞ u
bazinduzkat	b a s̺ ĩ n̪ d̪ u s̺ k a t̪
bazinduzkat	b a s̻ ĩ n̪ d̪ u s̻ k a t̪
bazinduzkate	b a s̺ ĩ n̪ d̪ u s̺ k a t̪ e
bazinduzkate	b a s̻ ĩ n̪ d̪ u s̻ k a t̪ e
bazinduzkategu	b a s̺ ĩ n̪ d̪ u s̺ k a t̪ e ɣ̞ u
bazinduzkategu	b a s̻ ĩ n̪ d̪ u s̻ k a t̪ e ɣ̞ u
bazinduzkatet	b a s̺ ĩ n̪ d̪ u s̺ k a t̪ e t̪
bazinduzkatet	b a s̻ ĩ n̪ d̪ u s̻ k a t̪ e t̪
bazinduzkatete	b a s̺ ĩ n̪ d̪ u s̺ k a t̪ e t̪ e
bazinduzkatete	b a s̻ ĩ n̪ d̪ u s̻ k a t̪ e t̪ e
bazinete	b a s̺ i ɲ e t̪ e
bazinete	b a s̻ i n e t̪ e
bazinete	b a s̻ i ɲ e t̪ e
bazintez	b a s̺ ĩ n̪ t̪ e s̺
bazintez	b a s̻ ĩ n̪ t̪ e s̻
bazintezte	b a s̺ ĩ n̪ t̪ e s̺ t̪ e
bazintezte	b a s̻ ĩ n̪ t̪ e s̻ t̪ e
bazintu	b a s̻ ĩ n̪ t̪ u
bazintugu	b a s̻ ĩ n̪ t̪ u ɣ̞ u
bazintut	b a s̻ ĩ n̪ t̪ u t̪
bazintuzte	b a s̻ ĩ n̪ t̪ u s̻ t̪ e̞
bazintuztegu	b a s̻ ĩ n̪ t̪ u s̻ t̪ e̞ ɣ̞ u
bazintuztet	b a s̻ ĩ n̪ t̪ u s̻ t̪ e̞ t̪
bazintuztete	b a s̻ ĩ n̪ t̪ u s̻ t̪ e̞ t̪ e̞
bazintza	b a s̺ ĩ n t͡s̻ a
bazintza	b a s̻ ĩ n t͡s̻ a
bazintzagu	b a s̺ ĩ n t͡s̻ a ɣ̞ u
bazintzagu	b a s̻ ĩ n t͡s̻ a ɣ̞ u
bazintzat	b a s̺ ĩ n t͡s̻ a t̪
bazintzat	b a s̻ ĩ n t͡s̻ a t̪
bazintzate	b a s̺ ĩ n t͡s̻ a t̪ e
bazintzate	b a s̻ ĩ n t͡s̻ a t̪ e
bazintzategu	b a s̺ ĩ n t͡s̻ a t̪ e ɣ̞ u
bazintzategu	b a s̻ ĩ n t͡s̻ a t̪ e ɣ̞ u
bazintzatet	b a s̺ ĩ n t͡s̻ a t̪ e t̪
bazintzatet	b a s̻ ĩ n t͡s̻ a t̪ e t̪
bazintzatete	b a s̺ ĩ n t͡s̻ a t̪ e t̪ e
bazintzatete	b a s̻ ĩ n t͡s̻ a t̪ e t̪ e
bazkaldu	b a s̻ k a l̪ d̪ u
bazkari	b a s̺ k a ɾ i
bazkari	b a s̻ k a ɾ i
bazter	b a s̺ t̪ e r
bazter	b a s̻ t̪ e r
baztertu	b a s̺ t̪ e r t̪ u
baztertu	b a s̻ t̪ e r t̪ u
be	b e̞
bebil	b e β̞ i l
bebiltza	b e β̞ i l t͡s̻ a
becquerel	b e k e ɾ e l
bedeinkatu	b e ð̞ e i̯ ŋ k a t̪ u
bederatzi	b e ð̞ e ɾ a t͡s̻ i
bederatzigarren	b e ð̞ e ɾ a t͡s̻ i ɣ̞ a r ẽ n
bedi	b e ð̞ i
begi	b e ɣ̞ i
begira	b e ɣ̞ i ɾ a
begiratu	b e ɣ̞ i ɾ a t̪ u
begiratuko	b e ɣ̞ i ɾ a t̪ u k o
begiratze	b e ɣ̞ i ɾ a t͡s̻ e
begiratzen	b e ɣ̞ i ɾ a t͡s̻ ẽ n
begite	b e ɣ̞ i t̪ e
begitza	b e ɣ̞ i t͡s̻ a
bego	b e ɣ̞ o
behar	b e̞ a r
behar	b e̞ ɦ a r
behartsu	b e a r t͡s̺ u
behartsu	b e a r t͡s̻ u
behartsu	b e h a r t͡s̺ u
behartu	b e̞ a r t̪ u
behartu	b e̞ ɦ a r t̪ u
behatz	b e a t͡s̻
behatz	b e h a t͡s̻
behi	b e h i
behi	b e i̯
behikunde	b e h i k ũ n̪ d̪ e
behikunde	b e i̯ k ũ n̪ d̪ e
behor	b e h o r
behor	b e o r
bekain	b e k ã ĩ̯ n
bekatu	b e k a t̪ u
beki	b e̞ k i
bekie	b e̞ k i e̞
bekite	b e̞ k i t̪ e̞
bekizki	b e̞ k i s̻ k i
bekizkite	b e̞ k i s̻ k i t̪ e̞
bekusa	b e̞ k u s̺ a
bekusate	b e̞ k u s̺ a t̪ e̞
bekuski	b e̞ k u s̺ k i
bekuskite	b e̞ k u s̺ k i t̪ e̞
belar	b e l a r
belarri	b e̞ l a r i
belaun	b e l ã ũ̯ n
belaunburu	b e l ã ũ̯ m b u ɾ u
beldur	b e l̪ d̪ u r
bele	b e l e
belgikar	b e̞ l ɣ̞ i k a r
beltx	b e̞ lʲ t͡ʃ
beltz	b e̞ l t͡s̻
belz	b e̞ l s̻
bentzu	b ẽ̞ n t͡s̻ u
bentzute	b ẽ̞ n t͡s̻ u t̪ e̞
bentzuzki	b ẽ̞ n t͡s̻ u s̻ k i
bentzuzkite	b ẽ̞ n t͡s̻ u s̻ k i t̪ e̞
bepuru	b e p u ɾ u
bera	b e ɾ a
berakuski	b e̞ ɾ a k u s̺ k i
berakuskite	b e̞ ɾ a k u s̺ k i t̪ e̞
berakutsa	b e̞ ɾ a k u t͡s̺ a
berakutsate	b e̞ ɾ a k u t͡s̺ a t̪ e̞
beraz	b e ɾ a s̺
beraz	b e ɾ a s̻
berde	b e̞ r ð̞ e̞
berdin	b e̞ r ð̞ ĩ n
berdindu	b e r ð̞ ĩ n̪ d̪ u
berdintasun	b e r ð̞ ĩ n̪ t̪ a s̺ ũ n
berdintsu	b e r ð̞ ĩ n t͡s̺ u
berdintsu	b e r ð̞ ĩ n t͡s̻ u
berdintza	b e r ð̞ ĩ n t͡s̻ a
bere	b e ɾ e
beren	b e ɾ ẽ n
bereziki	b e ɾ e s̺ i k i
bereziki	b e ɾ e s̻ i k i
berezitasun	b e ɾ e s̺ i t̪ a s̺ ũ n
berezitasun	b e ɾ e s̻ i t̪ a s̺ ũ n
berilio	b e ɾ i l i o
bermatu	b e r m a t̪ u
berme	b e̞ r m e̞
bero	b e̞ ɾ o̞
beroa	b e̞ ɾ o̞ a
beroate	b e̞ ɾ o̞ a t̪ e̞
beroatza	b e̞ ɾ o̞ a t͡s̻ a
beroatzate	b e̞ ɾ o̞ a t͡s̻ a t̪ e̞
berori	b e ɾ o ɾ i
berpiztu	b e̞ r p i s̻ t̪ u
berregin	b e̞ r e̞ ɣ̞ ĩ n
berri	b e̞ r i
berriro	b e r i ɾ o
berritu	b e r i t̪ u
berrogei	b e r o ɣ̞ e i̯
bertso	b e̞ r t͡s̺ o̞
bertsolari	b e r t͡s̺ o l a ɾ i
bertsolari	b e r t͡s̻ o l a ɾ i
berun	b e ɾ ũ n
besape	b e̞ s̺ a p e̞
besarkada	b e s̺ a r k a ð̞ a
besarkatu	b e s̺ a r k a t̪ u
beso	b e s̺ o
beste	b e̞ s̺ t̪ e̞
besterendu	b e s̺ t̪ e ɾ ẽ n̪ d̪ u
betaurreko	b e t̪ a u̯ r e k o
betazal	b e t̪ a s̺ a l
betazal	b e t̪ a s̻ a l
bete	b e̞ t̪ e̞
beti	b e̞ t̪ i
betile	b e t̪ i l e
betile	b e t̪ i ʎ e
betor	b e t̪ o r
betoz	b e t̪ o s̺
betoz	b e t̪ o s̻
betza	b e t͡s̻ a
beude	b e u̯ ð̞ e
beuka	b e u̯ k a
beukate	b e u̯ k a t̪ e
beutza	b e u̯ t͡s̻ a
beuzka	b e u̯ s̺ k a
beuzka	b e u̯ s̻ k a
beuzkate	b e u̯ s̺ k a t̪ e
beuzkate	b e u̯ s̻ k a t̪ e
beza	b e s̺ a
beza	b e s̻ a
bezagu	b e̞ s̻ a ɣ̞ u
bezagute	b e̞ s̻ a ɣ̞ u t̪ e̞
bezaguzki	b e̞ s̻ a ɣ̞ u s̻ k i
bezaguzkite	b e̞ s̻ a ɣ̞ u s̻ k i t̪ e̞
bezala	b e s̺ a l a
bezala	b e s̻ a l a
bezate	b e s̺ a t̪ e
bezate	b e s̻ a t̪ e
bi	b i
bibote	b i β̞ o t̪ e
bide	b i ð̞ e
bidegorri	b i ð̞ e̞ ɣ̞ o̞ r i
bidesari	b i ð̞ e̞ s̺ a ɾ i
bielorrusiera	b i e l o r u s̺ i e ɾ a
biera	b i e ɾ a
bigarren	b i ɣ̞ a r ẽ n
bihar	b i a r
bihar	b i h a r
bihardu	b i a r ð̞ u
bihardu	b i ɦ a r ð̞ u
biharduka	b i a r ð̞ u k a
biharduka	b i ɦ a r ð̞ u k a
bihardukate	b i a r ð̞ u k a t̪ e̞
bihardukate	b i ɦ a r ð̞ u k a t̪ e̞
bihardute	b i a r ð̞ u t̪ e̞
bihardute	b i ɦ a r ð̞ u t̪ e̞
biharko	b i a r k o
biharko	b i h a r k o
biharrera	b i a r e ɾ a
biharrera	b i h a r e ɾ a
bihartik	b i a r t̪ i k
bihartik	b i h a r t̪ i k
bihitegi	b i h i t̪ e ɣ̞ i
bihitegi	b i t̪ e ɣ̞ i
bihoa	b i h o a
bihoa	b i x o a
bihoaz	b i h o a s̻
bihoaz	b i x o a s̺
bihoaz	b i x o a s̻
bihotz	b i o̞ t͡s̻
bihotz	b i ɦ o̞ t͡s̻
bihur	b i u r
bihur	b i ɦ u r
bihurri	b i u r i
bihurri	b i ɦ u r i
bihurritu	b i u r i t̪ u
bihurritu	b i ɦ u r i t̪ u
bihurtu	b i u r t̪ u
bihurtu	b i ɦ u r t̪ u
bikain	b i k ã ĩ̯ n
bikoitz	b i k o̞ i̯ t͡s̻
bikote	b i k o̞ t̪ e̞
bila	b i l a
bila	b i ʎ a
bilatu	b i l a t̪ u
bilatu	b i ʎ a t̪ u
bilbotar	b i l β̞ o t̪ a r
bildil	b i l̪ d̪ i l
bildu	b i l̪ d̪ u
bilur	b i l u r
bilur	b i ʎ u r
biologia	b i o l o ɣ̞ i a
biologiak	b i o l o ɣ̞ i a k
bira	b i ɾ a
birao	b i ɾ a o̞
birau	b i ɾ a u̯
biraute	b i ɾ a u̯ t̪ e̞
biribilketa	b i ɾ i β̞ i l k e t̪ a
birika	b i ɾ i k a
birudi	b i ɾ u ð̞ i
birudite	b i ɾ u ð̞ i t̪ e̞
bisita	b i s̺ i t̪ a
bista	b i s̺ t̪ a
bisuts	b i s̺ u t͡s̺
bitartean	b i t̪ a r t̪ e ã n
bitez	b i t̪ e s̺
bitez	b i t̪ e s̻
bitza	b i t͡s̻ a
bitzate	b i t͡s̻ a t̪ e
biz	b i s̺
biz	b i s̻
bizar	b i s̻ a r
bizi	b i s̺ i
bizi	b i s̻ i
bizikleta	b i s̻ i k l e̞ t̪ a
bizimodu	b i s̺ i m o ð̞ u
bizimodu	b i s̻ i m o ð̞ u
bizitza	b i s̺ i t͡s̻ a
bizitza	b i s̻ i t͡s̻ a
bizkar	b i s̺ k a r
bizkar	b i s̻ k a r
bizpahiru	b i s̺ p a i̯ ɾ u
bizpahiru	b i s̻ p a h i ɾ u
bizpahiru	b i s̻ p a i̯ ɾ u
biztanle	b i s̺ t̪ ã n l e
biztanle	b i s̻ t̪ ã n l e
bloke	b l o k e
boilur	b o̞ i̯ l u r
boilur	b o̞ ʎ u r
bolada	b o̞ l a ð̞ a
bolante	b o̞ l ã n̪ t̪ e̞
boligrafo	b o l i ɣ̞ r a f o
boro	b o̞ ɾ o̞
boronde	b o̞ ɾ õ̞ n̪ d̪ e̞
borrero	b o̞ r e̞ ɾ o̞
bosgarren	b o z̺ ɣ̞ a r ẽ n
boskoitz	b o̞ s̺ k o̞ i̯ t͡s̻
bosniera	b o z̺ n i e ɾ a
bost	b o̞ s̺ t̪
bosten	b o s̺ t̪ ẽ n
