A	a
līdzēt	ɫ īː d z ɛ̂ː t
līt	l îː t
līķis	l īː c i s
lūk	l ùː k
lūk	l ūː k
lūpa	l ūː p a
m	m
maijpuķīte	m ā ī̯ p u c īː t ɛ
mainīt	m ā ī n îː t
maisiņš	m à j s i ɲ ʃ
maiss	m à j s
maize	m à j z ɛ
maiznieks	m a i z n i ɛ k s
maiznīca	m à i z n ìː t s a
maks	m a k s
maksa	m a k s a
maksts	m a k s t s
maksāt	m a k s âː t
mamma	m a mː a
mango	m a ŋ ɡ oː
manuskripts	m a n u s k ɾ i p t s
mape	m a pː ɛ
masa	m a sː a
masturbēt	m a s t u ɾ b æː t
mats	m a t s
mauka	m ā ū̯ k a
maurs	m ā ū̯ ɾ s
mazgāt	m a z ɡ âː t
medus	m æ d u s
meija	m ē ī j a
meita	m ɛ î̯ t a
meitene	m ɛ î̯ t ɛ n ɛ
meklēt	m ɛ k l ɛ̂ː t
melns	m ǣ l n s
melot	m æ ɫ u ô̯ t
menca	m ǣ n t s a
mest	m ɛ s t
met	m æ t
met	m ɛ t
metu	m æ tː u
metu	m ɛ tː u
mezglot	m æ z ɡ l u ôː t
mezgls	m æ z ɡ l s
mežacūka	m ɛ ʒ a t s uː k a
mežs	m ɛ̄ ʃː
mežāzis	m ɛ ʒ âː z i s
mežģīt	m ɛ ʒ d ʒ îː t
mežģīt	m ɛ ʒ ɟ îː t
miegs	m ì ɛ k s
miers	m i ɛ̂ ɾ s
miesa	m ì ɛ s a
miests	m ī ɛ̄ s t͡s
miets	m ì ɛ t s
mikls	m i k l s
milti	m i l t i
milze	m î l z ɛ
milzis	m î l z i s
minēt	m i n ɛ̂ː t
mirstība	m î ɾ s t iː b a
mirstība	m ī ɾ s t iː b a
mirstīgs	m î ɾ s t iː k s
mirstīgs	m ī ɾ s t iː k s
mirstīgums	m î ɾ s t iː ɡ u m s
mirstīgums	m ī ɾ s t iː ɡ u m s
mirt	m î ɾ t
mirt	m ī ɾ t
miršana	m î ɾ ʃ a n a
miršana	m ī ɾ ʃ a n a
mitrs	m i t ɾ s
mobils	m o b i l s
mobils	m o b iː l s
moderns	m o d æ ɾ n s
modernums	m o d æ ɾ n u m s
modrs	m u ô d ɾ s
možs	m u ô ʃ
mugursoma	m u ɡ u ɾ s ū ɔ̄ m a
mukls	m u k l s
mundrs	m ū n d ɾ s
mute	m u t ɛ
muļķis	m û ʎ c i s
muša	m u ʃː a
mušmire	m u ʃ m i ɾ ɛ
mācēt	m âː t͡s ɛ̂ː t
mācīt	m âː t͡s îː t
mācīties	m âː t͡s îː t i ɛ̂ s
māja	m āː j a
māksla	m âː k s l a
māsa	m āː s a
māsīca	m aː s iː t͡s a
māte	m āː t ɛ
mēle	m ɛ̀ː l ɛ
mēnesis	m ɛ̄ː n ɛ s i s
mēness	m ɛ̄ː n ɛ s
mērs	m ǣː ɾ s
mērs	m ɛ̄ː ɾ s
mēs	m ɛ̄ː s
mēsli	m æ̂ː s l i
mētā	m ǣː t âː
mētāt	m ǣː t âː t
mīksts	m îː k s t s
mīlēties	m iː lʲ eː t i ɛ s
mīts	m îː t s
mīts	m īː t s
mīļš	m īː ʎ ʃ
mūks	m ūː k s
mūsu	m uː s u
mūziķe	m uː z i c ɛ
mūziķis	m uː z i c i s
mūķene	m ūː c ɛ n ɛ
mūžs	m ûː ʃ
n	n
nakts	n a k t s
nams	n à m s
nasks	n a s k s
nauda	n â w d a
naudasmaks	n â w d a s m a k s
nav	n̪ ɑ ʊ
nebēda	n æ b æ̀ː d a
nedēļa	n ɛ d ɛ̄ː ʎ a
neglīts	n ɛ ɡ l îː t s
neglītums	n ɛ ɡ l îː t u m s
nejēga	n ɛ j ǣː ɡ a
nepareizs	p a ɾ ɛ̄ ī s
nepārprotams	n ɛ p āː ɾ p ɾ ù ɔ̯ t a m s
nerātns	n æ ɾ āː t n s
nespodrs	n ɛ s p u ô d ɾ s
nest	n ɛ s t
netīrs	n ɛ t īː ɾ s
niere	n ī ɛ̯̄ ɾ ɛ
noart	n u o â ɾ t
nocept	n u o t s ɛ p t
nomale	n u ɔ̯ m a l e
nominatīvs	n ɔ m i nː a t iː v s
norma	n o ɾ m a
notika	n̪ u ɔ̯ t̪ i k ɑ̟
nots	n ù ɔ t͡s
nots	n ū ɔ̄ t͡s
nozīmē	n̪ u ɔ̯ z̪ iː m e̞ː
nākotne	n āː k u ô t n ɛ
nākt	n āː k t
nāss	n āː s
nāve	n âː v ɛ
nāvēt	n âː v ɛ̂ː t
nēsāt	n ǣː s âː t
nīlzirgs	n īː l z î ɾ k s
nūjošana	n ūː j ɔ ʃ a n a
o	o
o	oː
o	u ə̯
ods	u ɔ t s
odze	u ɔ̯̂ d͡z ɛ
oftalmologs	ɔ f t a l m ɔː l ɔ ɡ s
oga	u ɔ̯̂ ɡ a
ogle	ù ɔ̯ ɡ l ɛ
ola	w ō l a
oma	u ō m a
operācija	ɔ pː e r aː t s i jː a
ost	u ɔ̯̂ s t
osta	ū ɔ̄ s t a
ota	ū ō t a
otrs	w ò t r s
ozols	u ô z u o l s
oža	u ɔ̯̂ ʒ a
p	p
paart	p a â ɾ t
paceplītis	p a t͡s ɛ p l iː t i s
pacept	p a t s ɛ p t
paduse	p a d u s ɛ
pagasts	p a ɡ a s t͡s
pagātne	p a ɡ āː t n ɛ
paklājs	p a k l âː j s
palags	p ə l æ ɡ z
paldies	p ɑ̟ ɫ d̪ i e̞ s̪
palodze	p a l ū ō d z ɛ
palīdzēt	p a l īː d z ɛ̂ː t
pamats	p a m a t s
panna	p ā n n a
papa	p a pː a
paprika	p a p ɾ i k a
paradokss	p a ɾ a d o k s
parast	p a ɾ a s t
pareizs	p a ɾ ɛ̄ ī s
parole	p a rː ɔ lː æ
parīt	p a ɾ îː t
parītdiena	p a ɾ îː d d ì ɛ n a
parīts	p a ɾ îː t s
paslēpt	p a s l ɛ̀ː p t
pastala	p a s t a l a
pastmarka	p a s t m a ɾ k a
pasts	p a s t s
patikt	p a t i k t
pats	p a t͡s
patulkot	p a t ū l k u ô t
pavasaris	p a v a sː a ɾ i s
pavēle	p a v ɛ̄ː l ɛ
pavēlēt	p a v ɛ̄ː l ɛ̂ː t
peldēt	p ɛ̂ l d ɛ̂ː t
pelnīt	p ɛ̀ l n îː t
pelēks	p æ l æ̂ː k s
pergamentpapīrs	p ɛ ɾ ɡ a m ɛ n t p a p iː ɾ
pergaments	p ɛ ɾ ɡ a m ɛ n t s
peri	p æ ɾ i
persona	p æ̂ ɾ s ɔ̄ː n a
pica	p i t͡sː a
pie	p ì ɛ̯
piecept	p i ɛ t s ɛ p t
pieci	p i ɛ̯ t s i
piedurkne	p ì ɛ d û ɾ k n ɛ
piedurkne	p ì ɛ d ū ɾ k n ɛ
piedāvājums	p i ɛ d a v aː j u m s
piemirst	p ì ɛ m ì ɾ s t
piemērs	p ì ɛ̯ m ǣː ɾ s
pienene	p ī ɛ̄ n ɛ n ɛ
piens	p ī ɛ̄ n s
piepilsēta	p ì ɛ̯ p ì l s ǣː t a
piere	p ì ɛ ɾ ɛ
pierobeža	p ì ɛ ɾ u ò b ɛ ʒ a
pievilt	p i ɛ vː i l t
pika	p i kː a
pills	p ī lː s
pilns	p ī l n s
pilsonis	p ì l s u o n i s
pilsēta	p ì l s ǣː t a
pipars	p i p a ɾ s
pirkt	p ì ɾ k t
piķis	p i cː i s
plats	p l a t s
plaukts	p l à u k t͡s
plaušas	p l à u ʃ a s
plašs	p l a ʃ
pludmale	p l u d m a l ɛ
plāns	p l âː n s
plāns	p l āː n s
plīts	p l īː t s
polis	p ū ō l i s
politika	p ɔ lː i tː i kː a
pornogrāfija	p ɔ ɾ n ɔ ɡ ɾ aː f i jː a
pornogrāfisks	p ɔ ɾ n ɔ ɡ ɾ aː f i s k s
post	p u ô s t
prast	p ɾ a s t
prasīt	p r a s îː t
preparāts	p r e pː a ɾ aː t s
priecīgs	p ɾ i ɛ̂ k s îː ɡ s
prieks	p ɾ i ɛ̂ k s
priekšmets	p ɾ ì ɛ̯ k ʃ m æ t͡s
priekšpilsēta	p ɾ ì ɛ̯ k ʃ p ì l s ǣː t a
priesteriene	p ɾ ī ɛ̄ s t ɛ ɾ i ɛ n ɛ
priesteris	p ɾ ī ɛ̄ s t ɛ ɾ i s
priesterība	p ɾ ī ɛ̄ s t ɛ ɾ ìː b a
prievārds	p ɾ i e v àː ɾ d s
producēt	p ɾ o d u t s ɛ̂ː t
profesore	p ɾ o f ɛ s o ɾ ɛ
profesors	p ɾ o f ɛ s o ɾ s
prāts	p ɾ àː t͡s
prāvs	p r à w s
pudiņš	p u dː i ɲ ʃ
puisis	p ū ī s i s
pulkstenis	p ù l k s t ɛ n i s
pulkstens	p ù l k s t æ n s
punšs	p u n ʃ
pupa	p u pː a
purvs	p ù ɾ v s
pusdiena	p u z d ì ɛ n a
pusdienas	p u z d ì ɛ n a s
puse	p u sː ɛ
pusnakts	p u s n a k t s
pāksts	p âː k s t s
pār	p āː r
pārcept	p aː ɾ t s ɛ p t
pārtulkot	p āː ɾ t ū l k u ô t
pātaga	p àː t a ɡ a
pāvests	p āː v ɛ s t s
pē	p ɛː
pēc	p ɛ ː̂ t s
pēcpusdiena	p ɛ ː̂ t s p u s d ì ɛ n a
pēkšņs	p ɛ̀ː k ʃ ɲ s
pērkons	p æ̀ː ɾ k u ɔ̂ n s
pērn	p ǣː ɾ n
pērns	p ǣː ɾ n s
pīle	p īː l ɛ
pīzda	p īː z d a
pīķis	p īː c i s
pļaujmašīna	p ʎ ā w m a ʃ īː n a
pļaut	p ʎ ā ū t
pļava	p ʎ a v a
pļāpāt	p ʎ āː p â t
pūce	p ūː t͡s ɛ
pūst	p ùː s t
pūt	p ūː t
pūķis	p ūː c i s
pūšana	p ùː ʃ a n a
pūšana	p ūː ʃ a n a
r	ɾ
ragana	ɾ a ɡ a n a
rags	ɾ a k s
raize	r a î z ɛ
raksts	ɾ a k s t s
raksturs	ɾ a k s t u ɾ s
rakstīt	ɾ a k s t îː t
rakt	ɾ a k t
rambutāns	r a m b u t a n s
rast	ɾ a s t
ratiņkrēsls	ɾ a tː i ɲ k ɾ æː s l s
rats	ɾ a t s
rauda	ɾ ā ū d a
raudāt	ɾ a û d â t
raupjš	r à w pʲ ʃ
raut	ɾ a û̯ t
raža	ɾ a ʒ a
redzēt	ɾ ɛ d z ɛ̂ː t
resns	r æ s n s
rets	ɾ æ t s
revolveris	ɾ æ v ɔː l v æ ɾː i s
reņģe	ɾ ɛ̄ ɲ ɟ ɛ
režīms	ɾ ɛ ʒ īː m s
rieksts	ɾ ī ɛ̯̄ k s t͡s
riet	r i ɛ̂ t
rinda	ɾ ī n d a
rits	ɾ i t s
roka	ɾ ù o k a
ronis	ɾ ū ō n i s
roze	r ū ō z ɛ
rudens	ɾ u d ɛ n s
runcis	ɾ ū n t s i s
rupjš	r u pʲ ʃ
rātns	ɾ āː t n s
rīkot	ɾ ìː k u ɔ̯̂ t
rīkoties	ɾ ìː k u ɔ̯̂ t i ɛ̯̂ s
rīks	ɾ ìː k s
rīt	ɾ îː t
rīt	ɾ īː t
rītdiena	ɾ îː d d ì ɛ n a
rīts	ɾ îː t͡s
rītā	ɾ îː t âː
rūgts	ɾ ûː k t
rūsa	ɾ ûː s a
rūsa	ɾ ūː s a
rūsēt	ɾ ùː s ɛ̂ː t
rūķītis	r uː c iː t i s
s	s
saart	s a â ɾ t
sacept	s a t s ɛ p t
sacīt	s a t͡s îː t
saiklis	s ā j k l i s
sala	s a l a
salds	s â l t s
salmiņš	s a l m i ɲ ʃ
salns	s â l n s
samts	s a m t s
samurajs	s a mː u ɾː a j s
samīlēt	s ɑ m iː l eː t
sargs	s â ɾ k s
sargāt	s â r ɡ āː t
sarkans	s â ɾ k a n s
sarkanīgs	s a ɾ k a n iː ɡ s
sauc	s̪ ɑ ʊ t̪͡s̪
saukt	s à u̯ k t
saule	s ā ū̯ l ɛ
sauss	s à w s
sauļot	s ā ū ʎ u ô t
sačakarēties	s a t͡ʃ a k a rʲ eː t i e s
sedulka	s æ d u l k a
sega	s æ ɡ a
segli	s æ ɡ l i
seglot	s æ ɡ l u ô t
sekls	s æ k l s
sekss	s ɛ k s
selga	s ǣ l ɡ a
sen	s ɛ n
sence	s ɛ̄ n t͡s ɛ
sencis	s ɛ̄ n t͡s i s
sens	s æ n s
sentence	s e n t e n t s æ
septiņi	s ɛ p t i ɲ i
sermulis	s æ̂ ɾ m u l i s
seši	s ɛ ʃ i
siekalas	s ī ɛ̄ k a l a s
siena	s i ê n a
siens	s ì e n s
siers	s ī ɛ̄ ɾ s
sieva	s ī ɛ̄ v a
sils	s i l s
silts	s ī l t s
siltumnīca	s i l t u m n iː t s a
simbols	s i m b ɔ l s
sirds	s î ɾ t͡s
sirms	s ī ɾ m s
sirpis	s ì ɾ p i s
skaidrot	s k ā ī d r u ô t
skaidrs	s k ā ī d r s
skaists	s k ā ī s t s
skaitīt	s k à j t îː t
skapis	s k a pː i s
skate	s k a t ɛ
skatīt	s k a t îː t
skaļrunis	s k a ʎ ɾ u n i s
skaļš	s k a ʎ ʃ
skumjas	s k ù m j a s
skumjums	s k ù m j u m s
skumjš	s k ù mʲ ʃ
skumt	s k ù m t
skuķe	s k u cː ɛ
skuķis	s k u cː i s
skābs	s k âː b s
skābt	s k âː p t
skūpsts	s k ûː p s t s
skūpstīt	s k ûː p s t īː t
slaids	s l a î t s
slaiks	s l a î k s
slapjš	s l a pʲ ʃ
slaucīt	s l ā w t͡s îː t
slaukt	s l à w k t
slepkava	s l æ p k a v a
slieksnis	s l ì ɛ k s n i s
slikts	s l i k t͡s
slinks	s l ī n k s
sliņķis	s l ī ɲ c i s
sloka	s l ù o k a
slota	s l u ô t a
slēpt	s l ɛ̀ː p t
smags	s m a k s
smaids	s m ā ī t s
smaidīt	s m ā ī d îː t
smaragds	s m a ɾː a k t s
smiekls	s m i ɛ̂ k l s
smuks	s m u k s
smukums	s m u k u m s
sniegs	s n ì ɛ k s
sods	s ù o t s
soma	s ū ɔ̄ m a
soms	s ū ɔ̄ m s
spainis	s p ā ī n i s
spalgs	s p â l k s
spalva	s p ā l v a
speķis	s p ɛ c i s
spilgts	s p ī l k t s
spilve	s p ì l v e
spilve	s p ī l v e
spilvens	s p ì l v æ n s
spirgts	s p ī ɾ k t s
spodrs	s p u ô d ɾ s
spogulis	s p ū ō ɡ u l i s
spoks	s p ū ɔ̯̄ k s
sportisks	s p o ɾ t i s k s
sportiskums	s p o ɾ t i s k u m s
spriedums	s p ɾ i ɛ̂ d u m s
spriest	s p ɾ i ɛ̂ s t
spuldze	s p û l d z ɛ
spulgs	s p û l k s
spārns	s p àː ɾ n s
spējš	s p ɛ̀ː j ʃ
spējš	s p ɛ̄ː j ʃ
spēks	s p æ̀ː k s
spēle	s p ɛː l ɛ
spēlēt	s p ɛː l ɛː t
spļaut	s p ʎ ā ū t
stabilizēt	s t a bː i lː i z æː t
staigns	s t à j ɡ n s
staigāt	s t ā ī̯ ɡ âː t
starp	s t a ɾ p
stingrs	s t î ŋ ɡ ɾ s
stingrs	s t ī ŋ ɡ ɾ s
stings	s t ī ŋ ɡ s
stiprs	s t i p ɾ s
stirna	s t ī ɾ n a
stirnāzis	s t i ɾ n âː z i s
stops	s t ū ō p s
straujš	s t ɾ à u j ʃ
strauts	s t r ā ū t s
strādāt	s t ɾ àː d âː t
strēle	s t ɾ ɛ̂ː l ɛ
studente	s t u d æː n t æ
students	s t u d æː n t s
studēt	s t u d ɛ̂ː t
stulbs	s t ù l p s
stulms	s t û l m s
stumt	s t ù m t
stumt	s t ū m t
stāds	s t àː t s
stādīt	s t āː d îː t
stārķis	s t āː ɾ ɟ i s
stāsts	s t âː s t s
stāstīt	s t âː s t îː t
stāvoklis	s t āː v u o k l i s
stāvēt	s t āː v ɛ̂ː t
stīvs	s t īː w s
suga	s u ɡ a
suka	s u kː a
svaine	s v â j n ɛ
svainis	s v â j n i s
svece	s v ɛ t͡sː ɛ
sveiki	s̪ v ɛ i̯ k i
sveiks	s v ɛ̀ j k s
svešs	s v ɛ ʃ
sviests	s v i ɛ̂ s t s
svārki	s v àː ɾ k i
svārki	s v āː ɾ k i
sākt	s âː k t
sāls	s àː l s
sāmenis	s aː m e n i s
sārts	s āː ɾ t s
sēklis	s ɛ̀ː k l i s
sēklis	s ɛ̄ː k l i s
sēne	s ɛ̄ː n ɛ
sērs	s ǣː ɾ s
sēta	s ǣː t a
sīks	s îː k s
sīpols	s īː p u ɔ̂ l s
sīvs	s īː w s
sūds	s ūː t͡s
sūkt	s ùː k t
sūna	s ûː n a
sūrs	s ūː ɾ s
sūtījums	s ùː t īː j u m s
sūtīt	s ùː t îː t
t	t
tabaka	t a b a k a
tabakmaks	t a b a k m a k s
tagad	t a ɡ a t
taisnība	t̪ a i̯ s̪ n̪ iː b ɑ̟
taka	t a kː a
takts	t a k t͡s
taktsātrums	t a k t͡s āː t ɾ u m s
tapirs	t a p i ɾ s
tapt	t a p t
tas	t a s
tase	t a sː ɛ
tastatūra	t a s t a t ūː ɾ a
taurs	t à u r s
taurs	t ā ū r s
taustīt	t â w s t îː t
tauta	t à w t a
taču	t a t͡ʃ u
tece	t ɛ t͡sː ɛ
tecēt	t ɛ t͡s ɛ̂ː t
tehnika	t ɛ x n i k a
tehnoloģija	t ɛ x n ɔ l ɔ̄ː ɟ i j a
tehnoloģiskais	t ɛ x n ɔ l ɔ̄ː ɟ i s k a j s
tehnoloģisks	t ɛ x n ɔ l ɔ̄ː ɟ i s k s
teika	t ē ī k a
teikt	t ɛ̀ i k t
telts	t ɛ̄ l t͡s
temperatūra	t ɛ̄ m p ɛ ɾ a t ūː ɾ a
temperatūra	t ɛ̄ m p ɾ a t ūː ɾ a
tenisists	t e nː i sː s t s
teniss	t e nː i s
termometrs	t æ̂ ɾ m ɔ m ɛ t ɾ s
tev	t̪ ɛ u
ticēt	t i t s ɛ̂ː t
tievs	t i ê w s
tilts	t ī l t s
tinte	t ī n t e
tirgot	t ì ɾ ɡ u ɔ̯̂ t
tirgoties	t ì ɾ ɡ u ɔ̯̂ t i ɛ̯̂ s
tirgus	t ì ɾ ɡ u s
tirāns	t i r ɑ n s
topiņš	t ɔ pː i ɲ s
tornis	t ū ɔ̄ ɾ n i s
traks	t ɾ a k s
trakums	t ɾ a k u m s
transportlīdzeklis	t ɾ a n s p ɔ ɾ t l iː d z æ k l i s
trase	t ɾ a sː ɛ
traucēt	t r à w t s ɛ̂ː t
trepes	t ɾ ɛ pː ɛ s
tronis	t ɾ u ɔ nː i s
trīs	t r iː s
trūkt	t ɾ ūː k t
tu	t u
tuksnesis	t u k s n ɛ s i s
tulkot	t ū l k u ô t
tulks	t ū l k s
tumšs	t ù m ʃ
tundra	t u n d ɾ a
tur	t ù ɾ
turpinājums	t ù ɾ p i n âː j u m s
turpināt	t ù ɾ p i n âː t
turpmāks	t ū ɾ p m âː k
turēt	t u ɾ ɛ̂ː t
tuvs	t u w s
tvaiks	t v à i̯ k s
tā	t àː
tā	t âː
tā	t āː
tāds	t âː t͡s
tāfele	t āː f ɛ l ɛ
tāls	t âː l s
tāss	t āː s s
tē	t ɛː
tērauds	t ǣː ɾ a û̯ t͡s
tētis	t ɛ̄ː t i s
tēvocis	t ǣː v u ô t͡s i s
tēvs	t ǣː w s
tīrs	t īː ɾ s
tīt	t̪ iː t̪
u	u
ubagot	u b a ɡ u ô t
ubags	u b a k s
uguns	u ɡ u n s
un	ù n
upe	u pː ɛ
upene	u pː ɛ n ɛ
upuris	u p u ɾ i s
uzart	s a â ɾ t
uzcept	u s t s ɛ p t
uzdevums	u z d ɛ v u m s
uzsvars	u s v a ɾ s
uzticēt	u z t i t s ɛ̂ː t
v	v
vabole	v a b ù o l ɛ
vads	v a t s
vadīt	v a d îː t
vai	v a î
vai	v à i
vai	v ā ī
vaina	v ā ī n a
vaisla	v à j s l a
vajadzēt	v a j a d͡z ɛ̂ː t
vakar	v a k a r
vakardiena	v a k a ɾ d ì ɛ n a
vakariņas	v a k a ɾ i ɲ a s
vakars	v a k a ɾ s
valde	v ɑ̟ ɫ d̪ ɛ
valdes	v ɑ̟ ɫ d̪ ɛ s̪
valgs	v ā l k s
valis	v a l i s
valks	v â l k s
valoda	v a l u ô d a
valsts	v à l s t s
valūta	v a l ùː t a
varavīksne	v a ɾ a v îː k s n ɛ
varde	v â r d ɛ
varēt	v a ɾ ɛ̂ː t
vasara	v ɑ sː ɑ ɾ ɑ
vasks	v a s k s
vecs	v æ t͡s
vedekla	v æ d æ k l a
veids	v ɛ̄ ī t s
veikals	v ɛ̄ ī k a l s
veikls	v ɛ͜i k l s
velns	v ǣ l n s
verbs	v æ ɾ b s
verbs	v ɛ ɾ b s
vesels	v æ s æ l s
viegls	v ì ɛ ɡ l s
vieninieks	v i ɛ̯̂ n n ī ɛ̯̄ k s
vienmēr	v i ɛ̯̂ n m ǣː ɾ
vienot	v i ɛ̯̂ n u ô̯ t
vienpadsmit	v i͡ɛ n p a t s m i t
viens	v i ɛ̯̂ n s
vienskaitlis	v i ɛ̯̂ n s k à i̯ t l i s
viesis	v ì ɛ s i s
viesnīca	v ì e s n īː t s a
vilciens	v ì l c i e n s
vilks	v ì l k s
vilna	v ī l n a
vilnis	v î l n i s
vingrot	v ī ŋ ɡ ɾ u ô t
vingrs	v ī ŋ ɡ ɾ s
virs	v ì r s
virsa	v ì r s a
virsis	v ì r s i s
virsus	v ì r s u s
visacīgākais	a t s iː ɡ aː k a i s
visbīstamāk	v i s b iː s t a m aː k
visbīstamākais	v i s b iː s t a m aː k a i s
viss	v i s
visētiskāk	v i s eː t i s k aː k
visētiskākais	v i s eː t i s k aː k a i s
viņš	v i ɲ ʃ
vāci	v āː t s i
vājš	v âː j ʃ
vāks	v âː k s
vālodze	v āː l u ô d z ɛ
vārdnīca	v ɑː r d n iː t s ɑ
vārds	v àː ɾ d s
vārna	v āː ɾ n a
vārīt	v àː ɾ îː t
vārīt	v āː ɾ îː t
vāvere	v āː v ɛ ɾ ɛ
vāverēns	v āː v ɛ ɾ ɛ̄ː n s
vē	v ɛː
vēdeklis	v ɛ̄ː d ɛ k l i s
vēders	v æ̂ː d æ ɾ s
vēdzele	v ɛ̂ː d z ɛ l ɛ
vējš	v ɛ̄ː j ʃ
vēl	v ǣː l
vēl	v ɛ̂ː l
vēlreiz	v ɛ̂ l r e ī z
vēls	v æ̂ː l s
vērsis	v ɛ̀ː r s i s
vērts	v ǣː ɾ t͡s
vēsma	v ǣː s m a
vēss	v ǣː s
vēstule	v æ̀ː s t u l ɛ
vēsture	v æ̀ː s t u ɾ ɛ
vēsturniece	v æ̀ː s t u ɾ n i ɛ t s ɛ
vēsturnieks	v æ̀ː s t u ɾ n i ɛ k s
vētra	v ǣː t ɾ a
vēzis	v ɛ̂ː z i s
vīle	v ìː l ɛ
vīle	v īː l ɛ
vīns	v īː n s
vīrietis	v īː ɾ i e t i s
vīrs	v īː ɾ s
z	z
zagle	z a ɡ l ɛ
zaglis	z a ɡ l i s
zaldāts	z ā l d āː t s
zarna	z â ɾ n a
zars	z ā ɾ s
zaudēt	z à w d ɛ̂ː t
zaķis	z a c i s
zaļš	z a ʎ ʃ
zelt	z ê l t
zelts	z æ̀ l t s
zeme	z ɛ m ɛ
zems	z æ m s
zeķe	z ɛ cː ɛ
zeņķis	z ɛ̄ ɲ c i s
zibens	z i b ɛ n s
ziema	z ì ɛ m a
ziemot	z ì ɛ m u ô t
ziepes	z i ɛ̃ p ɛ s
zilonis	z i l u ò n i s
zintēt	z i n t ɛː t
zintēties	z i n t eː t i e s
zināt	z i n âː t
zinātne	z i n âː t n ɛ
zirdziņš	z î ɾ d͡z i ɲ ʃ
zirgs	z î ɾ k s
zirnis	z ī ɾ n i s
zivs	z i w s
ziņote	z i ɲ u ô t ɛ
znots	z n u ō t s
zobens	z ù ɔ b æ n s
zobens	z ù ɔ b ɛ n s
zobens	z ū ɔ̄ b æ n s
zobens	z ū ɔ̄ b ɛ n s
zobs	z ù ɔ p s
zods	z u ɔ̂ t͡s
zoologs	z ɔ ɔ l ɔ̄ː k s
zooloģe	z ɔ ɔ l ɔ̄ː ɟ ɛ
zooloģija	z ɔ ɔ l ɔ̄ː ɟ i j a
zooloģisks	z ɔ ɔ l ɔ̄ː ɟ i s k s
zoss	z ù o s
zupa	z u pː a
zust	z u s t
zutis	z u tː i s
zvaigzne	z v à j ɡ z n ɛ
zvejot	z v e j u ô t
zviegt	z v ì ɛ k t
zvirbulis	z v ī ɾ b u l i s
zvērs	z v æ̂ː ɾ s
zvīņa	z v īː ɲ a
zābaks	z àː b a k s
zāle	z âː l ɛ
zāle	z āː l ɛ
zāģis	z āː ɟ i s
zāģēt	z āː ɟ ɛ̂ː t
zē	z ɛː
zēns	z ǣː n s
zīlīte	z īː l ìː t ɛ
zīmulis	z ìː m u l i s
zīst	z î s t
Ā	aː
Ādaži	aː d a ʒ i
ā	aː
ābele	âː b ɛ l e
ābols	ɑ̂ː b u o̯ ɫ s
āda	âː d a
ājurvēda	aː j u ɾ v æː d a
ālants	āː l a n t s
āliņģis	āː l ī ɲ ɟ i s
āmurs	āː m u ɾ s
āpsis	âː p s i s
āre	âː ɾ ɛ
āre	āː ɾ ɛ
ārs	âː ɾ s
ārs	āː ɾ s
ārsts	āː r s t s
ātrs	āː t ɾ s
ātrums	āː t ɾ u m s
āzenis	aː z e n i s
āzis	âː z i s
āķis	ɑ̄ː c i s
Č	t ʃ
č	t ʃ
čakarēt	t͡ʃ ɑ k ɑ r eːˀ t
čakarēt	t͡ʃ ɑ kː ɑ r eːˀ t
čakls	t ʃ a k l s
čakste	t͡ʃ a k s t e
četri	t s æ t r i
četri	t ʃ ɛ t r i
čiekurs	t ʃ i ē k u r s
čoms	t ʃ o m s
čē	t ʃ ɛː
čība	t ʃ īː b a
čūska	t͡ʃ ūː s k a
Ē	æː
Ē	ɛː
Ēģipte	æː ɟ i p t e
ē	æː
ē	ɛː
ēdiens	êː d i e n s
ēna	ǣː n a
ērce	ɛ̄ː ɾ t͡s ɛ
ērglis	ɛ̀ː ɾ ɡ l i s
ērkšķis	êː r k ʃ t͡ʃ i s
ērkšķis	ɛ̄ː ɾ k ʃ t͡ʃ i s
ērts	æ̀ː ɾ t s
ēst	ɛ̂ː s t
ētika	eː t i kː a
ētiskais	eː t i s k a i s
ētiski	eː t i s k i
ētisks	eː t i s k s
ētiskāks	eː t i s k aː k s
ēzelis	ɛ̄ː z ɛ l i s
Ģ	ɟ
ģ	ɟ
ģerbonis	ɟ æ̀ r b ù o n i s
ģerbonis	ɟ æ̂ː r b u o n i s
ģimene	ɟ i m ɛ n ɛ
ģints	ɟ ì n t s
ģē	ɟ ɛː
Ī	iː
ī	iː
īgns	î ɡ n s
īgt	îː k t
īlens	īː l æ n s
īpašs	īː p a ʃ
īpašība	īː p a ʃ ìː b a
īss	îː s
īstens	īː s t ɛ n s
īsts	īː s t s
īstums	īː s t u m s
Ķ	c
ķ	c
ķauķis	c a u c i s
ķeizariste	c e i z a r i s t e
ķekatas	kʲ ɛ k a t ɑ s
ķeksis	c ɛ k s i s
ķemme	c ɛ̄ m m ɛ
ķermenis	c ɛ̄ ɾ m ɛ n i s
ķerra	c æ rː a
ķieģelis	c ī ɛ̄ ɟ ɛ l i s
ķiploks	c i p l u ō k s
ķirbis	c ī ɾ b i s
ķirsis	c î ɾ s i s
ķirzaka	c ī ɾ z a k a
ķē	c ɛː
ķēde	c ɛ̄ː d ɛ
ķēniņš	c ɛ̄ː n i ɲ ʃ
ķēve	c ɛ̄ː v ɛ
ķīsis	c īː s i s
Ļ	ʎ
ļ	ʎ
ļaudis	ʎ à w d i s
ļauns	ʎ ā ū n s
