bbr	b ɛ b ɛ r
mjw	m i uː
mjw	m i ʀ j u w
mjwj	m i uː i
mjwt	j V m aː j V t
mjwt	m V j aː w V t
mjwt	m i uː t
mjwt	ʔ ə m aː ʔ ə
mjwt	ʔ ə m oː ʔ
mjzt	m i z ɛ t
mkj	m iː k a
mkj	m iː k i t
mkj	m iː k i ʔ
mkj	m iː k ə
mkj	m ɛ k i
mkt	m ɛ k ɛ t
mm	m ɛ m
mmj	m ɛ m i
mn	m aː n
mn	m oː n
mn	m ɛ n
mnhz	m ɛ n h ɛ z
mnj	m a n i j
mnj	m ə n e ʔ
mnj	m ɛ n i
mnjt	m ɛ n i t
mnjw	m ɛ n i uː
mnmn	m ɛ n m ɛ n
mnmnt	m ɛ n m ɛ n ɛ t
mnt	m aː n a
mnt	m aː n a t
mnt	m aː n a ʔ
mnt	m oː n ə
mnt	m ɛ n ɛ t
mnty	m V n aː t i j
mnty	m ə n aː t ə
mnty	m ə n oː t ə
mnty	m ɛ n t iː
mnw	m ɛ n uː
mnwt	m ɛ n uː t
mnyt	m ɛ n iː t
mnḏ	m a n a cʼ
mnḏ	m a n a tʼ
mnḏ	m ə n a tʼ
mnḏ	m ɛ n ɛ d͡ʒ
mnḏm	m ɛ n d͡ʒ ɛ m
mnḏr	m ɛ n d͡ʒ ɛ r
mnḏt	m ɛ n d͡ʒ ɛ t
mnḥ	m ɛ n ɛ h
mnḥtj	m ɛ n h ɛ t i
mnḫ	m ɛ n ɛ x
mnḫt	m a w n aː χ i t
mnḫt	m a w n aː χ i ʔ
mnḫt	m ə n aː χ a
mnḫt	m ə n oː χ ə
mnḫt	m ɛ n x ɛ t
mnṯw	m a n c V w
mnṯw	m a n t V w
mnṯw	m a n t ə
mnṯw	m o n t uː
mnṯw	m ɛ n t͡ʃ uː
mnꜥt	m ɛ n ɑː t
mr	m a ɾ
mr	m a ʔ
mr	m aː ɾ
mr	m e ʔ
mr	m i ʔ
mr	m oː ɾ
mr	m ɛ r
mrj	m e ʔ j a
mrj	m e ʔ j ə
mrj	m i ɾ j i t
mrj	m i ʔ j i ʔ
mrj	m ɛ r i
mrkbt	m a ɾ k a b t V
mrkbt	m ɛ r k ɛ b ɛ t
mrkbt	β ə ɾ k a w t
mrrt	m ɛ r ɛ r ɛ t
mrt	m ɛ r ɛ t
mrw	m eː ɾ
mrw	m uː ɾ a w
mrw	m uː ɾ ə
mrw	m ɛ r uː
mrwryt	m ɛ r uː r iː t
mrwt	m ɛ r uː t
mry	m ɛ r iː
mryt	m V ɾ aː j a ʔ
mryt	m ə ɾ aː ʔ ə
mryt	m ə ɾ oː ʔ
mryt	m ɛ r iː t
mrḥ	m ə ɾ e ħ ə
mrḥ	m ɛ r ɛ h
mrḥt	m V ɾ i ħ j a t
mrḥt	m V ɾ i ħ j a ʔ
mrḥt	m ə ɾ e ħ a
mrḥt	m ə ɾ e ħ ə
mrḥt	m ɛ r h ɛ t
ms	m e s
ms	m i s
ms	m ɛ s
msdmt	m i s tʼ uː m i t
msdmt	m i s tʼ uː m i ʔ
msdmt	m ə s tʼ eː m ə
msdmt	m ə s tʼ uː m a
msdmt	m ɛ s d ɛ m ɛ t
msdw	m a s cʼ i w
msdw	m a s tʼ
msdw	m a s tʼ i w
msdw	m a s tʼ ə
msdw	m ɛ s ɛ d uː
msj	m iː s a
msj	m iː s i t
msj	m iː s i ʔ
msj	m iː s ə
msj	m ɛ s i
msjꜣt	m ɛ s i ɑ t
msktt	m ɛ s ɛ k t ɛ t
mskꜣ	m ɛ s k ɑ
msn	m ɛ s ɛ n
msqt	m ɛ s k ɛ t
mswt	m i s j aː j a ʔ
mswt	m i s j aː w a t
mswt	m ə s aː ʔ ə
mswt	m ə s oː ʔ
mswt	m ɛ s uː t
msyt	m ɛ s iː t
msḏj	m a s cʼ a j
msḏj	m a s tʼ a j
msḏj	m a s tʼ ə
msḏj	m ɛ s ɛ d͡ʒ i
msḏr	m e s t͡ʃʼ ə ʕ
msḏr	m i s cʼ i ɾ
msḏr	m i s t͡ʃʼ i ʔ
msḏr	m ɛ s d͡ʒ ɛ r
msḥ	m ɛ s ɛ h
msḫn	m ɛ s x ɛ n
msḫtjw	m ɛ s x ɛ t i uː
msꜣḏt	m ɛ s ɑ d͡ʒ ɛ t
mt	m ɛ t
mtj	m ɛ t i
mtr	m ɛ t ɛ r
mtrt	m u t ɾ V t
mtrt	m u ʔ ɾ V ʔ
mtrt	m u ʔ ɾ a
mtrt	m ø ʔ ɾ ə
mtrt	m ɛ t r ɛ t
mtt	m eː t ə
mtt	m uː t a
mtt	m uː t a t
mtt	m ɛ t ɛ t
mtw	m ɛ t uː
mtwt	m ɛ t uː t
mw	m a w
mw	m uː
mwjbw	m uː i b uː
mwt	m aː j a ʔ
mwt	m aː w a t
mwt	m aː ʔ ə
mwt	m e ʔ w
mwt	m e ʔ w ə
mwt	m i ʔ w a t
mwt	m i ʔ w a ʔ
mwt	m oː ʔ
mwt	m uː t
mww	m uː ʔ uː
mwy	m uː iː
my	m iː
mz	m ɛ z
mzwr	m ɛ z uː r
mzwt	m ɛ z uː t
mzḥ	m V s a ħ
mzḥ	m V z a ħ
mzḥ	m ə s a ħ
mzḥ	m ɛ z ɛ h
mšrw	m ɛ ʃ r uː
mšw	m ɛ ʃ uː
mšꜥ	m a ʃ ʕ a j
mšꜥ	m a ʃ ʕ ə
mšꜥ	m ɛ ʃ ɑː
mḏd	m ɛ d͡ʒ ɛ d
mḏdt	m ɛ d͡ʒ d ɛ t
mḏdw	m ɛ d͡ʒ ɛ d uː
mḏrj	m e tʼ ɾ a
mḏrj	m e tʼ ɾ ə
mḏrj	m i cʼ ɾ i t
mḏrj	m i tʼ ɾ i ʔ
mḏrj	m ɛ d͡ʒ ɛ r i
mḏt	m ɛ d͡ʒ ɛ t
mḏw	m eː tʼ
mḏw	m uː cʼ a w
mḏw	m uː tʼ a w
mḏw	m uː tʼ ə
mḏw	m ɛ d͡ʒ uː
mḏwtj	m u cʼ a w aː t a j
mḏwtj	m u t͡ʃʼ a w aː t a j
mḏwtj	m ə t͡ʃʼ ə w aː t ə
mḏwtj	m ə t͡ʃʼ ə w oː t
mḏwtj	m ɛ d͡ʒ uː t i
mḏḥ	m ɛ d͡ʒ ɛ h
mḏꜣ	m ɛ d͡ʒ ɑ
mḏꜣt	m ɛ d͡ʒ ɑ t
mḏꜣy	m ɛ d͡ʒ ɑ iː
mḥ	m a ħ
mḥ	m a ħ i
mḥ	m a ħ j V w
mḥ	m a ħ j ə
mḥ	m aː ħ
mḥ	m oː ħ
mḥ	m ɛ h
mḥj	m ɛ h i
mḥn	m ɛ h ɛ n
mḥsḥs	m a ħ a s ħ a s
mḥsḥs	m ə ħ a s ħ ə s
mḥsḥs	m ɛ h ɛ s h ɛ s
mḥt	m ɛ h ɛ t
mḥtj	m ɛ h t i
mḥtjw	m ɛ h t i uː
mḥtt	m ɛ h t ɛ t
mḥw	m ɛ h uː
mḥyt	m a ħ eː ʔ ə
mḥyt	m a ħ iː j V ʔ
mḥyt	m a ħ iː w V t
mḥyt	m a ħ uː j V ʔ
mḥyt	m a ħ uː w V t
mḥyt	m ə ħ eː ʔ
mḥyt	m ə ħ uː ʔ ə
mḥyt	m ɛ h iː t
mḫꜣ	m ɛ x ɑ
mḫꜣt	m e ʔ χ a
mḫꜣt	m e ʔ χ ə
mḫꜣt	m i χ ʀ i t
mḫꜣt	m i χ ʀ i ʔ
mḫꜣt	m ɛ x ɑ t
mṯn	m ɛ t͡ʃ ɛ n
mṯwn	m ɛ t͡ʃ uː n
mṯꜣ	m ɛ t͡ʃ ɑ
mẖ	m ɛ ç
mẖnt	m ɛ ç n ɛ t
mẖr	m ɛ ç ɛ r
mẖtw	m ɛ ç t uː
mẖꜥqt	m a ç ʕ aː qʼ i t
mẖꜥqt	m a ç ʕ aː qʼ i ʔ
mẖꜥqt	m ə ç ʕ aː qʼ a
mẖꜥqt	m ə ç ʕ oː qʼ ə
mẖꜥqt	m ɛ ç ɑː k ɛ t
mꜣ	m ɑ
mꜣj	m aː j ə
mꜣj	m aː ʀ i j
mꜣj	m oː j
mꜣj	m ɑ i
mꜣnw	m ɑ n uː
mꜣqt	m a j ʀ aː qʼ i t
mꜣqt	m a j ʀ aː qʼ i ʔ
mꜣqt	m oː qʼ ə
mꜣqt	m ɑ k ɛ t
mꜣqt	m ə aː qʼ a
mꜣqꜣrꜣ	m ɛ k ɛ r
mꜣr	m ø ʔ
mꜣr	m ɑ r
mꜣt	m a ʀ iː j a t
mꜣt	m a ʀ iː j a ʔ
mꜣt	m ɑ t
mꜣt	m ə j eː ʔ a
mꜣt	m ə j eː ʔ ə
mꜣtt	m ɑ t ɛ t
mꜣwj	m i ʀ w i t
mꜣwj	m i ʀ w i ʔ
mꜣwj	m iː w a
mꜣwj	m iː w ə
mꜣwj	m ɑ uː i
mꜣwt	m a ʀ w V t
mꜣwt	m a ʀ w V ʔ
mꜣwt	m aː w a
mꜣwt	m oː w ə
mꜣwt	m ɑ uː t
mꜣy	m ɑ iː
mꜣṯ	m ɑ t͡ʃ
mꜣẖ	m aː ʀ a ç
mꜣẖ	m aː ʔ ə ç
mꜣẖ	m oː ʔ ə ç
mꜣẖ	m ɑ ç
mꜣꜣ	m ɑ ʔ ɑ
mꜣꜥ	m a ʕ
mꜣꜥ	m aː ʀ a ʕ
mꜣꜥ	m aː ʔ ə ʕ
mꜣꜥ	m oː ʔ ə ʕ
mꜣꜥ	m ɑ ʔ ɑː
mꜣꜥt	m eː ʕ ə
mꜣꜥt	m u ʀ ʕ a t
mꜣꜥt	m u ʀ ʕ a ʔ
mꜣꜥt	m uː ʕ a
mꜣꜥt	m ɑ ʔ ɑː t
mꜣꜥtj	m ɑ ʔ ɑː t i
mꜣꜥw	m ɑ ʔ ɑː uː
mꜥbꜣ	m a ʕ b a ʀ
mꜥbꜣ	m ɑː b ɑ
mꜥkꜣ	m ɑː k ɑ
mꜥnḏt	m V ʕ n i cʼ w V t
mꜥnḏt	m V ʕ n i tʼ w V ʔ
mꜥnḏt	m ɑː n d͡ʒ ɛ t
mꜥnḏt	m ə ʕ n e tʼ w a
mꜥnḏt	m ə ʕ n e tʼ w ə
mꜥq	m ɑː k
mꜥr	m ɑː r
mꜥḥꜥt	m a j ħ i ʕ w a ʔ
mꜥḥꜥt	m a ʕ ħ i ʕ w a t
mꜥḥꜥt	m ɑː h ɑː t
mꜥḥꜥt	m ə ħ e ʕ w a
mꜥḥꜥt	m ə ħ e ʕ w ə
n	n e
n	n i
n	ɛ n
nb	n a β i
nb	n e b
nb	n e p
nb	n eː b ə
nb	n eː β
nb	n i b
nb	n iː b u w
nb	n ɛ b
nbj	n iː b a
nbj	n iː b i t
nbj	n iː b i ʔ
nbj	n iː β ə
nbj	n ɛ b i
nbnb	n ɛ b n ɛ b
nbs	n ɛ b ɛ s
nbt	n iː b a
nbt	n iː b a t
nbt	n iː b a ʔ
nbt	n iː β ə
nbt	n ɛ b ɛ t
nbtj	n ɛ b t i
nbw	n aː b a w
nbw	n aː b ə
nbw	n oː β
nbw	n ɛ b uː
nf	n ɛ f
nfj	n iː f a
nfj	n iː f i t
nfj	n iː f i ʔ
nfj	n iː f ə
nfj	n ɛ f i
nfr	n aː f a
nfr	n aː f i ɾ
nfr	n aː f i ʔ
nfr	n oː f ə
nfr	n ɛ f ɛ r
nfrt	n a f ɾ a
nfrt	n a f ɾ a t
nfrt	n a f ɾ a ʔ
nfrt	n a f ɾ ə
nfrt	n ɛ f ɛ r ɛ t
nfrtj	n ɛ f ɛ r t i
nfrw	n a f ɾ a w
nfrw	n ɛ f ɛ r uː
nfrwt	n ɛ f r uː t
nfꜣ	n ɛ f ɑ
ngꜣw	n ɛ ɡ ɑ uː
nhj	n ɛ h i
nhm	n ɛ h ɛ m
nhmhm	n ɛ h ɛ m h ɛ m
nhnh	n ɛ h n ɛ h
nhp	n aː h a p
nhp	n aː h ə p
nhp	n oː h ə p
nhp	n ɛ h ɛ p
nht	n aː h a
nht	n aː h a t
nht	n aː h a ʔ
nht	n oː h ə
nht	n ɛ h ɛ t
nhw	n ɛ h uː
nhzj	n e h s a
nhzj	n e h s ə
nhzj	n i h s i ʔ
nhzj	n i h z i t
nhzj	n ɛ h z i
nhꜣy	n ɛ h ɑ iː
nj	n i
nj	n i j
nj	n ə
njk	n i k
njs	n i s
njtjt	n i t i t
njw	n i uː
njꜣj	n i ɑ i
nk	n ɛ k
nkt	n u k u t
nkt	n u k u ʔ
nkt	n ə k u ʔ
nkt	n ə k ø ʔ
nkt	n ɛ k ɛ t
nkw	n ɛ k uː
nmj	n iː m a
nmj	n iː m i t
nmj	n iː m i ʔ
nmj	n iː m ə
nmj	n ɛ m i
nmnm	n ɛ m n ɛ m
nms	n ɛ m ɛ s
nmsw	n ɛ m s uː
nmt	n ɛ m ɛ t
nmtj	n ɛ m t i
nmtt	n ɛ m t ɛ t
nmw	n ɛ m uː
nmḥ	n ɛ m ɛ h
nmꜣrṯ	n ɛ m ɑ r ɛ t͡ʃ
nmꜥ	n ɛ m ɑː
nn	n ɛ n
nnj	n ɛ n i
nnw	n aː n a w
nnw	n aː n ə
nnw	n oː n
nnw	n ɛ n uː
nnwt	n ɛ n uː t
nnšm	j
nnšm	n
nnšm	n a j ʃ
nnšm	n a j ʃ ə
nnšm	n a n ʃ V m
nnšm	n a n ʃ V w
nnšm	n ɛ n ʃ ɛ m
npnpt	n ɛ p n ɛ p ɛ t
npꜣw	n ɛ p ɑ uː
nqdd	n ɛ k d ɛ d
nqꜥ	n ɛ k ɑː
nqꜥwt	n ə qʼ oː ʔ
nqꜥwt	n ɛ k ɑː uː t
nrj	n ɛ r i
nrt	n aː ɾ a
nrt	n aː ɾ a t
nrt	n aː ɾ a ʔ
nrt	n oː ɾ ə
nrt	n ɛ r ɛ t
nrw	n ɛ r uː
ns	l e s
ns	l i s
ns	n ɛ s
nsrt	n a s ɾ a
nsrt	n a s ɾ a t
nsrt	n a s ɾ a ʔ
nsrt	n a s ɾ ə
nsrt	n ɛ s r ɛ t
nst	n ɛ s ɛ t
nswt	n i j s iː j a ʔ
nswt	n i j s iː w a t
nswt	n ɛ s uː t
nswt	ʔ ə n s iː ʔ
nswt	ʔ ə n s iː ʔ ə
nswtyw	n ɛ s uː t iː uː
nsyt	n ɛ s iː t
nt	n ɛ t
ntb	n ɛ t ɛ b
ntf	j a n t a f
ntf	n ɛ t ɛ f
ntf	ɛ n t ɛ f
ntf	ʔ a n t a f
ntj	n i t i j
ntj	n ə t
ntj	n ə t ə
ntj	n ɛ t i
ntj	ɛ n t i
ntk	j a n t a k
ntk	n ɛ t ɛ k
ntk	ɛ n t ɛ k
ntk	ʔ a n t a k
nts	j a n t a s
nts	n ɛ t ɛ s
nts	ɛ n t ɛ s
nts	ʔ a n t a s
ntsn	j a n t aː s i n
ntsn	n ɛ t ɛ s ɛ n
ntsn	ɛ n t ɛ s ɛ n
ntsn	ʔ a n t aː s ə n
ntsn	ʔ a n t oː s ə n
ntsnj	n ɛ t ɛ s ɛ n i
ntsnj	ɛ n t ɛ s ɛ n i
ntt	n ɛ t ɛ t
ntt	ɛ n t ɛ t
nttn	n ɛ t ɛ t ɛ n
nttn	ɛ n t ɛ t ɛ n
ntw	n ɛ t uː
ntw	ɛ n t uː
ntw	ʔ a n t a w
ntṯ	j a n t a ʔ
ntṯ	n ɛ t ɛ t͡ʃ
ntṯ	ɛ n t ɛ t͡ʃ
ntṯ	ʔ a n t a ʔ
ntṯn	j a n t aː c i n
ntṯn	j a n t aː t i n
ntṯn	n ɛ t ɛ t͡ʃ ɛ n
ntṯn	ɛ n t ɛ t͡ʃ ɛ n
ntṯn	ʔ a n t aː t ə n
ntṯn	ʔ a n t oː t ə n
nw	n u w w u w
nw	n u w w ə
nw	n uː
nw	n ø w w
nwd	n uː d
nwdt	n uː d ɛ t
nwdw	n uː d uː
nwj	n uː i
nwt	n eː ʔ ə
nwt	n uː t
nwt	n uː ʔ a
nwt	n uː ʔ a t
nwt	n uː ʔ a ʔ
nwtj	n uː t i
nwtkꜣrṯ	n uː t k ɑ r ɛ t͡ʃ
nwtwt	n uː t uː t
nwy	n uː iː
nwyt	n uː iː t
nwḥ	n uː h
nwḫ	n uː x
nwꜣ	n uː ɑ
nyny	n iː n iː
nznzn	n ɛ z ɛ n z ɛ n
nš	n ɛ ʃ
nšm	n ɛ ʃ ɛ m
nšmt	n ɛ ʃ m ɛ t
nšnj	n ɛ ʃ n i
nšp	n aː ʃ a p
nšp	n aː ʃ ə p
nšp	n oː ʃ ə p
nšp	n ɛ ʃ ɛ p
nšt	n ɛ ʃ ɛ t
nḏ	n ɛ d͡ʒ
nḏdnḏd	n ɛ d͡ʒ ɛ d n ɛ d͡ʒ ɛ d
nḏdḏd	n ɛ d͡ʒ ɛ d d͡ʒ ɛ d
nḏm	n aː cʼ a m
nḏm	n aː cʼ i m
nḏm	n aː tʼ a m
nḏm	n aː tʼ i m
nḏm	n aː tʼ ə m
nḏm	n oː tʼ ə m
nḏm	n ɛ d͡ʒ ɛ m
nḏnḏ	n ɛ d͡ʒ n ɛ d͡ʒ
nḏr	n ɛ d͡ʒ ɛ r
nḏrj	n ɛ d͡ʒ ɛ r i
nḏs	n aː cʼ a s
nḏs	n aː tʼ a s
nḏs	n aː tʼ ə s
nḏs	n oː tʼ ə s
nḏs	n ɛ d͡ʒ ɛ s
nḏt	n ɛ d͡ʒ ɛ t
nḏyt	n ɛ d͡ʒ iː t
nḏꜣ	n ɛ d͡ʒ ɑ
nḏꜣw	n ɛ d͡ʒ ɑ uː
nḏꜣḏꜣ	n ɛ d͡ʒ ɑ d͡ʒ ɑ
nḥ	n ɛ h
nḥbt	n ɛ h b ɛ t
nḥd	n ɛ h ɛ d
nḥm	n aː ħ a m
nḥm	n aː ħ ə m
nḥm	n oː ħ ə m
nḥm	n ɛ h ɛ m
nḥmn	n ɛ h m ɛ n
nḥr	n ɛ h ɛ r
nḥrj	n ɛ h r i
nḥrw	n ɛ h ɛ r uː
nḥsj	n ɛ h s i
nḥtj	n e ħ t a
nḥtj	n e ħ t ə
nḥtj	n i ħ t i t
nḥtj	n i ħ t i ʔ
nḥtj	n ɛ h ɛ t i
nḥḏt	n u t ʃʼ ħ a
nḥḏt	n u t ʃʼ ħ a ʔ
nḥḏt	n u ħ cʼ a t
nḥḏt	n u ħ t ʃʼ a
nḥḏt	n u ħ t ʃʼ a ʔ
nḥḏt	n ø t ʃʼ ħ ə
nḥḏt	n ø ħ t ʃʼ ə
nḥḏt	n ɛ h d͡ʒ ɛ t
nḥḥ	n eː ħ ə ħ
nḥḥ	n i j ħ a ħ
nḥḥ	n ɛ h ɛ h
nḫ	n ɛ x
nḫbt	n ɛ x b ɛ t
nḫbḫb	n ɛ x ɛ b x ɛ b
nḫj	n ɛ x i
nḫn	n ɛ x ɛ n
nḫnt	n ɛ x n ɛ t
nḫnw	n ɛ x ɛ n uː
nḫt	n ɛ x ɛ t
nḫwt	n ɛ x uː t
nḫꜣw	n ɛ x ɑ uː
nḫꜣḫꜣ	n ɛ x ɑ x ɑ
nṯr	n aː c a ɾ
nṯr	n aː t a
nṯr	n aː t a ʔ
nṯr	n oː t ə
nṯr	n ɛ t͡ʃ ɛ r
nṯrj	n u c ɾ i j
nṯrj	n u c ɾ i t
nṯrj	n u t ɾ i j
nṯrj	n u t ɾ i ʔ
nṯrj	n ə t ɾ e ʔ
nṯrj	n ɛ t͡ʃ r i
nṯrj	n ɛ t͡ʃ ɛ r i
nṯrt	n a c aː ɾ a t
nṯrt	n a t aː ɾ a ʔ
nṯrt	n ə t aː ɾ a
nṯrt	n ə t oː ɾ ə
nṯrt	n ɛ t͡ʃ ɛ r ɛ t
nṯrtj	n ɛ t͡ʃ ɛ r t i
nṯrw	n a c uː ɾ a w [ 1 ]
nṯrw	n a t uː ɾ a w
nṯrw	n ə t eː ɾ
nṯrw	n ə t uː ɾ ə
nṯrw	n ɛ t͡ʃ ɛ r uː
nṯrwj	n ɛ t͡ʃ r uː i
nṯryt	n ɛ t͡ʃ r iː t
nẖnm	n ɛ ç n ɛ m
nẖs	n ɛ ç ɛ s
nꜣ	n i ʀ
nꜣ	n ɑ
nꜣ	n ə
nꜣj	n e j
nꜣj	n ɑ i
nꜣy	n ɑ iː
nꜣyw	n ɑ iː uː
nꜣḏꜣ	n ɑ d͡ʒ ɑ
nꜣḏꜣrw	n ɑ d͡ʒ ɑ r uː
nꜥj	n ɑː i
nꜥr	n ɑː r
nꜥrt	n ɑː r ɛ t
nꜥꜥ	n ɑː ʔ ɑː
p	p ɛ
pds	p ɛ d ɛ s
pf	p ɛ f
pfꜣ	p ɛ f ɑ
pgꜣ	p ɛ ɡ ɑ
pj	p i
pn	p ɛ n
pnw	p iː n
pnw	p iː n V w
pnw	p iː n ə
pnw	p ɛ n uː
pnꜥ	p aː n a ʕ
pnꜥ	p aː n ə ʕ
pnꜥ	p oː n ə ʕ
pnꜥ	p ɛ n ɑː
ppy	p ɛ p iː
pqt	p ɛ k ɛ t
pr	p aː ɾ u w
pr	p aː ɾ ə
pr	p oː ɾ
pr	p ɛ r
prj	p iː ɾ a
prj	p iː ɾ i t
prj	p iː ɾ i ʔ
prj	p iː ɾ ə
prj	p ɛ r i
prt	p V ɾ aː j V t
prt	p V ɾ aː j V ʔ
prt	p u ɾ u t
prt	p u ɾ u ʔ
prt	p ə ɾ aː ʔ ə
prt	p ə ɾ oː ʔ
prt	p ə ɾ u ʔ
prt	p ə ɾ ø ʔ
prt	p ɛ r ɛ t
prwypwsꜣ	p ɛ r uː iː p uː s ɑ
pryt	p ɛ r iː t
psg	p aː kʼ ə s
psg	p aː s a kʼ
psg	p oː kʼ ə s
psg	p ɛ s ɛ ɡ
psj	p iː s a
psj	p iː s i t
psj	p iː s i ʔ
psj	p iː s ə
psj	p ɛ s i
psmṯk	p s a m aː t͡ʃ ə k
psmṯk	p ɛ s m ɛ t͡ʃ ɛ k
psš	p aː s a ʃ
psš	p aː s ə ʃ
psš	p oː s ə ʃ
psš	p ɛ s ɛ ʃ
psšt	p u s ʃ a t
psšt	p u s ʃ a ʔ
psšt	p u ʃ ʃ a
psšt	p ø ʃ ʃ ə
psšt	p ɛ s ʃ ɛ t
psštj	p ɛ s ʃ ɛ t i
psḏ	p ɛ s ɛ d͡ʒ
psḏj	p e s tʼ a
psḏj	p e s tʼ ə
psḏj	p i s cʼ i t
psḏj	p i s tʼ i ʔ
psḏj	p ɛ s ɛ d͡ʒ i
psḏjw	p i s cʼ i j j a w
psḏjw	p ɛ s ɛ d͡ʒ i uː
psḏntjw	p ɛ s d͡ʒ ɛ n t i uː
psḏnw	p ɛ s ɛ d͡ʒ n uː
psḏt	p i s iː cʼ a t
psḏt	p i s iː tʼ a ʔ
psḏt	p ə s iː tʼ a
psḏt	p ə s iː tʼ ə
psḏt	p ɛ s ɛ d͡ʒ ɛ t
psḏw	p i s iː cʼ a w
psḏw	p i s iː tʼ a w
psḏw	p ə s iː tʼ
psḏw	p ə s iː tʼ ə
psḏw	p ɛ s ɛ d͡ʒ uː
pt	p e ʔ
pt	p eː w ə
pt	p i t
pt	p i ʔ
pt	p uː w a
pt	p uː w a t
pt	p uː w a ʔ
pt	p ɛ t
ptpt	p ɛ t p ɛ t
ptr	p ɛ t ɛ r
ptwꜣrwmys	p ɛ t uː ɑ r uː m iː s
ptḥ	p i t a ħ
ptḥ	p ə t a ħ
ptḥ	p ɛ t ɛ h
pw	p uː
pwnt	p uː n ɛ t
pwntjw	p uː n t i uː
pwrꜣsꜣtj	p uː r ɑ s ɑ t i
pwy	p uː iː
py	p iː
pzn	p ɛ z ɛ n
pzḥ	p aː s a ħ
pzḥ	p aː s ə ħ
pzḥ	p aː z a ħ
pzḥ	p oː s ə ħ
pzḥ	p ɛ z ɛ h
pzḫ	p aː s a χ
pzḫ	p aː s ə χ
pzḫ	p aː z a χ
pzḫ	p oː s ə χ
pzḫ	p ɛ z ɛ x
pšn	p ɛ ʃ ɛ n
pḏ	p ɛ d͡ʒ
pḏt	p iː cʼ a t
pḏt	p iː tʼ a
pḏt	p iː tʼ a ʔ
pḏt	p iː tʼ ə
pḏt	p ɛ d͡ʒ ɛ t
pḏtj	p ɛ d͡ʒ ɛ t i
pḥ	p aː ħ
pḥ	p oː ħ
pḥ	p ɛ h
pḥrr	p ɛ h r ɛ r
pḥtj	p e ħ t ə
pḥtj	p i ħ t V j
pḥtj	p ɛ h t i
pḥwj	p ɛ h uː i
pẖr	p ɛ ç ɛ r
pẖrt	p ɛ ç r ɛ t
pꜣ	p i ʀ
pꜣ	p ɑ
pꜣ	p ə
pꜣj	p ɑ i
pꜣq	p ɑ k
pꜣqj	p i ʀ qʼ i t
pꜣqj	p i ʀ qʼ i ʔ
pꜣqj	p iː qʼ a
pꜣqj	p iː qʼ ə
pꜣqj	p ɑ k i
pꜣqt	p ɑ k ɛ t
pꜣw	p ɑ uː
pꜣwt	p ɑ uː t
pꜣwtj	p ɑ uː t i
pꜣy	p ɑ iː
pꜣz	p ɑ z
pꜣḏ	p ɑ d͡ʒ
pꜣḫd	p ɑ x ɛ d
pꜥt	p eː ʕ a
pꜥt	p eː ʕ ə
pꜥt	p iː ʕ V t
pꜥt	p iː ʕ V ʔ
pꜥt	p ɑː t
qbb	k ɛ b ɛ b
qbb	qʼ a b a b
qbb	qʼ ə b a b
qbb	qʼ ə β a p
qbw	k ɛ b uː
qbḥ	k ɛ b ɛ h
qbḥw	k ɛ b ɛ h uː
qd	k ɛ d
qd	qʼ aː tʼ
qd	qʼ oː tʼ
qdd	k ɛ d ɛ d
qdj	k ɛ d i
qdj	qʼ e tʼ ə
qdj	qʼ i tʼ a
qdj	qʼ i tʼ j i t
qdj	qʼ i tʼ j i ʔ
qdnw	k ɛ d n uː
qdt	k ɛ d ɛ t
qdtt	k ɛ d t ɛ t
qdš	k ɛ d ɛ ʃ
qdšw	k ɛ d ʃ uː
qjs	k i s
qmd	k ɛ m ɛ d
qmꜣ	k ɛ m ɑ
qnb	k ɛ n ɛ b
qnbt	k ɛ n b ɛ t
qnj	k ɛ n i
qnj	qʼ e n j a
qnj	qʼ e n j ə
qnj	qʼ i n j i t
qnj	qʼ i n j i ʔ
qnjt	k ɛ n i t
qnjw	k ɛ n i uː
qnt	k ɛ n ɛ t
qnw	k ɛ n uː
qnyt	k ɛ n iː t
qqtj	k ɛ k t i
qrf	k ɛ r ɛ f
qrf	qʼ a ɾ a f
qrf	qʼ ə ɾ a f
qrft	k ɛ r f ɛ t
qrr	k ɛ r ɛ r
qrrt	k ɛ r ɛ r ɛ t
qrs	k ɛ r ɛ s
qrs	qʼ aː ɾ a s
qrs	qʼ aː ɾ s
qrs	qʼ aː ʔ a s
qrs	qʼ aː ʔ ə s
qrs	qʼ oː ʔ ə s
qrs	ɾ
qrs	ʔ
qrst	k ɛ r ɛ s ɛ t
qrsw	k ɛ r ɛ s uː
qrwjwꜣpꜣdrꜣ	k ɛ r uː i uː ɑ p ɑ d r ɑ
qrwjwꜣpꜣdrꜣt	k ɛ r uː i uː ɑ p ɑ d r ɑ t
qs	k ɛ s
qs	qʼ e s
qs	qʼ i s
qsn	k ɛ s ɛ n
qsnt	k ɛ s ɛ n ɛ t
qysrs	k iː s r ɛ s
qḥqḥ	k ɛ h k ɛ h
qḥqḥw	k ɛ h k ɛ h uː
qꜣb	k ɑ b
qꜣbt	k ɑ b ɛ t
qꜣbt	qʼ i ʀ b V t
qꜣbt	qʼ i ʀ b V ʔ
qꜣbt	qʼ iː b a
qꜣbt	qʼ iː β ə
qꜣdt	k ɑ d ɛ t
qꜣj	k ɑ i
qꜣqꜣw	k ɑ k ɑ uː
