A	a
batean	b a t̪ e ã n
batek	b a t̪ e k
batel	b a t̪ e l
baten	b a t̪ ẽ n
batera	b a t̪ e ɾ a
batez	b a t̪ e s̻
batez	b a t̪ e s̻
batez	b a t̪ e s̺
bati	b a t̪ i
batu	b a t̪ u
batxiler	b a t͡ʃ i l e r
batxiler	b a t͡ʃ i ʎ e r
batxilergo	b a t͡ʃ i l e r ɣ̞ o
batxilergo	b a t͡ʃ i ʎ e r ɣ̞ o
batzoki	b a t͡s̻ o k i
batzuetan	b a t͡s̻ u e t̪ ã n
batzuetan	b a t͡s̻ u t̪ ã n
batzuk	b a t͡s̻ u k
bautsete	b a u̯ t͡s̺ e t̪ e
bautsete	b a u̯ t͡s̺ e t̪ e
bautsete	b a u̯ t͡s̻ e t̪ e
baxu	b a ʃ u
bazabiltza	b a s̻ a β̞ i l t͡s̻ a
bazabiltza	b a s̻ a β̞ i l t͡s̻ a
bazabiltza	b a s̺ a β̞ i l t͡s̻ a
bazabiltzate	b a s̻ a β̞ i l t͡s̻ a t̪ e
bazabiltzate	b a s̻ a β̞ i l t͡s̻ a t̪ e
bazabiltzate	b a s̺ a β̞ i l t͡s̻ a t̪ e
bazabilzkidate	b a s̻ a β̞ i l s̻ k i ð̞ a t̪ e
bazabilzkidate	b a s̻ a β̞ i l s̻ k i ð̞ a t̪ e
bazabilzkidate	b a s̺ a β̞ i l s̺ k i ð̞ a t̪ e
bazabilzkie	b a s̻ a β̞ i l s̻ k i e
bazabilzkie	b a s̻ a β̞ i l s̻ k i e
bazabilzkie	b a s̺ a β̞ i l s̺ k i e
bazabilzkiete	b a s̻ a β̞ i l s̻ k i e t̪ e
bazabilzkiete	b a s̻ a β̞ i l s̻ k i e t̪ e
bazabilzkiete	b a s̺ a β̞ i l s̺ k i e t̪ e
bazabilzkigu	b a s̻ a β̞ i l s̻ k i ɣ̞ u
bazabilzkigu	b a s̻ a β̞ i l s̻ k i ɣ̞ u
bazabilzkigu	b a s̺ a β̞ i l s̺ k i ɣ̞ u
bazabilzkigute	b a s̻ a β̞ i l s̻ k i ɣ̞ u t̪ e
bazabilzkigute	b a s̻ a β̞ i l s̻ k i ɣ̞ u t̪ e
bazabilzkigute	b a s̺ a β̞ i l s̺ k i ɣ̞ u t̪ e
bazabilzkio	b a s̻ a β̞ i l s̻ k i o
bazabilzkio	b a s̻ a β̞ i l s̻ k i o
bazabilzkio	b a s̺ a β̞ i l s̺ k i o
bazabilzkiote	b a s̻ a β̞ i l s̻ k i o t̪ e
bazabilzkiote	b a s̻ a β̞ i l s̻ k i o t̪ e
bazabilzkiote	b a s̺ a β̞ i l s̺ k i o t̪ e
bazabilzkit	b a s̻ a β̞ i l s̻ k i t̪
bazabilzkit	b a s̻ a β̞ i l s̻ k i t̪
bazabilzkit	b a s̺ a β̞ i l s̺ k i t̪
bazagozkidate	b a s̻ a ɣ̞ o s̻ k i ð̞ a t̪ e
bazagozkidate	b a s̻ a ɣ̞ o s̻ k i ð̞ a t̪ e
bazagozkidate	b a s̺ a ɣ̞ o s̺ k i ð̞ a t̪ e
bazagozkie	b a s̻ a ɣ̞ o s̻ k i e
bazagozkie	b a s̻ a ɣ̞ o s̻ k i e
bazagozkie	b a s̺ a ɣ̞ o s̺ k i e
bazagozkiete	b a s̻ a ɣ̞ o s̻ k i e t̪ e
bazagozkiete	b a s̻ a ɣ̞ o s̻ k i e t̪ e
bazagozkiete	b a s̺ a ɣ̞ o s̺ k i e t̪ e
bazagozkigu	b a s̻ a ɣ̞ o s̻ k i ɣ̞ u
bazagozkigu	b a s̻ a ɣ̞ o s̻ k i ɣ̞ u
bazagozkigu	b a s̺ a ɣ̞ o s̺ k i ɣ̞ u
bazagozkigute	b a s̻ a ɣ̞ o s̻ k i ɣ̞ u t̪ e
bazagozkigute	b a s̻ a ɣ̞ o s̻ k i ɣ̞ u t̪ e
bazagozkigute	b a s̺ a ɣ̞ o s̺ k i ɣ̞ u t̪ e
bazagozkio	b a s̻ a ɣ̞ o s̻ k i o
bazagozkio	b a s̻ a ɣ̞ o s̻ k i o
bazagozkio	b a s̺ a ɣ̞ o s̺ k i o
bazagozkiote	b a s̻ a ɣ̞ o s̻ k i o t̪ e
bazagozkiote	b a s̻ a ɣ̞ o s̻ k i o t̪ e
bazagozkiote	b a s̺ a ɣ̞ o s̺ k i o t̪ e
bazagozkit	b a s̻ a ɣ̞ o s̻ k i t̪
bazagozkit	b a s̻ a ɣ̞ o s̻ k i t̪
bazagozkit	b a s̺ a ɣ̞ o s̺ k i t̪
bazaitez	b a s̻ a i̯ t̪ e s̻
bazaitez	b a s̻ a i̯ t̪ e s̻
bazaitez	b a s̺ a i̯ t̪ e s̺
bazaitezte	b a s̻ a i̯ t̪ e s̻ t̪ e
bazaitezte	b a s̻ a i̯ t̪ e s̻ t̪ e
bazaitezte	b a s̺ a i̯ t̪ e s̺ t̪ e
bazaitza	b a s̻ a i̯ t͡s̻ a
bazaitza	b a s̻ a i̯ t͡s̻ a
bazaitza	b a s̺ a i̯ t͡s̻ a
bazaitzagu	b a s̻ a i̯ t͡s̻ a ɣ̞ u
bazaitzagu	b a s̻ a i̯ t͡s̻ a ɣ̞ u
bazaitzagu	b a s̺ a i̯ t͡s̻ a ɣ̞ u
bazaitzat	b a s̻ a i̯ t͡s̻ a t̪
bazaitzat	b a s̻ a i̯ t͡s̻ a t̪
bazaitzat	b a s̺ a i̯ t͡s̻ a t̪
bazaitzate	b a s̻ a i̯ t͡s̻ a t̪ e
bazaitzate	b a s̻ a i̯ t͡s̻ a t̪ e
bazaitzate	b a s̺ a i̯ t͡s̻ a t̪ e
bazaitzategu	b a s̻ a i̯ t͡s̻ a t̪ e ɣ̞ u
bazaitzategu	b a s̻ a i̯ t͡s̻ a t̪ e ɣ̞ u
bazaitzategu	b a s̺ a i̯ t͡s̻ a t̪ e ɣ̞ u
bazaitzatet	b a s̻ a i̯ t͡s̻ a t̪ e t̪
bazaitzatet	b a s̻ a i̯ t͡s̻ a t̪ e t̪
bazaitzatet	b a s̺ a i̯ t͡s̻ a t̪ e t̪
bazaitzatete	b a s̻ a i̯ t͡s̻ a t̪ e t̪ e
bazaitzatete	b a s̻ a i̯ t͡s̻ a t̪ e t̪ e
bazaitzatete	b a s̺ a i̯ t͡s̻ a t̪ e t̪ e
bazatoz	b a s̻ a t̪ o s̻
bazatoz	b a s̻ a t̪ o s̻
bazatoz	b a s̺ a t̪ o s̺
bazatozkidate	b a s̻ a t̪ o s̻ k i ð̞ a t̪ e
bazatozkidate	b a s̻ a t̪ o s̻ k i ð̞ a t̪ e
bazatozkidate	b a s̺ a t̪ o s̺ k i ð̞ a t̪ e
bazatozkie	b a s̻ a t̪ o s̻ k i e
bazatozkie	b a s̻ a t̪ o s̻ k i e
bazatozkie	b a s̺ a t̪ o s̺ k i e
bazatozkiete	b a s̻ a t̪ o s̻ k i e t̪ e
bazatozkiete	b a s̻ a t̪ o s̻ k i e t̪ e
bazatozkiete	b a s̺ a t̪ o s̺ k i e t̪ e
bazatozkigu	b a s̻ a t̪ o s̻ k i ɣ̞ u
bazatozkigu	b a s̻ a t̪ o s̻ k i ɣ̞ u
bazatozkigu	b a s̺ a t̪ o s̺ k i ɣ̞ u
bazatozkigute	b a s̻ a t̪ o s̻ k i ɣ̞ u t̪ e
bazatozkigute	b a s̻ a t̪ o s̻ k i ɣ̞ u t̪ e
bazatozkigute	b a s̺ a t̪ o s̺ k i ɣ̞ u t̪ e
bazatozkio	b a s̻ a t̪ o s̻ k i o
bazatozkio	b a s̻ a t̪ o s̻ k i o
bazatozkio	b a s̺ a t̪ o s̺ k i o
bazatozkiote	b a s̻ a t̪ o s̻ k i o t̪ e
bazatozkiote	b a s̻ a t̪ o s̻ k i o t̪ e
bazatozkiote	b a s̺ a t̪ o s̺ k i o t̪ e
bazatozkit	b a s̻ a t̪ o s̻ k i t̪
bazatozkit	b a s̻ a t̪ o s̻ k i t̪
bazatozkit	b a s̺ a t̪ o s̺ k i t̪
bazatozte	b a s̻ a t̪ o s̻ t̪ e
bazatozte	b a s̻ a t̪ o s̻ t̪ e
bazatozte	b a s̺ a t̪ o s̺ t̪ e
bazaude	b a s̻ a u̯ ð̞ e
bazaude	b a s̻ a u̯ ð̞ e
bazaude	b a s̺ a u̯ ð̞ e
bazaudete	b a s̻ a u̯ ð̞ e t̪ e
bazaudete	b a s̻ a u̯ ð̞ e t̪ e
bazaudete	b a s̺ a u̯ ð̞ e t̪ e
bazenbiltza	b a s̻ ẽ m b i l t͡s̻ a
bazenbiltza	b a s̻ ẽ m b i l t͡s̻ a
bazenbiltza	b a s̺ ẽ m b i l t͡s̻ a
bazenbiltzate	b a s̻ ẽ m b i l t͡s̻ a t̪ e
bazenbiltzate	b a s̻ ẽ m b i l t͡s̻ a t̪ e
bazenbiltzate	b a s̺ ẽ m b i l t͡s̻ a t̪ e
bazenbilzkidate	b a s̻ ẽ m b i l s̻ k i ð̞ a t̪ e
bazenbilzkidate	b a s̻ ẽ m b i l s̻ k i ð̞ a t̪ e
bazenbilzkidate	b a s̺ ẽ m b i l s̺ k i ð̞ a t̪ e
bazenbilzkie	b a s̻ ẽ m b i l s̻ k i e
bazenbilzkie	b a s̻ ẽ m b i l s̻ k i e
bazenbilzkie	b a s̺ ẽ m b i l s̺ k i e
bazenbilzkiete	b a s̻ ẽ m b i l s̻ k i e t̪ e
bazenbilzkiete	b a s̻ ẽ m b i l s̻ k i e t̪ e
bazenbilzkiete	b a s̺ ẽ m b i l s̺ k i e t̪ e
bazenbilzkigu	b a s̻ ẽ m b i l s̻ k i ɣ̞ u
bazenbilzkigu	b a s̻ ẽ m b i l s̻ k i ɣ̞ u
bazenbilzkigu	b a s̺ ẽ m b i l s̺ k i ɣ̞ u
bazenbilzkigute	b a s̻ ẽ m b i l s̻ k i ɣ̞ u t̪ e
bazenbilzkigute	b a s̻ ẽ m b i l s̻ k i ɣ̞ u t̪ e
bazenbilzkigute	b a s̺ ẽ m b i l s̺ k i ɣ̞ u t̪ e
bazenbilzkio	b a s̻ ẽ m b i l s̻ k i o
bazenbilzkio	b a s̻ ẽ m b i l s̻ k i o
bazenbilzkio	b a s̺ ẽ m b i l s̺ k i o
bazenbilzkiote	b a s̻ ẽ m b i l s̻ k i o t̪ e
bazenbilzkiote	b a s̻ ẽ m b i l s̻ k i o t̪ e
bazenbilzkiote	b a s̺ ẽ m b i l s̺ k i o t̪ e
bazenbilzkit	b a s̻ ẽ m b i l s̻ k i t̪
bazenbilzkit	b a s̻ ẽ m b i l s̻ k i t̪
bazenbilzkit	b a s̺ ẽ m b i l s̺ k i t̪
bazenegi	b a s̻ e n e ɣ̞ i
bazenegi	b a s̻ e n e ɣ̞ i
bazenegi	b a s̺ e n e ɣ̞ i
bazenegidate	b a s̻ e n e ɣ̞ i ð̞ a t̪ e
bazenegidate	b a s̻ e n e ɣ̞ i ð̞ a t̪ e
bazenegidate	b a s̺ e n e ɣ̞ i ð̞ a t̪ e
bazenegie	b a s̻ e n e ɣ̞ i e
bazenegie	b a s̻ e n e ɣ̞ i e
bazenegie	b a s̺ e n e ɣ̞ i e
bazenegiete	b a s̻ e n e ɣ̞ i e t̪ e
bazenegiete	b a s̻ e n e ɣ̞ i e t̪ e
bazenegiete	b a s̺ e n e ɣ̞ i e t̪ e
bazenegigu	b a s̻ e n e ɣ̞ i ɣ̞ u
bazenegigu	b a s̻ e n e ɣ̞ i ɣ̞ u
bazenegigu	b a s̺ e n e ɣ̞ i ɣ̞ u
bazenegigute	b a s̻ e n e ɣ̞ i ɣ̞ u t̪ e
bazenegigute	b a s̻ e n e ɣ̞ i ɣ̞ u t̪ e
bazenegigute	b a s̺ e n e ɣ̞ i ɣ̞ u t̪ e
bazenegio	b a s̻ e n e ɣ̞ i o
bazenegio	b a s̻ e n e ɣ̞ i o
bazenegio	b a s̺ e n e ɣ̞ i o
bazenegiote	b a s̻ e n e ɣ̞ i o t̪ e
bazenegiote	b a s̻ e n e ɣ̞ i o t̪ e
bazenegiote	b a s̺ e n e ɣ̞ i o t̪ e
bazenegit	b a s̻ e n e ɣ̞ i t̪
bazenegit	b a s̻ e n e ɣ̞ i t̪
bazenegit	b a s̺ e n e ɣ̞ i t̪
bazenegite	b a s̻ e n e ɣ̞ i t̪ e
bazenegite	b a s̻ e n e ɣ̞ i t̪ e
bazenegite	b a s̺ e n e ɣ̞ i t̪ e
bazenegitza	b a s̻ e n e ɣ̞ i t͡s̻ a
bazenegitza	b a s̻ e n e ɣ̞ i t͡s̻ a
bazenegitza	b a s̺ e n e ɣ̞ i t͡s̻ a
bazenegitzate	b a s̻ e n e ɣ̞ i t͡s̻ a t̪ e
bazenegitzate	b a s̻ e n e ɣ̞ i t͡s̻ a t̪ e
bazenegitzate	b a s̺ e n e ɣ̞ i t͡s̻ a t̪ e
bazenegizkidate	b a s̻ e n e ɣ̞ i s̻ k i ð̞ a t̪ e
bazenegizkidate	b a s̻ e n e ɣ̞ i s̻ k i ð̞ a t̪ e
bazenegizkidate	b a s̺ e n e ɣ̞ i s̺ k i ð̞ a t̪ e
bazenegizkie	b a s̻ e n e ɣ̞ i s̻ k i e
bazenegizkie	b a s̻ e n e ɣ̞ i s̻ k i e
bazenegizkie	b a s̺ e n e ɣ̞ i s̺ k i e
bazenegizkiete	b a s̻ e n e ɣ̞ i s̻ k i e t̪ e
bazenegizkiete	b a s̻ e n e ɣ̞ i s̻ k i e t̪ e
bazenegizkiete	b a s̺ e n e ɣ̞ i s̺ k i e t̪ e
bazenegizkigu	b a s̻ e n e ɣ̞ i s̻ k i ɣ̞ u
bazenegizkigu	b a s̻ e n e ɣ̞ i s̻ k i ɣ̞ u
bazenegizkigu	b a s̺ e n e ɣ̞ i s̺ k i ɣ̞ u
bazenegizkigute	b a s̻ e n e ɣ̞ i s̻ k i ɣ̞ u t̪ e
bazenegizkigute	b a s̻ e n e ɣ̞ i s̻ k i ɣ̞ u t̪ e
bazenegizkigute	b a s̺ e n e ɣ̞ i s̺ k i ɣ̞ u t̪ e
bazenegizkio	b a s̻ e n e ɣ̞ i s̻ k i o
bazenegizkio	b a s̻ e n e ɣ̞ i s̻ k i o
bazenegizkio	b a s̺ e n e ɣ̞ i s̺ k i o
bazenegizkiote	b a s̻ e n e ɣ̞ i s̻ k i o t̪ e
bazenegizkiote	b a s̻ e n e ɣ̞ i s̻ k i o t̪ e
bazenegizkiote	b a s̺ e n e ɣ̞ i s̺ k i o t̪ e
bazenegizkit	b a s̻ e n e ɣ̞ i s̻ k i t̪
bazenegizkit	b a s̻ e n e ɣ̞ i s̻ k i t̪
bazenegizkit	b a s̺ e n e ɣ̞ i s̺ k i t̪
bazeneki	b a s̻ e n e k i
bazeneki	b a s̻ e n e k i
bazeneki	b a s̺ e n e k i
bazenekite	b a s̻ e n e k i t̪ e
bazenekite	b a s̻ e n e k i t̪ e
bazenekite	b a s̺ e n e k i t̪ e
bazenekizki	b a s̻ e n e k i s̻ k i
bazenekizki	b a s̻ e n e k i s̻ k i
bazenekizki	b a s̺ e n e k i s̺ k i
bazenekizkite	b a s̻ e n e k i s̻ k i t̪ e
bazenekizkite	b a s̻ e n e k i s̻ k i t̪ e
bazenekizkite	b a s̺ e n e k i s̺ k i t̪ e
bazenekusa	b a s̻ e n e k u s̺ a
bazenekusa	b a s̻ e n e k u s̺ a
bazenekusa	b a s̺ e n e k u s̺ a
bazenekusate	b a s̻ e n e k u s̺ a t̪ e
bazenekusate	b a s̻ e n e k u s̺ a t̪ e
bazenekusate	b a s̺ e n e k u s̺ a t̪ e
bazenekuski	b a s̻ e n e k u s̺ k i
bazenekuski	b a s̻ e n e k u s̺ k i
bazenekuski	b a s̺ e n e k u s̺ k i
bazenekuskite	b a s̻ e n e k u s̺ k i t̪ e
bazenekuskite	b a s̻ e n e k u s̺ k i t̪ e
bazenekuskite	b a s̺ e n e k u s̺ k i t̪ e
bazenentzu	b a s̻ e n ẽ n t͡s̻ u
bazenentzu	b a s̻ e n ẽ n t͡s̻ u
bazenentzu	b a s̺ e n ẽ n t͡s̻ u
bazenentzute	b a s̻ e n ẽ n t͡s̻ u t̪ e
bazenentzute	b a s̻ e n ẽ n t͡s̻ u t̪ e
bazenentzute	b a s̺ e n ẽ n t͡s̻ u t̪ e
bazenentzuzki	b a s̻ e n ẽ n t͡s̻ u s̻ k i
bazenentzuzki	b a s̻ e n ẽ n t͡s̻ u s̻ k i
bazenentzuzki	b a s̺ e n ẽ n t͡s̻ u s̺ k i
bazenentzuzkite	b a s̻ e n ẽ n t͡s̻ u s̻ k i t̪ e
bazenentzuzkite	b a s̻ e n ẽ n t͡s̻ u s̻ k i t̪ e
bazenentzuzkite	b a s̺ e n ẽ n t͡s̻ u s̺ k i t̪ e
bazenerakuski	b a s̻ e n e ɾ a k u s̺ k i
bazenerakuski	b a s̻ e n e ɾ a k u s̺ k i
bazenerakuski	b a s̺ e n e ɾ a k u s̺ k i
bazenerakuskite	b a s̻ e n e ɾ a k u s̺ k i t̪ e
bazenerakuskite	b a s̻ e n e ɾ a k u s̺ k i t̪ e
bazenerakuskite	b a s̺ e n e ɾ a k u s̺ k i t̪ e
bazenerakutsa	b a s̻ e n e ɾ a k u t͡s̺ a
bazenerakutsa	b a s̻ e n e ɾ a k u t͡s̺ a
bazenerakutsa	b a s̺ e n e ɾ a k u t͡s̻ a
bazenerakutsate	b a s̻ e n e ɾ a k u t͡s̺ a t̪ e
bazenerakutsate	b a s̻ e n e ɾ a k u t͡s̺ a t̪ e
bazenerakutsate	b a s̺ e n e ɾ a k u t͡s̻ a t̪ e
bazeneritza	b a s̻ e n e ɾ i t͡s̻ a
bazeneritza	b a s̻ e n e ɾ i t͡s̻ a
bazeneritza	b a s̺ e n e ɾ i t͡s̻ a
bazeneritzate	b a s̻ e n e ɾ i t͡s̻ a t̪ e
bazeneritzate	b a s̻ e n e ɾ i t͡s̻ a t̪ e
bazeneritzate	b a s̺ e n e ɾ i t͡s̻ a t̪ e
bazeneritze	b a s̻ e n e ɾ i t͡s̻ e
bazeneritze	b a s̻ e n e ɾ i t͡s̻ e
bazeneritze	b a s̺ e n e ɾ i t͡s̻ e
bazeneritzete	b a s̻ e n e ɾ i t͡s̻ e t̪ e
bazeneritzete	b a s̻ e n e ɾ i t͡s̻ e t̪ e
bazeneritzete	b a s̺ e n e ɾ i t͡s̻ e t̪ e
bazeneritzo	b a s̻ e n e ɾ i t͡s̻ o
bazeneritzo	b a s̻ e n e ɾ i t͡s̻ o
bazeneritzo	b a s̺ e n e ɾ i t͡s̻ o
bazeneritzote	b a s̻ e n e ɾ i t͡s̻ o t̪ e
bazeneritzote	b a s̻ e n e ɾ i t͡s̻ o t̪ e
bazeneritzote	b a s̺ e n e ɾ i t͡s̻ o t̪ e
bazenerizku	b a s̻ e n e ɾ i s̻ k u
bazenerizku	b a s̻ e n e ɾ i s̻ k u
bazenerizku	b a s̺ e n e ɾ i s̺ k u
bazenerizkute	b a s̻ e n e ɾ i s̻ k u t̪ e
bazenerizkute	b a s̻ e n e ɾ i s̻ k u t̪ e
bazenerizkute	b a s̺ e n e ɾ i s̺ k u t̪ e
bazenerizt	b a s̻ e n e ɾ i s̻ t̪
bazenerizt	b a s̻ e n e ɾ i s̻ t̪
bazenerizt	b a s̺ e n e ɾ i s̺ t̪
bazeneriztate	b a s̻ e n e ɾ i s̻ t̪ a t̪ e
bazeneriztate	b a s̻ e n e ɾ i s̻ t̪ a t̪ e
bazeneriztate	b a s̺ e n e ɾ i s̺ t̪ a t̪ e
bazenerizte	b a s̻ e n e ɾ i s̻ t̪ e
bazenerizte	b a s̻ e n e ɾ i s̻ t̪ e
bazenerizte	b a s̺ e n e ɾ i s̺ t̪ e
bazeneriztete	b a s̻ e n e ɾ i s̻ t̪ e t̪ e
bazeneriztete	b a s̻ e n e ɾ i s̻ t̪ e t̪ e
bazeneriztete	b a s̺ e n e ɾ i s̺ t̪ e t̪ e
bazeneuka	b a s̻ e n e u̯ k a
bazeneuka	b a s̻ e n e u̯ k a
bazeneuka	b a s̺ e n e u̯ k a
bazeneukate	b a s̻ e n e u̯ k a t̪ e
bazeneukate	b a s̻ e n e u̯ k a t̪ e
bazeneukate	b a s̺ e n e u̯ k a t̪ e
bazeneuzka	b a s̻ e n e u̯ s̻ k a
bazeneuzka	b a s̻ e n e u̯ s̻ k a
bazeneuzka	b a s̺ e n e u̯ s̺ k a
bazeneuzkate	b a s̻ e n e u̯ s̻ k a t̪ e
bazeneuzkate	b a s̻ e n e u̯ s̻ k a t̪ e
bazeneuzkate	b a s̺ e n e u̯ s̺ k a t̪ e
bazeneza	b a s̻ e n e s̻ a
bazeneza	b a s̻ e n e s̻ a
bazeneza	b a s̺ e n e s̺ a
bazenezagu	b a s̻ e n e s̻ a ɣ̞ u
bazenezagu	b a s̻ e n e s̻ a ɣ̞ u
bazenezagu	b a s̺ e n e s̺ a ɣ̞ u
bazenezagute	b a s̻ e n e s̻ a ɣ̞ u t̪ e
bazenezagute	b a s̻ e n e s̻ a ɣ̞ u t̪ e
bazenezagute	b a s̺ e n e s̺ a ɣ̞ u t̪ e
bazenezaguzki	b a s̻ e n e s̻ a ɣ̞ u s̻ k i
bazenezaguzki	b a s̻ e n e s̻ a ɣ̞ u s̻ k i
bazenezaguzki	b a s̺ e n e s̺ a ɣ̞ u s̺ k i
bazenezaguzkite	b a s̻ e n e s̻ a ɣ̞ u s̻ k i t̪ e
bazenezaguzkite	b a s̻ e n e s̻ a ɣ̞ u s̻ k i t̪ e
bazenezaguzkite	b a s̺ e n e s̺ a ɣ̞ u s̺ k i t̪ e
bazenezate	b a s̻ e n e s̻ a t̪ e
bazenezate	b a s̻ e n e s̻ a t̪ e
bazenezate	b a s̺ e n e s̺ a t̪ e
bazengozkidate	b a s̻ e ŋ ɡ o s̻ k i ð̞ a t̪ e
bazengozkidate	b a s̻ e ŋ ɡ o s̻ k i ð̞ a t̪ e
bazengozkidate	b a s̺ e ŋ ɡ o s̺ k i ð̞ a t̪ e
bazengozkie	b a s̻ e ŋ ɡ o s̻ k i e
bazengozkie	b a s̻ e ŋ ɡ o s̻ k i e
bazengozkie	b a s̺ e ŋ ɡ o s̺ k i e
bazengozkiete	b a s̻ e ŋ ɡ o s̻ k i e t̪ e
bazengozkiete	b a s̻ e ŋ ɡ o s̻ k i e t̪ e
bazengozkiete	b a s̺ e ŋ ɡ o s̺ k i e t̪ e
bazengozkigu	b a s̻ e ŋ ɡ o s̻ k i ɣ̞ u
bazengozkigu	b a s̻ e ŋ ɡ o s̻ k i ɣ̞ u
bazengozkigu	b a s̺ e ŋ ɡ o s̺ k i ɣ̞ u
bazengozkigute	b a s̻ e ŋ ɡ o s̻ k i ɣ̞ u t̪ e
bazengozkigute	b a s̻ e ŋ ɡ o s̻ k i ɣ̞ u t̪ e
bazengozkigute	b a s̺ e ŋ ɡ o s̺ k i ɣ̞ u t̪ e
bazengozkio	b a s̻ e ŋ ɡ o s̻ k i o
bazengozkio	b a s̻ e ŋ ɡ o s̻ k i o
bazengozkio	b a s̺ e ŋ ɡ o s̺ k i o
bazengozkiote	b a s̻ e ŋ ɡ o s̻ k i o t̪ e
bazengozkiote	b a s̻ e ŋ ɡ o s̻ k i o t̪ e
bazengozkiote	b a s̺ e ŋ ɡ o s̺ k i o t̪ e
bazengozkit	b a s̻ e ŋ ɡ o s̻ k i t̪
bazengozkit	b a s̻ e ŋ ɡ o s̻ k i t̪
bazengozkit	b a s̺ e ŋ ɡ o s̺ k i t̪
bazenidate	b a s̻ e n i ð̞ a t̪ e
bazenidate	b a s̻ e n i ð̞ a t̪ e
bazenidate	b a s̺ e n i ð̞ a t̪ e
bazenihardu	b a s̻ e n i h a r ð̞ u
bazenihardu	b a s̻ e n i a r ð̞ u
bazenihardu	b a s̻ e n i a r ð̞ u
bazenihardu	b a s̺ e n i a r ð̞ u
bazeniharduka	b a s̻ e n i h a r ð̞ u k a
bazeniharduka	b a s̻ e n i a r ð̞ u k a
bazeniharduka	b a s̻ e n i a r ð̞ u k a
bazeniharduka	b a s̺ e n i a r ð̞ u k a
bazenihardukate	b a s̻ e n i h a r ð̞ u k a t̪ e
bazenihardukate	b a s̻ e n i a r ð̞ u k a t̪ e
bazenihardukate	b a s̻ e n i a r ð̞ u k a t̪ e
bazenihardukate	b a s̺ e n i a r ð̞ u k a t̪ e
bazenihardute	b a s̻ e n i h a r ð̞ u t̪ e
bazenihardute	b a s̻ e n i a r ð̞ u t̪ e
bazenihardute	b a s̻ e n i a r ð̞ u t̪ e
bazenihardute	b a s̺ e n i a r ð̞ u t̪ e
bazenirau	b a s̻ e n i ɾ a u̯
bazenirau	b a s̻ e n i ɾ a u̯
bazenirau	b a s̺ e n i ɾ a u̯
bazeniraute	b a s̻ e n i ɾ a u̯ t̪ e
bazeniraute	b a s̻ e n i ɾ a u̯ t̪ e
bazeniraute	b a s̺ e n i ɾ a u̯ t̪ e
bazenirudi	b a s̻ e n i ɾ u ð̞ i
bazenirudi	b a s̻ e n i ɾ u ð̞ i
bazenirudi	b a s̺ e n i ɾ u ð̞ i
bazenirudite	b a s̻ e n i ɾ u ð̞ i t̪ e
bazenirudite	b a s̻ e n i ɾ u ð̞ i t̪ e
bazenirudite	b a s̺ e n i ɾ u ð̞ i t̪ e
bazenit	b a s̻ e n i t̪
bazenit	b a s̻ e n i t̪
bazenit	b a s̺ e n i t̪
bazenitu	b a s̻ e n i t̪ u
bazenitu	b a s̻ e n i t̪ u
bazenitu	b a s̺ e n i t̪ u
bazenituzte	b a s̻ e n i t̪ u s̻ t̪ e
bazenituzte	b a s̻ e n i t̪ u s̻ t̪ e
bazenituzte	b a s̺ e n i t̪ u s̺ t̪ e
bazenitza	b a s̻ e n i t͡s̻ a
bazenitza	b a s̻ e n i t͡s̻ a
bazenitza	b a s̺ e n i t͡s̻ a
bazenitzate	b a s̻ e n i t͡s̻ a t̪ e
bazenitzate	b a s̻ e n i t͡s̻ a t̪ e
bazenitzate	b a s̺ e n i t͡s̻ a t̪ e
bazenizkidate	b a s̻ e n i s̻ k i ð̞ a t̪ e
bazenizkidate	b a s̻ e n i s̻ k i ð̞ a t̪ e
bazenizkidate	b a s̺ e n i s̺ k i ð̞ a t̪ e
bazenizkit	b a s̻ e n i s̻ k i t̪
bazenizkit	b a s̻ e n i s̻ k i t̪
bazenizkit	b a s̺ e n i s̺ k i t̪
bazentoz	b a s̻ ẽ n̪ t̪ o s̻
bazentoz	b a s̻ ẽ n̪ t̪ o s̻
bazentoz	b a s̺ ẽ n̪ t̪ o s̺
bazentozkidate	b a s̻ ẽ n̪ t̪ o s̻ k i ð̞ a t̪ e
bazentozkidate	b a s̻ ẽ n̪ t̪ o s̻ k i ð̞ a t̪ e
bazentozkidate	b a s̺ ẽ n̪ t̪ o s̺ k i ð̞ a t̪ e
bazentozkie	b a s̻ ẽ n̪ t̪ o s̻ k i e
bazentozkie	b a s̻ ẽ n̪ t̪ o s̻ k i e
bazentozkie	b a s̺ ẽ n̪ t̪ o s̺ k i e
bazentozkiete	b a s̻ ẽ n̪ t̪ o s̻ k i e t̪ e
bazentozkiete	b a s̻ ẽ n̪ t̪ o s̻ k i e t̪ e
bazentozkiete	b a s̺ ẽ n̪ t̪ o s̺ k i e t̪ e
bazentozkigu	b a s̻ ẽ n̪ t̪ o s̻ k i ɣ̞ u
bazentozkigu	b a s̻ ẽ n̪ t̪ o s̻ k i ɣ̞ u
bazentozkigu	b a s̺ ẽ n̪ t̪ o s̺ k i ɣ̞ u
bazentozkigute	b a s̻ ẽ n̪ t̪ o s̻ k i ɣ̞ u t̪ e
bazentozkigute	b a s̻ ẽ n̪ t̪ o s̻ k i ɣ̞ u t̪ e
