A	a
carikan	t ʃ a r i k a n
carmuk	t͡ʃ a r m u k
cat	t͡ʃ a t
catam	t͡ʃ a t a m
catat	t͡ʃ a t a t
catatan	t͡ʃ a t a t a n
catet	t ʃ a t ə t
catin	t͡ʃ a t i n
catra	t͡ʃ a t r a
catu	t͡ʃ a t u
catuan	t͡ʃ a t u a n
catur	t͡ʃ a t u r
caturwulan	t͡ʃ a t u r w u l a n
cawan	t͡ʃ a w a n
cawapres	t͡ʃ a w a p r ɛ s
cawu	t͡ʃ a w u
ce	t͡ʃ e
cebakan	t͡ʃ ə b a k a n
ceban	t͡ʃ ə b a n
cebok	t͡ʃ e b o k
cebong	t͡ʃ ɛ b ɔ ŋ
cecak	t͡ʃ ə t͡ʃ a ʔ
cecan	t͡ʃ e t͡ʃ a n
cecan	t͡ʃ ə t͡ʃ a n
cecer	t͡ʃ e t͡ʃ ɛ r
cecer	t͡ʃ ə t͡ʃ ə r
cecunguk	t͡ʃ ə t͡ʃ u ŋ u k
cedera	t͡ʃ ə d ə r a
cedilla	t͡ʃ e d ɪ l l a
cegah	t͡ʃ ə ɡ a h
cegeh	t͡ʃ ə ɡ ɛ h
cekakak	t͡ʃ ə k a k a k
cekal	t͡ʃ ə k a l
cekaman	t͡ʃ ə k a m a n
cekelong	c ə k ə l o ŋ
cekot	t͡ʃ e k o t
cekot	t͡ʃ ə k o t
cekung	t͡ʃ ə k u ŋ
cekungan	t͡ʃ ə k u ŋ a n
cekup	t͡ʃ ə k u p
cela	t͡ʃ ə l a
celaan	t͡ʃ ə l a a n
celah	t͡ʃ ə l a h
celaka	t͡ʃ ə l a k a
celana	t͡ʃ ə l a n a
celemek	t͡ʃ ə l ə m ɛ k
celempung	t͡ʃ ə l ə m p u ŋ
celeng	t͡ʃ e l e ŋ
celengan	t͡ʃ e l e ŋ a n
celentang	t͡ʃ ə l ə n t a ŋ
celepuk	t͡ʃ ə l ə p u k
celik	t͡ʃ ə l i ʔ
celokat	t͡ʃ ə l o k a t
celup	t͡ʃ ə l u p
celupkan	t͡ʃ ə l u p k a n
celurit	t͡ʃ ə l u r i t
cemani	t͡ʃ ə m a n i
cemara	t͡ʃ ə m a r a
cembul	t͡ʃ ə m b u l
cemen	t͡ʃ ɛ m ɛ n
cemeti	t͡ʃ ə m ə t i
cempaka	t͡ʃ ə m p a k a
cempana	t͡ʃ ə m p a n a
cempedak	t͡ʃ ə m p ə d a k
cenangga	t͡ʃ ə n a ŋ ɡ a
cenblu	t͡ʃ ɛ n b l u
cendala	t͡ʃ ə n d a l a
cendana	t͡ʃ ə n d a n a
cendawan	t͡ʃ ə n d a w a n
cendekia	t͡ʃ ə n d ə k i a
cendekiawan	t͡ʃ ə n d ə k i a w a n
cendera	t͡ʃ ə n d ə r a
cenderasa	t͡ʃ ə n d ə r a s a
cenderawasih	t͡ʃ ə n d ə r a w a s i h
cenderung	t͡ʃ ə n d ə r u ŋ
cendet	t͡ʃ ə n d ə t
cendikia	t͡ʃ ə n d i k i a
cendikiawan	t͡ʃ ə n d i k i a w a n
cendol	t͡ʃ ɛ n d o l
cengal	t͡ʃ ə ŋ a l
cengbeng	t͡ʃ ɛ ŋ b ɛ ŋ
cengkau	t͡ʃ ə ŋ k a u̯
cengkeram	t͡ʃ ə ŋ k ə r a m
cengkerama	t͡ʃ ə ŋ k ə r a m a
cengkerawak	t͡ʃ ə ŋ k ə r a w a k
cengki	t͡ʃ ə ŋ k i
cengli	t͡ʃ ɛ ŋ l i
cenglu	t͡ʃ ɛ ŋ l u
cengtri	t͡ʃ ɛ ŋ t r i
centang	t ʃ e n t a ŋ
centang	t͡ʃ e n̪ t̪ a ŋ
centang	t͡ʃ ə n t a ŋ
centil	t͡ʃ ə n t i l
cepat	t͡ʃ ə p a t
cepek	t͡ʃ ə p ɛ ʔ
ceper	t͡ʃ ə p ə r
ceracap	t͡ʃ ə r a t͡ʃ a p
cerah	t͡ʃ ə r a h
ceraka	t͡ʃ ə r a k a
cerakin	t͡ʃ ə r a k i n
cerana	t͡ʃ ə r a n a
cerawat	t͡ʃ ə r a w a t
cerbin	t͡ʃ ə r b i n
cerbung	t͡ʃ ə r b u ŋ
cerca	t͡ʃ ə r t͡ʃ a
cerdik	t͡ʃ ə r d i k
cerecet	t͡ʃ ə r e t͡ʃ e t
cerek	t͡ʃ e r e k
cerewet	t͡ʃ ə r e w ɛ t
cergam	t͡ʃ ə r ɡ a m
cergas	t͡ʃ ə r ɡ a s
ceria	t͡ʃ ə r i a
cerita	t͡ʃ ə r i t a
ceritakan	t͡ʃ ə r i t a k a n
cerkan	t͡ʃ ə r k a n
cerlang	t͡ʃ ə r l a ŋ
cermat	t͡ʃ ə r m a t
cermin	t͡ʃ ə r m i n
cerna	t͡ʃ ə r n a
cernaan	t͡ʃ ə r n a ʔ a n
ceroboh	t ʃ ə r o b o h
cerobong	t͡ʃ ə r o b o ŋ
cerpelai	t͡ʃ ə r p ə l a i̯
cerpen	t͡ʃ ə r p e n
ceruk	t͡ʃ ə r u k
cerukan	t͡ʃ ə r u k a n
cerutu	t͡ʃ ə r u t u
cetak	t͡ʃ e t a k
cetakan	t͡ʃ e t a k a n
cetek	t͡ʃ ɛ t ɛ k
cetera	t͡ʃ ə t ə r a
cetiya	t͡ʃ e t i j a
cewek	t͡ʃ e w e ʔ
chindo	t͡ʃ i n d o
ci	t͡ʃ i
cicak	t͡ʃ i t͡ʃ a k
cicit	t͡ʃ i t͡ʃ i t
cie	t͡ʃ i eː
cik	t͡ʃ i ʔ
cikal	t͡ʃ i k a l
cikalang	t͡ʃ i k a l a ŋ
cikar	t͡ʃ i k a r
cikarak	t͡ʃ i k a r a k
ciki	t͡ʃ i k i
cikrak	t͡ʃ i k r a k
cikukua	t͡ʃ i k u k u a
cikungunya	t͡ʃ i k u ŋ u ɲ a
cikuwa	t͡ʃ i k u w a
cili	t͡ʃ i l i
cilik	t͡ʃ i l i k
cincai	t͡ʃ i n t͡ʃ a i̯
cincau	t͡ʃ i n t͡ʃ a u̯
cincin	t͡ʃ i n t͡ʃ i n
cincong	t͡ʃ i ɲ t͡ʃ ɔ ŋ
cincu	t͡ʃ i n t͡ʃ u
cingkrang	t͡ʃ i ŋ k r a ŋ
cinta	t͡ʃ i n t a
cintai	t͡ʃ i n t a i
cintakan	t͡ʃ i n t a k a n
cip	t͡ʃ i p
cipoh	t͡ʃ i p o h
ciri	t͡ʃ i r i
cita	t͡ʃ i t a
cito	t͡ʃ i t o
citra	t͡ʃ i t r a
ciu	t͡ʃ i u
ciu	t͡ʃ i u̯
cium	t͡ʃ i u m
ck	k͡ǀ
ckck	k͡ǀ k͡ǀ
ckck	t ʃ ɛ k a t ʃ ɛ k a
ckckck	k͡ǀ k͡ǀ k͡ǀ
ckckck	t ʃ ɛ k a t ʃ ɛ k a t ʃ ɛ k a
coba	t͡ʃ o b a
cobaan	t͡ʃ o b a a n
cocok	t͡ʃ o t͡ʃ o k
cocok	t͡ʃ o t͡ʃ o ʔ
cocoklogi	t͡ʃ o t͡ʃ o k l o ɡ i
cocoklogi	t͡ʃ o t͡ʃ o ʔ l o ɡ i
cocokologi	t͡ʃ o t͡ʃ o k o l o ɡ i
cogan	t͡ʃ o ɡ a n
cokai	t͡ʃ o k a i̯
cokelat	t͡ʃ ɔ k ə l a t
coker	t͡ʃ o k ə r
coklat	t͡ʃ ɔ k l a t
coli	t͡ʃ o l i
colikiawan	t͡ʃ o l i k i a w a n
colmek	t͡ʃ ɔ l m ɛ k
colmekin	t͡ʃ ɔ l m ɛ k i n
colok	t͡ʃ ɔ l ɔ k
colok	t͡ʃ ɔ l ɔ ʔ
colokan	t͡ʃ ɔ l ɔ k a n
coloki	t͡ʃ ɔ l ɔ k i
colokkan	t͡ʃ ɔ l ɔ k k a n
comblang	t͡ʃ o m b l a ŋ
congkak	t͡ʃ o ŋ k a k
congsam	t͡ʃ o ŋ s a m
contoh	t͡ʃ ɔ n t ɔ h
contohnya	t͡ʃ ɔ n t ɔ h ɲ a
copet	t͡ʃ o p ɛ t
cor	t͡ʃ o r
corak	t͡ʃ o r a k
coret	t͡ʃ o r e t
coro	t͡ʃ o r o
corong	t͡ʃ ɔ r ɔ ŋ
cowok	t͡ʃ o w o ʔ
cowperitis	t͡ʃ o w p e r i t i s
coy	t͡ʃ o j
creambath	k r i m b a t
crot	t͡ʃ r o t
cuaca	t͡ʃ u a t͡ʃ a
cuan	t͡ʃ u̯ a n
cuat	t͡ʃ u a t
cuba	t͡ʃ u b a
cubluk	t͡ʃ u b l u k
cuci	t͡ʃ u t͡ʃ i
cucian	t͡ʃ u t͡ʃ i a n
cucu	t͡ʃ u t͡ʃ u
cucuk	t͡ʃ u t͡ʃ u k
cuek	t͡ʃ u ɛ k
cuek	t͡ʃ u ɛ ʔ
cuitan	t͡ʃ u ɪ t̚ a n
cuka	t͡ʃ u k a
cuki	t͡ʃ u k i
cukimai	t͡ʃ u k i m a i̯
cukin	t͡ʃ u k i n
cukong	t͡ʃ u k o ŋ
cukup	t͡ʃ u k u p
cukur	t͡ʃ u k u r
cula	t͡ʃ u l a
cultuurstelsel	k ʊ l t ʊ r s t ɛ l s ə l
cuma	t͡ʃ u m a
cumbu	t͡ʃ u m b u
cumbuan	t͡ʃ u m b u a n
cumi	t͡ʃ u m i
cungkup	t͡ʃ u ŋ k u p
cunia	t͡ʃ u n i a
cupak	t͡ʃ u p a k
cupang	t͡ʃ u p a ŋ
cupido	t͡ʃ u p i d o
cuping	t͡ʃ u p i ŋ
cuplik	t͡ʃ u p l i k
cuplikan	t͡ʃ u p l i k a n
cupu	t͡ʃ u p u
curah	t͡ʃ u r a h
curang	t͡ʃ u r a ŋ
curanmor	t͡ʃ u r a n m ɔ r
curas	t͡ʃ u r a s
curi	t͡ʃ u r i
curian	t͡ʃ u r i a n
curiga	t͡ʃ u r i ɡ a
cuy	t͡ʃ u j
d	d
d	d e
dacin	d a t͡ʃ i n
dada	d a d a
dadah	d a d a h
dadak	d a d a k
dadap	d a d a p
dadar	d a d a r
dadih	d a d i h
dading	d a d i ŋ
dadu	d a d u
daerah	d a e r a h
daftar	d a f t a r
daftarkan	d a f t a r k a n
dagdigdug	d a ɡ d i ɡ d u ɡ
daging	d a ɡ i ŋ
dagusibu	d a ɡ u s i b u
dahak	d a h a ʔ
dahulu	d a h u l u
daidan	d a i d a n
daidan	d a i̯ d a n
daidanco	d a i d a n t͡ʃ o
daif	d a i f
daikon	d a i k o n
daitia	d a i̯ t i a
dajal	d a d͡ʒ a l
dak	d a k
dak	d a ʔ
daki	d a k i
dakriosistitis	d a k r i o s i s t i t i s
dakriosit	d a k r i o s i t
dakron	d a k r o n
dakrosit	d a k r o s i t
daktilometer	d a k t i l o m e t ə r
daku	d a k u
dakwa	d a ʔ w a
dakwaan	d a ʔ w a a n
dalal	d a l a l
dalam	d a l a m
dalami	d a l a m i
dalamkan	d a l a m k a n
dalang	d a l a ŋ
dalem	d a l ə m
dalil	d a l i l
dalu	d a l u
daluang	d a l u a ŋ
daluwarsa	d a l u w a r s a
dam	d a m
damai	d a m a i̯
daman	d a m a n
damar	d a m a r
damkar	d a m k a r
dampak	d a m p a k
dampar	d a m p a r
damparan	d a m p a r a n
damping	d a m p i ŋ
dan	d a n
dana	d a n a
danau	d a n a u̯
dandanan	d a n d a n a n
dandi	d a n d i
dansa	d a n s a
danta	d a n t a
danu	d a n u
daop	d a o p
dapat	d a p a t
dapatkan	d a p a t k a n
dapet	d a p ə t
dapil	d a p i l
dapur	d a p u r
dapus	d a p u s
darah	d a r a h
daras	d a r a s
darat	d a r a t
daratan	d a r a t a n
dardar	d a r d a r
dargah	d a r ɡ a h
dari	d a r i
daring	d a r i ŋ
daripada	d a r i p a d a
darji	d a r d͡ʒ i
darma	d a r m a
darmawisata	d a r m a w i s a t a
darurat	d a r u r a t
darwis	d a r w i s
dasa	d a s a
dasar	d a s a r
dasatitah	d a s a t i t a h
dasawarsa	d a s a w a r s a
dasbor	d a s b o r
dasi	d a s i
daster	d a s t ə r
dasyi	d a ʃ i
data	d a t a
datang	d a t a ŋ
datangi	d a t a ŋ i
datangin	d a t a ŋ i n
datanglah	d a t a ŋ l a h
datar	d a t a r
dataran	d a t a r a n
dateng	d a t ə ŋ
dato	d a t o
datu	d a t u
datuk	d a t u ʔ
datukanda	d a t u k a n d a
datum	d a t u m
daun	d a u n
daur	d a ʊ r
dawat	d a w a t
dawet	d a w ə t
dawuh	d a w u h
daya	d a j a
dayah	d a j a h
dayung	d a j u ŋ
dayungkan	d a j u ŋ k a n
de	d e
dealer	d i l ə r
deaminasi	d e a m i n a s i
deasidifikasi	d e a s i d i f i k a s i
debak	d ə b a k
debar	d ə b a r
debat	d e b a t
debat	d ə b a t
debridemen	d e b r i d ə m ɛ n
debu	d ə b u
debus	d ə b ʊ s
decak	d ə t͡ʃ a ʔ
dedak	d ə d a k
dederuk	d ə d ə r u k
dedes	d ə d ə s
dedes	d ɛ d ɛ s
deduksi	d e d ʊ k s i
deduktif	d e d ʊ k t ɪ f
deeskalasi	d e e s k a l a s i
defek	d e f ɛ k̚
defekasi	d e f e k a s i
defenisi	d e f e n i s i
defensi	d e f ɛ n s i
defensif	d e f e n s ɪ f
defibrilator	d e f i b r i l a t o r
defile	d e f i l e
definisi	d e f i n i s i
definit	d e f i n i t
definitif	d e f i n i t ɪ f
defisit	d e f i s i t
deflasi	d e f l a s i
defleksi	d e f l ɛ k s i
deforestasi	d e f o r ə s t a s i
deformasi	d e f ɔ r m a s i
degenerasi	d e ɡ e n ə r a s i
degeneratif	d e ɡ e n ə r a t ɪ f
degradasi	d e ɡ r a d a s i
dehegemonisasi	d e h e ɡ e m o n i s a s i
dehidrasi	d e h i d r a s i
dekam	d ə k a m
dekan	d e k a n
dekan	d ə k a n
dekapitasi	d e k a p i t a s i
dekat	d e k a t
dekat	d ə k a t
deker	d ɛ k ə r
dekomposisi	d e k ɔ m p o s i s i
dekondisi	d ə k o n d i s i
dekonstruksi	d e k o n s t r u k s i
dekoratif	d ə k o r a t i f
dekortikasi	d e k o r t i k a s i
dekorum	d e k o r u m
dekrup	d ə k r u p
dekstra	d ɛ k s t r a
dekstrokardia	d ɛ k s t r o k a r d i a
delapan	d ə l a p a n
delegasi	d e l ə ɡ a s i
delegitimasi	d ə l ə ɡ i t i m a s i
delesi	d e l e s i
delima	d ə l i m a
delinkuensi	d e l i n k u ɛ n s i
delirium	d e l i r i ʊ m
delman	d e l m a n
deluang	d ə l u a ŋ
delusional	d e l u s i ɔ n a l
demagogi	d e m a ɡ o ɡ i
demam	d ə m a m
demang	d ə m a ŋ
demarkasi	d e m a r k a s i
demensia	d e m ɛ n s i a
demetilasi	d e m e t i l a s i
demi	d ə m i
demielinasi	d e m i e l i n a s i
demielinisasi	d e m i e l i n i s a s i
demikian	d ə m i k i a n
demikianlah	d ə m i k i a n l a h
demilitarisasi	d e m i l i t a r i s a s i
demineralisasi	d e m i n ə r a l i s a s i
demiseksual	d e m i s ɛ k s u a l
demo	d e m o
demografi	d e m o ɡ r a f i
demografis	d e m o ɡ r a f ɪ s
demokratisasi	d e m o k r a t i s a s i
demonetisasi	d e m o n e t i s a s i
demonstran	d e m o n s t r a n
demosi	d e m o s i
demung	d ə m u ŋ
denah	d e n a h
denaturasi	d e n a t u r a s i
denda	d ə n d a
dendang	d ə n d a ŋ
dendeng	d e n d ɛ ŋ
denervasi	d e n ə r v a s i
dengan	d ə ŋ a n
dengar	d ə ŋ a r
dengaran	d ə ŋ a r a n
dengari	d ə ŋ a r i
dengarkan	d ə ŋ a r k a n
denger	d ə ŋ ə r
dengerin	d ə ŋ ə r ɪ n
dengkul	d ə ŋ k u l
dengkur	d ə ŋ k u r
dengung	d ə ŋ u ŋ
denitrifikasi	d e n i t r i f i k a s i
densitas	d ɛ n s i t a s
densometer	d ɛ n s o m e t ə r
densus	d ɛ n s u s
dentasol	d ɛ n t a s o l
dentikel	d ɛ n t i k ɛ l
dentinogenesis	d ɛ n t i n o ɡ e n e s i s
denyut	d ə ɲ u t
deodoran	d e o d o r a n
deoksikolat	d e o k s i k o l a t
depan	d ə p a n
departementalisasi	d ə p a r t ə m ɛ n t a l i s a s i
dependen	d e p ɛ n d ə n
dephub	d ə p h u b
depilasi	d e p i l a s i
deplesi	d e p l e s i
depok	d e p ɔ k
depolitisasi	d ə p o l i t i s a s i
deponering	d ə p o n e r i ŋ
deponir	d ɛ p o n i r
deportasi	d e p o r t a s i
deporti	d ə p o r t i
depot	d e p ɔ t
depresan	d e p r ɛ s a n
depresi	d e p r e s i
depresiasi	d e p r e s i a s i
deprivasi	d ɛ p r i v a s i
deputasi	d e p u t a s i
deputi	d e p u t i
deraan	d ə r a a n
deragem	d ə r a ɡ ə m
derau	d ə r a u̯
derek	d ə r ɛ k
derek	d ɛ r ɛ k
deret	d ɛ r ɛ t
derita	d ə r i t a
derji	d ə r d͡ʒ i
dermabrasi	d ɛ r m a b r a s i
dermadara	d ə r m a d a r a
dermatitis	d ɛ r m a t i t i s
dermatofitosis	d ɛ r m a t o f i t o s i s
dermatom	d ɛ r m a t o m
dermoskopi	d ɛ r m o s k o p i
desa	d ɛ s a
desainer	d e s a i n ə r
desak	d e s a k
desak	d ə s a k
desalinasi	d e s a l i n a s i
deselerasi	d e s ɛ l ə r a s i
desensitisasi	d e s ɛ n s i t i s a s i
desentralisasi	d e s ɛ n t r a l i s a s i
desepsi	d e s ɛ p s i
deserebrasi	d e s e r ɛ b r a s i
desiderata	d e s i d e r a t a
desidua	d e s i d u a
desiduitis	d e s i d u i t i s
desil	d e s i l
desinfeksi	d ɛ s i n f ɛ k s i
desistor	d e s ɪ s t ɔ r
deskriptif	d ɛ s k r i p t i f
desmoplasia	d ɛ s m o p l a s i a
desmosom	d ɛ s m o s o m
desmosomal	d ɛ s m o s o m a l
desorientasi	d ə s o r i ə n t a s i
destruksi	d e s t r u k s i
destruksikan	d e s t r u k s i k a n
destruktif	d ɛ s t r u k t i f
destruktor	d e s t r u k t o r
destruktor	d ɛ s t̪ r ʊ k̚ t̪ ɔ r
detail	d i t ɛ l
detail	d ə t a ɪ l
detasering	d e t a s e r i ŋ
detektif	d e t e k t i f
deteni	d ə t e n i
determinan	d e t ɛ r m i n a n
determinasi	d e t ɛ r m i n a s i
determinatif	d e t ɛ r m i n a t i f
determinisme	d e t ɛ r m ɪ n ɪ s m ə
detik	d ə t i k
detik	d ə t i ʔ
detoksifikasi	d e t ɔ k̚ s i f i k a s i
detonator	d e t o n a t ɔ r
detritus	d e t r i t u s
detrusor	d e t r u s o r
deuteranopia	d ə u t ə r a n o p i a
devaskularisasi	d e v a s k u l a r i s a s i
developmentalisme	d e v ə l o p m ə n t a l i s m ə
deviasi	d e v i a s i
devisa	d e v i s a
devolusi	d e v o l u s i
devosi	d e v o s i
dewa	d e w a
dewala	d e w a l a
dewan	d ɛ w a n
dewana	d e w a n a
dewangga	d e w a ŋ ɡ a
dewata	d e w a t a
dewi	d e w i
di	d i
dia	d i a
diabaikan	d i a b a i̯ k a n
diabetes	d i a b e t ə s
diabolisi	d i a b o l i s i
diabolisikan	d i a b o l i s i k a n
diabsorpsi	d i a b s ɔ r p s i
diadaptasi	d i a d a p t a s i
diadaptasikan	d i a d a p t a s i k a n
diaforetik	d i a f o r e t i k
diafragma	d i a f r a ɡ m a
diagih	d i a ɡ i h
diagnosis	d i a ɡ n o s i s
diagram	d i a ɡ r a m
diajak	d i a d͡ʒ a ʔ
diakalkan	d i a k a l k a n
diaken	d i a k ə n
diakon	d i a k o n
diakonat	d i a k o n a t
diakonia	d i a k o n i a
diakritik	d i a k r i t i k
dialas	d i a l a s
dialek	d i a l ɛ k̚
dialektik	d i a l ɛ k t i k
dialektika	d i a l ɛ k t i k a
dialektis	d i a l ɛ k t i s
dialisis	d i a l i s i s
diam	d i a m
diamati	d i a m a t i
diambil	d i a m b i l
diamortisasi	d i a m ɔ r t i s a s i
diampelas	d i a m p l a s
diampelas	d i a m p ə l a s
diampelasi	d i a m p l a s i
diampelasi	d i a m p ə l a s i
diandalkan	d i a n d a l k a n
dianehkan	d i a n e h k a n
dianggap	d i a ŋ ɡ a p
diangkat	d i a ŋ k a t
dianjung	d i a n d͡ʒ u ŋ
diantar	d i a n t a r
diapedesis	d i a p e d e s i s
diapositif	d i a p o s i t i f
diari	d i a r i
diartiin	d i a r t i ʔ ɪ n
diartikan	d i a r t i k a n
diasap	d i a s a p
diasapi	d i a s a p i
diaskhisis	d i a s x i s i s
diaspora	d i a s p o r a
diastole	d i a s t o l e
diatermi	d i a t ɛ r m i
diatur	d i a t u r
diaturkan	d i a t u r k a n
diawaskan	d i a w a s k a n
dibaca	d i b a t͡ʃ a
dibacai	d i b a t͡ʃ a i
dibacain	d i b a t͡ʃ a i n
dibacain	d i b a t͡ʃ a ʔ i n
dibacakan	d i b a t͡ʃ a k a n
dibagi	d i b a ɡ i
dibagikan	d i b a ɡ i k a n
dibagusin	d i b a ɡ u s i n
dibaguskan	d i b a ɡ u s k a n
dibahas	d i b a h a s
dibalap	d i b a l a p
dibalapkan	d i b a l a p k a n
dibantah	d i b a n t a h
dibanting	d i b a n t i ŋ
dibantingkan	d i b a n t i ŋ k a n
dibaringkan	d i b a r i ŋ k a n
dibasahi	d i b a s a h i
dibasuh	d i b a s u h
dibatik	d i b a t i ʔ
dibawa	d i b a w a
dibedakan	d i b e d a k a n
dibelanja	d i b ə l a n d͡ʒ a
dibelanjai	d i b ə l a ɲ d͡ʒ a i̯
dibelenggu	d i b ə l ə ŋ ɡ u
dibeli	d i b ə l i
dibenahi	d i b ə n a h i
dibentangkan	d i b ə n t a ŋ k a n
dibentuk	d i b ə n t u k
dibereskan	d i b ɛ r ɛ s k a n
diberhasilkan	d i b ə r h a s i l k a n
diberhentikan	d i b ə r h ə n t i k a n
diberi	d i b ə r i
diberikan	d i b ə r i k a n
diberitahu	d i b ə r i t a h u
diberitahu	d i b ə r i t a u
diberitahukan	d i b ə r i t a h u k a n
diberitahukan	d i b ə r i t a u k a n
diberkahi	d i b ə r k a h i
dibersihkan	d i b ə r s i h k a n
dibertahukan	d i b ə r t a h u k a n
dibertahukan	d i b ə r t a k a n
dibesarin	d i b ə s a r i n
dibeton	d i b ə t o n
dibiasakan	d i b i a s a k a n
dibilang	d i b i l a ŋ
dibobok	d i b o b o k
dibobok	d i b o b o ʔ
diboikot	d i b ɔ i̯ k ɔ t̚
diborgol	d i b ɔ r ɡ ɔ l
dibuai	d i b u a i̯
dibuang	d i b u a ŋ
dibuangin	d i b u a ŋ ɪ n
dibuangkan	d i b u a ŋ k a n
dibuat	d i b u a t
dibuatkan	d i b u a t k a n
dibubuh	d i b u b ʊ h
dibubuhkan	d i b u b u h k a n
dibujuk	d i b u d͡ʒ ʊ ʔ
dibujuki	d i b u d͡ʒ u k i
dibukai	d i b u k a i̯
dibukain	d i b u k a ɪ n
dibukakan	d i b u k a k a n
dibunuh	d i b u n u h
dicabik	d i t͡ʃ a b i k
dicabik	d i t͡ʃ a b i ʔ
dicabut	d i t͡ʃ a b u t
dicacap	d i t͡ʃ a t͡ʃ a p
dicaci	d i t͡ʃ a t͡ʃ i
dicakup	d i t͡ʃ a k u p
dicambuk	d i t͡ʃ a m b u k
dicampur	d i t͡ʃ a m p ʊ r
dicampurkan	d i t͡ʃ a m p ʊ r k a n
dicangkok	d i t͡ʃ a ŋ k o k
dicangkok	d i t͡ʃ a ŋ k o ʔ
dicangkuk	d i t͡ʃ a ŋ k u k
dicangkuk	d i t͡ʃ a ŋ k u ʔ
dicapai	d i t͡ʃ a p a i̯
dicariin	d i t ʃ a r i ʔ i n
dicatat	d i t͡ʃ a t a t
dicelupkan	d i t͡ʃ ə l u p k a n
dicemeti	d i t͡ʃ ə m ə t i
diceritakan	d i t͡ʃ ə r i t a k a n
dicetak	d i t͡ʃ e t a k
dicinta	d i t͡ʃ i n t a
dicintai	d i t͡ʃ i n t a i
dicintakan	d i t͡ʃ i n t a k a n
dicita	d i t͡ʃ i t a
dicocok	d i t͡ʃ o t͡ʃ o k
dicoret	d i t͡ʃ o r ə t
dicuci	d i t͡ʃ u t͡ʃ i
dicukur	d i t͡ʃ u k ʊ r
dicuri	d i t͡ʃ u r i
didaftar	d i d a f t a r
didaftarkan	d i d a f t a r k a n
didalami	d i d a l a m i
didalangi	d i d a l a ŋ i
didapat	d i d a p a t
didapatkan	d i d a p a t k a n
didatangi	d i d a t a ŋ i
didatangin	d i d a t a ŋ i n
didatengin	d i d a t ə ŋ i n
didayung	d i d a j u ŋ
didekonstruksi	d i d e k o n s t r u k s i
didengar	d i d ə ŋ a r
didengari	d i d ə ŋ a r i
didengarkan	d i d ə ŋ a r k a n
didengerin	d i d ə ŋ ə r ɪ n
dideru	d i d ə r u
didesak	d i d ə s a k
didestruksikan	d i d e s t r u k s i k a n
didik	d i d i k
didik	d i d i ʔ
didiskusikan	d i d i s k u s i k a n
didomestikasi	d i d ɔ m ɛ s t i k a s i
didominasi	d i d o m i n a s i
diduga	d i d u ɡ a
didukung	d i d u k u ŋ
diedarkan	d i e d a r k a n
dieksploitasi	d i ɛ k s p l o i̯ t a s i
dieksploitasikan	d i ɛ k s p l o i̯ t a s i k a n
diempas	d i ə m p a s
diempaskan	d i ə m p a s k a n
diertikan	d i ə r t i k a n
diesel	d i ə s ə l
diet	d i e t
difabel	d i f a b ə l
difahamkan	d i f a h a m k a n
difalia	d i f a l i a
diferensial	d i f e r ɛ n s i a l
diferensiasi	d i f e r e n s i a s i
difikir	d i f i k i r
difitnah	d i f i t n a h
difoto	d i f o t o
difraksi	d i f r a k s i
difus	d i f u s
difuser	d i f u s ə r
difusi	d i f u s i
digagai	d i ɡ a ɡ a i̯
digali	d i ɡ a l i
diganda	d i ɡ a n d a
diganggang	d i ɡ a ŋ ɡ a ŋ
digari	d i ɡ a r i
digaruk	d i ɡ a r u k
digayuh	d i ɡ a j ʊ h
digayuhkan	d i ɡ a j ʊ h k a n
digdaya	d i ɡ d a j a
digenang	d i ɡ ə n a ŋ
digenggam	d i ɡ ə ŋ ɡ a m
digenosida	d i ɡ e n o s i d a
digerecok	d i ɡ ə r ə t͡ʃ o k
digerendeng	d i ɡ ə r ə n d ə ŋ
digesti	d i ɡ ɛ s t i
digestif	d i ɡ ɛ s t i f
digicam	d i d͡ʒ i k a m
digigit	d i ɡ i ɡ i t
digital	d i d͡ʒ i t a l
digital	d i ɡ i t a l
digitalis	d i ɡ i t a l i s
digitalisasi	d i ɡ i t a l i s a s i
digodam	d i ɡ o d a m
digugupkan	d i ɡ u ɡ ʊ p k a n
digunakan	d i ɡ u n a k a n
digunduli	d i ɡ ʊ n d u l i
digundulkan	d i ɡ ʊ n d ʊ l k a n
dihadap	d i h a d a p
dihadirkan	d i h a d i r k a n
dihafal	d i h a f a l
dihafalkan	d i h a f a l k a n
dihajar	d i h a d͡ʒ a r
dihamili	d i h a m i l i
dihamilin	d i h a m i l i n
dihamilkan	d i h a m i l k a n
dihancurkan	d i h a n t͡ʃ u r k a n
dihantar	d i h a n t a r
dihantarkan	d i h a n t a r k a n
dihargai	d i h a r ɡ a i
dihasilkan	d i h a s i l k a n
dihela	d i h ə l a
dihendaki	d i h ə n d a k i
dihentikan	d i h ə n t i k a n
dihiasi	d i h i a s i
dihitamkan	d i h i t a m k a n
dihitung	d i h i t u ŋ
diibliskan	d i ʔ i b l ɪ s k a n
diilai	d i i l a i̯
diimak	d i i m a k
diinai	d i i n a i̯
diinaikan	d i i n a i k a n
diindonesiakan	d i i n d o n e s i a k a n
diingini	d i i ŋ i n i
diingini	d i ʔ i ŋ i n i
diinginkan	d i i ŋ i n k a n
diinginkan	d i ʔ i ŋ i n k a n
