A	a
drosje	d r o ʂ e
drott	d r u tː
drott	d r o tː
drotten	² d r u tː ə n
drotten	² d r o tː ə n
drottning	² d r u t n ɪ ŋ ɡ
drottning	² d r u t n ɪ ŋ
Druggu	² d r ʉ ɡː ʉ
drukna	² d r ʊ k n a
dryle	² d r yː l e
drypa	² d r yː p ɑ
dræker	d r eː k ə r
Drøbak	¹ d r øː b a kː
Drøbak	¹ d r ø b a kː
drøfta	d r ø f t a
drøypa	² d r œ ʏː p a
du	d ʉː
due	² d ʉː ə
duga	d ʉː ɡ a
duggul	² d ʉ ɡː ʉ ɽ
dugul	² d ʉː ɡ ʉ ɽ
dugul	² d ʉ ɡ ɡ ʉ ɽ
dugurd	² d ʉː ɡ ʉ r
dugurd	² d ʉ ɡ ɡ ʉ r
dugurd	² d ʉː ɡ ʉ ɽ
dugurd	² d ʉ ɡ ɡ ʉ ɽ
dukka	² d ʊ kː ɑ
duld	d ʉ l d
dum	d u mː
dumbe	² d ʊ m b ə
dumming	d u m m i ŋ
dumpsterdiving	d œ m p s t e ɖ a ɪ̯ v ɪ ŋ
dunge	² d ʊ n j ə
dunge	² d ʊ ŋː ə
dunk	d ʊ ŋ k
Dvalen	² d v aː l ə n
DVD	d eː ʋ ə d eː
dvelja	² d ʋ ɛ l j ɑ
dverg	d v ɛ r ɡ
dverg	d v æ r ɡ
dverg	d v ɛ r j
dverg	d v æ r j
dverg	t v æ r j
dvergplanet	d ʋ ɛ r ɡ p l aː n eː t
dvergspissmus	² d ʋ æ r ɡː s p ɪ s m ʉ s
dyffel	d ʏ fː ɛ l
dykk	d ʏ kː
dyne	² d ʏː n ə
dynja	d ʏ n j ɑ
dyr	d ʏː r
dysleksi	d y s l e k s iː
dyster	¹ d ʏ s t ə r
død	d øː d
død	d øː
døger	d øː ɡ ə r
døgn	d ø ɡ n
døkk	d œ kː
dølja	² d œ l j ɑ
døma	² d œː m ɑ
døme	² d øː m ə
dør	d øː r
dør	d øː ɾ
døy	d œ ʏ̯ː
døyande	d ø y a n d ə
døyda	d œ ʏ a
då	d oː
dådyr	d oː d yː r
dåen	² d ɔː ə n
Dåen	² d ɔː ə n
dåhjort	d oː j ʊ ʈ
dåhjort	d oː j ʊ ʁ t
dåhjort	d oː j ʊ ʂ t
dåp	d oː p
dår	d oː r
dårleg	d oː ɭ e ɡ
dårleg	d oː ɭ e
dårskap	d oː ʁ s k ɑː p
dårskap	d oː ʂ k ɑː p
dått	d ɔ tː
e	eː
e	e
e	ɛ
e	ə
e	æ
edderkopp	¹ ɛ dː ə r k o pː
Edgar	¹ ɛ dː ɡ aː r
Edgar	¹ ɛ dː ɡ a r
eg	ɛː ɡ
eg	ɛː
eg	eː ɡ
eg	eː
eg	eː ɡ
eg	eː
eg	ɛː ɡ
eg	ɛː
eg	æː ɡ
eg	æː
eg	iː
eg	iː
eg	iː
eg	iː
eg	e iː ɡ
eg	e iː
eg	ɛː ɪ
eg	ɪ ɛ ɡ
egg	e ɡː
egg	ɛ ɡː
Eid	ɛ ɪː d
Eid	ɛ ɪː
eid	ɛ ɪː d
eid	ɛ ɪː
eid	ɛ ɪː d
eid	ɛ ɪː
Eidfjord	a̝ ɪː f j uː r
Eidsborg	ɛ ɪ d s b o r ɡ
Eidsborg	ɛ sː p o r
eigen	² ɛ ɪː ʝ ə n
eigen	² ɛ ɪː ə n
eigen	² ɛ ɪː ɡ ə n
eigentleg	ɛ ɪː ɡ ə n t l ɛ
eigentleg	ɛ ɪː ə n t l ɛ
eik	ɛ ɪː k
eika	ɛ ɪː ç a
eika	ɛ ɪː k a
eika	² æ ɪ k ɑ
Eikenskjalde	² ɛ ɪː ç ə n ʃ a l d ə
Eikenskjalde	² ɛ ɪː ç ə n ʃ a l ə
Eikenskjalde	² ɛ ɪː ç ə n s ç a l d ə
Eikenskjalde	² ɛ ɪː ç ə n s ç a l ə
Eikeren	² ɛ ɪː k e r ə n
Eikeren	² ɛ ɪː k e r n
Eiliv	² ɛ ɪː l ɪ v
Eiliv	² ɛ ɪː l ɪ f
eim	ɛ ɪː m
eimyrje	² ɛ ɪː m ʏ r j ə
ein	ɛ ɪː n
einannan	ɛ i n a nː a n
Einar	² ɛ ɪː n a r
Einar	² ɛ ɪː n a
einaste	² ɛ ɪː n a s t ə
Eindride	² ɛ ɪː n d r ɪː ə
Eindride	² ɛ ɪ n d r ɪː ə
Eindride	² ɛ ɪː n d r ə
Eindride	² ɛ ɪ n d r ə
eine	² ɛ ɪː n ə
eineståande	ɛ iː n ə s t ɒ a n d ə
einføtt	² ɛ ɪː n f œ tː
eingong	ɛ iː n ɡ ɔ ŋ ɡ
eingong	ɛ iː n ɡ ɔ ŋ
eingong	ɛ i n ɡ ɔ ŋ ɡ
eingong	ɛ i n ɡ ɔ ŋ
einherje	² ɛ ɪ n h ɛ r j e
einherje	² ɛ ɪ n ɛ r j e
einhyrning	² ɛ ɪː n h ʏ r n ɪ ŋ
einig	² ɛ ɪː n ɪ ɡ
einig	² ɛ ɪː n ɪ
einsam	² ɛ ɪː n s a m
einskap	ɛ iː n s k aː p
einslestes	² ɛ ɪ n s l e s t ə s
einslestes	² ɛ ɪ s l e s t ə s
einstøing	² ɛ ɪː n s t øː ɪ ŋ
eiste	² ɛ ɪ s t ə
eiste	² ɛ ɪː s t ə
eit	ɛ ɪː t
eit	ɛ ɪ t
eiter	ɛ ɪː t ə r
eiteret	æ ɪ̯ t ə r ə
eitra	ɛ ɪː t r a
eitra	ɛ ɪ t r a
eitret	ɛ ɪː t r ə
eitret	ɛ ɪ t r ə
eitri	ɛ ɪː t r ɪ
eitri	ɛ ɪ t r ɪ
eitt	ɛ ɪ tː
Eivind	² ɛ ɪː v ɪ n d
Eivind	² ɛ ɪː v ɪ n
ekorn	ɛ kː ʊ ɳ
eksplodera	ɛ k s p l uː d eː r a
ekstra	e k s t r a
ekstra	æ kː s t r a
ekstrem	ɛ k s t r eː m
ekstremist	ɛ k s t r e m i s t
ekstremt	ɛ k s t r eː m t
ekte	ɛ k t e
ekte	æ k t e
ekteskap	² ɛ k t ə s k ɑː p
el	eː l
elbil	ɛ l b iː l
eld	ɛ l d
eld	ɛ lː
eldføre	ɛ ʎː f ɛː r
elev	ɛ l eː ʋ
elg	ɛ l ɡ
elg	ɛ ɽ ɡ
elg	ɛ ɽ j
elgen	ɛ l j ə n
elgen	ɛ ɽ j ə n
elgen	ɛ l ɡ ə n
elgen	ɛ ɽ ɡ ə n
elgen	² ɛ l j ə n
elgen	² ɛ l ɡ ə n
elgskilt	ɛ l ɡ ʃ i l t
elgskilt	æ ɽ ʃ i ʎ̥ c
eller	ɛ lː ə ɾ
elles	ɛ lː ə s
Elton	¹ ɛ l t u n
Elton	¹ ɛ l t o n
elv	ɛ l ʋ
elv	æ l ʋ
Elverum	æ l ʋ r u m
Elverum	ɛ l ʋ ɛ r ʉ m
Embla	ɛ m b l a
Embla	² ɛ m b l a
Embla	² ɛ m l a
Embla	² ɛ m ɽ a
ende	² ɛ n d ə
endeleg	² ɛ n d ɛ l ɛ
endeleg	² ɛ n d l ɛ
endå	² ɛ n d ɔ
endåtil	² ɛ n d ɔ t ɪ lː
eng	ɛ ŋː
England	ɛ ŋ l ɑ n
England	ɛ ŋ l ɑ n d
engsteleg	ɛ ŋ s t ə l eː ɡ
engsteleg	ɛ ŋ s t ə l eː
engsteleg	ɛ ŋ s t ə l ɛ ɡ
engsteleg	ɛ ŋ s t ə l ɛ
enkel	ɛ ŋ k ɛ l
enkel	æ ŋ k ɛ l
enn	ɛ nː
enn	æ n
enno	² ɛ nː ʊ
enorm	eː n ɔ r m
enormt	eː n ɔ r m t
enquête	ɑ ŋ k eː t
enquête	ɛ ŋ k eː t
enten	æ n t n̩
enten	ɛ ɲ t n̩
eple	² ɛ p l ə
eplepai	e p l e p a j
er	æː r
er	æː
er	eː r
er	eː
erfaring	ɛ r f aː r i ŋ ɡ
erklæring	e r k l æː r i ŋ
erle	æː ɭ e
erobra	eː r uː b r a
erobringskrig	e ɾ ùː b ɾ i ŋ s k ɾ iː ɡ
ert	æ ʈː
ertene	æ ʈ ʈ ə n ə
ertene	æ ʈ n̩ ə
ertene	ɛ r t ə n ə
erter	ɛ r t ə r
erter	æ ʈ ʈ ə r
ertra	æ ʈ r ɑ
ertra	ɛ r t r ɑ
espe	² ɛ s p ə
eta	² eː t ɑ
etande	² eː t a n d ə
etande	² eː t a n ə
etikk	ɛ t ɪ kː
etter	² ɛ tː ɛ ɾ
etter	ɛ tː ə
ettermann	² ɛ tː ɛ r m ɑ nː
etterpå	² ɛ tː ɛ r p oː
eventuell	² ɛ ʋ ɛ n t ʉ ɛ lː
evig	² eː ʋ ɪ
evne	² ɛ v n ə
fa	f ɑː
fable	f ɑː b l ə
fader	² f aː e r
fader	² f aː d e r
faderen	² f aː e r e n
faderen	² f aː r e n
faderen	² f aː d e r e n
fagidiot	f aː ɡ i d i uː t
fakta	f ɑ k t ɑ
fakta	² f ɑ k t ɑ
faktisk	f a k t i s k
falkeblikk	f a l k ə b l i k
falkjen	f ɑ l ç ə n
fall	f ɑ lː
fallskjermhopping	f a l ʂ e r m h o p p i ŋ
fan	f æ n
fange	² f ɑ ŋː ə
fant	f a n t
fant	f a ɲ c
fanteri	f a n t e r i
far	f ɑː r
farar	f ɑː r ɑː r
fardaug	² f ɑː ɽ œ ʉ ɡ
fardug	² f ɑː r ʉ ɡ
fardug	² f ɑː ɽ ʉ ɡ
fardug	² f ɑː ɽ u
faren	² f ɑː r n̩
faren	f ɑː r n̩
faren	² f ɑː r n̩
farge	² f ɑ r ɡ ə
farleg	² f ɑː ɭ ɛ ɡ
farleg	² f ɑː ɭ ɛ
farleg	² f ɑː ʁ l ɛ ɡ
farleg	² f ɑː ʁ l ɛ
farris	² f a rː ɪ s
farris	¹ f a rː ɪ s
Farris	² f a rː ɪ s
farsken	f a ʂ k e n
fasan	f a s aː n
fasinera	f a s iː n eː r a
fasinerande	f a s iː n eː r a n ə
fat	f ɑː t
fata	² f ɑː t ɑ
fata	f ɑː t ɑ
Fedje	f ɛ ɪː ə
fege	² f ɛ ɪː ə
fege	² f ɛː ʝ ə
fegge	² f ɛ ɡː ə
feil	f ɛ ɪː l
feira	² f ɛ ɪː r a
feita	f ɛ ɪː t a
feita	² f ɛ ɪː t a
feita	² f ɛ ɪː t a
fele	f eː l e
fellah	f ɛ l l ɑ
felle	² f ɛ lː ə
femling	f ɛ m l i ŋ ɡ
femtan	f ɛ m t a n
femtan	f ɛ m t a
femten	f ɛ m t n̩
fennek	f e n n e k
fenner	f ɛ n n ə r
ferd	f æː r
ferd	f æː ɽ
ferdamål	f ɛ r d a m ɒː l
ferdast	² f æː r ɑ s t
ferdaug	² f ɛː r æ ʉ̯ ɡ
ferdaug	² f ɛː r æ ʉ̯
ferdaug	² f æː r æ ʉ̯ ɡ
ferdaug	² f æː r æ ʉ̯
ferdaug	² f æː ɽ æ ʉ̯ ɡ
ferdaug	² f æː ɽ æ ʉ̯
ferdaug	² f æː ɽ œ ʊ̯
ferdig	² f ɛː r i ɡ
ferdig	² f ɛː r i
ferdig	² f ɛː ɽ i ɡ
ferdig	² f ɛː ɽ i
ferdig	² f ɛ r d i ɡ
ferdig	² f ɛ r d i
ferdig	f æ ɖː i
ferdug	² f ɛː r u ɡ
ferdug	² f ɛː r u
ferdug	² f æː ɽ u ɡ
ferdug	² f æː ɽ u
ferdug	² f ɛː r ʉ ɡ
ferdug	² f ɛː r ʉ
ferdug	² f æː ɽ ʉ ɡ
ferdug	² f æː ɽ ʉ
ferdug	f æː ɭ o ɡ
ferie	f eː r j ə
ferje	² f ɛ r j ə
ferske	f e ʃ k e
ferske	f e ʁ s k e
ferske	f e ʃ k
fester	¹ f ɛ s t ə r
festning	² f ɛ s t n ɪ ŋ
fiendtleg	² f iː ɛ n t l ɛ ɡ
fiendtleg	² f iː ɛ n t l ɛ
fil	f iː l
fil	f iː l
fil	f iː l
filar	² f iː l ɑ r
filar	² f iː l ɑ
filen	² f iː l ə n
filen	² f iː l n̩
filen	² f iː ɳ̩
filen	f iː l ə n
filen	f iː l n̩
filen	f iː ɳ̩
filleonkel	f i lː ə u ŋ k ə l
fillerista	f ɪ l ə r i s t a
filletante	f i lː ə t a n t ə
fimbulvetter	² f ɪ m b ʊ l v ɛ t r̩
fimbulvetter	² f ɪ m ʊ l v ɛ t r̩
fimbulvetter	² f ɪ m b ʊ l v ɛ t ə r
fimbulvetter	² f ɪ m ʊ l v ɛ t ə r
fin	f iː n
fina	² f iː n ɑ
fingre	² f ɪ ŋ r ə
finn	f i nː
finn	f i ɲː
finna	² f ɪ nː ɑ
finna	f i ɲː
finnast	² f ɪ nː ɑ s t
finnball	f i nː b a lː
finnball	f i ɲː b a ʎː
Finnmark	² f ɪ nː m ɑ r k
finst	f i ɲː s t
fire	f iː ɾ ə
firling	f iː r l i ŋ ɡ
fisi	² f iː s ɪ
Fitjar	² f i çː a r
Fitjar	² f i t j a r
fivel	² f iː ʋ ə l
fivreld	² f ɪ ʋ r ɛ l
fjedl	f j ɛ d l
fjell	f j ɛ lː
fjell	f j ɛ d l
fjell	f j æ ʎː
fjell	f j ø dː
fjellrev	² f j ɛ l r eː v
fjerna	f j ɛ r n a
fjernkontroll	f j æ ɳ k ʊ n t r ɔ lː
fjernsyn	f j æ ɳ s yː n
fjona	² f j uː n ɑ
fjona	f j uː n ɑ
fjonet	f j uː n ə
fjonet	² f j uː n ə t
fjord	f j uː r
fjord	f j uː ɽ
fjortan	² f j u r t a n
fjortan	² f j u r t a
fjortan	² f j uː r t a n
fjortan	² f j uː r t a
fjorten	f j u ʈ n̩
fjortå	f j u ʃ t oː
fjorår	f j uː r ɒː r
fjorårsgras	f j uː r ɒː ʂ ɡ r ɑː s
fjota	f j uː t a
fjære	f j æː r e
fjøder	f j œː ə r
fjøder	f j œː r
fjøl	f j œː l
fjøl	f j œː ɽ
fjør	f j œː r
fjøs	f j øː s
flagg	f l a ɡ
flaksa	² f l ɑ k s ɑ
flaske	² f l a s k ə
Flatdal	² f l a dː aː l
flaum	f l œ ʊː m
flaum	f ɽ œ ʊː m
flege	² f l eː ɡ ə
flege	² f ɽ eː ɡ ə
fleinsopp	² f l ɛ ɪː n s ɔ pː
fleire	¹ f l ɛ ɪː r ə
fleire	² f l ɛ ɪː r ə
fleirtal	f l æ ɪ r t ɑː l
flekk	f l ɛ kː
fles	f l eː s
fli	f l iː
fljuga	² f l j ʉː ɡ a
fljuga	² f l ʉː ɡ a
fljuga	² f ɽ j ʉː ɡ a
fljuga	² f ɽ ʉː ɡ a
flo	f l uː
flokete	² f l uː k ɛ t ə
Florida	f l o rː i d a
Florida	f l u ʁ i d a
flote	f l oː t ə
flote	f l o t ə
flote	f ɽ oː t ə
flote	f ɽ o t ə
flu	f l ʉː
flua	² f l ʉː ɑ
flua	f l ʉː ɑ
fluar	² f l ʉː ɑ r
fluar	² f l ʉː ɑ
flue	² f l ʉː ə
flugu	² f ɽ ʉˑ ɡ ʉ
flui	f l ʉː ɪ
fly	f l yː
flyga	² f l yː ɡ ɑ
flykta	f l y k t a
flyktning	f l y k t n i ŋ ɡ
fløyte	² f l œ ʏ t ə
flå	f l oː
flå	f ɽ oː
flått	f l o t
fniset	² f n iː s ə t
fniset	f n iː s ə
Fogn	¹ f ɔː ɡ ə n
Fogn	¹ f ɔ ɡ ə n
foillsjuk	f u ʎː ʃ ʉː k
fokk	f ɔ kː
folk	f ɔ l k
folk	f ɔ ɽ k
folka	f ɔ l ç ɑ
folka	f ɔ l k ɑ
folka	² f ɔ l k ɑ
Folke	² f o l ç ə
Folke	² f o l k ə
Folke	² f o l ɽ ç ə
Folke	² f o l ɽ k ə
folkens	f ɔ l k e n s
folket	f ɔ l k ə
folket	f ɔ l ç ə
folket	² f ɔ l k ɛ t
folkje	f ɔ l ç ə
folkje	f ɔ ɽ ç ə
folkjet	f ɔ l ç ə
folkjo	f ɔ l ç ʊ
folkjå	f ɔ l ç o
fomle	² f ʊ m l ə
fomle	f ʊ m l ə
fomlen	² f ʊ m l ə n
fomlet	² f ʊ m l ɛ t
fomlet	f ʊ m l ə
fomlete	² f ʊ m l ɛ t ə
fommel	f ʊ m m ə l
fommel	f ʊ m l̩
fommelen	f ʊ m m ə l ə n
fommelen	f ʊ m m ə l n̩
fommelet	f ʊ m m ə l ə
fonn	f ɔ nː
for	f ɔ rː
forakte	f o r à k t e
forbløffa	f ɔ r b l ø f a
forbløffande	f ɔ r b l ø f a n ə
forelder	f ɔ r ɛ l d ɛ r
foreldre	f o r ɛ l d r ə
forfall	² f ɔ r f ɑ lː
forfall	f ɔ r f ɑ lː
forfallen	f ɔ r f ɑ lː n̩
forkasta	f ɔ r k a s t a
formål	² f o r m ɔː l
fornyrdeslag	² f o r n ʏː r ə s l aː ɡ
fornøgd	f ɔ r n œ ɡ d
forsiktig	f ɔ r s i k t i ɡ
forsvar	f ɔ r s v ɑː r
forsvara	f ɔ r s v aː r a
forsøk	f ɔ r s øː k
fort	f u r t
fort	f ɔ r t
fortena	f ɔ r t eː n ɑ
fortid	f ɔ r t iː
forvirra	f ɔ r v i r a
Fosna	¹ f u s n a
foss	f o sː
fotbaill	f u t b a ʎː
fotball	² f uː t b a lː
fotball	² f u t b a lː
fotball	² f u pː a l
framand	² f r aː m a n d
framand	² f r aː m a n
framdrift	f r a m d r i f t
framfor	² f r ɑ m f ɔ r
framføre	f r ɑ m ² f øː r ə
framgang	² f r ɑ m ɡ ɑ ŋ
frammoinn	f r a mː u ɲː
framsynt	f r ɑ mː s yː n t
fransk	f r a n s k
franske	f r a n s k ə
frau	f r œ ʊ̯ː
fredeleg	f r eː d e l eː ɡ
fredsdue	f r eː d s d ʉ ə
freista	² f r ɛ ɪː s t a
Freke	² f r ɛː ç ə
Freke	² f r ɛː k ə
fremja	f r ɛ m j a
fremre	² f r ɛ m r ə
fri	f r iː
Fridtjov	f r i t j o f
Fridtjov	f r i t t i o f
Fridtjov	² f r ɪː ç uː v
frilans	f r iː l ɑ n s
frilansar	f r iː l ɑ n s ɑ r
Frillsjøen	f r i l ʃ œː e n
Frillsjøen	f r i l ʃ œː n
friviljug	² f r iː v ɪ l j ʉ ɡ
friviljug	² f r iː v ɪ l j ʉ
frivillig	f r iː ʋ ɪ lː ɪ
frivillig	f r iː ʋ l ɪ
frod	f r uː
Frode	² f r uː d ə
Frode	² f r uː ə
Frogn	f r o ŋ n
frosen	² f r oː s n̩
fru	f r ʉː
frykt	f r ʏ k t
frykteleg	f r y k t ə l eː ɡ
fryser	² f r yː s ə r
fryser	f r yː s ə r
frysning	f r ŷː s n i ŋ
Frøya	¹ f r œ ʏː a
Frøya	¹ f r œ ʏː n a
Frøya	² f r œ ʏː a
Frøya	¹ f r œ ʏː a
fråssar	² f r ɔ s s ɑ r
fråtsar	² f r ɔ t s ɑ r
fråtse	² f r ɔ t s ə
fud	f ʊː
fugl	f ʊ ɡ l
fugl	f ʊ ɡː ə l
fugl	f ʊ ɡː ə ɽ
fugl	f ʉ ɡ l
fugl	f ʉ ɡː ə l
fugl	f ʉ ɡː ə ɽ
fugleinfluensa	f ʉ ɡ l ə i n f l ʉ ə n s a
fuglekonge	² f ʊ ɡ l ə k ɔ ɲ j ə
fuglekonge	² f ʊ ɡ l ə k ɔ ŋ ə
fuglen	f ʊ ɡ l ə n
fuglen	f ʊ ɡ ɽ ə n
Fugløy	² f ʊ ɡ l œ ʏː
Fugløy	² f ʊ ɡ ɽ œ ʏː
fukka	² f ʊ kː a
full	f ʊ lː
fumla	² f ʊ m l ɑ
fumla	f ʊ m l ɑ
fumle	² f ʊ m l ə
fumle	f ʊ m l ə
fumlen	² f ʊ m l ə n
fumlet	² f ʊ m l ɛ t
fumlet	f ʊ m l ə
fumli	² f ʊ m l ɪ
fumli	f ʊ m l ɪ
fummel	f ʊ m m ə l
fummelen	f ʊ m m ə l ə n
fummelen	f ʊ m m ə l n̩
fummelet	f ʊ m m ə l ə
fundamentalist	f ʉ n d a m ɛ n t a l i s t
fura	² f uˑ r a
fure	² f uː r ə
furu	² f ʉː r ʉ
furu	² f uː r u
fut	f ʉː t
futhark	f ʉ t a r k
fyka	² f yː k ɑ
fylgja	² f ʏ l j ɑ
fylke	² f ʏ l ç ə
fylke	² f ʏ l k ə
fylkeleg	² f ʏ l ç ə l ɛ ɡ
fylkeleg	² f ʏ l ç ə l ɛ
fylkeleg	² f ʏ l k ə l ɛ ɡ
fylkeleg	² f ʏ l k ə l ɛ
fylking	² f ʏ l ç i ŋ
fylking	² f ʏ l k i ŋ
fylkja	² f ʏ l ç a
fyr	f yː r
fyr	f yː r
fyr	f yː r
fyrst	f ʏ s t
fødselsdag	f œ t ʃ ə l s d ɑː ɡ
fødselsdag	f œ t ʃ ə s d ɑː ɡ
føggel	f œ ɡː ə ɽ
føgl	f œ ɡ l
føgl	f œ ɡː ə l
føgl	f œ ɡː ə ɽ
føra	² f øː r ɑ
førar	² f øː r ɑ r
Førde	² f ʏ r ə
Førde	² f ø r d ə
føre	² f øː r ə
førebels	f øː r ə b eː l s
førebu	f øː r eː b ʉː
førelegg	f ø̂ː r e l e ɡ
førelesing	² f øː r ɛ l eː s ɪ ŋ
føremon	² f øː r ə m uː n
føremål	f øː r ə m ɒː l
føyr	f œ ʏ̯ r
føyra	² f œ ʏ̯ r ɑ
føyre	² f œ ʏ̯ r ə
få	f oː
fårikål	f oː r i k o l
gaddj	ɡ a ɟː
gaidd	ɡ a ɟː
gainnj	ɡ ɑ ɲː
gala	² ɡ ɑː l ɑ
gala	² ɡ ɑː ɽ ɑ
galdlur	ɡ a ʎː l ʉː r
galen	² ɡ ɑː l ə n
galen	² ɡ ɑː ɽ ə n
gallstein	ɡ a lː s t ɛ ɪ n
gallstein	ɡ a ʎː s t ɛ ɪ n
gallstein	ɡ a ʎː s t ɛ n
galt	ɡ ɑ l t
galtar	² ɡ ɑ l t ɑ r
galte	² ɡ ɑ l t ə
galten	ɡ ɑ l t n̩
galten	² ɡ ɑ l t n̩
gamal	² ɡ ɑː m ɑ l
gamla	¹ ɡ a m l a
gamla	¹ ɡ a m ɽ a
Gamlebyen	² ɡ a m ɽ ə b yː n
gamlen	¹ ɡ a m l ə n
gamlen	¹ ɡ a mː ə ɳ
gammal	² ɡ ɑ mː ɑ l
ganda	² ɡ ɑ n d ɑ
ganda	ɡ ɑ ɲː
Gandalv	² ɡ a n d a l v
Gandalv	² ɡ a n a l v
Gandalv	² ɡ a n d a ɽ v
Gandalv	² ɡ a n a ɽ v
gang	ɡ ɑ ŋː
ganske	² ɡ ɑ n s k ə
gapet	² ɡ ɑː p ə t
gapet	ɡ ɑː p ə
gard	ɡ ɑː r
gard	ɡ ɑː ɽ
gard	ɡ ɑː ɭ
gardhard	ɡ ɑː r h ɑː r
gardhard	ɡ ɑː ɭ h ɑː ɭ
gardvord	² ɡ aː r v uː r
gardvord	² ɡ aː ɽ v uː ɽ
garn	ɡ a r n
garn	ɡ a ʁ n
garn	ɡ a ɳ
gasspedal	ɡ a s p eː d aː l
gatekjøken	ɡ aː t e ç øː k e n
gatekjøkken	ɡ aː t e ç ø k e n
gauk	ɡ æ ʉ k
gaukjen	ɡ æ ʉ̯ ç ə n
gaukjen	ɡ œ ʉ̯ ç ə n
gauksyre	ɡ æ ʉ k s yː r ɛ
gaula	² ɡ œ ʊː l a
gaula	² ɡ œ ʊː ɽ a
Gauldal	² ɡ œ ʊː l d aː l ə n
Gauldal	² ɡ œ ʊː ɽ d aː ɽ ə n
gaule	² ɡ œ ʊː l ə
gaule	² ɡ œ ʊː ɽ ə
gaum	ɡ œ ʊː m
gautsk	ɡ œ ʊ t s k
gautsk	ɡ œ ʊ s k
Gautstav	² ɡ œ ʊ s t a v
geil	j ɛ ɪː l
geila	j ɛ ɪː l a
geila	² j ɛ ɪː l a
geile	² j ɛ ɪː l ə
geilen	j ɛ ɪː l ə n
geilen	² j æ ɪ̯ l n̩
geiler	² j ɛ ɪː l ə r
geili	j ɛ ɪː l ɪ
Geir	j ɛ ɪː r
Geir	ɡ ɛ ɪː r
geir	j ɛ ɪː r
geiren	j ɛ ɪː r ə n
geirfugl	² j ɛ ɪː r f ʊ ɡ l
Geirmund	² j ɛ ɪː r m ʊ n d
Geirmund	² j ɛ ɪː r m ʊ n
Geirmund	² j ɛ r m ʊ n d
Geirmund	² j ɛ r m ʊ n
Geirtrud	² j ɛ ɪ r t r ʉ
Geirtrud	² j ɛ r t r ʉ
geit	j ɛ ɪː t
geiter	j ɛ ɪː t ə r
geitsleip	j eː t ʂ l eː p
generasjon	ɡ e n eː r a ʃ uː n
gild	j ɪ lː
gilda	² j ɪ lː ɑ
gilda	² j ɪ l d ɑ
gildar	² j ɪ lː ɑ r
gilde	² j ɪ l d ə
gilde	² j ɪ l ə
gildet	² j ɪ l d ə
gildra	² j ɪ l d r ɑ
gimmer	j ɪ mː ɛ r
ginte	² j i ɲ t ə
ginte	² j i n t ə
gira	ɡ i r a
gira	ɡ i r a
gira	ɡ i r a
giratar	ʃ ɪ r ɑ t ɑː r
Gisna	j i s n a
gissa	² j ɪ sː ɑ
gissel	ɡ i s s e l
gisseltakar	ɡ i s ə l t aː k aː r
gitar	ɡ i t a r
gitar	ɡ i tː a r
gje	j eː
gjel	j ɛː l
gjel	j ɛː l
gjel	j æː l
gjel	j ɛː l
gjel	j ɛː ɽ
Gjende	² j ɛ n d ə
Gjende	² j æ n d e
gjennom	j ɛ nː ʊ m
gjennomføra	j ɛ nː ʊ m f øː r ɑ
gjennomsnittsfart	j e n n u m s n i t s f a r t
gjenom	j ɛː n u m
gjente	² j ɛ n t ə
gjera	² j ɛː r a
gjera	² j æː r a
gjera	² j ɛ rː a
gjera	² j æ rː a
gjerandslaus	j ɛː r a nː s l æ ʉ s
Gjere	² j ɛː r ə
Gjere	² ʝ ɛː r ə
gjerne	² j ɛ r n ə
gjerne	² j ɛ nː ə
gjerne	² j ɛ d n ə
gjerne	² j ɛ t n ə
gjerne	² j ɛː n ə
gjerningsmann	j e r n i ŋ ɡ s m a n
Gjertrud	j æ ʈ r ʉ
Gjertrud	j a t r ʉ
Gjertrud	j æ ʂ t r ʉ
gjestbod	j æ sː b uː
gjestbod	j ɛ sː b oː
gjester	² j ɛ s t ə r
gjester	j ɛ s t ə r
gjeva	² j ɛː v a
gjeva	² j eː v a
Gjevillvatnet	j ɛ vː i l v a t n e
Gjevillvatnet	j ɛ v i l v a t n e
Gjevillvatnet	j i vː i l v a t n e
gjorde	² j uː r ə
gjorde	² j uː ɽ ə
gjorde	² j uː ɖ ə
gjær	j æː r
gjær	j ɑː ɭ
gjæv	j eː ʋ
gjø	j øː
gjøde	j øː d ə
gjødsel	j œ d s e l
gjødsel	j œ ʂː e l
gjørme	² j œ r m ə
Gjøvik	² j øː v iː k
Gjøvik	² j iː v i k
gladkristen	ɡ l ɑː k r ɪ s t n̩
glas	ɡ l ɑː s
glasmanet	ɡ l aː s m aː n eː t
glede	² ɡ l eː d ə
glede	² ɡ l eː ə
glimt	ɡ l ɪ m t
glimtar	² ɡ l ɪ m t ɑ r
gloret	² ɡ l uː r ə t
gloret	ɡ l uː r ə
glymja	² ɡ l ʏ m j ɑ
glymje	² ɡ l ʏ m j ə
gløgg	ɡ l œ ɡː
gløgg	ɡ ɽ œ ɡː
gnik	ɡ n iː k
gnika	² ɡ n iː k ɑ
gnika	² ɡ n ɪ k k ɑ
gniken	² ɡ n iː ç ə n
gniken	² ɡ n iː k ə n
gniken	ɡ n iː ç ə n
gniken	ɡ n iː k ə n
gniki	² ɡ n iː k ɪ
gniki	² ɡ n iː ç ɪ
god	ɡ uː
god	ɡ oː
gode	² ɡ oː ə
godfar	ɡ u f a r
