'ch	χ
bwletin	b ʊ l ɛ t ɪ n
bwletinau	b ʊ l ɛ t iː n a i̯
bwletinau	b ʊ l ɛ t iː n ɛ
bwletinau	b ʊ l ɛ t ɪ n a i̯
bwletinau	b ʊ l ɛ t ɪ n ɛ
bwmpen	b ʊ m p a n
bwmpen	b ʊ m p ɛ n
bwn	b ʊ n
bwrdd	b ʊ r ð
bwriadol	b ʊ r j a d ɔ l
bwriadol	b ʊ r j aː d ɔ l
bwriadu	b ʊ r j aː d i
bwrlwm	b ʊ r l ʊ m
bwrw	b uː r u
bwrw	b ʊ r u
bws	b ʊ s
bwth	b uː θ
bwthyn	b ʊ θ ɪ n
bwyd	b ʊ i̯ d
bwydlen	b ʊ i̯ d l ɛ n
bwydo	b ʊ i̯ d ɔ
bwydwch	b ʊ i̯ d ʊ χ
bwydydd	b ʊ i̯ d ɪ ð
bwyeill	b ʊ i̯ e i̯ ɬ
bwyell	b ʊ i̯ ɛ ɬ
bwyelli	b ʊ i̯ ɛ ɬ i
bwyll	b ʊ i̯ ɬ
bwys	b ʊ i̯ s
bwysig	b ʊ i̯ s ɪ ɡ
bwyst	b ʊ i̯ s d
bwyta	b ɪ t a
bwyta	b ʊ i̯ t a
bwytadwy	b ʊ i̯ t a d ʊ i̯
bwytadwy	b ʊ i̯ t aː d ʊ i̯
bwytais	b u i̯ t a i̯ s
bwytais	b ɪ t ɛ s
bwytaist	b u i̯ t a i̯ s d
bwytaist	b ɪ t ɛ s d
bwytoch	b ɪ t ɔ χ
bwytoch	b ʊ i̯ t ɔ χ
bwytodd	b ɪ t ɔ ð
bwytodd	b ʊ i̯ t ɔ ð
bwyton	b ɪ t ɔ n
bwyton	b ʊ i̯ t ɔ n
bwytwch	b ʊ i̯ t ʊ χ
bwyty	b ʊ i̯ t i
bychain	b ə χ a i̯ n
bychain	b ə χ ɛ n
bychan	b ə χ a n
bychod	b ə χ ɔ d
byd	b iː d
bydd	b iː ð
bydda	b ə ð a
byddai	b ə ð a i̯
byddai	b ə ð ɛ
byddan	b ə ð a n
byddar	b ə ð a r
byddarol	b ə ð a r ɔ l
byddarol	b ə ð aː r ɔ l
byddaru	b ə ð aː r i
bydded	b ə ð d ɛ d
byddi	b ə ð i
byddin	b ə ð ɪ n
byddwch	b ə ð ʊ χ
byddwn	b ə ð ʊ n
bydysawd	b ə d ə s a u̯ d
bylchog	b ə l χ ɔ ɡ
byliau	b ə l j a i̯
byliau	b ə l j ɛ
byngalo	b ə ŋ ɡ a l ɔ
bynnag	b ə n a ɡ
bynnen	b ə n ɛ n
byns	b ə n z
bynsen	b ə n s a n
bynsen	b ə n s ɛ n
byr	b ɪ r
byrddau	b ə r ð a i̯
byrddau	b ə r ð ɛ
byrddydd	b ə r ð ɪ ð
byrdra	b ə r d r a
byrhoedlog	b ɪ r h ɔ i̯ d l ɔ ɡ
byrlymau	b ə r l ə m a i̯
byrlymu	b ə r l ə m i
byrraf	b ə r a v
bys	b iː s
bysbrint	b ə s b r ɪ n t
bysedd	b ə s ɛ ð
bysedd	b ɪ s ɛ
bysedd	b ɪ s ɛ ð
bysell	b ə s ɛ ɬ
bysellfwrdd	b ə s ɛ ɬ v ʊ r ð
bysgod	b ə s ɡ ɔ d
bysgodyn	b ə s ɡ oː d ɪ n
bysgota	b ə s ɡ ɔ t a
bysys	b ə s ɪ z
byth	b ɪ θ
bythynnod	b ə θ ə n ɔ d
byw	b ɪ u̯
bywgraffiadur	b ɪ u̯ ɡ r a f j a d ɪ r
bywgraffiadur	b ɪ u̯ ɡ r a f j aː d ɪ r
bywiocáu	b ɪ u̯ j ɔ k a i̯
bywiog	b ɪ u̯ j ɔ ɡ
bywiogrwydd	b ɪ u̯ j ɔ ɡ r ʊ ɨ̯ ð
bywyd	b o u̯ ɪ d
bywyd	b ə u̯ ɪ d
bywydeg	b ə u̯ ə d ɛ ɡ
bàth	b a θ
bêl	b eː l
bêr	b eː r
bòs	b ɔ s
bôm	b oː m
bôn	b oː n
bônt	b oː n t
bûm	b iː m
bŵt	b uː t
ca	k aː
cacen	k a k ɛ n
cacennau	k a k ɛ n a i̯
cacennau	k a k ɛ n ɛ
cach	k aː χ
cacha	k a χ a
cacha	k aː χ a
cachai	k a χ a i̯
cachai	k a χ ɛ
cachai	k aː χ a i̯
cachai	k aː χ ɛ
cachais	k a χ a i̯ s
cachais	k a χ ɛ s
cachais	k aː χ a i̯ s
cachais	k aː χ ɛ s
cachan	k a χ a n
cachan	k aː χ a n
cachen	k a χ ɛ n
cachen	k aː χ ɛ n
caches	k a χ ɛ s
caches	k aː χ ɛ s
cachet	k a χ ɛ t
cachet	k aː χ ɛ t
cachgi	k a χ ɡ i
cachi	k a χ i
cachi	k aː χ i
cachlwyth	k a χ l ʊ i̯ θ
cachu	k a χ i
cachu	k aː χ i
cacs	k a k s
cactws	k a k t ʊ s
cacwn	k a k ʊ n
cacynen	k a k ə n ɛ n
cad	k aː d
cadach	k a d a χ
cadach	k aː d a χ
cadair	k a d a i̯ r
cadair	k a d ɛ r
cadair	k aː d a i̯ r
cadair	k aː d ɛ r
cadarn	k aː d a r n
cadarnhaol	k a d a r n h a u̯ ɔ l
cadarnhaol	k a d a r n h aː ɔ l
cadarnhau	k a d a r n h a i̯
cadarnwedd	k a d a r n w ɛ ð
cadd	k aː ð
cadeiriau	k a d e i̯ r j a i̯
cadeiriau	k a d e i̯ r j ɛ
cadeiriau	k a d e i̯ r ɛ
cadeirio	k a d e ɪ̯ r j ɔ
cadeiriol	k a d e i̯ r j ɔ l
cadeirlan	k a d e i̯ r l a n
cader	k a d ɛ r
cader	k aː d ɛ r
cadernid	k a d ɛ r n ɪ d
cadlas	k a d l a s
cadmiwm	k a d m j ʊ m
cadnawes	k a d n a u̯ ɛ s
cadno	k a d n ɔ
cadnöes	k a d n oː ɛ s
cadw	k aː d u
cadwch	k a d w ʊ χ
cadwch	k aː d ʊ χ
cadwyn	k a d ʊ i̯ n
cadwyn	k aː d ʊ i̯ n
cae	k a i̯
cae	k aː
caeaf	k e i̯ a
caeaf	k e i̯ a v
caeau	k e i̯ a i̯
caeau	k e i̯ ɛ
caed	k a i̯ d
caeir	k e i̯ ɪ r
cael	k a i̯ l
cael	k aː l
caem	k a i̯ m
caen	k a i̯ n
caer	k a i̯ r
caerau	k e i̯ r a i̯
caerau	k e i̯ r ɛ
caeriwrch	k e i̯ r j ʊ r χ
caeth	k a i̯ θ
caeth	k aː θ
caethiwed	k e i̯ θ ɪ u̯ ɛ d
caethiwo	k e i̯ θ ɪ u̯ ɔ
caethoch	k e i̯ θ ɔ χ
caethon	k e i̯ θ ɔ n
caethwas	k e i̯ θ w a s
caethwasiaeth	k e i̯ θ w a s j a i̯ θ
caethwasiaeth	k e i̯ θ w a s j ɛ θ
caethwasiaeth	k e i̯ θ w a ʃ a i̯ θ
caethwasiaeth	k e i̯ θ w a ʃ ɛ θ
caethweision	k e i̯ θ w e i̯ s j ɔ n
caethweision	k e i̯ θ w e i̯ ʃ ɔ n
caf	k aː
caf	k aː v
cafas	k a v a s
cafas	k aː v a s
caffai	k a f a i̯
caffed	k a f ɛ d
caffel	k a f ɛ l
caffent	k a f ɛ n t
caffer	k a f ɛ r
caffi	k a f i
caffis	k a f i z
caffîn	k a f iː n
cafiar	k a v j a r
cafiâr	k a v j aː r
cafod	k aː v ɔ d
cafodd	k a v ɔ ð
cafodd	k aː v ɔ ð
cafon	k a v ɔ n
cafon	k aː v ɔ n
cafwyd	k a v ʊ i̯ d
cafwyd	k aː v ʊ i̯ d
caifn	k a i̯ v n
caill	k a i̯ ɬ
cain	k a i̯ n
cais	k a i̯ s
cait	k a i̯ t
cala	k a l a
cala	k aː l a
calan	k a l a n
calan	k aː l a n
calch	k a l χ
calchfaen	k a l χ v a i̯ n
caled	k aː l ɛ d
caledu	k a l eː d i
caledu	k a l ɛ d i
caledwedd	k a l ɛ d w ɛ ð
calenigion	k a l ɛ n ɪ ɡ j ɔ n
caleted	k a l ɛ t ɛ d
califforniwm	k a l ɪ f ɔ r n j ʊ m
call	k aː ɬ
callestr	k a ɬ ɛ s d
callestr	k a ɬ ɛ s d r
callio	k a ɬ j ɔ
calon	k a l ɔ n
calonnau	k a l ɔ n a i̯
calonnau	k a l ɔ n ɛ
calsiwm	k a l s j ʊ m
cam	k a m
camau	k a m a i̯
camau	k a m ɛ
camddealltwriaeth	k a m ð ɛ a ɬ d ʊ r j a i̯ θ
camddealltwriaeth	k a m ð ɛ a ɬ d ʊ r j ɛ θ
camdreiglad	k a m d r e i̯ ɡ l a d
camdreiglo	k a m d r e i̯ ɡ l ɔ
camesgor	k a m ɛ s ɡ ɔ r
camesgoriad	k a m ɛ s ɡ oː r j a d
camesgoriad	k a m ɛ s ɡ ɔ r j a d
camfa	k a m v a
camgymeriad	k a m ɡ ə m ɛ r j a d
camlas	k a m l a s
camlesi	k a m l ɛ s i
camlwrw	k a m l uː r u
camlwrw	k a m l ʊ r u
camp	k a m p
campfa	k a m p v a
campus	k a m p ɪ s
campwaith	k a m p w a i̯ θ
campwr	k a m p ʊ r
camsefyll	k a m s eː v ɪ ɬ
camsefyll	k a m s ɛ v ɪ ɬ
camu	k a m i
camwedd	k a m w ɛ ð
camweinyddu	k a m w e i̯ n ə ð iː
can	k a n
cana	k a n a
cana	k aː n a
canaf	k aː n a v
canai	k a n a i̯
canai	k a n ɛ
canai	k aː n a i̯
canai	k aː n ɛ
canais	k a n a i̯ s
canais	k a n ɛ s
canais	k aː n a i̯ s
canais	k aː n ɛ s
canant	k a n a n t
canant	k aː n a n t
canem	k a n ɛ m
canem	k aː n ɛ m
canen	k a n ɛ n
canen	k aː n ɛ n
canent	k a n ɛ n t
canent	k aː n ɛ n t
caner	k a n ɛ r
caner	k aː n ɛ r
canes	k a n ɛ s
canes	k aː n ɛ s
canet	k a n ɛ t
canet	k aː n ɛ t
caneuon	k a n e i̯ ɔ n
canfed	k a n v ɛ d
canfod	k a n v ɔ d
canfodydd	k a n v oː d ɪ ð
canfodydd	k a n v ɔ d ɪ ð
canfodyddion	k a n v ɔ d ə ð j ɔ n
canfyddadwy	k a n v ə ð a d ʊ i̯
canfyddadwy	k a n v ə ð aː d ʊ i̯
canfyddiad	k a n v ə ð j a d
cangarŵ	k a ŋ ɡ a r uː
cangarŵod	k a ŋ ɡ a r uː ɔ d
cangen	k a ŋ ɛ n
canghellor	k a ŋ h ɛ ɬ ɔ r
canghennau	k a ŋ h ɛ n a i̯
canghennau	k a ŋ h ɛ n ɛ
canghennog	k a ŋ h ɛ n ɔ ɡ
canhwyllau	k a n h ʊ i̯ ɬ a i̯
canhwyllau	k a n h ʊ i̯ ɬ ɛ
canhwyllbren	k a n h ʊ i̯ ɬ b r ɛ n
cani	k a n i
cani	k aː n i
caniatáu	k a n j a t a i̯
caniatâd	k a n j a t aː d
caniau	k a n j a i̯
caniau	k a n j ɛ
canit	k a n ɪ t
canit	k aː n ɪ t
canlyn	k a n l ɪ n
canlyniad	k a n l ə n j a d
canlyniadau	k a n l ə n j aː d a i̯
canlyniadau	k a n l ə n j aː d ɛ
canlynol	k a n l ə n ɔ l
canmol	k a n m ɔ l
canmoladwy	k a n m ɔ l a d ʊ i̯
canmoladwy	k a n m ɔ l aː d ʊ i̯
canmoliaeth	k a n m ɔ l j a i̯ θ
canmoliaeth	k a n m ɔ l j ɛ θ
canmoliaethau	k a n m ɔ l j e i̯ θ a i̯
canmoliaethau	k a n m ɔ l j e i̯ θ ɛ
canmolwr	k a n m oː l ʊ r
canmolwr	k a n m ɔ l ʊ r
canmolwyr	k a n m ɔ l w ɪ r
cannaid	k a n a i̯ d
cannu	k a n i
cannwyll	k a n ʊ i̯ ɬ
cannydd	k a n ɪ ð
cano	k a n ɔ
cano	k aː n ɔ
canol	k aː n ɔ l
canol	k eː n ɔ l
canolaf	k a n oː l a v
canolbarth	k a n ɔ l b a r θ
canolbarthau	k a n ɔ l b a r θ a i̯
canolbarthau	k a n ɔ l b a r θ ɛ
canolfan	k a n ɔ l v a n
canoli	k a n oː l i
canoli	k a n ɔ l i
canolig	k a n oː l ɪ ɡ
canolig	k a n ɔ l ɪ ɡ
canolog	k a n oː l ɔ ɡ
canolog	k a n ɔ l ɔ ɡ
canolradd	k a n ɔ l r a ð
canolwr	k a n oː l ʊ r
canolwr	k a n ɔ l ʊ r
canolwyr	k a n ɔ l w ɪ r
canon	k a n ɔ n
canon	k aː n ɔ n
canrif	k a n r ɪ v
cansai	k a n s a i̯
cansai	k a n s ɛ
cansen	k a n s ɛ n
canslo	k a n s l ɔ
cant	k a n t
cantor	k a n t ɔ r
cantores	k a n t oː r ɛ s
cantores	k a n t ɔ r ɛ s
cantorion	k a n t ɔ r j ɔ n
canu	k aː n i
canwr	k aː ʊ r
canwraidd	k a n w r a i̯ ð
canwyllbrennau	k a n ʊ i̯ ɬ b r ɛ n a i̯
canwyllbrennau	k a n ʊ i̯ ɬ b r ɛ n ɛ
canwyr	k a n ʊ i̯ r
canyddion	k a n ə ð j ɔ n
capel	k a p ɛ l
capten	k a p t ɛ n
car	k a r
cara	k a r a
cara	k aː r a
carafannau	k a r a v a n a i̯
carafannau	k a r a v a n ɛ
carafán	k a r a v a n
carafáns	k a r a v a n z
carai	k a r a i̯
carai	k a r ɛ
carai	k aː r a i̯
carai	k aː r ɛ
carais	k a r a i̯ s
carais	k a r ɛ s
carais	k aː r a i̯ s
carais	k aː r ɛ s
caran	k a r a n
caran	k aː r a n
carant	k a r a n t
carant	k aː r a n t
carbon	k a r b ɔ n
carchar	k a r χ a r
carcharu	k a r χ aː r i
carco	k a r k ɔ
carcus	k a r k ɪ s
cardiau	k a r d j a i̯
cardiau	k a r d j ɛ
cardinal	k a r d ɪ n a l
cardinaliaid	k a r d ɪ n a l j a i̯ d
cardinaliaid	k a r d ɪ n a l j ɛ d
cared	k a r ɛ d
cared	k aː r ɛ d
caredig	k a r eː d ɪ ɡ
caredig	k a r ɛ d ɪ ɡ
caredigrwydd	k a r ɛ d ɪ ɡ r ʊ i̯ ð
carem	k a r ɛ m
carem	k aː r ɛ m
caren	k a r ɛ n
caren	k aː r ɛ n
carent	k a r ɛ n t
carent	k aː r ɛ n t
cares	k a r ɛ s
cares	k aː r ɛ s
carest	k a r ɛ s d
carest	k aː r ɛ s d
caret	k a r ɛ t
caret	k aː r ɛ t
carfan	k a r v a n
carfil	k a r v ɪ l
cari	k a r i
cari	k aː r i
cariad	k a r j a d
caridým	k a r ɪ d ɪ m
cario	k a r j ɔ
carioci	k a r i ɔ k i
carit	k a r ɪ t
carit	k aː r ɪ t
carn	k a r n
carnedd	k a r n ɛ ð
carneddau	k a r n eː ð a i̯
carneddau	k a r n ɛ ð a i̯
carneddi	k a r n eː ð i
carneddi	k a r n ɛ ð i
caro	k a r ɔ
caro	k aː r ɔ
carom	k a r ɔ m
carom	k aː r ɔ m
caron	k a r ɔ n
caron	k aː r ɔ n
carped	k a r p ɛ d
carreg	k a r ɛ ɡ
carsi	k a r s i
carthen	k a r θ ɛ n
carthennau	k a r θ ɛ n a i̯
carthennau	k a r θ ɛ n ɛ
carthenni	k a r θ ɛ n i
cartre	k a r t r ɛ
cartref	k a r t r ɛ
cartref	k a r t r ɛ v
caru	k aː r i
carw	k aː r u
carwr	k aː r ʊ r
carwsél	k a r ʊ s ɛ l
carwyr	k a r w ɪ r
cas	k aː s
casach	k aː s a χ
cased	k aː s ɛ d
casgen	k a s ɡ ɛ n
casgliad	k a s ɡ l j a d
casglu	k a s ɡ l i
castanwydd	k a s d a n w ɪ ð
castanwydd	k a s d a n ʊ i̯ ð
castanwydden	k a s d a n w iː ð ɛ n
castanwydden	k a s d a n w ɪ ð ɛ n
castell	k a s d ɛ ɬ
castelli	k a s d ɛ ɬ i
casáu	k a s a i̯
casét	k a s ɛ t
cath	k aː θ
cathau	k a θ a i̯
cathau	k a θ ɛ
cathbysgod	k a θ b ə s ɡ ɔ d
cathod	k a θ ɔ d
cato	k a t ɔ
cau	k a i̯
cau	k ɔ i̯
cawell	k a w ɛ ɬ
cawell	k aː w ɛ ɬ
cawl	k a u̯ l
cawn	k a u̯ n
cawna	k a u̯ n a
cawod	k a u̯ ɔ d
cawodi	k a w oː d i
cawodi	k a w ɔ d i
cawr	k a u̯ r
caws	k a u̯ s
ce	k eː
cecraeth	k ɛ k r a i̯ θ
cecren	k ɛ k r ɛ n
cecru	k ɛ k r i
cecrus	k ɛ k r ɪ s
cedor	k eː d ɔ r
cedor	k ɛ d ɔ r
cedr	k ɛ d r
cedrwydd	k ɛ d r ʊ i̯ ð
ceffyl	k ɛ f ɪ l
cefn	k eː v ɛ n
cefn	k ɛ v n
cefn	k ɛ v ɛ n
cefnau	k ɛ v n a i̯
cefnau	k ɛ v n ɛ
cefnddu	k ɛ v n ð i
cefnder	k ɛ v n d ɛ r
cefnfor	k eː v ɛ n v ɔ r
cefnfor	k ɛ v ɛ n v ɔ r
cefngoch	k ɛ v n ɡ ɔ χ
cefnog	k ɛ v n ɔ ɡ
cefnogi	k ɛ v n ɔ ɡ i
cefnwyn	k ɛ v n w ɪ n
cefnwyrdd	k ɛ v n w ɪ r ð
ceg	k eː ɡ
cegid	k eː ɡ ɪ d
cegid	k ɛ ɡ ɪ d
cei	k e i̯
ceidw	k e i̯ d u
ceidwadol	k e i̯ d w a d ɔ l
ceifn	k e i̯ v n
ceiliog	k e i̯ l j ɔ ɡ
ceiliog	k e i̯ l ɔ ɡ
ceiliog	k iː l ɔ ɡ
ceillgwd	k e i ɬ ɡ ʊ d
ceinach	k e i̯ n a χ
ceiniog	k e i̯ n j ɔ ɡ
ceiniog	k e i̯ n ɔ ɡ
ceiniog	k iː n ɔ ɡ
ceinioglys	k e i̯ n j ɔ ɡ l ɪ s
ceir	k e i̯ r
ceirch	k e i̯ r χ
ceirios	k e i̯ r j ɔ s
ceirw	k e i̯ r u
ceisio	k e i̯ s j ɔ
ceisio	k e i̯ ʃ ɔ
ceisiodd	k e i̯ s j ɔ ð
ceisiodd	k e i̯ ʃ ɔ ð
ceith	k e i̯ θ
celai	k eː l a i̯
celai	k eː l ɛ
celai	k ɛ l a i̯
celai	k ɛ l ɛ
celain	k ɛ l a i̯ n
celbren	k ɛ l b r ɛ n
celdy	k ɛ l d i
celen	k eː l ɛ n
celen	k ɛ l ɛ n
celet	k eː l ɛ t
celet	k ɛ l ɛ t
celfi	k ɛ l v i
celficyn	k ɛ l v ɪ k ɪ n
cell	k ɛ ɬ
celli	k ɛ ɬ i
celloedd	k ɛ ɬ ɔ ɨ̯ ð
cellog	k ɛ ɬ ɔ ɡ
celsan	k ɛ l s a n
celu	k eː l i
celu	k ɛ l i
celwydd	k ɛ l w ɪ ð
celyn	k eː l ɪ n
celyn	k ɛ l ɪ n
celynna	k ɛ l ə n a
celynnen	k ɛ l ə n ɛ n
cemeg	k ɛ m ɛ ɡ
cen	k ɛ n
cenadeiniog	k ɛ n a d e i̯ n j ɔ ɡ
cenedl	k eː n ɛ d l
cenedl	k ɛ n ɛ d l
cenedlaethau	k ɛ n ɛ d l e i̯ θ a i̯
cenedlaethau	k ɛ n ɛ d l e i̯ θ ɛ
cenedlaethol	k ɛ n ɛ d l e i̯ θ ɔ l
cenhedlaeth	k ɛ n h ɛ d l a i̯ θ
cenhedlaeth	k ɛ n h ɛ d l ɛ θ
cenhedlu	k ɛ n h ɛ d l i
cenhinen	k ɛ n h iː n ɛ n
cenhinen	k ɛ n h ɪ n ɛ n
ceni	k eː n i
ceni	k ɛ n i
cenna	k ɛ n a
cennad	k ɛ n a d
cennin	k ɛ n ɪ n
cennog	k ɛ n ɔ ɡ
cer	k ɛ r
cerais	k eː r a i̯ s
cerais	k ɛ r a i̯ s
cerbyd	k ɛ r b ɪ d
cerdd	k ɛ r ð
cerdded	k ɛ r ð ɛ d
cerddi	k ɛ r ð i
cerddin	k ɛ r ð ɪ n
cerddor	k ɛ r ð ɔ r
cerddorfa	k ɛ r ð ɔ r v a
cerddorfaol	k ɛ r ð ɔ r v aː ɔ l
cerddorfeydd	k ɛ r ð ɔ r v e i̯ ð
cerddoriaeth	k ɛ r ð ɔ r j a i̯ θ
cerddoriaeth	k ɛ r ð ɔ r j ɛ θ
cerddorion	k ɛ r ð ɔ r j ɔ n
cerddwr	k ɛ r ð ʊ r
cerdyn	k ɛ r d ɪ n
cerflun	k ɛ r v l ɪ n
cerfluniau	k ɛ r v l ɪ n j a i̯
cerfluniau	k ɛ r v l ɪ n j ɛ
ceri	k eː r i
ceri	k ɛ r i
cerir	k eː r ɪ r
cerir	k ɛ r ɪ r
ceriwm	k ɛ r j ʊ m
cerpyn	k ɛ r p ɪ n
cerrig	k ɛ r ɪ ɡ
certh	k ɛ r θ
cerwch	k eː r ʊ χ
cerwch	k ɛ r ʊ χ
cerwyn	k eː r u i̯ n
cerwyn	k ɛ r u i̯ n
ces	k eː s
cesail	k ɛ s a i̯ l
cesail	k ɛ s ɛ l
cesair	k ɛ s a i̯ r
cesair	k ɛ s ɛ r
cesiwm	k ɛ s j ʊ m
cest	k eː s d
cest	k ɛ s d
cestyll	k ɛ s d ɪ ɬ
cethr	k ɛ θ r
cetsyp	k ɛ t͡ʃ ə p
ceubal	k e i̯ b a l
ceubren	k e i̯ b r ɛ n
ceulo	k e i̯ l ɔ
cewch	k ɛ u̯ χ
cewri	k ɛ u̯ r i
ch'mod	χ m ɔ d
chacen	χ a k ɛ n
chacha	χ a χ a
chacha	χ aː χ a
chachi	χ a χ i
chachi	χ aː χ i
chad	χ aː d
chadair	χ a d a i̯ r
chadair	χ a d ɛ r
chadair	χ aː d a i̯ r
chadair	χ aː d ɛ r
chadeiriau	χ a d e i̯ r j a i̯
chadeiriau	χ a d e i̯ r j ɛ
chadeiriau	χ a d e i̯ r ɛ
chae	χ a i̯
chae	χ aː
chael	χ a i̯ l
chael	χ aː l
chaen	χ a i̯ n
chaeth	χ a i̯ θ
chaethoch	χ e i̯ θ ɔ χ
chaethon	χ e i̯ θ ɔ n
chaf	χ aː
chaf	χ aː v
chafas	χ a v a s
chafas	χ aː v a s
chaffed	χ a f ɛ d
chaffer	χ a f ɛ r
chaffi	χ a f i
chafodd	χ a v ɔ ð
chafodd	χ aː v ɔ ð
chaiff	χ a i̯ f
chain	χ a i̯ n
chais	χ a i̯ s
chait	χ a i̯ t
chalan	χ a l a n
chalan	χ aː l a n
chaled	χ a l ɛ d
chaled	χ aː l ɛ d
chaledu	χ a l eː d i
chaledu	χ a l ɛ d i
chalenigion	χ a l ɛ n ɪ ɡ j ɔ n
chalennig	χ a l ɛ n ɪ ɡ
chaleted	χ a l ɛ t ɛ d
challio	χ a ɬ j ɔ
chalon	χ a l ɔ n
chamdreiglo	χ a m d r e i̯ ɡ l ɔ
chamlas	χ a m l a s
chana	χ a n a
chana	χ aː n a
chanes	χ a n ɛ s
chanes	χ aː n ɛ s
chanfod	χ a n v ɔ d
chanfyddadwy	χ a n v ə ð a d ʊ i̯
chanfyddadwy	χ a n v ə ð aː d ʊ i̯
changen	χ a ŋ ɛ n
chani	χ a n i
chani	χ aː n i
chanlyniad	χ a n l ə n j a d
chanlyniadau	χ a n l ə n j aː d a i̯
chanlyniadau	χ a n l ə n j aː d ɛ
chanolbarth	χ a n ɔ l b a r θ
chanolbarthau	χ a n ɔ l b a r θ a i̯
chanolbarthau	χ a n ɔ l b a r θ ɛ
chanolradd	χ a n ɔ l r a ð
chansen	χ a n s ɛ n
chant	χ a n t
chantor	χ a n t ɔ r
chantorion	χ a n t ɔ r j ɔ n
chanu	χ a n i
chanu	χ aː n i
chanwr	χ a n ʊ r
chanwr	χ aː n ʊ r
chanwyr	χ a n ʊ i̯ r
chapel	χ a p ɛ l
char	χ a r
chara	χ a r a
chara	χ aː r a
charafán	χ a r a v a n
charai	χ a r a i̯
charai	χ a r ɛ
charai	χ aː r a i̯
charai	χ aː r ɛ
charan	χ a r a n
charan	χ aː r a n
charchar	χ a r χ a r
charcharu	χ a r χ aː r i
chardinal	χ a r d ɪ n a l
chardinaliaid	χ a r d ɪ n a l j a i̯ d
chardinaliaid	χ a r d ɪ n a l j ɛ d
chared	χ a r ɛ d
chared	χ aː r ɛ d
chares	χ a r ɛ s
chares	χ aː r ɛ s
charet	χ a r ɛ t
charet	χ aː r ɛ t
chari	χ a r i
chari	χ aː r i
chariad	χ a r j a d
charo	χ a r ɔ
charo	χ aː r ɔ
charreg	χ a r ɛ ɡ
charthen	χ a r θ ɛ n
charu	χ a r i
charu	χ aː r i
charwr	χ a r ʊ r
chas	χ aː s
chasglu	χ a s ɡ l i
chastell	χ a s d ɛ ɬ
chath	χ aː θ
chathod	χ a θ ɔ d
chato	χ a t ɔ
chawl	χ a u̯ l
chawn	χ a u̯ n
chawod	χ a u̯ ɔ d
chaws	χ a u̯ s
chdi	χ d iː
cheffyl	χ ɛ f ɪ l
chefn	χ eː v ɛ n
chefn	χ ɛ v n
chefn	χ ɛ v ɛ n
chefnau	χ ɛ v n a i̯
chefnau	χ ɛ v n ɛ
chefnfor	χ eː v ɛ n v ɔ r
chefnfor	χ ɛ v ɛ n v ɔ r
chegin	χ eː ɡ ɪ n
chegin	χ ɛ ɡ ɪ n
chei	χ e i̯
cheir	χ e i̯ r
cheisio	χ e i̯ s j ɔ
cheisio	χ e i̯ ʃ ɔ
cheisiodd	χ e i̯ s j ɔ ð
cheisiodd	χ e i̯ ʃ ɔ ð
cheith	χ e i̯ θ
chell	χ ɛ ɬ
chelyn	χ eː l ɪ n
chelyn	χ ɛ l ɪ n
chemeg	χ ɛ m ɛ ɡ
chenhinen	χ ɛ n h iː n ɛ n
chenhinen	χ ɛ n h ɪ n ɛ n
cherdded	χ ɛ r ð ɛ d
cherddi	χ ɛ r ð i
cherddoriaeth	χ ɛ r ð ɔ r j a i̯ θ
cherddoriaeth	χ ɛ r ð ɔ r j ɛ θ
cheri	χ eː r i
cheri	χ ɛ r i
cherir	χ eː r ɪ r
cherir	χ ɛ r ɪ r
cherrig	χ ɛ r ɪ ɡ
ches	χ eː s
chest	χ ɛ s t
chestyll	χ ɛ s d ɪ ɬ
chewch	χ ɛ u̯ χ
chi	χ iː
chimod	χ ɪ m ɔ d
chinio	χ ɪ n j ɔ
chinio	χ ɪ n ɔ
chist	χ ɪ s d
chithau	χ iː θ a i̯
chithau	χ iː θ ɛ
chithau	χ ɪ θ a i̯
chithau	χ ɪ θ ɛ
chladdu	χ l a ð i
chladdu	χ l aː ð i
chlefyd	χ l eː v ɪ d
chlefyd	χ l ɛ v ɪ d
chloan	χ l oː a n
chloan	χ l ɔ a n
chloch	χ l oː χ
chlust	χ l ɪ s t
chlustdlws	χ l ɪ s d l ʊ s
chlwb	χ l ʊ b
chlwyfo	χ l ʊ i̯ v ɔ
chly	χ l iː
chlybiau	χ l ə b j a i̯
chlybiau	χ l ə b j ɛ
chlyw	χ l ɪ u̯
chlywed	χ l ə u̯ ɛ d
chlywed	χ l ɪ u̯ ɛ d
chlêr	χ l eː r
chnau	χ n a i̯
chneuen	χ n e i̯ ɛ n
chnoc	χ n ɔ k
chnoi	χ n ɔ i̯
chnwd	χ n uː d
choch	χ oː χ
chochlas	χ ɔ χ l a s
chodais	χ oː d a i̯ s
chodais	χ oː d ɛ s
chodais	χ ɔ d a i̯ s
chodais	χ ɔ d ɛ s
chodaist	χ oː d a i̯ s d
chodaist	χ oː d ɛ s d
chodi	χ oː d i
chodi	χ ɔ d i
chodoch	χ oː d ɔ χ
chodoch	χ ɔ d ɔ χ
chododd	χ oː d ɔ ð
chododd	χ ɔ d ɔ ð
chodon	χ oː d ɔ n
chodon	χ ɔ d ɔ n
choed	χ oː d
choed	χ ɔ i̯ d
choeg	χ ɔ i̯ ɡ
