A	a
eberweter	ɛ b ɛ ʀ w ɛ t e
eciclopedeye	ɛ s i k l ɔ p ɛ d ɛ j
ecoxhmint	ɛ k ɔ ʃ m ɛ̃
ecwårlaedje	ɛ k w ɔː ʀ l ɛ t͡ʃ
Ecwåteur	ɛ k w ɔː t øː ʀ
Edjipe	ɛ d͡ʒ i p
edvincion	ɛ d v ɛ̃ s j ɔ̃
efant	ɛ f ã
efants	ɛ f ã
eglijhe	ɛ ɡ l iː ç
egzamin	ɛ ɡ z a m ɛ̃
egzimpe	ɛ ɡ z ɛ̃ p
Élessene	e l ɛ s ɛ n
Elinne	ɛ l ɛ̃ n
elodjaedje	ɛ l ɔ d͡ʒ ɛ t͡ʃ
Elwè	ɛ l w ɛ
Elziele	ɛ l z j ɛ l
Emile	e m i l
emile	ɛ m i l
emiler	e m i l e
éndjole	ẽ d͡ʒ ɔ l
éndjolijhî	ẽ d͡ʒ ɔ l iː ʒ iː
enindjî	ɛ n ɛ̃ d͡ʒ iː
Epråve	ɛ p ʀ ɔː f
epweznant	ɛ p w ɛ z n ã
Érasse	e ʀ a s
Érâsse	e ʀ aː s
ercandjî	ɛ ʀ k ã d͡ʒ iː
Erezêye	ɛ ʀ ɛ z ɛ j
eriråcion	ɛ ʀ iː ʀ ɔː s j ɔ̃
erirece	ɛ ʀ i ʀ ɛ s
Eritrêye	ɛ ʀ i t ʀ ɛː j
Erkelene	ɛ ʀ k ɛ l ɛ n
ermagnî	ɛ ʀ m a ɲ iː
Ermåke	ɛ ʀ m ɔː k
Ermance	ɛ ʀ m ã s
Erminiye	ɛ ʀ m i n i j
Èrminîye	ɛ ʀ m i n i j
Ernele	ɛ ʀ n ɛ l
Ernesse	ɛ ʀ n ɛ s
Ernestine	ɛ ʀ n ɛ s t i n
Ernonhé	ɛ ʀ n ɔ̃ h e
Ernou	ɛ ʀ n uː
Erpint	ɛ ʀ p ɛ̃
erwangnî	ɛ ʀ w ã ɲ iː
esbåtche	ɛ z b ɔː t͡ʃ
esblawter	ɛ s b l a w t e
Escô	ɛ s k oː
Eslovakeye	ɛ s l ɔ v a k ɛ j
Esloveneye	ɛ s l ɔ v ɛ n ɛ j
Esneu	ɛ s n øː
espagnol	ɛ s p a ɲ ɔ l
espweter	ɛ s p w ɛ t e
esse	ɛ s
esté	ɛ s t e
Estele	ɛ s t ɛ l
Estiene	ɛ s t j ɛ n
Estoneye	ɛ s t ɔ n ɛ j
estonyin	ɛ s t ɔ n j ɛ̃
et	ɛ
Etåle	ɛ t ɔː l
eterlingwa	ɛ t ɛ ʀ l ɛ̃ ɡ w a
eternåcionå	ɛ t ɛ ʀ n ɔː s j ɔ n ɔː
etimolodjeye	ɛ t i m ɔ l ɔ d͡ʒ ɛ j
Etiopeye	ɛ t j ɔ p ɛ j
etrevén	ɛ t ʀ ɛ v ẽ
eû	øː
Eû	øː
Eudaliye	øː d a l iː j
Eûdalîye	øː d a l iː j
eure	øː ʀ
Eve	ɛ f
ewaera	ɛ w ɛ ʀ a
ewaerer	ɛ w ɛ ʀ e
ewalper	ɛ w a l p e
eyet	ɛ j ɛ
Få	f ɔː
Fåcnî	f ɔː k n iː
Fåcon	f ɔː k ɔ̃
facser	f a k s e
faeroyès	f ɛ ʀ ɔ j ɛ
Fagnård	f a ɲ ɔː
Fagnrê	f a ɲ ʀ ɛː
Faime	f ɛ m
Faiviè	f ɛ v j ɛ
fameus	f a m øː
famile	f a m i l
Faniye	f a n i j
Fanîye	f a n iː j
Fårcene	f ɔː ʀ s ɛ n
farene	f a ʀ ɛ n
Farjole	f a ʀ ʒ ɔ l
fåve	f ɔː f
fé	f e
Fechå	f ɛ ʃ ɔː
Felene	f ɛ l ɛ n
Féliciye	f e l i s i j
Félicîye	f e l i s iː j
Felicyin	f ɛ l i s j ɛ̃
Felisse	f ɛ l i s
feme	f ɛ m
feme	f a m
femrin	f ɛ m ʀ ɛ̃
feneyant	f ɛ n ɛ j ã
Ferire	f ɛ ʀ i ʀ
Ferneamont	f ɛ ʀ n j a m ɔ̃
feu	f øː
fevrî	f ɛ v ʀ iː
feye	f ɛ j
Fidji	f i d͡ʒ i
fier	f j ɛː ʀ
fiesse	f j ɛ s
fiesti	f j ɛ s t i
fiestixheu	f j ɛ s t i ʃ øː
Fifine	f i f i n
fijhaedje	f i ʒ ɛ t͡ʃ
fijheu	f i ʒ ø
Filominne	f i l ɔ m ɛ̃ n
filozofe	f i l ɔ z ɔ f
fime	f i m
finançrece	f i n ã s ʀ ɛ s
Fine	f i n
fini	f i n i
finiesse	f i ɲ ɛ s
Finlande	f ɛ̃ l ã t
finwès	f i n w ɛ
fir	f iː ʀ
five	f iː f
Fivet	f i v ɛ
fiyåsse	f i j ɔː s
flame	f l a m
flamter	f l ã t e
Flande	f l ã t
flåwe	f l ɔː w
Flawene	f l a w ɛ n
Flémåle	f l e m ɔː l
Fléron	f l e ʀ ɔ̃
Flèroû	f l ɛ ʀ uː
fleur	f l øː ʀ
Fleuru	f l øː ʀ y
fleuve	f l øː f
Flipe	f l i p
Flipveye	f l i p v ɛ j
Flôbek	f l o b ɛ k
Floravile	f l ɔ ʀ a v i l
Florefe	f l ɔ ʀ ɛ f
Florene	f l ɔ ʀ ɛ n
Florêye	f l ɔ ʀ ɛː j
florixhåjhe	f l ɔ ʀ i ʃ ɔː ç
flotche	f l ɔ t͡ʃ
floter	f l ɔ t e
flûte	f l yː t
fluworôze	f l y w ɔ ʀ ɔː s
Focan	f ɔ k ã
foete	f w ɛ t
foete	f øː t
foice	f w a s
foirdjî	f w a ʀ d͡ʒ iː
fonetike	f ɔ n ɛ t i k
Fonse	f ɔ̃ s
for	f ɔ ʀ
forcoridjî	f ɔ ʀ k ɔ ʀ i d͡ʒ iː
formagnî	f o ʀ m a ɲ iː
formindjî	f o ʀ m ɛ̃ d͡ʒ iː
fors	f ɔ ʀ
forsondjî	f ɔ ʀ s ɔ̃ d͡ʒ iː
fotografeye	f ɔ t ɔ ɡ ʀ a f ɛ j
foumire	f u m i ʀ
four	f uː ʀ
fouyaedje	f u j ɛ t͡ʃ
Fouyène	f u j ɛ n
Fouyin	f u j ɛ̃
foye	f ɔ j
Foyene	f ɔ j ɛ n
Foyin	f ɔ j ɛ̃
fraijhe	f ʀ ɛː ç
Framriye	f ʀ a m ʀ i j
Francård	f ʀ ã k ɔː ʀ
francès	f ʀ ã s ɛ
Françwès	f ʀ ã s w ɛ
fråze	f ʀ ɔː s
Fraziye	f ʀ a z iː j
Frète	f ʀ ɛ t
frexh	f ʀ ɛ ç
frigo	f ʀ i ɡ o
Fritchapele	f ʀ i t͡ʃ a p ɛ l
froed	f ʀ w ɛ
froed	f ʀ øː
froumadje	f ʀ u m a t͡ʃ
froyî	f ʀ ɔ j iː
frudjant	f ʁ y d͡ʒ ɑ̃
frudjî	f ʁ y d͡ʒ iː
frumele	f ʀ y m ɛ l
frumijhe	f ʀ y m iː ç
frut	f ʀ y
Gabrî	ɡ a b ʀ i
Gabriyel	ɡ a b ʀ i j ɛ l
Gabriyele	ɡ a b ʀ i j ɛ l
gade	ɡ a t
Gådje	ɡ ɔː t͡ʃ
gaeye	ɡ a j
gaeye	ɡ ɛ j
gågnî	ɡ ɔː ɲ iː
Gaguite	ɡ a ɡ i t
gaiy	ɡ ɛː j
gaiyté	ɡ ɛː j t e
galicyin	ɡ a l i s j ɛ̃
gangnè	ɡ ã ɲ ɛ
gangnî	ɡ ã ɲ iː
Gaspård	ɡ a s p ɔː ʀ
gatau	ɡ a t o
gåtche	ɡ ɔː t͡ʃ
gåyoter	ɡ ɔː j ɔ t e
Gazea	ɡ a z j a
gazete	ɡ a z ɛ t
glaece	ɡ l ɛ s
gléjhe	ɡ l e ç
Glon	ɡ l ɔ̃
gnåwter	ɲ ɔː w t e
godferdom	ɡ ɔ t f ɛ ʀ d ɔ m
Godfrwèd	ɡ ɔ t f ʀ w ɛ
Gofårt	ɡ ɔ f ɔː ʀ
goidje	ɡ w a t͡ʃ
Gonri	ɡ ɔ̃ ʀ i
Gouvi	ɡ u v i
gozî	ɡ ɔ z iː
Gråfayi	ɡ ʀ ɔ f a j i
Graide	ɡ ʀ ɛː t
grand	ɡ ʀ ã
grandeur	ɡ ʀ ã d øː ʀ
Grandjan	ɡ ʀ ã d͡ʒ ã
Grandjnete	ɡ ʀ ã d͡ʒ n ɛ t
Grangagnaedje	ɡ ʀ ɑ̃ ɡ a ɲ ɛ t͡ʃ
Granhinri	ɡ ʀ ã h ɛ̃ ʀ i
Granhinri	ɡ ʀ ã n ɛ̃ ʀ i
Gré	ɡ ʀ e
Grece	ɡ ʀ ɛ s
Grêde	ɡ ʀ ɛː t
gregne	ɡ ʀ ɛ ɲ
Grenåde	ɡ ʀ ɛ n ɔː t
greter	ɡ ʀ ɛ t e
Grigwere	ɡ ʀ i ɡ w ɛ ʀ
Grimgnêye	ɡ ʀ i m ɲ ɛː j
grinne	ɡ ʀ ɛ̃ n
Grinnveye	ɡ ʀ ɛ̃ n v ɛ j
Grodjan	ɡ ʀ ɔ d͡ʒ ã
Gubiet	ɡ y b j ɛ
Gudule	ɡ y d y l
guere	ɡ ɛː ʀ
Guèrite	ɡ ɛ ʀ i t
gueuye	ɡ øː j
Gui	ɡ i
Guiguite	ɡ i ɡ i t
Guilin	ɡ i l ɛ̃
Guinêye	ɡ i n ɛː j
Guiyåme	ɡ i j ɔ m
gurzale	ɡ y ʀ z a l
Gusse	ɡ y s
Gustin	ɡ y s t ɛ̃
Gustine	ɡ y s t i n
Habâ	h a b aː
Haberdji	h a b ɛ ʀ d͡ʒ i
Habete	h a b ɛ t
hagnî	h a ɲ iː
Halazî	h a l a z iː
halene	h a l ɛ n
håler	h ɔː l e
hamea	h a m j a
Hamwè	h a m w ɛ
Hamwer	h a m w ɛ ʀ
Haneu	h a n øː
Hardenne	h a ʀ d ɛ n
hårdêye	h ɔː ʀ d ɛː j
harpe	h a ʀ p
Harzé	h a ʀ z e
håssî	h ɔː s iː
hatrea	h a t ʀ j a
hatrea	h a t ʀ ɛː
Havlondje	h a v l ɔ̃ t͡ʃ
Havsin	h a v s ɛ̃
håvurna	h ɔː v y ʀ n a
håvurna	h ã v ɛ ʀ n oː
hawayin	h a w a j ɛ̃
hawe	h a w
hawer	h a w e
hay	h a j
hayduk	h a j d y k
håyner	h ɔː j n e
Henin	h ɛ n ɛ̃
Héron	h e ʀ ɔ̃
Hesta	h ɛ s t a
Heve	h ɛ f
hiner	h i n e
Hinnot	h i n ɔ
Hinri	h ɛ̃ ʀ i
hintche	h ɛ̃ t͡ʃ
hiyanler	h i j ã l e
Hodî	h ɔ d iː
Hodrémont	h ɔ d ʀ e m õ
Hongreye	h ɔ̃ ɡ ʀ ɛ j
hongrwès	h ɔ̃ ɡ ʀ w ɛ
Houbert	h u b ɛ ʀ
Houbiet	h u b j ɛ
houprale	h u p ʀ a l
hoûter	h uː t e
Houton	h u t ɔ̃
Houyet	h u j ɛ
hoye	h ɔ j
Hu	h y
î	iː
Î	iː
idrodjinne	i d ʀ ɔ d͡ʒ ɛ̃ n
Ilinwès	i l i n w ɛ
imådje	i m ɔː t͡ʃ
imådjreçmint	i m ɔː d͡ʒ ʀ ɛ s m ɛ̃
impire	ɛ̃ p iː ʀ
Incoû	ɛ̃ k uː
indje	ɛ̃ t͡ʃ
Indji	ɛ̃ d͡ʒ i
indonesyin	ɛ̃ d ɔ n ɛ s j ɛ̃
Indonezeye	ɛ̃ d ɔ n ɛ z ɛ j
industreye	ɛ̃ d y s t ʀ ɛ j
infler	ɛ̃ f l e
infôrmåcion	ɛ̃ f oː ʀ m ɔː s j ɔ̃
inglès	ɛ̃ ɡ l ɛ
Inguezêye	ɛ̃ ɡ ɛ z ɛː j
Inguî	ɛ̃ ɡ iː
inmer	ɛ̃ m e
intche	ɛ̃ t͡ʃ
Inzî	ɛ̃ z iː
Irlande	i ʀ l ã t
Israyel	i z ʀ a j ɛ l
istwere	i s t w ɛː ʀ
Itåleye	i t ɔː l ɛ j
itålyin	i t ɔː l j ɛ̃
Ite	i t
Ive	i f
ivier	i v j ɛː ʀ
Ivon	i v ɔ̃
iye	iː j
iyreye	iː j ʀ ɛ j
Izlande	i z l ã t
izlandès	i z l ã d ɛ
jate	ʒ a t
jh	h
jh	ʒ
Jh	h
Jh	ʒ
Kebek	k ɛ b ɛ k
kécfeye	k e k f ɛ j
Kene	k ɛ n
kenler	k ɛ n l ɛː ʀ
Kertinmont	k ɛ ʀ t ɛ̃ m ɔ̃
Keumiêye	k ø m i ɛː j
keuze	k øː s
Kévi	k e v i
kî	k iː
kibén	k i b ẽ
kidjåzer	k i d͡ʒ ɔː z e
kidujhance	k i d yː ʒ ã s
Kievrin	k j e v ʀ ɛ̃
Kievrin	k j ɛ v ʀ ɛ̃
kihagnî	k i h a ɲ iː
kîket	k iː k ɛ
kiminå	k i m i n ɔː
kimincî	k i m ɛ̃ s iː
Kin	k ɛ̃
Kinåd	k i n ɔː
Kinaesse	k i n ɛ s
Kinçon	k ɛ̃ s ɔ̃
Kinet	k i n ɛ
Kinkin	k ɛ̃ k ɛ̃
Kinot	k i n ɔ
kinoxhaedje	k i n ɔ ʃ ɛ t͡ʃ
Kirgiztan	k i ʀ ɡ i s t ã
kiroptere	k i ʀ ɔ p t ɛː ʀ
kitaeyî	k i t ɛ j iː
kitaeyî	k i t a j iː
kitchessî	k i t͡ʃ ɛ s iː
kitoide	k i t w a t
Kuweyt	k y w ɛ j t
la	l a
lådje	l ɔː t͡ʃ
lådjes	l ɔː t͡ʃ
laecea	l ɛ s j a
laecea	l a s j a
laecea	l a s ɛː
lak	l a k
Laliye	l a l i j
Lambiet	l ã b j ɛ
Lamisse	l a m i s
Landene	l ã d ɛ n
Lansbert	l ɑ̃ s b ɛ ʁ
låtchî	l ɔː t͡ʃ iː
latén	l a t ẽ
Låtu	l ɔː t y
låvå	l ɔː v ɔː
Lawosse	l a w ɔ s
Lconte	l k ɔ̃ t
Ldjî	l d͡ʒ iː
Ldjir	l d͡ʒ i ʀ
L'Djonne	l d͡ʒ ɔ̃ n
Lèdjalé	l ɛ d͡ʒ a l e
ledjir	l ɛ d͡ʒ iː ʀ
Ledjunne	l ɛ d͡ʒ y n
Lefeve	l ɛ f ɛː f
Leglijhe	l e ɡ l iː ç
lére	l e ʀ
Lestine	l e s t i n
Léstine	l e s t i n
lét	l e
Letawe	l ɛ t a w
Letoneye	l ɛ t ɔ n ɛ j
leu	l øː
levî	l ɛ v iː
Leya	l ɛ j a
Lèya	l ɛ j a
Leyande	l ɛ j ã t
leyî	l ɛ j iː
Leyon	l ɛ j ɔ̃
Leyonård	l ɛ j ɔ n ɔː ʀ
Leyoniye	l ɛ j ɔ n iː j
Leyopôl	l ɛ j ɔ p oː l
li	l i
libe	l i p
Libea	l i b j a
Libin	l i b ɛ̃
Libråmont	l i b ʀ ɔː m ɔ̃
Librun	l i b ʀ œ̃
Libwès	l i b w ɛ
Lîchtensteyn	l iː ʃ t ɛ n s t ɛ j n
licince	l i s ɛ̃ s
Liclipteu	l i k l i p t ø
Lidje	l iː t͡ʃ
Lidjî	l i d͡ʒ iː
Lierneu	l j ɛ ʀ n øː
Lileu	l i l øː
Limbôr	l ɛ̃ b õ ʀ
limbordjwès	l ɛ̃ b ɔ ʀ d͡ʒ w ɛ
Limbork	l ɛ̃ b ɔ ʀ k
limero	l i m ɛ ʀ o
Limpreur	l ɛ̃ p ʀ øː ʀ
Limwaisse	l i m w ɛː s
Linâ	l i n aː
Linå	l i n ɔː
Linå	l i n aː
Linåd	l i n ɔː
linçoû	l ɛ̃ s uː
lingaedje	l ɛ̃ ɡ a t͡ʃ
lingaedje	l ɛ̃ w a t͡ʃ
linwe	l ɛ̃ w
linwince	l ɛ̃ w ɛ̃ s
linwincieus	l ɛ̃ w ɛ̃ s j øː
linwincieuse	l ɛ̃ w ɛ̃ s j øː s
linwincieuses	l ɛ̃ w ɛ̃ s j øː s
lisse	l i s
Lissene	l i s ɛ n
Lîssin	l iː s ɛ̃
Liswer	l i s w ɛ ʀ
litaneye	l i t a n ɛ j
Litawe	l i t a w
Litchanteu	l i t͡ʃ ã t øː
Litwaneye	l i t w a n ɛ j
litwanyin	l i t w a n j ɛ̃
live	l i v
live	l i v ə
Livî	l i v iː
Lixhime	l i ʃ i m
Liza	l i z a
Lizé	l i z e
Lôbe	l oː p
Lodiye	l ɔ d i j
Lodîye	l ɔ d iː j
loignåd	l w a ɲ ɔː
Lolote	l ɔ l ɔ t
lomer	l ɔ m ɛ
Lominne	l ɔ m ɛ̃ n
Lompré	l ɔ̃ p ʀ e
Lompré	l ɔ̃ p ʀ ɛ
lon	l ɔ̃
Loncén	l ɔ̃ s ẽ
Londe	l ɔ̃ t
londi	l ɔ̃ d i
Lonzene	l ɔ̃ z ɛ n
Lorint	l ɔ ʀ ɛ̃
Lorintî	l ɔ ʀ ɛ̃ t iː
Lotaire	l ɔ t ɛ ʀ
lotchet	l ɔ t͡ʃ ɛ
Lote	l ɔ t
Loujhea	l uː ʒ j a
loukî	l u k iː
loumire	l u m iː ʀ
loumires	l u m iː ʀ
Louwis	l u w i
Louwisse	l u w i s
Louxhî	l u ʃ i
Lovea	l ɔ v j a
Loyi	l ɔ j i
loyî	l ɔ j iː
Loyisse	l ɔ j i s
Lucasse	l y k a s
Luceye	l y s e j
Lucyin	l y s j ɛ̃
Luk	l y k
lumçon	l y m s ɔ̃
lune	l y n
lussimbordjwès	l y s ɛ̃ b ɔ ʀ d͡ʒ w ɛ
Lussimbork	l y s ɛ̃ b ɔ ʀ k
lwè	l w ɛ
lyi	l j i
lyi	l iː
må	m ɔː
Må	m ɔː
Måbodje	m ɔː b ɔ t͡ʃ
machene	m a ʃ ɛ n
machine	m a ʃ i n
Macsi	m a k s i
Macsimiyin	m a k s i m i j ɛ̃
Madeleînne	m a d l ɛ̃ n
Madjene	m a d͡ʒ ɛ n
Madjène	m a d͡ʒ ɛ n
mådjiner	m ɔː d͡ʒ i n e
Madlinne	m a d l ɛ̃ n
magnåve	m a ɲ ɔː f
magneu	m a ɲ ø
magnî	m a ɲ iː
magnûle	m a ɲ yː l
mågré	m ɔː ɡ ʀ e
Magrite	m a ɡ ʀ i t
Mahin	m a h ɛ̃
mailete	m ɛ l ɛ t
maîsse	m ɛː s
Majenne	m a ʒ ɛ n
måjhon	m ɔː ʒ ɔ̃
måjhon	m w ɛː ʒ ɔ̃
Måjhret	m ɔː ʒ ʀ ɛ
maladeye	m a l a d ɛ j
Malaizeye	m a l ɛ z ɛ j
Målåjhe	m ɔː l ɔː ç
Malåtchî	m a l ɔː t͡ʃ iː
malayalam	m a l a j a l a m
Male	m a l
Mali	m a l i
Målimpré	m ɔː l ɛ̃ p ʀ e
Malissårt	m a l i s ɔː ʀ
Malonne	m a l õ n
maltès	m a l t ɛ
Malvina	m a l v i n a
Målyebe	m ɔː l j ɛ p
Måmdiy	m aː m d i
Måmdiy	m aː m d iː
mame	m a m
Manadje	m a n a t͡ʃ
Manderlî	m ã d ɛ ʀ l iː
Manhé	m ã h e
mannet	m ã n ɛ
manni	m ã n i
mannixhaedje	m ã n i ʃ ɛ t͡ʃ
manoye	m a n ɔː j
Manu	m a n y
Manuwèl	m a n y w ɛ l
Mår	m ɔː ʀ
Mårcin	m ɔː ʀ s ɛ̃
Marcotî	m a ʀ k ɔ t iː
Marcou	m a ʀ k u
Marcour	m a ʀ k uː ʀ
mårdi	m ɔː ʀ d i
Mardjo	m a ʀ d͡ʒ ɔ
Mardjôzef	m a ʀ d͡ʒ õ z ɛ f
Maredret	m a ʀ ɛ d ʀ ɛ
Mareye	m a ʀ ɛ j
Mârguèrite	m a ʀ ɡ ɛ ʀ i t
Maria	m a ʀ j a
mariaedje	m a ʀ j ɛ t͡ʃ
Marixhå	m a ʀ i ʃ ɔː
Mariyambour	m a ʀ i j a m b uː ʀ
Marlanwé	m a ʀ l ã w e
Mårlire	m ɔː ʀ l i ʀ
Marnefe	m a ʀ n ɛ f
Marok	m a ʀ ɔ k
Mårta	m ɔ ʀ t a
mårtcheu	m ɔː ʀ t͡ʃ øː
martchî	m a ʀ t͡ʃ iː
mårtea	m ɔː ʀ t j a
Mårtén	m ɔː ʀ t ẽ
Mårtene	m ɔː ʀ t ɛ n
mârtia	m aː ʀ t j a
Martoujin	m a ʀ t u ʒ ɛ̃
marvoye	m a ʁ v w a j
mascaråde	m a s k a ʀ ɔː t
måss	m ɔː s
måssî	m ɔː s iː
matante	m a t ã t
måtche	m ɔː t͡ʃ
Matî	m a t i
Matile	m a t i l
Måtlindje	m ɔː l ɛ̃ t͡ʃ
måva	m ɔː v a
Mawoumet	m a w uː m ɛ
may	m a j
Mayåd	m a j ɔː t
Mayance	m a j ã s
Mayane	m a j a n
måye	m ɔː j
Måyebe	m ɔː j ɛ p
Mayon	m a j ɔ̃
Måzêye	m ɔː z ɛ j
Mecsike	m ɛ k s i k
Medåd	m ɛ d ɔː
medcén	m ɛ t s ẽ
médyî	m e d j iː
Mêfe	m ɛː f
Melaniye	m e l a n i j
Melda	m ɛ l d a
Meliye	m ɛ l iː j
Meminne	m ɛ m ɛ̃ n
Mèminne	m ɛ m ɛ̃ n
mer	m e ʀ
messaedje	m ɛ s ɛ t͡ʃ
Messanceye	m ɛ s ã s ɛː j
mêsse	m ɛː s
mestî	m ɛ s t iː
mete	m ɛ t
Metet	m ɛ t ɛ
meteyo	m ɛ t ɛ j ɔ
metraedje	m ɛ t ʀ ɛ t͡ʃ
meur	m øː ʀ
Meurice	m øː ʀ i s
mexhner	m ɛ ç n e
mexhner	m ɛ h n e
mexhner	m ɛ n h e
mexhner	m ɛ ʃ n e
mexhner	m ɛ ʃ n ɛ
meytrô	m ɛ j t ʀ oː
mi	m i
Miebe	m j ɛ p
Mierdo	m j ɛ ʀ d ɔ
mierkidi	m j ɛ ʀ k i d i
Mierlåd	m j ɛ ʀ l ɔː
Mignolet	m i ɲ ɔ l ɛ
Mile	m i l
milet	m i l ɛ
milets	m i l ɛ
Milo	m i l ɔ
mindjåve	m ɛ̃ d͡ʒ ɔː f
mindjeu	m ɛ̃ d͡ʒ ø
mindjî	m ɛ̃ d͡ʒ iː
Minike	m i n i k
Minminne	m ɛ̃ m ɛ̃ n
Minne	m ɛ̃ n
minte	m ɛ̃ t
mintni	m ɛ̃ t n i
Minvergniye	m ɛ̃ v ɛ ʀ ɲ i j
Mitchî	m i t͡ʃ iː
Miyin	m i j ɛ̃
Miyinne	m i j ɛ̃ n
Modåve	m ɔ d ɔː f
modele	m ɔ d ɛ l
Modèsse	m ɔ d ɛ s
moenne	m w ɛ n
moes	m w ɛ
moes	m øː
mofe	m ɔ f
moirt	m w aː ʀ
Molén	m ɔ l ẽ
Molene	m ɔ l ɛ n
Molinea	m ɔ l i n j a
Momgniye	m ɔ̃ ɲ iː j
Mon	m ɔ̃
Moncouzin	m ɔ̃ k u z ɛ̃
monde	m ɔ̃ t
Mongoleye	m ɔ̃ ɡ ɔ l ɛ j
Monon	m ɔ n ɔ̃
mononke	m ɔ n ɔ̃ k
Monreyål	m ɔ̃ ʀ ɛ j ɔː l
Mont	m ɔ̃
montinne	m ɔ̃ t ɛ̃ n
Morea	m ɔ ʀ j a
mori	m ɔ ʀ i
Moritanreye	m ɔ ʀ i t ã ʀ ɛ j
moskêye	m ɔ s k ɛː j
mot	m ɔ
motî	m ɔ t iː
motîs	m ɔ t iː
motoit	m ɔ t w a
Moucron	m u k ʀ ɔ̃
mougnî	m u ɲ iː
Mougnlêye	m u ɲ l ɛː j
moumint	m u m ɛ̃
mousseure	m u s øː ʀ
mouze	m uː s
Mouze	m uː s
moxhe	m ɔ ç
moxhe	m ɔ ʃ
moxhe	m ɔ χ
Moxhet	m ɔ ʃ ɛ
moxhon	m ɔ ʃ ɔ̃
moyén	m ɔ j ẽ
Môyin	m õ j ɛ̃
Moyisse	m ɔ j i s
Moyize	m ɔ j i s
Mson	m s ɔ̃
Mucyin	m y s j ɛ̃
munujhî	m y n y ʒ iː
muroe	m y ʀ w ɛ
muroe	m y ʀ øː
muzike	m y z i k
mwais	m w ɛː
mwaisse	m w ɛː s
mwin	m w ɛ̃
mwincô	m w ɛ̃ k oː
mwinre	m w ɛ̃ ʀ
nåcion	n ɔː s j ɔ̃
nåcionål	n ɔː s j ɔ n ɔː l
nåcionålijhî	n ɔː s j ɔ n ɔː l i ʒ iː
Nådjumont	n ɔː d͡ʒ y m ɔ̃
naivuron	n ɛː v y ʀ ɔ̃
nåjhi	n ɔː ʒ i
Nametche	n a m ɛ t͡ʃ
Nameur	n a m ø ʀ
Nameur	n a m øː ʀ
Nameur	n a m œ ʀ
Nameur	n a m ɛ ʀ
Namibeye	n a m i b ɛ j
Nand	n ã
Nande	n ã t
Naneche	n a n ɛ ʃ
Nanene	n a n ɛ n
nanti	n ã t i
Napoleyon	n a p ɔ l ɛ j ɔ̃
Nårdene	n ɔː ʀ d ɛ n
Nârdine	n aː ʀ d i n
Nårdine	n ɔː ʀ d i n
Nassogne	n a s ɔ ɲ
Natole	n a t ɔ l
Nawouro	n a w u ʀ ɔ
Nayisse	n a j i s
naziålijhaedje	n a z j ɔː l i ʒ ɛ t͡ʃ
naziålijhî	n a z j ɔː l i ʒ iː
nedjî	n ɛ d͡ʒ iː
Neké	n ɛ k e
Nèké	n ɛ k e
Nele	n ɛ l
Nenesse	n ɛ n ɛ s
Nenete	n ɛ n ɛ t
nèni	n ɛ n i
Nesse	n ɛ s
Nestene	n ɛ s t ɛ n
Nestine	n ɛ s t i n
netyî	n ɛ t j iː
neute	n ø t
neute	n øː t
Neyåw	n ɛ j ɔ w
neyerlandès	n ɛ j ɛ ʀ l ã d ɛ
nez	n e
Nicolai	n i k ɔ l ɛ
Nicolayî	n i k ɔ l a j iː
Nidjeria	n i d͡ʒ ɛ ʀ j a
Nihoûle	n i h uː l
Niké	n i k e
Nîme	n iː m
Nîmegue	n iː m ɛ k
Niniye	n i n i j
nitrodjinne	n i t ʀ ɔ d͡ʒ ɛ̃ n
nivaye	n iː v a j
nive	n iː f
Nivele	n i v ɛ l
niver	n i v e
Niye	n i j
Nnixh	n n i ç
no	n ɔ
nodidju	n ɔ d i d͡ʒ y
noer	n w ɛː ʀ
noer	n øː ʀ
nonante	n ɔ n ã t
Nonård	n ɔ n ɔː ʀ
Noré	n ɔ ʀ e
Norêye	n ɔ ʀ e j
Norvedje	n ɔ ʀ v ɛ t͡ʃ
norvedjin	n ɔ ʀ v ɛ d͡ʒ ɛ̃
norwès	n ɔ ʀ w ɛ
nos	n ɔ
Notdjî	n ɔ d͡ʒ iː
noû	n uː
noûf	n uː f
noûmot	n uː m o
nouvinme	n uː v ɛ̃ m
novea	n ɔ v j a
novea	n ɔ v ɛː
nôvimbe	n oː v ɛ̃ p
Noyé	n ɔ j e
Noyete	n ɔ j ɛ t
nozôtes	n ɔ z õ t
nûlêye	n yː l ɛː j
nute	n y t
ô	oː
Ô	oː
ö	ɔ̃
Ö	ɔ̃
occidjinne	ɔ k s i d͡ʒ ɛ̃ n
ocsidjinne	ɔ k s i d͡ʒ ɛ̃ n
octôbe	ɔ k t oː p
Odjî	ɔ d͡ʒ iː
oende	w ɛ̃ t
Ogusse	ɔ ɡ y s
Ohè	ɔ h ɛ
oidje	w a t͡ʃ
oizeur	w a z øː ʀ
Ôlwè	o l w ɛ
ombe	ɔ̃ p
ombrire	ɔ̃ b ʀ iː ʀ
ome	ɔ m
ome	u m
omrin	ɔ m ʀ ɛ̃
on	ɔ̃
Onai	ɔ n ɛ
Ône	o n
Onele	ɔ n ɛ l
ongue	ɔ̃ k
Onhaye	ɔ̃ h a j
onk	ɔ̃ k
onze	ɔ̃ s
ôr	õ ʀ
