aarōn	aː a r ɔ n
condēnsat	k ɔ n̪ d̪ ẽː s a t̪
condēnsat	k ɔ n̪ d̪ ɛ n s a t̪
condēnsātiō	k ɔ n̪ d̪ ẽː s aː t̪ i oː
condēnsātiō	k ɔ n̪ d̪ ɛ n s aː t͡s i ɔ
condēnsō	k ɔ n̪ d̪ ẽː s oː
condēnsō	k ɔ n̪ d̪ ɛ n s ɔ
condēnsus	k ɔ n̪ d̪ ẽː s ʊ s
condēnsus	k ɔ n̪ d̪ ɛ n s u s
condēscendō	k ɔ n̪ d̪ eː s k ɛ n̪ d̪ oː
condēscendō	k ɔ n̪ d̪ ɛ ʃ ʃ ɛ n̪ d̪ ɔ
condēscēnsiō	k ɔ n̪ d̪ eː s k ẽː s i oː
condēscēnsiō	k ɔ n̪ d̪ ɛ ʃ ʃ ɛ n s i ɔ
condiciōnābilis	k ɔ n̪ d̪ ɪ k i oː n aː b ɪ lʲ ɪ s
condiciōnābilis	k ɔ n̪ d̪ i t͡ʃ i ɔ n aː b i l i s
condiciōnālis	k ɔ n̪ d̪ ɪ k i oː n aː lʲ ɪ s
condiciōnālis	k ɔ n̪ d̪ i t͡ʃ i ɔ n aː l i s
condiciōnāliter	k ɔ n̪ d̪ ɪ k i oː n aː lʲ ɪ t̪ ɛ r
condiciōnāliter	k ɔ n̪ d̪ i t͡ʃ i ɔ n aː l i t̪ ɛ r
condīcō	k ɔ n̪ d̪ iː k oː
condīcō	k ɔ n̪ d̪ iː k ɔ
condictīcius	k ɔ n̪ d̪ ɪ k t̪ iː k i ʊ s
condictīcius	k ɔ n̪ d̪ i k t̪ iː t͡ʃ i u s
condictiō	k ɔ n̪ d̪ ɪ k t̪ i oː
condictiō	k ɔ n̪ d̪ i k t͡s i ɔ
condictītius	k ɔ n̪ d̪ ɪ k t̪ iː t̪ i ʊ s
condictītius	k ɔ n̪ d̪ i k t̪ iː t͡s i u s
condictum	k ɔ n̪ d̪ ɪ k t̪ ʊ̃ˑ
condictum	k ɔ n̪ d̪ i k t̪ u m
condignus	k ɔ n̪ d̪ ɪ ŋ n ʊ s
condignus	k ɔ n̪ d̪ i ɲ ɲ u s
condīmentum	k ɔ n̪ d̪ iː m ɛ n̪ t̪ ʊ̃ˑ
condīmentum	k ɔ n̪ d̪ i m ɛ n̪ t̪ u m
condiō	k ɔ n̪ d̪ i oː
condiō	k ɔ n̪ d̪ i ɔ
condiscō	k ɔ n̪ d̪ ɪ s k oː
condiscō	k ɔ n̪ d̪ i s k ɔ
conditiō	k ɔ n̪ d̪ ɪ t̪ i oː
conditiō	k ɔ n̪ d̪ iː t͡s i ɔ
condītiō	k ɔ n̪ d̪ iː t̪ i oː
condītiō	k ɔ n̪ d̪ iː t͡s i ɔ
conditiōnālis	k ɔ n̪ d̪ ɪ t̪ i oː n aː lʲ ɪ s
conditiōnālis	k ɔ n̪ d̪ i t͡s i ɔ n aː l i s
conditīvus	k ɔ n̪ d̪ ɪ t̪ iː w ʊ s
conditīvus	k ɔ n̪ d̪ i t̪ iː v u s
condītor	k ɔ n̪ d̪ iː t̪ ɔ r
condītor	k ɔ n̪ d̪ iː t̪ ɔ r
condivincum	k ɔ n̪ d̪ ɪ w ɪ ŋ k ʊ̃ˑ
condivincum	k ɔ n̪ d̪ i v i ŋ k u m
condō	k ɔ n̪ d̪ oː
condō	k ɔ n̪ d̪ ɔ
condoceō	k ɔ n̪ d̪ ɔ k e oː
condoceō	k ɔ n̪ d̪ ɔː t͡ʃ ɛ ɔ
condoleō	k ɔ n̪ d̪ ɔ l e oː
condoleō	k ɔ n̪ d̪ ɔː l ɛ ɔ
condominium	k ɔ n̪ d̪ ɔ m ɪ n i ʊ̃ˑ
condominium	k ɔ n̪ d̪ ɔ m iː n i u m
condōnātiō	k ɔ n̪ d̪ oː n aː t̪ i oː
condōnātiō	k ɔ n̪ d̪ ɔ n aː t͡s i ɔ
condōnō	k ɔ n̪ d̪ oː n oː
condōnō	k ɔ n̪ d̪ ɔː n ɔ
condormiō	k ɔ n̪ d̪ ɔ r m i oː
condormiō	k ɔ n̪ d̪ ɔ r m i ɔ
condrūsī	k ɔ n̪ d̪ r uː s iː
condrūsī	k ɔ n̪ d̪ r uː z i
condūcenter	k ɔ n̪ d̪ uː k ɛ n̪ t̪ ɛ r
condūcenter	k ɔ n̪ d̪ u t͡ʃ ɛ n̪ t̪ ɛ r
condūcibilis	k ɔ n̪ d̪ uː k ɪ b ɪ lʲ ɪ s
condūcibilis	k ɔ n̪ d̪ u t͡ʃ iː b i l i s
condūcibiliter	k ɔ n̪ d̪ uː k ɪ b ɪ lʲ ɪ t̪ ɛ r
condūcibiliter	k ɔ n̪ d̪ u t͡ʃ i b iː l i t̪ ɛ r
condūcō	k ɔ n̪ d̪ uː k oː
condūcō	k ɔ n̪ d̪ uː k ɔ
conductēla	k ɔ n̪ d̪ ʊ k t̪ eː ɫ̪ a
conductēla	k ɔ n̪ d̪ u k t̪ ɛː l a
conductīcius	k ɔ n̪ d̪ ʊ k t̪ iː k i ʊ s
conductīcius	k ɔ n̪ d̪ u k t̪ iː t͡ʃ i u s
conductītius	k ɔ n̪ d̪ ʊ k t̪ iː t̪ i ʊ s
conductītius	k ɔ n̪ d̪ u k t̪ iː t͡s i u s
conductor	k ɔ n̪ d̪ ʊ k t̪ ɔ r
conductor	k ɔ n̪ d̪ u k t̪ ɔ r
conductrīx	k ɔ n̪ d̪ ʊ k t̪ r iː k s
conductrīx	k ɔ n̪ d̪ u k t̪ r i k s
condulcō	k ɔ n̪ d̪ ʊ ɫ̪ k oː
condulcō	k ɔ n̪ d̪ u l k ɔ
condumnō	k ɔ n̪ d̪ ʊ m n oː
condumnō	k ɔ n̪ d̪ u m n ɔ
condurdum	k ɔ n̪ d̪ ʊ r d̪ ʊ̃ˑ
condurdum	k ɔ n̪ d̪ u r d̪ u m
condux	k ɔ n̪ d̪ ʊ k s
condux	k ɔ n̪ d̪ u k s
condylus	k ɔ n̪ d̪ ʏ ɫ̪ ʊ s
condylus	k ɔ n̪ d̪ i l u s
cōnectō	k oː n ɛ k t̪ oː
cōnectō	k ɔ n ɛ k t̪ ɔ
cōnexa	k oː n ɛ k s a
cōnexa	k ɔ n ɛ k s a
cōnexa	k oː n ɛ k s a
cōnexa	k ɔ n ɛ k s a
cōnexa	k oː n ɛ k s aː
cōnexa	k ɔ n ɛ k s a
cōnexī	k oː n ɛ k s iː
cōnexī	k ɔ n ɛ k s i
cōnexiō	k oː n ɛ k s i oː
cōnexiō	k ɔ n ɛ k s i ɔ
cōnexīs	k oː n ɛ k s iː s
cōnexīs	k ɔ n ɛ k s i s
cōnexō	k oː n ɛ k s oː
cōnexō	k ɔ n ɛ k s ɔ
cōnexōrum	k oː n ɛ k s oː r ʊ̃ˑ
cōnexōrum	k ɔ n ɛ k s ɔː r u m
cōnexum	k oː n ɛ k s ʊ̃ˑ
cōnexum	k ɔ n ɛ k s u m
cōnfābulor	k õː f aː b ʊ ɫ̪ ɔ r
cōnfābulor	k ɔ n f aː b u l ɔ r
cōnfactum	k õː f a k t̪ ʊ̃ˑ
cōnfactum	k ɔ n f a k t̪ u m
cōnfactus	k õː f a k t̪ ʊ s
cōnfactus	k ɔ n f a k t̪ u s
cōnfarreātiō	k õː f a r r e aː t̪ i oː
cōnfarreātiō	k ɔ n f a r r ɛ aː t͡s i ɔ
cōnfectiō	k õː f ɛ k t̪ i oː
cōnfectiō	k ɔ n f ɛ k t͡s i ɔ
cōnfectiōnārius	k õː f ɛ k t̪ i oː n aː r i ʊ s
cōnfectiōnārius	k ɔ n f ɛ k t͡s i ɔ n aː r i u s
cōnfector	k õː f ɛ k t̪ ɔ r
cōnfector	k ɔ n f ɛ k t̪ ɔ r
cōnfectōrārius	k õː f ɛ k t̪ oː r aː r i ʊ s
cōnfectōrārius	k ɔ n f ɛ k t̪ ɔ r aː r i u s
cōnfectōrium	k õː f ɛ k t̪ oː r i ʊ̃ˑ
cōnfectōrium	k ɔ n f ɛ k t̪ ɔː r i u m
cōnfectrīx	k õː f ɛ k t̪ r iː k s
cōnfectrīx	k ɔ n f ɛ k t̪ r i k s
cōnfectūra	k õː f ɛ k t̪ uː r a
cōnfectūra	k ɔ n f ɛ k t̪ uː r a
cōnfectūrārius	k õː f ɛ k t̪ uː r aː r i ʊ s
cōnfectūrārius	k ɔ n f ɛ k t̪ u r aː r i u s
cōnfer	k õː f ɛ r
cōnfer	k ɔ n f ɛ r
cōnferciō	k õː f ɛ r k i oː
cōnferciō	k ɔ n f ɛ r t͡ʃ i ɔ
cōnferō	k õː f ɛ r oː
cōnferō	k ɔ n f ɛ r ɔ
cōnfersus	k õː f ɛ r s ʊ s
cōnfersus	k ɔ n f ɛ r s u s
cōnfertifolius	k õː f ɛ r t̪ ɪ f ɔ lʲ i ʊ s
cōnfertifolius	k ɔ n f ɛ r t̪ i f ɔː l i u s
cōnferva	k õː f ɛ r w a
cōnferva	k ɔ n f ɛ r v a
cōnfervae	k õː f ɛ r w a e̯
cōnfervae	k ɔ n f ɛ r v ɛ
cōnfervās	k õː f ɛ r w aː s
cōnfervās	k ɔ n f ɛ r v a s
cōnferveō	k õː f ɛ r w e oː
cōnferveō	k ɔ n f ɛ r v ɛ ɔ
cōnfessiō	k õː f ɛ s s i oː
cōnfessiō	k ɔ n f ɛ s s i ɔ
cōnfessor	k õː f ɛ s s ɔ r
cōnfessor	k ɔ n f ɛ s s ɔ r
cōnfestim	k õː f ɛ s t̪ ɪ̃ˑ
cōnfestim	k ɔ n f ɛ s t̪ i m
cōnficiēns	k õː f ɪ k i ẽː s
cōnficiēns	k ɔ n f iː t͡ʃ i ɛ n s
cōnficiō	k õː f ɪ k i oː
cōnficiō	k ɔ n f iː t͡ʃ i ɔ
cōnfīdant	k õː f iː d̪ a n̪ t̪
cōnfīdant	k ɔ n f iː d̪ a n̪ t̪
cōnfīdentiloquus	k õː f iː d̪ ɛ n̪ t̪ ɪ ɫ̪ ɔ k ʊ s
cōnfīdentiloquus	k ɔ n f i d̪ ɛ n̪ t̪ iː l ɔ k w u s
cōnfīdō	k õː f iː d̪ oː
cōnfīdō	k ɔ n f iː d̪ ɔ
cōnfīgō	k õː f iː ɡ oː
cōnfīgō	k ɔ n f iː ɡ ɔ
cōnfigūrātiō	k õː f ɪ ɡ uː r aː t̪ i oː
cōnfigūrātiō	k ɔ n f i ɡ u r aː t͡s i ɔ
cōnfigūrō	k õː f ɪ ɡ uː r oː
cōnfigūrō	k ɔ n f i ɡ uː r ɔ
cōnfingō	k õː f ɪ ŋ ɡ oː
cōnfingō	k ɔ n f i ŋ ɡ ɔ
cōnfīnis	k õː f iː n ɪ s
cōnfīnis	k ɔ n f iː n i s
cōnfīnius	k õː f iː n i ʊ s
cōnfīnius	k ɔ n f iː n i u s
cōnfīō	k õː f iː oː
cōnfīō	k ɔ n f iː ɔ
cōnfirmātiō	k õː f ɪ r m aː t̪ i oː
cōnfirmātiō	k ɔ n f i r m aː t͡s i ɔ
cōnfirmō	k õː f ɪ r m oː
cōnfirmō	k ɔ n f i r m ɔ
cōnfiscō	k õː f ɪ s k oː
cōnfiscō	k ɔ n f i s k ɔ
cōnfiteor	k õː f ɪ t̪ e ɔ r
cōnfiteor	k ɔ n f iː t̪ ɛ ɔ r
cōnflāgēs	k õː f ɫ̪ aː ɡ eː s
cōnflāgēs	k ɔ n f l aː d͡ʒ ɛ s
cōnflagrāns	k õː f ɫ̪ a ɡ r ãː s
cōnflagrāns	k ɔ n f l a ɡ r a n s
cōnflagrant	k õː f ɫ̪ a ɡ r a n̪ t̪
cōnflagrant	k ɔ n f l a ɡ r a n̪ t̪
cōnflagrātiō	k õː f ɫ̪ a ɡ r aː t̪ i oː
cōnflagrātiō	k ɔ n f l a ɡ r aː t͡s i ɔ
cōnflagrō	k õː f ɫ̪ a ɡ r oː
cōnflagrō	k ɔ n f l a ɡ r ɔ
cōnflātilis	k õː f ɫ̪ aː t̪ ɪ lʲ ɪ s
cōnflātilis	k ɔ n f l aː t̪ i l i s
cōnflīctātiō	k õː f lʲ iː k t̪ aː t̪ i oː
cōnflīctātiō	k ɔ n f l i k t̪ aː t͡s i ɔ
cōnflīctiō	k õː f lʲ iː k t̪ i oː
cōnflīctiō	k ɔ n f l i k t͡s i ɔ
cōnflīctō	k õː f lʲ iː k t̪ oː
cōnflīctō	k ɔ n f l i k t̪ ɔ
cōnflīgātus	k õː f lʲ iː ɡ aː t̪ ʊ s
cōnflīgātus	k ɔ n f l i ɡ aː t̪ u s
cōnflīgō	k õː f lʲ iː ɡ oː
cōnflīgō	k ɔ n f l iː ɡ ɔ
cōnflō	k õː f ɫ̪ oː
cōnflō	k ɔ n f l ɔ
cōnfluō	k õː f ɫ̪ ʊ oː
cōnfluō	k ɔ n f l u ɔ
cōnfodiō	k õː f ɔ d̪ i oː
cōnfodiō	k ɔ n f ɔː d̪ i ɔ
cōnfoederandum	k õː f o e̯ d̪ ɛ r a n̪ d̪ ʊ̃ˑ
cōnfoederandum	k ɔ n f ɛ d̪ ɛ r a n̪ d̪ u m
cōnfoederandus	k õː f o e̯ d̪ ɛ r a n̪ d̪ ʊ s
cōnfoederandus	k ɔ n f ɛ d̪ ɛ r a n̪ d̪ u s
cōnfoederātiō	k õː f o e̯ d̪ ɛ r aː t̪ i oː
cōnfoederātiō	k ɔ n f ɛ d̪ ɛ r aː t͡s i ɔ
cōnfoederātus	k õː f o e̯ d̪ ɛ r aː t̪ ʊ s
cōnfoederātus	k ɔ n f ɛ d̪ ɛ r aː t̪ u s
cōnfoederō	k õː f o e̯ d̪ ɛ r oː
cōnfoederō	k ɔ n f ɛː d̪ ɛ r ɔ
cōnforāneus	k õː f ɔ r aː n e ʊ s
cōnforāneus	k ɔ n f ɔ r aː n ɛ u s
cōnfōrmātiō	k õː f oː r m aː t̪ i oː
cōnfōrmātiō	k ɔ n f ɔ r m aː t͡s i ɔ
cōnfōrmis	k õː f oː r m ɪ s
cōnfōrmis	k ɔ n f ɔ r m i s
cōnfōrmitās	k õː f oː r m ɪ t̪ aː s
cōnfōrmitās	k ɔ n f ɔ r m i t̪ a s
cōnfōrmō	k õː f oː r m oː
cōnfōrmō	k ɔ n f ɔ r m ɔ
cōnfortārēs	k õː f ɔ r t̪ aː r eː s
cōnfortārēs	k ɔ n f ɔ r t̪ aː r ɛ s
cōnfortō	k õː f ɔ r t̪ oː
cōnfortō	k ɔ n f ɔ r t̪ ɔ
cōnfoveō	k õː f ɔ w e oː
cōnfoveō	k ɔ n f ɔː v ɛ ɔ
cōnfrāctiō	k õː f r aː k t̪ i oː
cōnfrāctiō	k ɔ n f r a k t͡s i ɔ
cōnfragōsus	k õː f r a ɡ oː s ʊ s
cōnfragōsus	k ɔ n f r a ɡ ɔː z u s
cōnfricō	k õː f r ɪ k oː
cōnfricō	k ɔ n f r i k ɔ
cōnfringō	k õː f r ɪ ŋ ɡ oː
cōnfringō	k ɔ n f r i ŋ ɡ ɔ
cōnfūcius	k õː f uː k i ʊ s
cōnfūcius	k ɔ n f uː t͡ʃ i u s
cōnfugiō	k õː f ʊ ɡ i oː
cōnfugiō	k ɔ n f uː d͡ʒ i ɔ
cōnfugitum	k õː f ʊ ɡ ɪ t̪ ʊ̃ˑ
cōnfugitum	k ɔ n f uː d͡ʒ i t̪ u m
cōnfulgeō	k õː f ʊ ɫ̪ ɡ e oː
cōnfulgeō	k ɔ n f u l̠ʲ d͡ʒ ɛ ɔ
cōnfundēre	k õː f ʊ n̪ d̪ eː r ɛ
cōnfundēre	k ɔ n f u n̪ d̪ ɛː r ɛ
cōnfundēre	k õː f ʊ n̪ d̪ ɛ r ɛ
cōnfundēre	k ɔ n f u n̪ d̪ ɛ r ɛ
cōnfundō	k õː f ʊ n̪ d̪ oː
cōnfundō	k ɔ n f u n̪ d̪ ɔ
cōnfūsus	k õː f uː s ʊ s
cōnfūsus	k ɔ n f uː z u s
cōnfūtātiō	k õː f uː t̪ aː t̪ i oː
cōnfūtātiō	k ɔ n f u t̪ aː t͡s i ɔ
cōnfūtātor	k õː f uː t̪ aː t̪ ɔ r
cōnfūtātor	k ɔ n f u t̪ aː t̪ ɔ r
cōnfūtō	k õː f uː t̪ oː
cōnfūtō	k ɔ n f uː t̪ ɔ
cōnfutuō	k õː f ʊ t̪ ʊ oː
cōnfutuō	k ɔ n f uː t̪ u ɔ
congaudeō	k ɔ ŋ ɡ a u̯ d̪ e oː
congaudeō	k ɔ ŋ ɡ a u̯ d̪ ɛ ɔ
congāvīsūrus	k ɔ ŋ ɡ aː w iː s uː r ʊ s
congāvīsūrus	k ɔ ŋ ɡ a v i z uː r u s
congelābilis	k ɔ ŋ ɡ ɛ ɫ̪ aː b ɪ lʲ ɪ s
congelābilis	k ɔ n̠ʲ d͡ʒ ɛ l aː b i l i s
congēlō	k ɔ ŋ ɡ eː ɫ̪ oː
congēlō	k ɔ n̠ʲ d͡ʒ ɛː l ɔ
congemō	k ɔ ŋ ɡ ɛ m oː
congemō	k ɔ n̠ʲ d͡ʒ ɛ m ɔ
conger	k ɔ ŋ ɡ ɛ r
conger	k ɔ n̠ʲ d͡ʒ ɛ r
congiārius	k ɔ ŋ ɡ i aː r i ʊ s
congiārius	k ɔ n̠ʲ d͡ʒ i aː r i u s
congius	k ɔ ŋ ɡ i ʊ s
congius	k ɔ n̠ʲ d͡ʒ i u s
conglaciō	k ɔ ŋ ɡ ɫ̪ a k i oː
conglaciō	k ɔ ŋ ɡ l aː t͡ʃ i ɔ
conglobō	k ɔ ŋ ɡ ɫ̪ ɔ b oː
conglobō	k ɔ ŋ ɡ l ɔ b ɔ
conglomerō	k ɔ ŋ ɡ ɫ̪ ɔ m ɛ r oː
conglomerō	k ɔ ŋ ɡ l ɔː m ɛ r ɔ
conglōrificō	k ɔ ŋ ɡ ɫ̪ oː r ɪ f ɪ k oː
conglōrificō	k ɔ ŋ ɡ l ɔ r iː f i k ɔ
conglūtinō	k ɔ ŋ ɡ ɫ̪ uː t̪ ɪ n oː
conglūtinō	k ɔ ŋ ɡ l uː t̪ i n ɔ
congoānus	k ɔ ŋ ɡ ɔ aː n ʊ s
congoānus	k ɔ ŋ ɡ ɔ aː n u s
congoēnsis	k ɔ ŋ ɡ ɔ ẽː s ɪ s
congoēnsis	k ɔ ŋ ɡ ɔ ɛ n s i s
congrātulor	k ɔ ŋ ɡ r aː t̪ ʊ ɫ̪ ɔ r
congrātulor	k ɔ ŋ ɡ r aː t̪ u l ɔ r
congredior	k ɔ ŋ ɡ r ɛ d̪ i ɔ r
congredior	k ɔ ŋ ɡ r ɛː d̪ i ɔ r
congregātiō	k ɔ ŋ ɡ r ɛ ɡ aː t̪ i oː
congregātiō	k ɔ ŋ ɡ r ɛ ɡ aː t͡s i ɔ
congregātīvus	k ɔ ŋ ɡ r ɛ ɡ aː t̪ iː w ʊ s
congregātīvus	k ɔ ŋ ɡ r ɛ ɡ a t̪ iː v u s
congregō	k ɔ ŋ ɡ r ɛ ɡ oː
congregō	k ɔ ŋ ɡ r ɛ ɡ ɔ
congressiō	k ɔ ŋ ɡ r ɛ s s i oː
congressiō	k ɔ ŋ ɡ r ɛ s s i ɔ
congruentia	k ɔ ŋ ɡ r ʊ ɛ n̪ t̪ i a
congruentia	k ɔ ŋ ɡ r u ɛ n t͡s i a
congruō	k ɔ ŋ ɡ r ʊ oː
congruō	k ɔ ŋ ɡ r u ɔ
congȳrō	k ɔ ŋ ɡ yː r oː
congȳrō	k ɔ n̠ʲ d͡ʒ iː r ɔ
coniciō	k ɔ n j ɪ k i oː
coniciō	k ɔ n j iː t͡ʃ i ɔ
conicus	k ɔ n ɪ k ʊ s
conicus	k ɔː n i k u s
coniectānea	k ɔ n j ɛ k t̪ aː n e a
coniectānea	k ɔ n j ɛ k t̪ aː n ɛ a
coniectārius	k ɔ n j ɛ k t̪ aː r i ʊ s
coniectārius	k ɔ n j ɛ k t̪ aː r i u s
coniectātiō	k ɔ n j ɛ k t̪ aː t̪ i oː
coniectātiō	k ɔ n j ɛ k t̪ aː t͡s i ɔ
coniectiō	k ɔ n j ɛ k t̪ i oː
coniectiō	k ɔ n j ɛ k t͡s i ɔ
coniectō	k ɔ n j ɛ k t̪ oː
coniectō	k ɔ n j ɛ k t̪ ɔ
coniector	k ɔ n j ɛ k t̪ ɔ r
coniector	k ɔ n j ɛ k t̪ ɔ r
coniectrīx	k ɔ n j ɛ k t̪ r iː k s
coniectrīx	k ɔ n j ɛ k t̪ r i k s
coniectūra	k ɔ n j ɛ k t̪ uː r a
coniectūra	k ɔ n j ɛ k t̪ uː r a
coniectūrālis	k ɔ n j ɛ k t̪ uː r aː lʲ ɪ s
coniectūrālis	k ɔ n j ɛ k t̪ u r aː l i s
coniectūrāliter	k ɔ n j ɛ k t̪ uː r aː lʲ ɪ t̪ ɛ r
coniectūrāliter	k ɔ n j ɛ k t̪ u r aː l i t̪ ɛ r
cōniger	k oː n ɪ ɡ ɛ r
cōniger	k ɔː n i d͡ʒ ɛ r
coniī	k ɔ n j iː
coniī	k ɔ n j i
coniiciō	k ɔ n j ɪ k i oː
coniiciō	k ɔ n j iː t͡ʃ i ɔ
conimbrīga	k ɔ n ɪ m b r iː ɡ a
conimbrīga	k ɔ n i m b r iː ɡ a
conisium	k ɔ n ɪ s i ʊ̃ˑ
conisium	k ɔ n iː z i u m
conistērium	k ɔ n ɪ s t̪ eː r i ʊ̃ˑ
conistērium	k ɔ n i s t̪ ɛː r i u m
cōnītor	k oː n iː t̪ ɔ r
cōnītor	k ɔ n iː t̪ ɔ r
coniūcundor	k ɔ n j uː k ʊ n̪ d̪ ɔ r
coniūcundor	k ɔ n j u k u n̪ d̪ ɔ r
coniugālis	k ɔ n j ʊ ɡ aː lʲ ɪ s
coniugālis	k ɔ n j u ɡ aː l i s
coniugēns	k ɔ n j ʊ ɡ ẽː s
coniugēns	k ɔ n j u d͡ʒ ɛ n s
coniugium	k ɔ n j ʊ ɡ i ʊ̃ˑ
coniugium	k ɔ n j uː d͡ʒ i u m
coniugō	k ɔ n j ʊ ɡ oː
coniugō	k ɔ n j u ɡ ɔ
cōnīum	k oː n iː ʊ̃ˑ
cōnīum	k ɔ n iː u m
coniūnctē	k ɔ n j uː ŋ k t̪ eː
coniūnctē	k ɔ n j u ŋ k t̪ ɛ
coniūnctiō	k ɔ n j uː ŋ k t̪ i oː
coniūnctiō	k ɔ n j u ŋ k t͡s i ɔ
coniūnctus	k ɔ n j ʊ ŋ k t̪ ʊ s
coniūnctus	k ɔ n j u ŋ k t̪ u s
coniungō	k ɔ n j ʊ ŋ ɡ oː
coniungō	k ɔ n j u ŋ ɡ ɔ
coniūnx	k ɔ n j uː ŋ k s
coniūnx	k ɔ n j u ŋ k s
coniūrātiō	k ɔ n j uː r aː t̪ i oː
coniūrātiō	k ɔ n j u r aː t͡s i ɔ
coniūrātum	k ɔ n j uː r aː t̪ ʊ̃ˑ
coniūrātum	k ɔ n j u r aː t̪ u m
coniūrātus	k ɔ n j uː r aː t̪ ʊ s
coniūrātus	k ɔ n j u r aː t̪ u s
coniūrō	k ɔ n j uː r oː
coniūrō	k ɔ n j uː r ɔ
cōnīventia	k oː n iː w ɛ n̪ t̪ i a
cōnīventia	k ɔ n i v ɛ n t͡s i a
cōnīveō	k ɔ n iː v ɛ ɔ
conjiciō	k ɔ n j ɪ k i oː
conjiciō	k ɔ n j iː t͡ʃ i ɔ
conjungō	k ɔ n j ʊ ŋ ɡ oː
conjungō	k ɔ n j u ŋ ɡ ɔ
conlābor	k ɔ n ɫ̪ aː b ɔ r
conlābor	k ɔ n l aː b ɔ r
conlabōrō	k ɔ n ɫ̪ a b oː r oː
conlabōrō	k ɔ n l a b ɔː r ɔ
conlacrimō	k ɔ n ɫ̪ a k r ɪ m oː
conlacrimō	k ɔ n l aː k r i m ɔ
conlaudō	k ɔ n ɫ̪ a u̯ d̪ oː
conlaudō	k ɔ n l a u̯ d̪ ɔ
conlīdō	k ɔ n lʲ iː d̪ oː
conlīdō	k ɔ n l iː d̪ ɔ
conlocō	k ɔ n ɫ̪ ɔ k oː
conlocō	k ɔ n l ɔ k ɔ
conloquor	k ɔ n ɫ̪ ɔ kʷ ɔ r
conloquor	k ɔ n l ɔ k w ɔ r
conlūctor	k ɔ n ɫ̪ uː k t̪ ɔ r
conlūctor	k ɔ n l u k t̪ ɔ r
conlūdō	k ɔ n ɫ̪ uː d̪ oː
conlūdō	k ɔ n l uː d̪ ɔ
conmandūcō	k ɔ n m a n̪ d̪ uː k oː
conmandūcō	k ɔ n m a n̪ d̪ uː k ɔ
conmētior	k ɔ n m eː t̪ i ɔ r
conmētior	k ɔ n m ɛː t͡s i ɔ r
conmorior	k ɔ n m ɔ r i ɔ r
conmorior	k ɔ n m ɔː r i ɔ r
connectō	k ɔ n n ɛ k t̪ oː
connectō	k ɔ n n ɛ k t̪ ɔ
connexa	k ɔ n n ɛ k s a
connexa	k ɔ n n ɛ k s a
connexa	k ɔ n n ɛ k s a
connexa	k ɔ n n ɛ k s a
connexa	k ɔ n n ɛ k s aː
connexa	k ɔ n n ɛ k s a
connexī	k ɔ n n ɛ k s iː
connexī	k ɔ n n ɛ k s i
connexīs	k ɔ n n ɛ k s iː s
connexīs	k ɔ n n ɛ k s i s
connexō	k ɔ n n ɛ k s oː
connexō	k ɔ n n ɛ k s ɔ
connexōrum	k ɔ n n ɛ k s oː r ʊ̃ˑ
connexōrum	k ɔ n n ɛ k s ɔː r u m
connexum	k ɔ n n ɛ k s ʊ̃ˑ
connexum	k ɔ n n ɛ k s u m
connītor	k ɔ n n iː t̪ ɔ r
connītor	k ɔ n n iː t̪ ɔ r
connōnius	k ɔ n n oː n i ʊ s
connōnius	k ɔ n n ɔː n i u s
connumerō	k ɔ n n ʊ m ɛ r oː
connumerō	k ɔ n n uː m ɛ r ɔ
conōn	k ɔ n oː n
conōn	k ɔː n ɔ n
conōpīum	k ɔ n oː p iː ʊ̃ˑ
conōpīum	k ɔ n ɔ p iː u m
cōnor	k oː n ɔ r
cōnor	k ɔː n ɔ r
conpār	k ɔ m p aː r
conpār	k ɔ m p a r
conparābilis	k ɔ m p a r aː b ɪ lʲ ɪ s
conparābilis	k ɔ m p a r aː b i l i s
conparō	k ɔ m p a r oː
conparō	k ɔ m p a r ɔ
conparticeps	k ɔ m p a r t̪ ɪ k ɛ p s
conparticeps	k ɔ m p a r t̪ i t͡ʃ ɛ p s
conpartior	k ɔ m p a r t̪ i ɔ r
conpartior	k ɔ m p a r t͡s i ɔ r
conpatior	k ɔ m p a t̪ i ɔ r
conpatior	k ɔ m p aː t͡s i ɔ r
conpediō	k ɔ m p ɛ d̪ i oː
conpediō	k ɔ m p ɛː d̪ i ɔ
conpellō	k ɔ m p ɛ l lʲ oː
conpellō	k ɔ m p ɛ l l ɔ
conperiō	k ɔ m p ɛ r i oː
conperiō	k ɔ m p ɛː r i ɔ
conpescō	k ɔ m p ɛ s k oː
conpescō	k ɔ m p ɛ s k ɔ
conpetō	k ɔ m p ɛ t̪ oː
conpetō	k ɔ m p ɛ t̪ ɔ
conpīlō	k ɔ m p iː ɫ̪ oː
conpīlō	k ɔ m p iː l ɔ
conpingō	k ɔ m p ɪ ŋ ɡ oː
conpingō	k ɔ m p i ŋ ɡ ɔ
conplaceō	k ɔ m p ɫ̪ a k e oː
conplaceō	k ɔ m p l aː t͡ʃ ɛ ɔ
conplānō	k ɔ m p ɫ̪ aː n oː
conplānō	k ɔ m p l aː n ɔ
conplantō	k ɔ m p ɫ̪ a n̪ t̪ oː
conplantō	k ɔ m p l a n̪ t̪ ɔ
conplector	k ɔ m p l ɛ k t̪ ɔ r
conplector	k ɔ m p l ɛ k t̪ ɔ r
