अ	ə
किलो	kɪ.loː
किलोग्राम	kɪ.loːɡ.ɾɑːm
किलोमीटर	kɪ.loː.miː.ʈəɾ
किशमिश	kɪʃ.mɪʃ
किसान	kɪ.sɑːn
किसानी	kɪ.sɑː.niː
की	kiː
कीकर	kiː.kəɾ
कीचड़	kiː.t͡ʃəɽ
कीटाणु	kiː.ʈɑː.nuː
कीड़ा	kiː.ɽɑː
कीमिया	kiː.miː.jɑː
कीर्तन	kiːɾ.t̪ən
कील	kiːl
कुँआरी	kʊ̃ɑː.ɾiː
कुँवर	kʊ̃.ʋəɾ
कुँवर	kũːəɾ
कुंजी	kʊ̃dʒiː
कुंजीपटल	kʊɲ.d͡ʒiː.pə.ʈəl
कुंडली	kʊnɖ.liː
कुंडली	kʊn.ɖə.liː
कुंद	kʊnd̪
कुआँ	kʊɑ̃ː
कुख्यात	kʊkʰ.jɑːt̪
कुख्याति	kʊkʰ.jɑː.t̪iː
कुचलना	kʊ.t͡ʃəl.nɑː
कुछ	kʊt͡ʃʰ
कुछ-कुछ	kʊt͡ʃʰ.kʊt͡ʃʰ
कुटिया	kʊ.ʈiː.jɑː
कुटिल	kʊ.ʈɪl
कुटुंब	kʊ.ʈʊmb
कुतरना	kʊ.t̪əɾ.nɑː
कुत्ता	kʊt̪.t̪ɑː
कुत्ती	kʊt̪.t̪iː
कुदरत	kʊd̪.ɾət̪
कुदाल	kʊ.d̪ɑːl
कुनबा	kʊn.bɑː
कुप्पी	kʊp.piː
कुबेर	kʊ.beːɾ
कुमाऊँ	kʊ.mɑ̃ː.ː
कुमारी	kʊ.mɑː.ɾiː
कुम्हड़ा	kʊm.ɦə.ɽɑː
कुम्हलाना	kʊmʱ.lɑː.nɑː
कुरूपता	kʊ.ɾuːp.t̪ɑː
कुर्की	kʊɾ.kiː
कुल	kʊl
कुलक	kʊ.lək
कुलधर्म	kʊl.d̪ʱəɾm
कुल्हड़	kʊl.ɦəɽ
कुवैत	kʊ.ʋɛːt̪
कुशल	kʊ.ʃəl
कुशासन	kʊ.ʃɑː.sən
कुश्ती	kʊʃ.t̪iː
कुसल	kʊ.səl
कुसुम	kʊ.sʊm
कुहनी	kʊʱ.niː
कू	kuː
कूच	kuːt͡ʃ
कूटनीति	kuːʈ.niː.t̪iː
कूटनीतिक	kuːʈ.niː.t̪ɪk
कूटनीतिज्ञ	kuːʈ.niː.t̪ɪɡj
कूड़ा	kuː.ɽɑː
कूड़ेदान	kuː.ɽeː.d̪ɑːn
कूत	kuːt̪
कूदना	kuːd̪.nɑː
कूर	kuːɾ
कूलॉम	kuː.lɔːm
कूल्हा	kuːl.ɦɑː
कृतज्ञ	kɾɪ.t̪əɡj
कृति	ˈkɽɪ.t̪iː
कृत्रिम	kɾɪt̪.ɾɪm
कृष्ण	kɾɪʃ.nɑː
कृष्ण	kɾɪʃn
कृष्ण	kɾɪ.ʃən
कॅटलोनिया	kæːʈ.loː.niː.jɑː
केंद्र	keːnd̪ɾ
केंद्रक	keːnd̪.ɾək
केंद्रित	keːnd̪.ɾɪt̪
केतली	keːt̪.liː
केपटाउन	keːp.ʈɑːʊn
कैंची	kɛːɲ.t͡ʃiː
कैंटीन	kɛːn.ʈiːn
कैंब्रिज	kɛːmb.ɾɪd͡ʒ
कैथल	kɛː.t̪ʰəl
कैथी	kɛː.t̪ʰiː
कैनबरा	kɛː.nəb.ɾɑː
कैमरा	kɛːm.ɾɑː
कैरम	kɛː.ɾəm
कैलकुलेटर	kɛːl.kʊ.leː.ʈəɾ
कैलगरी	kɛːl.ɡə.ɾiː
कैसा	kɛː.sɑː
कॉफ़ी	kɔː.fiː
कॉमनवेल्थ	kɔː.mən.ʋeːlt̪ʰ
कॉमेडियन	kɔː.meː.ɖiː.jən
कॉमेडी	kɔː.meː.ɖiː
कोंकण	koːŋ.kən
कोंपल	koːm.pəl
कोई	koːiː
कोई-न-कोई	koːiː.n.koːiː
कोका-कोला	koː.kɑː.koː.lɑː
कोख	koːkʰ
कोची	koː.t͡ʃiː
कोट	koːʈ
कोटर	koː.ʈəɾ
कोटा	koː.ʈɑː
कोठा	koː.ʈʰɑː
कोठारी	koː.ʈʰɑː.ɾiː
कोड़ा	koː.ɽɑː
कोढ़	koːɽʱ
कोण	koːn
कोथमीर	koːt̪ʰ.miːɾ
कोदो	koː.d̪oː
कोपचा	koːp.t͡ʃɑː
कोयंबतूर	koː.jəm.bə.t̪uːɾ
कोयल	koː.jəl
कोयला	koː.jə.lɑː
कोरा	koː.ɾɑː
कोरियन	koː.ɾiː.jən
कोरिया	koː.ɾiː.jɑː
कोरेगांव	koː.ɾeː.ɡɑ̃ːʋ
कोर्ट	koːɾʈ
कोर्ट	koːʈ
कोलकाता	koːl.kɑː.t̪ɑː
कोलाहल	koː.lɑː.ɦəl
कोश	koːʃ
कोशकला	koːʃ.kə.lɑː
कोशिका	koː.ʃɪ.kɑː
कोशिकीय	koː.ʃɪ.kiːj
कोशिश	koː.ʃɪʃ
कोष्ठक	koːʃ.ʈʰək
कोस	koːs
कोसना	koːs.nɑː
कोह	koːʱ
कोहनी	koːʱ.niː
कोहराम	koːʱ.ɾɑːm
कोहिमा	koː.ɦɪ.mɑː
कोहेनूर	koː.ɦeː.nuːɾ
कौआ	kɔːɑː
कौड़ी	kɔː.ɽiː
कौतुकी	kɔː.t̪ʊ.kiː
कौन	kɔːn
कौमार्य	kɔː.mɑːɾj
कौमुदी	kɔː.mʊ.d̪iː
क्या	kjɑː
क्यूबा	kjuː.bɑː
क्यों	kjũː
क्यों	kjõː
क्योटो	kjoː.ʈoː
क्रम	kɾəm
क्रमबद्ध	kɾəm.bəd̪d̪ʱ
क्रमशः	kɾəm.ʃəʰ
क्रमागत	kɾə.mɑː.ɡət̪
क्रमादेशन	kɾə.mɑː.d̪eː.ʃən
क्रय	kɾəj
क्रांतिकारी	kɾɑːn.t̪ɪ.kɑː.ɾiː
क्राइस्टचर्च	kɾɑːɪsʈ.t͡ʃəɾt͡ʃ
क्रिकेटर	kɾɪ.keː.ʈəɾ
क्रिया	krɪjaː
क्रिया-विशेषण	kɾiː.jɑː.ʋɪ.ʃeː.ʃən
क्रियाकलाप	kɾiː.jɑː.kə.lɑːp
क्रियापद	kɾiː.jɑː.pəd̪
क्रियारूप	kɾiː.jɑː.ɾuːp
क्रियावाचक	kɾiː.jɑː.ʋɑː.t͡ʃək
क्रुद्ध	kɾʊd̪d̪ʱ
क्रूस	kɾuːs
क्रेमलिन	kɾeːm.lɪn
क्रोध	kɾoːd̪ʱ
क्लब	kləb
क्लास	klɑːs
क्वथनांक	kʋə.t̪ʰən.ɑːŋk
क्विंटल	kʋɪn.ʈəl
क्वेटा	kʋeː.ʈɑː
क्ष-किरण	kʃə.kɪ.ɾən
क्षण	kʃən
क्षति	kʃə.t̪iː
क्षत्राणी	kʃət̪.ɾɑː.niː
क्षत्रिय	kʃət̪.ɾiː.jə
क्षमा	kʃə.mɑː
क्षयरोग	kʃəj.ɾoːɡ
क्षारीय	kʃɑː.ɾiːj
क्षितिज	kʃɪ.t̪ɪd͡ʒ
क्षेत्र	kʃeːt̪ɾ
क्षेत्रफल	kʃeːt̪.ɾə.pʰəl
क्षेत्ररक्षण	kʃeːt̪.ɾə.ɾək.ʃən
क्षेत्राधिकार	kʃeːt̪.ɾɑː.d̪ʱɪ.kɑːɾ
क्षेत्रीय	kʃeːt̪.ɾiːj
ख	kʰə
खंडशः	kʰənɖ.ʃəʰ
खंडहर	kʰən.ɖʱəɾ
खंभा	kʰəm.bʱɑː
खग	kʰəɡ
खगोल	kʰə.ɡoːl
खच्चर	kʰət͡ʃ.t͡ʃəɾ
खजूर	kʰə.d͡ʒuːɾ
खट	kʰəʈ
खटखटाना	kʰəʈ.kʰə.ʈɑː.nɑː
खटपट	kʰəʈ.pəʈ
खटमल	kʰəʈ.məl
खटाई	kʰəʈaːiː
खड़िया	kʰə.ɽiː.jɑː
खड़ूस	kʰə.ɽuːs
खत्री	kʰət̪.ɾiː
खदान	kʰə.d̪ɑːn
खदेड़ना	kʰə.d̪eːɽ.nɑː
खनिज	kʰə.nɪd͡ʒ
खपरैल	kʰəp.ɾɛːl
खरब	kʰə.ɾəb
खराई	kʰə.ɾɑːiː
खरोंच	kʰə.ɾoːɲt͡ʃ
खर्च	kʰəɾt͡ʃ
खलनायक	kʰəl.nɑː.jək
खलिहान	kʰə.lɪ.ɦɑːn
खल्लास	kʰəl.lɑːs
खसरा	kʰəs.ɾɑː
ख़	kʰə
ख़	xə
ख़	kʰə
ख़ंजर	kʰəɲ.d͡ʒəɾ
ख़ंजर	xəɲ.d͡ʒəɾ
ख़ज़ाना	kʰə.zɑː.nɑː
ख़ज़ाना	xə.zɑː.nɑː
ख़ता	kʰə.t̪ɑː
ख़ता	xə.t̪ɑː
ख़त्म	kʰə.t̪əm
ख़त्म	xə.t̪əm
ख़त्म	kʰət̪m
ख़त्म	xət̪m
ख़फ़ा	kʰə.fɑː
ख़फ़ा	xə.fɑː
ख़बर	kʰə.bəɾ
ख़बर	xə.bəɾ
ख़बरनवीस	kʰə.bəɾ.nə.ʋiːs
ख़बरनवीस	xə.bəɾ.nə.ʋiːs
ख़बरी	kʰəb.ɾiː
ख़बरी	xəb.ɾiː
ख़म	kʰəm
ख़म	xəm
ख़मीर	kʰə.miːɾ
ख़मीर	xə.miːɾ
ख़याल	kʰə.jɑːl
ख़याल	xə.jɑːl
ख़रबूज़ा	kʰəɾ.buː.d͡ʒɑː
ख़रबूज़ा	xəɾ.buː.d͡ʒɑː
ख़रबूज़ा	kʰəɾ.buː.zɑː
ख़रबूज़ा	xəɾ.buː.zɑː
ख़राब	kʰə.ɾɑːb
ख़राब	xə.ɾɑːb
ख़राश	kʰə.ɾɑːʃ
ख़राश	xə.ɾɑːʃ
ख़रीद	kʰə.ɾiːd̪
ख़रीद	xə.ɾiːd̪
ख़रीदना	kʰə.ɾiːd̪.nɑː
ख़रीदना	xə.ɾiːd̪.nɑː
ख़रीदार	kʰə.ɾiː.d̪ɑːɾ
ख़रीदार	xə.ɾiː.d̪ɑːɾ
ख़रीदारी	kʰə.ɾiː.d̪ɑː.ɾiː
ख़रीदारी	xə.ɾiː.d̪ɑː.ɾiː
ख़र्च	kʰəɾt͡ʃ
ख़र्च	xəɾt͡ʃ
ख़र्चा	kʰəɾ.t͡ʃɑː
ख़र्चा	xəɾ.t͡ʃɑː
ख़लक़	kʰəlk
ख़लक़	xəlq
ख़लीफ़ा	kʰə.liː.fɑː
ख़लीफ़ा	xə.liː.fɑː
ख़सरा	kʰəs.ɾɑː
ख़सरा	xəs.ɾɑː
ख़ाका	kʰɑː.kɑː
ख़ाका	xɑː.kɑː
ख़ातिर	kʰɑː.t̪ɪɾ
ख़ातिर	xɑː.t̪ɪɾ
ख़ातून	kʰɑː.t̪uːn
ख़ातून	xɑː.t̪uːn
ख़ान	kʰɑːn
ख़ान	xɑːn
ख़ानगी	kʰɑːn.ɡiː
ख़ानगी	xɑːn.ɡiː
ख़ानदान	kʰɑːn.d̪ɑːn
ख़ानदान	xɑːn.d̪ɑːn
ख़ानदानी	kʰɑːn.d̪ɑː.niː
ख़ानदानी	xɑːn.d̪ɑː.niː
ख़ानसामा	kʰɑːn.sɑː.mɑː
ख़ानसामा	xɑːn.sɑː.mɑː
ख़ाना	kʰɑː.nɑː
ख़ाना	xɑː.nɑː
ख़ानाबदोश	kʰɑː.nɑː.bə.d̪oːʃ
ख़ानाबदोश	xɑː.nɑː.bə.d̪oːʃ
ख़ामी	kʰɑː.miː
ख़ामी	xɑː.miː
ख़ारिज	kʰɑː.ɾɪd͡ʒ
ख़ारिज	xɑː.ɾɪd͡ʒ
ख़ाला	kʰɑː.lɑː
ख़ाला	xɑː.lɑː
ख़ालिक़	kʰɑː.lɪk
ख़ालिक़	xɑː.lɪq
ख़ालिस	kʰɑː.lɪs
ख़ालिस	xɑː.lɪs
ख़ालिस्तान	kʰɑː.lɪs.t̪ɑːn
ख़ालिस्तान	xɑː.lɪs.t̪ɑːn
ख़ाली	kʰɑː.liː
ख़ाली	xɑː.liː
ख़ाली-हाथ	kʰɑː.liː.ɦɑːt̪ʰ
ख़ाली-हाथ	xɑː.liː.ɦɑːt̪ʰ
ख़ास	kʰɑːs
ख़ास	xɑːs
ख़िताब	kʰɪ.t̪ɑːb
ख़िताब	xɪ.t̪ɑːb
ख़िताबी	kʰɪ.t̪ɑː.biː
ख़िताबी	xɪ.t̪ɑː.biː
ख़िदमत	kʰɪd̪.mət̪
ख़िदमत	xɪd̪.mət̪
ख़िदमतगार	kʰɪd̪.mət̪.ɡɑːɾ
ख़िदमतगार	xɪd̪.mət̪.ɡɑːɾ
ख़िलाफ़	kʰɪ.lɑːf
ख़िलाफ़	xɪ.lɑːf
ख़ुद	kʰʊd̪
ख़ुद	xʊd̪
ख़ुद-कुशी	kʰʊd̪.kʊ.ʃiː
ख़ुद-कुशी	xʊd̪.kʊ.ʃiː
ख़ुफ़िया	kʰʊ.fiː.jɑː
ख़ुफ़िया	xʊ.fiː.jɑː
ख़ुराफ़ात	kʰʊ.ɾɑː.fɑːt̪
ख़ुराफ़ात	xʊ.ɾɑː.fɑːt̪
ख़ुलासा	kʰʊ.lɑː.sɑː
ख़ुलासा	xʊ.lɑː.sɑː
ख़ुशआमदीद	kʰʊ.ʃəɑːm.d̪iːd̪
ख़ुशआमदीद	xʊ.ʃəɑːm.d̪iːd̪
ख़ुशक़िस्मत	kʰʊʃ.kɪs.mət̪
ख़ुशक़िस्मत	xʊʃ.qɪs.mət̪
ख़ुशख़बरी	kʰʊʃ.kʰəb.ɾiː
ख़ुशख़बरी	xʊʃ.xəb.ɾiː
ख़ुशबूदार	kʰʊʃ.buː.d̪ɑːɾ
ख़ुशबूदार	xʊʃ.buː.d̪ɑːɾ
ख़ुशमिज़ाज	kʰʊʃ.mɪ.zɑːd͡ʒ
ख़ुशमिज़ाज	xʊʃ.mɪ.zɑːd͡ʒ
ख़ुशहाल	kʰʊʃ.ɦɑːl
ख़ुशहाल	xʊʃ.ɦɑːl
ख़ुशहाली	kʰʊʃ.ɦɑː.liː
ख़ुशहाली	xʊʃ.ɦɑː.liː
ख़ुशाब	kʰʊ.ʃɑːb
ख़ुशाब	xʊ.ʃɑːb
ख़ुशामद	kʰʊ.ʃɑː.məd̪
ख़ुशामद	xʊ.ʃɑː.məd̪
ख़ून	kʰuːn
ख़ून	xuːn
ख़ून-ख़राबा	kʰuːn.kʰə.ɾɑː.bɑː
ख़ून-ख़राबा	xuːn.xə.ɾɑː.bɑː
ख़ूनी	kʰuː.niː
ख़ूनी	xuː.niː
ख़ूबसूरत	kʰuːb.suː.ɾət̪
ख़ूबसूरत	xuːb.suː.ɾət̪
ख़ूबी	kʰuː.biː
ख़ूबी	xuː.biː
ख़ैरात	kʰɛː.ɾɑːt̪
ख़ैरात	xɛː.ɾɑːt̪
ख़ैरियत	kʰɛː.ɾiː.jət̪
ख़ैरियत	xɛː.ɾiː.jət̪
ख़ौफ़	kʰɔːf
ख़ौफ़	xɔːf
ख़्याल	kʰjɑːl
ख़्याल	xjɑːl
ख़्वाजा	kʰʋɑː.d͡ʒɑː
ख़्वाजा	xʋɑː.d͡ʒɑː
ख़्वाब	kʰʋɑːb
ख़्वाब	xʋɑːb
ख़्वाबगाह	kʰʋɑːb.ɡɑːʱ
ख़्वाबगाह	xʋɑːb.ɡɑːʱ
ख़्वाहिश	kʰɑː.ɦɪʃ
ख़्वाहिश	xɑː.ɦɪʃ
ख़्वाहिश	kʰʋɑː.ɦɪʃ
ख़्वाहिश	xʋɑː.ɦɪʃ
खाँग	kʰɑ̃ːɡ
खाँसना	kʰɑ̃ːs.nɑː
खाँसी	kʰɑ̃ː.siː
खाई	kʰɑːiː
खाट	kʰɑːʈ
खाड़ी	kʰɑː.ɽiː
खाद	kʰɑːd̪
खादी	kʰɑː.d̪iː
खाद्य	kʰɑːd̪.jə
खान	kʰɑːn
खान-पान	kʰɑːn.pɑːn
खाना	kʰɑː.nɑː
खिंचाव	kʰɪɲ.t͡ʃɑːʋ
खिड़की	kʰɪɽ.kiː
खिलना	kʰɪl.nɑː
खिलवाना	kʰɪl.ʋɑː.nɑː
खिलौना	kʰɪˈl̪ɔː.n̪ɑː
खिसकना	kʰɪ.sək.nɑː
खींच	kʰiːɲt͡ʃ
खींचतान	kʰiːɲt͡ʃ.t̪ɑːn
खींचना	kʰĩː(ɳ).t͡ʃnɑː
खीर	kʰiːɾ
खीसा	kʰiː.sɑː
खुजलाना	kʰʊd͡ʒ.lɑː.nɑː
खुदरा	kʰʊd̪.ɾɑː
खुदाई	kʰʊ.d̪ɑːiː
खुर	kʰʊɾ
खुरपा	kʰʊɾ.pɑː
खुलकर	kʰʊl.kəɾ
खुलना	kʰʊl.nɑː
खुला	kʰʊ.lɑː
खुलापन	kʰʊ.lɑː.pən
खुलेआम	kʰʊ.leːɑːm
खुस-फुस	kʰʊs.pʰʊs
खुसुर-फुसुर	kʰʊ.sʊɾ.pʰʊ.sʊɾ
खूँटी	kʰũː.ʈiː
खूब	kʰuːb
खेत	kʰet̪
खेतिहर	kʰeː.t̪ɪ.ɦəɾ
खेती	kʰeː.t̪iː
खेती-बाड़ी	kʰeː.t̪iː.bɑː.ɽiː
खेद	kʰeːd̪
खेना	kʰeː.nɑː
खेल	kʰeːl
खेल-कूद	kʰeːl.kuːd̪
खेलकूद	kʰeːl.kuːd̪
खेलना	kʰeːl.nɑː
खोंसना	kʰoːns.nɑː
खोआ	kʰoːɑː
खोका	kʰoː.kɑː
खोज	kʰoːd͡ʒ
खोजना	kʰodʒn̪aː
खोदना	kʰoːd̪.nɑː
खोया	kʰoː.jɑː
खोला	kʰoː.lɑː
ख्मेर	kʰmeːɾ
ग	ɡə
गंगाजल	ɡəŋ.ɡɑː.d͡ʒəl
गंजा	ɡəɲ.d͡ʒɑː
गंतव्य	ɡən.t̪əʋj
गंदगी	ɡən.d̪ə.ɡiː
गंदा	ɡən.d̪ɑː
गंभीर	ɡəm.bʱiːɾ
गई	ɡəiː
गऊ	ɡəuː
गगन	ɡə.ɡən
गगनचुंबी	ɡə.ɡən.t͡ʃʊm.biː
गगनभेदी	ɡə.ɡən.bʱeː.d̪iː
गज़	ɡəz
गठजोड़	ɡəʈʰ.d͡ʒoːɽ
गठन	ɡə.ʈʰən
गठित	ɡə.ʈʰɪt̪
गड्ढा	ɡəɖ.ɖʱɑː
गढ़	ɡəɽʱ
गढ़ना	ɡəɽʱ.nɑː
गढ़वाल	ɡəɽʱ.ʋɑːl
गढ़ी	ɡə.ɽʱiː
गणना	ɡən.nɑː
गणित	ɡə.nɪt̪
गणितज्ञ	ɡə.nɪ.t̪əɡj
गणेश	ɡəɳeʃ
गत	ɡət̪
गतिज	ɡə.t̪ɪd͡ʒ
गतिमान	ɡə.t̪ɪ.mɑːn
गतिरोध	ɡə.t̪ɪ.ɾoːd̪ʱ
गत्ता	ɡət̪.t̪ɑː
गदा	ɡə.d̪ɑː
गद्य	ɡəd̪j
गधा	ɡə.d̪ʱɑː
गन्दा	ɡən.d̪ɑː
गन्ना	ɡən.nɑː
गप	ɡəp
गपशप	ɡəp.ʃəp
गम्भीर	ɡəm.bʱiːɾ
गया	ɡə.jɑː
गरिमा	ɡə.ɾɪ.mɑː
गरुड	ɡə.ɾʊɖ
गरुड़	ɡə.ɾʊɽ
गरेबान	ɡə.ɾeː.bɑːn
गर्द	ɡəɾd̪
गर्दिश	ɡəɾ.d̪ɪʃ
-गर्दी	ɡəɾ.d̪iː
गर्भ	ɡəɾbʱ
गर्भपात	ɡəɾbʱ.pɑːt̪
गर्भवती	ɡəɾbʱ.ʋə.t̪iː
गर्भवती	ɡəɾ.bʱ.ʋə.t̪iː
गर्भावस्था	ɡəɾ.bʱɑː.ʋəs.t̪ʰɑː
गर्भाशय	ɡəɾ.bʱɑː.ʃəj
गर्म	ɡə.ɾəm
गर्म	ɡəɾm
गलना	ɡəl.nɑː
गलबाँही	ɡəl.bɑ̃ː.ɦiː
गलसुआ	ɡəl.sʊɑː
गला	ɡə.lɑː
गलियारा	ɡə.liː.jɑː.ɾɑː
गली	ɡə.liː
गवाह	ɡə.ʋɑːʱ
गवाही	ɡə.ʋɑː.ɦiː
गश्त	ɡəʃt̪
गहन	ɡɛːʱn
गहना	ɡɛːʱ.nɑː
गहरा	ɡɛːʱ.ɾɑː
गहराई	ɡɛːʱ.ɾɑːiː
ग़	ɡə
ग़	ɣə
ग़	ɡə
ग़ज़ब	ɡə.zəb
ग़ज़ब	ɣə.zəb
ग़द्दार	ɡəd̪.d̪ɑːɾ
ग़द्दार	ɣəd̪.d̪ɑːɾ
ग़बन	ɡə.bən
ग़बन	ɣə.bən
ग़म	ɡəm
ग़म	ɣəm
ग़रारा	ɡəˈɾa.ɾa
ग़रारा	ɣəˈɾa.ɾa
ग़रीब	ɡə.ɾiːb
ग़रीब	ɣə.ɾiːb
ग़रीबी	ɡə.ɾiː.biː
ग़रीबी	ɣə.ɾiː.biː
ग़लत	ɡə.lət̪
ग़लत	ɣə.lət̪
ग़लतफ़हमी	ɡə.lət̪.fɛːʱ.miː
ग़लतफ़हमी	ɣə.lət̪.fɛːʱ.miː
ग़लती	ɡəl.t̪iː
ग़लती	ɣəl.t̪iː
ग़ाज़ियाबाद	ɡɑː.ziː.jɑː.bɑːd̪
ग़ाज़ियाबाद	ɣɑː.ziː.jɑː.bɑːd̪
ग़ायब	ˈɡɑː.jəb
ग़ायब	ˈɣɑː.jəb
ग़ुरूर	ɡʊ.ɾuːɾ
ग़ुरूर	ɣʊ.ɾuːɾ
ग़ुस्सा	ɡʊs.sɑː
ग़ुस्सा	ɣʊs.sɑː
ग़ैर	ɡɛːɾ
ग़ैर	ɣɛːɾ
ग़ैर-	ɡɛːɾ
ग़ैर-	ɣɛːɾ
ग़ैरक़ानूनी	ɡɛːɾ.kɑː.nuː.niː
ग़ैरक़ानूनी	ɣɛːɾ.qɑː.nuː.niː
ग़ैरमौजूदगी	ɡɛːɾ.mɔː.d͡ʒuːd̪.ɡiː
ग़ैरमौजूदगी	ɣɛːɾ.mɔː.d͡ʒuːd̪.ɡiː
ग़ोता	ɡoː.t̪ɑː
ग़ोता	ɣoː.t̪ɑː
ग़ोताख़ोर	ɡoː.t̪ɑː.kʰoːɾ
ग़ोताख़ोर	ɣoː.t̪ɑː.xoːɾ
ग़ौरतलब	ɡɔːɾ.t̪ə.ləb
ग़ौरतलब	ɣɔːɾ.t̪ə.ləb
गाँजा	ɡɑːɲ.d͡ʒɑː
गाँडू	ɡɑ̃ː.ɖuː
गाँधी	ɡɑ̃ː.d̪ʱiː
गाँधीनगर	ɡɑ̃ː.d̪ʱiːn.ɡəɾ
गाँववाला	ɡɑ̃ːʋ.ʋɑː.lɑː
गांगुली	ɡɑːŋ.ɡʊ.liː
गांजा	ˈɡãːn̪dʒaː
गांठ	ɡɑːnʈʰ
गांठकट	ɡɑːnʈʰ.kəʈ
गांड	ɡɑːnɖ
गांडू	ɡɑːn.ɖuː
गांधीगिरी	ɡɑːn.d̪ʱiː.ɡɪ.ɾiː
गांभीर्य	ɡɑːm.bʱiːɾj
गांव	ɡɑ̃ːʋ
गांसू	ɡɑːn.suː
गाजर	ɡɑː.d͡ʒəɾ
गाड़ना	ɡɑːɽ.nɑː
गाड़ा	ɡɑː.ɽɑː
गाढ़ा	ɡɑː.ɽʱɑː
गाण्डू	ɡɑːn.ɖuː
गाना	ˈɡɑː.nɑː
गाम	ɡɑːm
गाय	ɡɑːj
गायक	ɡɑː.jək
गायकी	ɡɑː.jə.kiː
गायन	ɡɑː.jən
गायब	ɡɑː.jəb
गाहे-बगाहे	ɡɑː.ɦeː.bə.ɡɑː.ɦeː
गिनतारा	ɡɪn.t̪ɑː.ɾɑː
गिनती	ɡɪn.t̪iː
गिनना	ɡɪn.nɑː
गिरगिट	ɡɪɾ.ɡɪʈ
गिरना	ɡɪɾ.nɑː
गिरफ़्त	ɡɪ.ɾəft̪
गिरफ़्तार	ɡɪ.ɾəf.t̪ɑːɾ
गिरफ़्तारी	ɡɪ.ɾəf.t̪ɑː.ɾiː
गिरमिट	ɡɪɾ.mɪʈ
गिरमिटिया	ɡɪɾ.mɪ.ʈiː.jɑː
गिरा	ɡɪ.ɾɑː
गिराना	ɡɪ.ɾɑː.nɑː
गिरोह	ɡɪ.ɾoːʱ
गिलहरी	ɡɪ.lɛːʱ.ɾiː
गिला	ɡɪ.lɑː
गिलास	ɡɪ.lɑːs
गुंजाइश	ɡʊɲ.d͡ʒɑːɪʃ
गुंडा	ɡʊn.ɖɑː
गुंडागर्दी	ɡʊn.ɖɑː.ɡəɾ.d̪iː
गुआम	ɡʊɑːm
गुओमिंदांग	ɡʊoː.mɪn.d̪ɑːŋɡ
गुजरांवाला	ɡʊd͡ʒ.ɾɑ̃ː.ʋɑː.lɑː
गुजरात	ɡʊd͡ʒ.ɾɑːt̪
गुज़रना	ɡʊ.zəɾ.nɑː
गुझिया	ɡʊ.d͡ʒʱiː.jɑː
गुठली	ɡʊʈʰ.liː
गुड़	ɡʊɽ
गुणधर्म	ɡʊn.d̪ʱəɾm
गुणांक	ɡʊ.nɑːŋk
गुदड़ी	ɡʊd̪.ɽiː
गुदा	ɡʊ.d̪ɑː
गुदाद्वार	ɡʊd̪aːd̪ʋaːr
गुनगुनाना	ɡʊn.ɡʊ.nɑː.nɑː
गुनाह	ɡʊ.nɑːʱ
गुप्तचर	ɡʊpt̪.t͡ʃəɾ
गुप्तांग	ɡʊp.t̪ɑːŋɡ
गुफ़्तगू	ɡʊf.t̪ə.ɡuː
गुफ़्तगू	ɡʊft̪.ɡuː
गुफ़्तार	ɡʊf.t̪ɑːɾ
गुबरैला	ɡʊb.ɾɛː.lɑː
गुम	ɡʊm
गुमनाम	ɡʊm.nɑːm
गुमशुदा	ɡʊm.ʃʊ.d̪ɑː
गुमसुम	ɡʊm.sʊm
गुरबानी	ɡʊɾ.bɑː.niː
गुरु	ɡʊɾʊ
गुरुकुल	ɡʊ.ɾʊ.kʊl
गुरुत्वीय	ɡʊ.ɾʊt̪.ʋiːj
गुरुद्वारा	ɡʊ.ɾʊd̪.ʋɑː.ɾɑː
गुरू	ɡʊ.ɾuː
गुलज़ार	ɡʊl.zɑːɾ
गुलदस्ता	ɡʊl.d̪əs.t̪ɑː
गुलदान	ɡʊl.d̪ɑːn
गुलशन	ɡʊl.ʃən
गुलाब	ɡʊ.lɑːb
गुलूबंद	ɡʊ.luː.bənd̪
गुलेल	ɡʊ.leːl
गुवाहाटी	ɡʊ.ʋɑː.ɦɑː.ʈiː
गुस्ताख़	ɡʊs.t̪ɑːkʰ
गुस्ताख़	ɡʊs.t̪ɑːx
गुस्ताख़ी	ɡʊs.t̪ɑː.kʰiː
गुस्ताख़ी	ɡʊs.t̪ɑː.xiː
गुह	ɡuːʱ
गुहार	ɡʊ.ɦɑːɾ
गूंगा	ɡuːŋ.ɡɑː
गूंजना	ɡuːɲd͡ʒ.nɑː
गृह	ɡɾɪ.ɦə
गृहमंत्री	ɡɾɪʱ.mənt̪.ɾiː
गृहयुद्ध	ɡɾɪʱ.jʊd̪d̪ʱ
गृहस्थ	ɡɾɪ.ɦəst̪ʰ
गे	ɡeː
गेय	ɡeːj
गेरू	ɡeː.ɾuː
गैंडा	ɡɛːn.ɖɑː
गैलन	ɡɛː.lən
गैस	ɡɛːs
गैस	ɡæːs
गोंद	ɡoːnd̪
गोड़ना	ɡoːɽ.nɑː
गोपनीयता	ɡoːp.niː.jə.t̪ɑː
गोपी	ɡoː.piː
गोबर	ɡoː.bəɾ
गोबरैला	ɡoːb.ɾɛː.lɑː
गोभी	ɡoː.bʱiː
