a	ɒ
csészék	t͡ʃeːseːk
csészényi	t͡ʃeːseːɲi
csészényit	t͡ʃeːseːɲit
csésze	t͡ʃeːsɛ
cseszneky	t͡ʃɛsnɛki
csé	t͡ʃeː
csetepaté	t͡ʃɛtɛpɒteː
csetresek	t͡ʃɛtrɛʃɛk
csetres	t͡ʃɛtrɛʃ
csevegések	t͡ʃɛvɛɡeːʃɛk
csevegés	t͡ʃɛvɛɡeːʃ
csevegő	t͡ʃɛvɛɡøː
cseveg	t͡ʃɛvɛɡ
csibék	t͡ʃibeːk
csibe	t͡ʃibɛ
csibuk	t͡ʃibuk
csicsereg	t͡ʃit͡ʃɛrɛɡ
csicsergések	t͡ʃit͡ʃɛrɡeːʃɛk
csicsergés	t͡ʃit͡ʃɛrɡeːʃ
csicseriborsó	t͡ʃit͡ʃɛriborʃoː
csigabiga	t͡ʃiɡɒbiɡɒ
csigalépcső	t͡ʃiɡɒleːpt͡ʃøː
csiga	t͡ʃiɡɒ
csigát	t͡ʃiɡaːt
csigolyák	t͡ʃiɡojaːk
csigolya	t͡ʃiɡojɒ
csíkászok	t͡ʃiːkaːsok
csíkász	t͡ʃiːkaːs
csikló	t͡ʃikloː
csikóhal	t͡ʃikoːɦɒl
csikók	t͡ʃikoːk
csíkok	t͡ʃiːkok
csíkosak	t͡ʃiːkoʃɒk
csíkosmókus	t͡ʃiːkoʃmoːkuʃ
csíkos	t͡ʃiːkoʃ
csikó	t͡ʃikoː
csíkozott	t͡ʃiːkozotː
csíkoz	t͡ʃiːkoz
csík	t͡ʃiːk
csilis	t͡ʃiliʃ
csili	t͡ʃili
csillagászati	t͡ʃilːɒɡaːsɒti
csillagászatok	t͡ʃilːɒɡaːsɒtok
csillagászat	t͡ʃilːɒɡaːsɒt
csillagászok	t͡ʃilːɒɡaːsok
csillagász	t͡ʃilːɒɡaːs
csillagfények	t͡ʃilːɒkfeːɲɛk
csillagfény	t͡ʃilːɒkfeːɲ
csillaggyümölcsök	t͡ʃilːɒɡɟymølt͡ʃøk
csillaggyümölcs	t͡ʃilːɒɡɟymølt͡ʃ
csillaghatszögek	t͡ʃilːɒkhɒtsøɡɛk
csillaghatszög	t͡ʃilːɒkhɒtsøɡ
csillagjóslás	t͡ʃilːɒɡjoːʃlaːʃ
csillagképek	t͡ʃilːɒkːeːpɛk
csillagkép	t͡ʃilːɒkːeːp
csillagköd	t͡ʃilːɒkːød
csillagközi	t͡ʃilːɒkːøzi
csillagok	t͡ʃilːɒɡok
csillagos	t͡ʃilːɒɡoʃ
csillagot	t͡ʃilːɒɡot
csillagrendszer	t͡ʃilːɒɡrɛntsɛr
csillagszórók	t͡ʃilːɒksoːroːk
csillagszóró	t͡ʃilːɒksoːroː
csillagtalan	t͡ʃilːɒktɒlɒn
csillagtérkép	t͡ʃilːɒkteːrkeːp
csillag	t͡ʃilːɒɡ
csillagtökök	t͡ʃilːɒktøkøk
csillagtök	t͡ʃilːɒktøk
csillagváros	t͡ʃilːɒɡvaːroʃ
csillámpala	t͡ʃilːaːmpɒlɒ
csillapít	t͡ʃilɒpiːt
csillapodik	t͡ʃilɒpodik
csillapszik	t͡ʃilːɒpsik
csillapul	t͡ʃilɒpul
csillárok	t͡ʃilːaːrok
csillár	t͡ʃilːaːr
csilla	t͡ʃilːɒ
csillogások	t͡ʃilːoɡaːʃok
csillogás	t͡ʃilːoɡaːʃ
csillogóbb	t͡ʃilːoɡoːbː
csillogó	t͡ʃilːoɡoː
csillog	t͡ʃilːoɡ
csimpánzok	t͡ʃimpaːnzok
csimpánz	t͡ʃimpaːnz
csináld	t͡ʃinaːld
csinálják	t͡ʃinaːjːaːk
csináljak	t͡ʃinaːjːɒk
csinálja	t͡ʃinaːjːɒ
csinálj	t͡ʃinaːjː
csinálnak	t͡ʃinaːlnɒk
csinálnál	t͡ʃinaːlnaːl
csinálni	t͡ʃinaːlni
csinálod	t͡ʃinaːlod
csinálok	t͡ʃinaːlok
csinálom	t͡ʃinaːlom
csinálsz	t͡ʃinaːls
csinálták	t͡ʃinaːltaːk
csináltak	t͡ʃinaːltɒk
csináltál	t͡ʃinaːltaːl
csináltam	t͡ʃinaːltɒm
csinál	t͡ʃinaːl
csináltok	t͡ʃinaːltok
csinálunk	t͡ʃinaːluŋk
csincsilla	t͡ʃint͡ʃilːɒ
csinnadratta	t͡ʃinːɒdrɒtːɒ
csinos	t͡ʃinoʃ
csintalan	t͡ʃintɒlɒn
csín	t͡ʃiːn
csíny	t͡ʃiːɲ
csipa	t͡ʃipɒ
csiperkék	t͡ʃipɛrkeːk
csiperke	t͡ʃipɛrkɛ
csípések	t͡ʃiːpeːʃɛk
csípés	t͡ʃiːpeːʃ
csipeszek	t͡ʃipɛsɛk
csipesz	t͡ʃipɛs
csipetek	t͡ʃipɛtɛk
csipetke	t͡ʃipɛtkɛ
csipet	t͡ʃipɛt
csipkebogyók	t͡ʃipkɛboɟoːk
csipkebogyó	t͡ʃipkɛboɟoː
csipked	t͡ʃipkɛd
csipkék	t͡ʃipkeːk
csipkerózsika	t͡ʃipkɛroːʒikɒ
csipketerítők	t͡ʃipkɛtɛriːtøːk
csipketerítő	t͡ʃipkɛtɛriːtøː
csipke	t͡ʃipkɛ
csípőbelek	t͡ʃiːpøːbɛlɛk
csípőbél	t͡ʃiːpøːbeːl
csípőcsontok	t͡ʃiːpøːt͡ʃontok
csípőcsont	t͡ʃiːpøːt͡ʃont
csipog	t͡ʃipoɡ
csípők	t͡ʃiːpøːk
csípős	t͡ʃiːpøːʃ
csípő	t͡ʃiːpøː
csip	t͡ʃip
csíp	t͡ʃiːp
csírájában	t͡ʃiːraːjaːbɒn
csírája	t͡ʃiːraːjɒ
csíraképes	t͡ʃiːrɒkeːpɛʃ
csírák	t͡ʃiːraːk
csíramentes	t͡ʃiːrɒmɛntɛʃ
csíra	t͡ʃiːrɒ
csírázik	t͡ʃiːraːzik
csiripel	t͡ʃiripɛl
csirip	t͡ʃirip
csirizel	t͡ʃirizɛl
csiriz	t͡ʃiriz
csirkéd	t͡ʃirkeːd
csirkehúsok	t͡ʃirkɛɦuːʃok
csirkehús	t͡ʃirkɛɦuːʃ
csirkéid	t͡ʃirkeːʲid
csirkéik	t͡ʃirkeːʲik
csirkéim	t͡ʃirkeːʲim
csirkéink	t͡ʃirkeːʲiŋk
csirkéi	t͡ʃirkeːʲi
csirkéje	t͡ʃirkeːjɛ
csirkéjük	t͡ʃirkeːjyk
csirkék	t͡ʃirkeːk
csirkém	t͡ʃirkeːm
csirkénk	t͡ʃirkeːŋk
csirkeszárny	t͡ʃirkɛsaːrɲ
csirkétek	t͡ʃirkeːtɛk
csirke	t͡ʃirkɛ
csi	t͡ʃi
csitri	t͡ʃitri
csivava	t͡ʃivɒvɒ
csizmadia	t͡ʃizmɒdiʲɒ
csizmák	t͡ʃizmaːk
csizmás	t͡ʃizmaːʃ
csizma	t͡ʃizmɒ
csobban	t͡ʃobːɒn
csobogások	t͡ʃoboɡaːʃok
csobogás	t͡ʃoboɡaːʃ
csobog	t͡ʃoboɡ
csöbör	t͡ʃøbør
csöbrök	t͡ʃøbrøk
csőcselékek	t͡ʃøːt͡ʃɛleːkɛk
csőcselék	t͡ʃøːt͡ʃɛleːk
csöcs	t͡ʃøt͡ʃ
csodabogarak	t͡ʃodɒboɡɒrɒk
csodabogár	t͡ʃodɒboɡaːr
csodagyerekek	t͡ʃodɒɟɛrɛkɛk
csodagyerek	t͡ʃodɒɟɛrɛk
csodagyermek	t͡ʃodɒɟɛrmɛk
csodák	t͡ʃodaːk
csodálatok	t͡ʃodaːlɒtok
csodálatosabban	t͡ʃodaːlɒtoʃɒbːɒn
csodálatosabb	t͡ʃodaːlɒtoʃɒbː
csodálatosan	t͡ʃodaːlɒtoʃɒn
csodálatos	t͡ʃodaːlɒtoʃ
csodálat	t͡ʃodaːlɒt
csodálkozik	t͡ʃodaːlkozik
csodáló	t͡ʃodaːloː
csodál	t͡ʃodaːl
csodaországok	t͡ʃodɒorsaːɡok
csodaország	t͡ʃodɒorsaːɡ
csodás	t͡ʃodaːʃ
csodaszép	t͡ʃodɒseːp
csoda	t͡ʃodɒ
csodát	t͡ʃodaːt
csődeljárás	t͡ʃøːdɛjːaːraːʃ
csődök	t͡ʃøːdøk
csődörök	t͡ʃøːdørøk
csődör	t͡ʃøːdør
csőd	t͡ʃøːd
csőharang	t͡ʃøːɦɒrɒŋɡ
csókák	t͡ʃoːkaːk
csókálló	t͡ʃoːkaːlːoː
csóka	t͡ʃoːkɒ
csökevények	t͡ʃøkɛveːɲɛk
csökevény	t͡ʃøkɛveːɲ
csokik	t͡ʃokik
csokinyulak	t͡ʃokiɲulɒk
csokinyúl	t͡ʃokiɲuːl
csoki	t͡ʃoki
csökkenések	t͡ʃøkːɛneːʃɛk
csökkenése	t͡ʃøkːɛneːʃɛ
csökkenésnek	t͡ʃøkːɛneːʃnɛk
csökkenés	t͡ʃøkːɛneːʃ
csökkenő	t͡ʃøkːɛnøː
csökkenteni	t͡ʃøkːɛntɛni
csökkentések	t͡ʃøkːɛnteːʃɛk
csökkentésére	t͡ʃøkːɛnteːʃeːrɛ
csökkentése	t͡ʃøkːɛnteːʃɛ
csökkentését	t͡ʃøkːɛnteːʃeːt
csökkentés	t͡ʃøkːɛnteːʃ
csökkentette	t͡ʃøkːɛntɛtːɛ
csökkenthető	t͡ʃøkːɛnthɛtøː
csökken	t͡ʃøkːɛn
csökkent	t͡ʃøkːɛnt
csókok	t͡ʃoːkok
csokoládébarna	t͡ʃokolaːdeːbɒrnɒ
csokoládéfagylalt	t͡ʃokolaːdeːfɒɟlɒlt
csokoládék	t͡ʃokolaːdeːk
csokoládémáz	t͡ʃokolaːdeːmaːz
csokoládényulak	t͡ʃokolaːdeːɲulɒk
csokoládényúl	t͡ʃokolaːdeːɲuːl
csokoládényuszik	t͡ʃokolaːdeːɲusik
csokoládényuszi	t͡ʃokolaːdeːɲusi
csokoládé	t͡ʃokolaːdeː
csokoládétorták	t͡ʃokolaːdeːtortaːk
csokoládétorta	t͡ʃokolaːdeːtortɒ
csókolom	t͡ʃoːkolom
csókol	t͡ʃoːkol
csokonai	t͡ʃokonɒʲi
csökönyösebben	t͡ʃøkøɲøʃɛbːɛn
csökönyösen	t͡ʃøkøɲøʃɛn
csökönyösségek	t͡ʃøkøɲøʃːeːɡɛk
csökönyösség	t͡ʃøkøɲøʃːeːɡ
csökönyös	t͡ʃøkøɲøʃ
csokornyakkendők	t͡ʃokorɲɒkːɛndøːk
csokornyakkendő	t͡ʃokorɲɒkːɛndøː
csokor	t͡ʃokor
csokrok	t͡ʃokrok
csók	t͡ʃoːk
csomagban	t͡ʃomɒɡbɒn
csomagjaid	t͡ʃomɒɡjɒʲid
csomagjaik	t͡ʃomɒɡjɒʲik
csomagjaim	t͡ʃomɒɡjɒʲim
csomagjaink	t͡ʃomɒɡjɒʲiŋk
csomagjaitok	t͡ʃomɒɡjɒʲitok
csomagjai	t͡ʃomɒɡjɒʲi
csomagja	t͡ʃomɒɡjɒ
csomagjuk	t͡ʃomɒɡjuk
csomagod	t͡ʃomɒɡod
csomagokat	t͡ʃomɒɡokɒt
csomagok	t͡ʃomɒɡok
csomagolási	t͡ʃomɒɡolaːʃi
csomagolás	t͡ʃomɒɡolaːʃ
csomagolni	t͡ʃomɒɡolni
csomagolok	t͡ʃomɒɡolok
csomagol	t͡ʃomɒɡol
csomagom	t͡ʃomɒɡom
csomagotok	t͡ʃomɒɡotok
csomagot	t͡ʃomɒɡot
csomagtartók	t͡ʃomɒktɒrtoːk
csomagtartó	t͡ʃomɒktɒrtoː
csomag	t͡ʃomɒɡ
csomagunk	t͡ʃomɒɡuŋk
csoma	t͡ʃomɒ
csombord	t͡ʃombord
csombormenta	t͡ʃombormɛntɒ
csomóelmélet	t͡ʃomoːɛlmeːlɛt
csomók	t͡ʃomoːk
csomolungma	t͡ʃomoluŋɡmɒ
csomópont	t͡ʃomoːpont
csomó	t͡ʃomoː
csónakban	t͡ʃoːnɒɡbɒn
csónakok	t͡ʃoːnɒkok
csónakosok	t͡ʃoːnɒkoʃok
csónakos	t͡ʃoːnɒkoʃ
csónak	t͡ʃoːnɒk
csöndben	t͡ʃøndbɛn
csöndes	t͡ʃøndɛʃ
csönd	t͡ʃønd
csönget	t͡ʃøŋɡɛt
csongrád	t͡ʃoŋɡraːd
csöng	t͡ʃøŋɡ
csontdaganat	t͡ʃondɒɡɒnɒt
csontkollekciók	t͡ʃontkolːɛkt͡siʲoːk
csontkollekció	t͡ʃontkolːɛkt͡siʲoː
csontkovács	t͡ʃontkovaːt͡ʃ
csontok	t͡ʃontok
csontos	t͡ʃontoʃ
csontrák	t͡ʃontraːk
csontrendszer	t͡ʃontrɛntsɛr
csontritkulás	t͡ʃontritkulaːʃ
csontszáraz	t͡ʃontsaːrɒz
csontszövet	t͡ʃontsøvɛt
csont	t͡ʃont
csontvázak	t͡ʃontvaːzɒk
csontváz	t͡ʃontvaːz
csontvelők	t͡ʃontvɛløːk
csontvelő	t͡ʃontvɛløː
csöpög	t͡ʃøpøɡ
csoportban	t͡ʃopordbɒn
csoportba	t͡ʃopordbɒ
csoportdinamika	t͡ʃopordinɒmikɒ
csoportelmélet	t͡ʃoportɛlmeːlɛt
csoporthoz	t͡ʃoporthoz
csoportja	t͡ʃoporcɒ
csoportját	t͡ʃoporcaːt
csoportnak	t͡ʃoportnɒk
csoportokat	t͡ʃoportokɒt
csoportokban	t͡ʃoportoɡbɒn
csoportokba	t͡ʃoportoɡbɒ
csoportokhoz	t͡ʃoportokhoz
csoportok	t͡ʃoportok
csoportosítások	t͡ʃoportoʃiːtaːʃok
csoportosítás	t͡ʃoportoʃiːtaːʃ
csoportosít	t͡ʃoportoʃiːt
csoportos	t͡ʃoportoʃ
csoportosulások	t͡ʃoportoʃulaːʃok
csoportosulás	t͡ʃoportoʃulaːʃ
csoportosul	t͡ʃoportoʃul
csoportot	t͡ʃoportot
csoportra	t͡ʃoportrɒ
csoporttársak	t͡ʃoportaːrʃɒk
csoporttársa	t͡ʃoportaːrʃɒ
csoporttárs	t͡ʃoportaːrʃ
csoportterápiák	t͡ʃoportɛraːpiʲaːk
csoportterápia	t͡ʃoportɛraːpiʲɒ
csoport	t͡ʃoport
csordák	t͡ʃordaːk
csorda	t͡ʃordɒ
csőre	t͡ʃøːrɛ
csörgőkígyók	t͡ʃørɡøːkiːɟoːk
csörgőkígyó	t͡ʃørɡøːkiːɟoː
csörgő	t͡ʃørɡøː
csorog	t͡ʃoroɡ
csörög	t͡ʃørøɡ
csőrök	t͡ʃøːrøk
csóró	t͡ʃoːroː
csór	t͡ʃoːr
csőr	t͡ʃøːr
csőrű	t͡ʃøːryː
csoszog	t͡ʃosoɡ
csótányok	t͡ʃoːtaːɲok
csótány	t͡ʃoːtaːɲ
cső	t͡ʃøː
csővázas	t͡ʃøːvaːzɒʃ
csőváz	t͡ʃøːvaːz
csövek	t͡ʃøvɛk
csövesek	t͡ʃøvɛʃɛk
csöves	t͡ʃøvɛʃ
csővezeték	t͡ʃøːvɛzɛteːk
cs	t͡ʃ
cs	t͡ʃeː
csúcsa	t͡ʃuːt͡ʃɒ
csúcsdíszek	t͡ʃuːd͡ʒdiːsɛk
csúcsdísz	t͡ʃuːd͡ʒdiːs
csúcsforgalom	t͡ʃuːt͡ʃforɡɒlom
csúcsok	t͡ʃuːt͡ʃok
csúcstalálkozók	t͡ʃuːt͡ʃtɒlaːlkozoːk
csúcstalálkozó	t͡ʃuːt͡ʃtɒlaːlkozoː
csúcstechnológiák	t͡ʃuːt͡ʃtɛxnoloːɡiʲaːk
csúcstechnológia	t͡ʃuːt͡ʃtɛxnoloːɡiʲɒ
csúcs	t͡ʃuːt͡ʃ
csuda	t͡ʃudɒ
csúfabb	t͡ʃuːfɒbː
csúfít	t͡ʃuːfiːt
csúfnevek	t͡ʃuːfnɛvɛk
csúfnév	t͡ʃuːfneːv
csúfos	t͡ʃuːfoʃ
csúfságok	t͡ʃuːfʃaːɡok
csúfságos	t͡ʃuːfʃaːɡoʃ
csúfság	t͡ʃuːfʃaːɡ
csúf	t͡ʃuːf
csuhák	t͡ʃuɦaːk
csuhások	t͡ʃuɦaːʃok
csuhás	t͡ʃuɦaːʃ
csuha	t͡ʃuɦɒ
csukák	t͡ʃukaːk
csukamájolajak	t͡ʃukɒmaːjolɒjɒk
csukamájolaj	t͡ʃukɒmaːjolɒj
csukás	t͡ʃukaːʃ
csuka	t͡ʃukɒ
csuklik	t͡ʃuklik
csuklód	t͡ʃukloːd
csuklóid	t͡ʃukloːʲid
csuklóik	t͡ʃukloːʲik
csuklóim	t͡ʃukloːʲim
csuklóink	t͡ʃukloːʲiŋk
csuklói	t͡ʃukloːʲi
csuklója	t͡ʃukloːjɒ
csuklójuk	t͡ʃukloːjuk
csuklókon	t͡ʃukloːkon
csuklókra	t͡ʃukloːkrɒ
csuklók	t͡ʃukloːk
csuklóm	t͡ʃukloːm
csuklónk	t͡ʃukloːŋk
csuklón	t͡ʃukloːn
csuklóra	t͡ʃukloːrɒ
csuklótok	t͡ʃukloːtok
csukló	t͡ʃukloː
csuklya	t͡ʃukjɒ
csuk	t͡ʃuk
csúnyább	t͡ʃuːɲaːbː
csúnyácska	t͡ʃuːɲaːt͡ʃkɒ
csúnyán	t͡ʃuːɲaːn
csúnyaságok	t͡ʃuːɲɒʃaːɡok
csúnyaság	t͡ʃuːɲɒʃaːɡ
csúnya	t͡ʃuːɲɒ
csupán	t͡ʃupaːn
csupaszságok	t͡ʃupɒʃːaːɡok
csupaszság	t͡ʃupɒʃːaːɡ
csupasz	t͡ʃupɒs
csupa	t͡ʃupɒ
csurka	t͡ʃurkɒ
csurog	t͡ʃuroɡ
csűrök	t͡ʃyːrøk
csuromvizes	t͡ʃuroɱvizɛʃ
csuromvíz	t͡ʃuroɱviːz
csűr	t͡ʃyːr
csúszdák	t͡ʃuːzdaːk
csúszda	t͡ʃuːzdɒ
csúszik	t͡ʃuːsik
csúszópénz	t͡ʃuːsoːpeːnz
csúszós	t͡ʃuːsoːʃ
csúszó	t͡ʃuːsoː
csúsztatások	t͡ʃuːstɒtaːʃok
csúsztatás	t͡ʃuːstɒtaːʃ
csúsztat	t͡ʃuːstɒt
csutora	t͡ʃutorɒ
csütörtöki	t͡ʃytørtøki
csütörtökökön	t͡ʃytørtøkøkøn
csütörtökök	t͡ʃytørtøkøk
csütörtökönként	t͡ʃytørtøkøŋkeːnt
csütörtökön	t͡ʃytørtøkøn
csütörtököt	t͡ʃytørtøkøt
csütörtök	t͡ʃytørtøk
csúzli	t͡ʃuːzli
c	t͡s
c	t͡seː
cuccokat	t͡sut͡sːokɒt
cuccok	t͡sut͡sːok
cuccot	t͡sut͡sːot
cucc	t͡sut͡sː
cudar	t͡sudɒr
cúgos	t͡suːɡoʃ
cúg	t͡suːɡ
cukibb	t͡sukibː
cukik	t͡sukik
cuki	t͡suki
cukkinik	t͡sukːinik
cukkini	t͡sukːini
cukorbetegség	t͡sukorbɛtɛkʃeːɡ
cukorbeteg	t͡sukorbɛtɛɡ
cukorcsipesz	t͡sukort͡ʃipɛs
cukorgyár	t͡sukorɟaːr
cukorkák	t͡sukorkaːk
cukorka	t͡sukorkɒ
cukornádak	t͡sukornaːdɒk
cukornád	t͡sukornaːd
cukorrépák	t͡sukorːeːpaːk
cukorrépa	t͡sukorːeːpɒ
cukortartó	t͡sukortɒrtoː
cukor	t͡sukor
cukrászdában	t͡sukraːzdaːbɒn
cukrászdák	t͡sukraːzdaːk
cukrászda	t͡sukraːzdɒ
cukrászdát	t͡sukraːzdaːt
cukrászok	t͡sukraːsok
cukrász	t͡sukraːs
cukrok	t͡sukrok
cukroz	t͡sukroz
cumi	t͡sumi
cunami	t͡sunɒmi
cvíder	t͡sviːdɛr
daca	dɒt͡sɒ
dacaik	dɒt͡sɒʲik
dacaink	dɒt͡sɒʲiŋk
dacára	dɒt͡saːrɒ
daccá	dɒt͡sːaː
dac	dɒt͡s
dacod	dɒt͡sod
dacok	dɒt͡sok
dacol	dɒt͡sol
dacom	dɒt͡som
dacot	dɒt͡sot
dacotok	dɒt͡sotok
dacuk	dɒt͡suk
dacunk	dɒt͡suŋk
dada	dɒdɒ
dadaista	dɒdɒʲiʃtɒ
dadaizmus	dɒdɒʲizmuʃ
dadák	dɒdaːk
dadog	dɒdoɡ
dafke	dɒfkɛ
dagad	dɒɡɒd
dagadt	dɒɡɒtː
dagály	dɒɡaːj
dagályok	dɒɡaːjok
dagályos	dɒɡaːjoʃ
daganat	dɒɡɒnɒt
daganatok	dɒɡɒnɒtok
daganatos	dɒɡɒnɒtoʃ
dagaszt	dɒɡɒst
dagerrotípia	dɒɡɛrːotiːpiʲɒ
dagerrotípiák	dɒɡɛrːotiːpiʲaːk
dagesztán	dɒɡɛstaːn
dagonya	dɒɡoɲɒ
dagonyázás	dɒɡoɲaːzaːʃ
dagonyázások	dɒɡoɲaːzaːʃok
dagonyázik	dɒɡoɲaːzik
dajkába	dɒjkaːbɒ
dajkában	dɒjkaːbɒn
dajkából	dɒjkaːboːl
dajkád	dɒjkaːd
dajka	dɒjkɒ
dajkáért	dɒjkaːʲeːrt
dajkához	dɒjkaːɦoz
dajkáid	dɒjkaːʲid
dajkái	dɒjkaːʲi
dajkáig	dɒjkaːʲiɡ
dajkáik	dɒjkaːʲik
dajkáim	dɒjkaːʲim
dajkáink	dɒjkaːʲiŋk
dajkáitok	dɒjkaːʲitok
dajkája	dɒjkaːjɒ
dajkájuk	dɒjkaːjuk
dajkákat	dɒjkaːkɒt
dajkákba	dɒjkaːɡbɒ
dajkákban	dɒjkaːɡbɒn
dajkákból	dɒjkaːɡboːl
dajkák	dɒjkaːk
dajkaként	dɒjkɒkeːnt
dajkákért	dɒjkaːkeːrt
dajkákhoz	dɒjkaːkhoz
dajkákig	dɒjkaːkiɡ
dajkákká	dɒjkaːkːaː
dajkákkal	dɒjkaːkːɒl
dajkákként	dɒjkaːkːeːnt
dajkáknak	dɒjkaːknɒk
dajkáknál	dɒjkaːknaːl
dajkákon	dɒjkaːkon
dajkákra	dɒjkaːkrɒ
dajkákról	dɒjkaːkroːl
dajkáktól	dɒjkaːktoːl
dajkákul	dɒjkaːkul
dajkám	dɒjkaːm
dajkának	dɒjkaːnɒk
dajkánál	dɒjkaːnaːl
dajkán	dɒjkaːn
dajkánk	dɒjkaːŋk
dajkára	dɒjkaːrɒ
dajkáról	dɒjkaːroːl
dajkát	dɒjkaːt
dajkátok	dɒjkaːtok
dajkától	dɒjkaːtoːl
dajkául	dɒjkaːul
dajkává	dɒjkaːvaː
dajkával	dɒjkaːvɒl
dakka	dɒkːɒ
dákó	daːkoː
dala	dɒlɒ
dalai	dɒlɒʲi
dalba	dɒlbɒ
dal	dɒl
dália	daːliʲɒ
dalia	dɒliʲɒ
dáliák	daːliʲaːk
daliák	dɒliʲaːk
dalig	dɒliɡ
dallá	dɒlːaː
dallam	dɒlːɒm
dallamok	dɒlːɒmok
dallamosan	dɒlːɒmoʃɒn
dallamos	dɒlːɒmoʃ
dalmácia	dɒlmaːt͡siʲɒ
dalmáciai	dɒlmaːt͡siʲɒʲi
dalmű	dɒlmyː
dalművek	dɒlmyːvɛk
dalnoka	dɒlnokɒ
dalnokaik	dɒlnokɒʲik
dalnokaink	dɒlnokɒʲiŋk
dalnok	dɒlnok
dalnokod	dɒlnokod
dalnokok	dɒlnokok
dalnokom	dɒlnokom
dalnokuk	dɒlnokuk
dalnokunk	dɒlnokuŋk
dalokat	dɒlokɒt
dalok	dɒlok
dalokig	dɒlokiɡ
dalol	dɒlol
dalom	dɒlom
dalszerző	dɒlsɛrzøː
dalszerzők	dɒlsɛrzøːk
dalszínház	dɒlsiːnɦaːz
dalszöveg	dɒlsøvɛɡ
dalszövegeik	dɒlsøvɛɡɛʲik
dalszövegeim	dɒlsøvɛɡɛʲim
dalszövegeink	dɒlsøvɛɡɛʲiŋk
dalszövegek	dɒlsøvɛɡɛk
dalszövegeken	dɒlsøvɛɡɛkɛn
dalszövegekre	dɒlsøvɛɡɛkrɛ
dalszövegem	dɒlsøvɛɡɛm
dalszövegen	dɒlsøvɛɡɛn
dalszövegetek	dɒlsøvɛɡɛtɛk
dalszövegre	dɒlsøvɛɡrɛ
dalszövegtől	dɒlsøvɛktøːl
dalszövegük	dɒlsøvɛɡyk
dalszövegünk	dɒlsøvɛɡyŋk
dalt	dɒlt
dáma	daːmɒ
damaszkusz	dɒmɒskus
damaszkuszi	dɒmɒskusi
damaszt	dɒmɒst
damasztok	dɒmɒstok
dám	daːm
dámok	daːmok
dámszarvas	daːmsɒrvɒʃ
dámszarvasok	daːmsɒrvɒʃok
dámvadak	daːɱvɒdɒk
dámvad	daːɱvɒd
dán	daːn
dandár	dɒndaːr
dandárok	dɒndaːrok
dánia	daːniʲɒ
dani	dɒni
dániel	daːniʲɛl
dánok	daːnok
dante	dɒntɛ
dantei	dɒntɛʲi
darabba	dɒrɒbːɒ
darabbá	dɒrɒbːaː
darab	dɒrɒb
darabig	dɒrɒbiɡ
darabja	dɒrɒbjɒ
darabokat	dɒrɒbokɒt
darabok	dɒrɒbok
darabokra	dɒrɒbokrɒ
darabot	dɒrɒbot
darabra	dɒrɒbrɒ
dara	dɒrɒ
darák	dɒraːk
darál	dɒraːl
darán	dɒraːn
darazsak	dɒrɒʒɒk
darázscsípés	dɒraːʃt͡ʃiːpeːʃ
darázs	dɒraːʒ
darázsfészekbe	dɒraːʃfeːsɛɡbɛ
darázsfészek	dɒraːʃfeːsɛk
darázskürt	dɒraːʃkyrt
dárda	daːrdɒ
dárdahegy	daːrdɒɦɛɟ
dárdahegyek	daːrdɒɦɛɟɛk
dárdák	daːrdaːk
dardanellák	dɒrdɒnɛlːaːk
dareiosz	dɒrɛjos
daru	dɒru
daruk	dɒruk
darvak	dɒrvɒk
darwin	dɒrvin
darwinista	dɒrviniʃtɒ
darwinizmus	dɒrvinizmuʃ
datolya	dɒtojɒ
datolyájuk	dɒtojaːjuk
datolyák	dɒtojaːk
datolyákon	dɒtojaːkon
datolyákra	dɒtojaːkrɒ
datolyán	dɒtojaːn
datolyapálma	dɒtojɒpaːlmɒ
datolyapálmák	dɒtojɒpaːlmaːk
datolyára	dɒtojaːrɒ
dátum	daːtum
dátumok	daːtumok
dávid	daːvid
david	deːvid
db	dɒrɒb
d	deːl
ddny	deːldeːlɲuɡɒt
deák	dɛaːk
deaktivál	dɛɒktivaːl
debrecenben	dɛbrɛt͡sɛmbɛn
debrecen	dɛbrɛt͡sɛn
debreceni	dɛbrɛt͡sɛni
debrecennél	dɛbrɛt͡sɛnːeːl
debütál	dɛbytaːl
debütáns	dɛbytaːnʃ
debütánsok	dɛbytaːnʃok
dec.	dɛt͡sɛmbɛr
decemberben	dɛt͡sɛmbɛrbɛn
december	dɛt͡sɛmbɛr
decemberében	dɛt͡sɛmbɛreːbɛn
decembere	dɛt͡sɛmbɛrɛ
decemberek	dɛt͡sɛmbɛrɛk
decemberi	dɛt͡sɛmbɛri
decentralizáció	dɛt͡sɛntrɒlizaːt͡siʲoː
decentralizációk	dɛt͡sɛntrɒlizaːt͡siʲoːk
decibel	dɛt͡sibɛl
decigramm	dɛt͡siɡrɒmː
decigrammok	dɛt͡siɡrɒmːok
deciliter	dɛt͡silitɛr
deciméter	dɛt͡simeːtɛr
deciméterek	dɛt͡simeːtɛrɛk
dédanya	deːdɒɲɒ
de	dɛ
dé	deː
dédi	deːdi
dedikáció	dɛdikaːt͡siʲoː
dedikációk	dɛdikaːt͡siʲoːk
dédire	deːdirɛ
dédit	deːdit
dédnagyanya	deːdnɒɟɒɲɒ
dédnagyapa	deːdnɒɟɒpɒ
