a	ɑː
crucifix	kɹuːsɨfɪks
crucify	kɹuːsɪfaɪ
cruddy	kɹʌdi
crudeform	kɹuːdfɔɹm
crude	kɹuːd
crudely	kɹuːdli
crudités	kɹuːdɪteɪ
crudités	kɹuːdɪteɪz
crud	kɹʌd
crudzine	kɹʌdziːn
cruelty	kɹuːəlti
cruft	kɹʌft
cruised	kɹuːzd
cruise	kɹuːz
cruiser	kɹuzɚ
cruises	kɹuːzɪz
cruising	kɹuːzɪŋ
cruisings	kɹuːzɪŋz
crumbed	kɹʌmd
crumbing	kɹʌmɪŋ
crumb	kɹʌm
crumble	kɹʌmbəl
crumbs	kɹʌmz
crummy	kɹʌmi
crumpet	kɹʌmpɪt
crump	kɹʌmp
crumple	kɹʌmpəl
crunched	kɹʌntʃt
crunches	kɹʌntʃɪz
crunchie	kɹʌntʃi
crunching	kɹʌntʃɪŋ
crunchings	kɹʌntʃɪŋz
crunch	kɹʌntʃ
crunchy	kɹʌntʃi
crunk	kɹʌŋk
crupper	kɹʌpə
crusade	kɹuːseɪd
crusader	kɹuːseɪdə
cruse	kɹuːs
cruse	kɹuːz
crushed	kɹʌʃt
crushes	kɹʌʃɪz
crushing	kɹʌʃɪŋ
crush	kɹʌʃ
crustacean	kɹʌsteɪʃən
crustaceous	kɹʌsteɪʃəs
crusted	kɹʌstɪd
crusting	kɹʌstɪŋ
crustings	kɹʌstɪŋz
crust	kɹʌst
crustose	kɹʊstoʊs
crusts	kɹʌsts
crusty	kɹʌsti
crutch	kɹʌtʃ
crux	kɹʌks
cruz	kɹuːz
crwth	kɹuθ
crybaby	kɹaɪbeɪbi
crying	kɹaɪ̯ɪŋ
cry	kɹaɪ̯
cryogenic	kɹaɪədʒɛnɪk
cryogenic	kɹaɪoʊdʒɛnɪk
cryptic	kɹɪptɪk
crypt	kɹɪpt
cryptodepression	kɹiptoʊdəpɹɛʃən
cryptography	kɹɪptɒɡɹəfi
cryptolect	kɹɪptəlɛkt
cryptology	kɹɪptɑlədʒi
cryptomonad	kɹɪptoʊmoʊnæd
cryptophyte	kɹɪptəfaɪt
cryptorchid	kɹɪptɔːɹkɪd
cryptozoological	kɹɪptoʊzoʊəlɒdʒɪkəl
cryptozoology	kɹɪptoʊzoʊɒlədʒi
crystalize	kɹɪstəlaɪz
crystal	kɹɪstəl
crystalline	kɹɪstəlaɪn
crystallize	kɹɪstəlaɪz
crystals	kɹɪstəlz
csardas	tʃɑɹdɑʃ
csis	siːsɪs
csun	siːsʌn
ctab	siːtæb
ctenid	tɛnɪd
ctesiphon	tɛsɨfɒn
cthulhu	kəθuːluː
cuba	kjuːbə
cuban	kjuːbən
cubbed	kʌbd
cubbing	kʌbɪŋ
cubby	kʌbi
cubeb	kjuːbɛb
cube	kjub
cubes	kjuːbz
cubewano	kjuːbiːwʌnoʊ
cubic	kjubɪk
cubicle	kjubɪkəl
cubist	kjuːbɪst
cubit	kjubɪt
cubs	kʌbz
cuck	kʌk
cuckold	kʌkəld
cuckold	kʌkoʊld
cuckoo	kuːkuː
cuckquean	kʌkkwiːn
cucks	kʌks
cucullated	kjuːkəleɪtɪd
cucumber	kjuːkʌmbəɹ
cucurbitaceous	kjuːkɜːbɪteɪʃəs
cucurbit	kjuːkɜːbɪt
cuddle	kʌdl̩
cudgel	kʌdʒəl
cud	kʌd
cudraflavone	kʌdɹəfleɪvəʊn
cudraflavone	kuːdɹəfleɪvəʊn
cuds	kʌdz
cued	kjuːd
cueing	kjuːɪŋ
cue	kjuː
cues	kjuːz
cuffed	kʌft
cuffee	kʌfi
cuffing	kʌfɪŋ
cuffings	kʌfɪŋz
cuffin	kʌfɪn
cuff	kʌf
cufflink	kʌflɪŋk
cuffs	kʌfs
cuirass	kwɪɹæs
cuisine	kwɪziːn
cuju	tsuːdʒuː
culantro	kuːlæntɹoʊ
culantro	kuːlɑːntɹoʊ
culchie	kʌltʃi
culinary	kjulɪnɛɹi
culinary	kʌlɪnɛɹi
culled	kʌld
cullen	kʌlən
cullet	kʌlɪt
culling	kʌlɪŋ
cullings	kʌlɪŋz
cullion	kʌljən
cull	kʌl
cullompton	kʌləmptən
culls	kʌlz
cully	kʌli
culmination	kʌlmɪneɪʃən
culm	kʌlm
culpability	kʌlpəbɪləti
culpable	kʌlpəbəl
culpeo	kʊlpeɪəʊ
culprit	kʌlpɹɨt
cultist	kʌltɪst
cultists	kʌltɪsts
cultivated	kʌltɪveɪtɪd
cultivate	kʌltɪveɪt
cultivation	kʌltɪveɪʃən
cult	kʌlt
cults	kʌlts
cultural	kʌlt͡ʃəɹl̩
culturati	kʌlt͡ʃəɹɑti
culture	kʌlt͡ʃɚ
culty	kʌlti
culverin	kʌlvəɹɪn
culver	kʌlvə
cuman	kjuːmən
cumbent	kʌmbənt
cumberground	kʌmbɚɡɹaʊnd
cumbernauld	kʌmbəɹnɔːld
cumbersome	kʌmbɚsəm
cumbia	kumbja
cumbrous	kʌmbɹəs
cumin	kjumɪn
cumin	kʌmɪn
cumin	kumɪn
cum	kʌm
cummerbund	kʌmɚbʌnd
cummie	kjuːmi
cummie	kʌmi
cumming	kʌmɪŋ
cummings	kʌmɪŋz
cummins	kʌmɪnz
cumshots	kʌmʃɑts
cums	kʌmz
cumulation	kjuːmjəleɪʃən
cumulonimbus	kjuːmələʊnɪmbəs
cumulus	kjuːmjələs
cunctation	kʌŋkteɪʃən
cuneiform	kjuːniəfɔɹm
cuneo	kuːniəʊ
cunette	kjuːnɛt
cunette	kuː-
cunnilingual	kʌnɪlɪŋɡwəl
cunnilingus	kʌnilɪŋɡəs
cunnilingus	kʌnɪlɪŋɡəs
cunning	kʌnɪŋ
cunny	kʌni
cuntfuck	kʌntfʌk
cunthead	cʌnthɛd
cunt	kʌnt
cunts	kʌnts
cunty	kʌnti
cupbearer	kʌpbɛɹɚ
cupboard	kʌbɚd
cupcake	kʌpkeɪk
cupel	kjuːpəl
cupellation	kjuːpəleɪʃən
cupid	kjupɪd
cup	kʌp
cupped	kʌpt
cupping	kʌpɪŋ
cups	kʌps
curaçao	kjʊəɹəsaʊ
curaçao	kjʊəɹəsoʊ
curaçao	kjuːɹəsaʊ
curaçao	kuːɹəsaʊ
curate	kjʊɹeɪt
curate	kjʊɹɪt
curation	kjəɹeɪʃən
curation	kjʊɹeɪʃən
curative	kjʊɹətɪv
curb	kɝb
curcumin	kɜːɹkjəmɪn
curd	kɜːɹd
curdle	kɝdəl
cure	kjɝ
cure	kjʊɹ
curer	kjɝɚ
curer	kjʊɹɚ
curettage	kjʊəɹɪtɑːʒ
curfew	kɚfju
curia	kjuːɹiə
curio	kjʊə̯ɹiəʊ̯
curio	kjɜːɹiəʊ̯
curio	kjɔːɹiəʊ̯
curiosa	kjʊɹioʊsə
curiosity	kjʊəɹɪɒsɪti
curious	kjɝiəs
curious	kjʊɹiəs
curiously	kjɝiəsli
curiously	kjʊɹiəsli
curium	kjʊəɹiəm
curlew	kɝlu
curling	kəɹlɪŋ
curl	kɝl
curly	kɝli
curmudgeon	kɚmʌdʒən
curragh	kʌɹə
currant	kɝənt
currency	kɝənsi
currency	kʌɹənsi
current	kʌɹənt
curriculum	kəɹɪkjələm
curriculum	kɚɪkjələm
currier	kʌɹɪə
curriers	kʌɹɪəz
curry	kʌɹi
cursed	kɝsɪd
cursed	kɝst
curse	kɝːs
cursive	kɝsɪv
cursor	kɜɹsəɹ
cursory	kɝːsəɹi
cursory	kɝːsɹi
curtail	kɚteɪl
curtain	kɝtn̩
curt	kɜːɹt
curtsey	kɝtsɪ
curule	kjʊəɹuːl
curvature	kɝvətʃɚ
curved	kɝːvd
curves	kɝvz
curvet	kɚvɛt
curvy	kɝvi
cuscus	kʌskəs
cuscus	kuːskuːs
cushag	kʊʃæɡ
cushag	kʊʃəɡ
cushag	kʊʒəɡ
cushat	kʌʃət
cushion	kʊʃən
cush	kʊʃ
cushty	kʊʃti
cuspid	kʌspɪd
cusp	kʌsp
cusps	kʌsps
cussed	kʌsɪd
cussed	kʌst
cusses	kʌsɪz
cussing	kʌsɪŋ
cussings	kʌsɪŋz
cuss	kʌs
custard	kʌstɚd
custardy	kʌstɚdi
custody	kʌstədiː
customer	kʌstəmɚ
customize	kʌstəmaɪ̯z
custom	kʌstəm
customs	kʌstəmz
custrel	kʌstɹəl
cute	kjuːt
cutesy	kjutsi
cuticle	kjuːtɪkəl
cutie	kjuːti
cutify	kjuːtɪfaɪ
cut	kʌt
cutlass	kʌtləs
cutler	kʌtlɚ
cutlery	kʌtləɹi
cutpurse	kʌtpɝs
cuts	kʌts
cutter	kʌtɚ
cutting	kʌtɪŋ
cuttings	kʌtɪŋz
cuttlefish	kʌtəlfɪʃ
cutty	kʌti
cuvée	kuveɪ
cuvette	kjuvɛt
cuzco	kuːskoʊ
cuz	kɘz
cwm	kʊm
cwm	kuːm
cwms	kuːmz
cyanide	saɪənaɪd
cyanogen	sajænədʒɪn
cyanophyte	saɪənəʊfaɪt
cyanosis	saɪənoʊsɪs
cyan	saɪæn
cyan	saɪən
cybele	sɪbɨliː
cybernat	saɪbɚnæt
cybernetic	saɪbɚnɛtɪk
cyber	saɪbəɹ
cyclades	saɪkleɪdz
cycled	saɪkəld
cycle	saɪkəl
cycles	saɪkəlz
cyclical	saɪklɪkəl
cyclical	sɪklɪkəl
cyclicity	saɪklɪsɪti
cyclicity	sɪklɪsɪti
cyclic	saɪklɪk
cyclic	sɪklɪk
cycling	saɪkəlɪŋ
cyclist	saɪklɪst
cyclocross	saɪkləʊkɹɒs
cyclohexane	saɪkloʊhɛkseɪn
cycloid	saɪklɔɪd
cyclone	saɪkloʊn
cyclophosphamide	saɪkləʊfɒsfəmaɪd
cyclotron	saɪklətɹɒn
cygnet	sɪɡnət
cylinder	sɪləndɚ
cylindrical	sɪlɪndɹɪkəl
cylix	saɪlɪks
cymatic	saɪmætɪk
cymatics	saɪmætɪks
cymbalist	sɪmbəlɪst
cymbal	sɪmbəl
cymric	kɪmɹɪk
cymric	sɪmɹɪk
cymrite	kəmɹaɪt
cymrite	kɪmɹaɪt
cymrite	sɪmɹaɪt
cynganeddion	kəŋənɛðjən
cynghanedd	kəŋhænɛð
cynic	sɪnɪk
cynophobia	saɪnəfoʊbiə
cynosure	-ʃɚ
cynosure	saɪnəʃʊɹ
cynosure	sɪn-
cynthia	sɪnθiə
cypress	saɪpɹəs
cypriot	sɪpɹiət
cyprus	saɪpɹəs
cyrene	saɪɹiːni
cyrillic	səɹɪlɪk
cyril	sɪɹəl
cyrus	saɪɹəs
cy	saɪ
cystic	sɪstɪk
cysts	sɪsts
cyst	sɪst
cytidine	saɪtɪdiːn
cytidine	saɪtɪdɪn
cytochrome	saɪtəkɹəʊm
cytologist	saɪtɑːlədʒɪst
cytology	saɪtɑləd͡ʒi
cytolytic	saɪtəlɪtɪk
cytonuclear	saɪtonukliɚ
cytoplasm	saɪtoʊplæzəm
cytosine	saɪtəsiːn
cytosis	saɪtoʊsɪs
cytosol	saɪtəsɒl
cywyddau	kəwʌðaɪ
cywydd	kʌwɪð
czechoslovakia	tʃɛkəsləvækiə
czechoslovakia	tʃɛkəsləvɑkiə
czechoslovakia	tʃɛkəsloʊvækiə
czechoslovakia	tʃɛkəsloʊvɑkiə
czechoslovakia	tʃɛkoʊsloʊvɑkiə
czechs	tʃɛks
czech	tʃɛk
czexit	t͡ʃɛksɪt
daachdecker	daːxdækeʀ
daalder	dɑːldəɹ
dabbed	dæbd
dabbing	dæbɪŋ
dabbings	dæbɪŋz
dabble	dæbəl
dab	dæb
dabs	dæbz
dace	deɪs
daces	deɪsɪz
dacha	dætʃə
dachshund	dækshʊnd
dachshund	dɑksənd
dachshund	dɑkshʊnt
dacia	deɪʃə
dacian	deɪʃən
dack	dæk
dacoit	dəkɔɪt
dactylic	dæktɪlɪk
dactylology	dæktəlɑlədʒi
dad	dæd
daddies	dædiz
daddy	dædi
dado	deɪdoʊ
dads	dædz
daedal	diːdəl
daedalus	deɪdələs
daedalus	dɛdələs
daedalus	diːdələs
daegu	dæɡu
daegu	deɪɡu
daemon	deɪmən
daemon	diːmən
daenerys	deɪnɛɹɪs
daenerys	dənɛɹɪs
daesh	dɑːɛʃ
daffodil	dæfədɪl
daft	dæft
daftness	dæftnəs
dafuq	dəfʌk
dag	dæɡ
dagnabbit	dæɡnæbɪt
daguerreotype	dəɡɛɹətaɪp
daguerreotype	dəɡɛɹoʊtaɪp
dah	dɑː
dai	daɪ
daigou	daɪɡoʊ
daikon	daɪkɒn
daily	deɪli
daimon	daɪmoʊn
daimyo	daɪmjoʊ
daintiness	deɪntɪnəs
dainty	deɪnti
dairy	dɛəɹi
dairy	dɛɹi
dais	daɪ-
dais	deɪɪs
dais	-əs
daisies	deɪziz
daisy	deɪzi
dajjal	dad͡ʒɑːl
dakuten	dɑː-
dakuten	dækutɛn
daled	dɑləd
dale	deɪl
dalek	dɑːlɛk
daleks	dɑːlɛks
dales	deɪlz
dalet	dɑːlɪd
dalet	dɑːlɪt
daley	deɪli
dalian	dɑːliæn
dalian	dɑːliɛn
dalian	dɑːliːən
dalian	dɑːliɑːn
dalliance	dæliəns
dally	dæli
dalmatian	dælmeɪʃən
dalry	dælɹaɪ
dalrymple	dælɹɪmpəl
damage	dæmɪdʒ
damaged	dæmɪdʒd
damages	dæmɪdʒɪz
damaging	dæmɪdʒɪŋ
damascus	dəmæskəs
damascus	dəmɑːskəs
damask	dæməsk
dam	dæm
dame	deɪm
damehood	deɪmhʊd
dames	deɪmz
dammed	dæmd
damming	dæmɪŋ
dammit	dæmət
dammit	dæmɪt
damnable	dæmnəbəl
damnation	dæmneɪʃən
damn	dæm
damned	dæmd
damnify	dæmnɪfaɪ
damning	dæmɪŋ
damnings	dæmɪŋz
damnit	dæmɪt
damns	dæmz
damp	dæmp
dampen	dæmpən
damper	dæmpɚ
damply	dæmpli
dams	dæmz
damsel	dæmzəl
damsels	dæmzəlz
dana	dænə
dana	deɪnə
danae	dæneɪi
danaus	dæneɪəs
danbo	dænbəʊ
dance	dæns
danced	dænst
dance	dɑːns
dancing	dænsɪŋ
dancing	dɑːnsɪŋ
dan	dæn
dandelion	dændɪlaɪən
dandification	dændəfəkeɪʃən
dandification	dændɪfɪkeɪʃən
dandle	dændəl
dandy	dændi
danelaw	deɪnlɔ
danes	deɪnz
dang	dæŋ
danger	deɪndʒɚ
dangerous	deɪnd͡ʒəɹəs
dangerous	deɪnd͡ʒɚəs
dangerous	deɪnd͡ʒɚs
dangerous	deɪnʒɹəs
dangerouser	deɪnd͡ʒəɹəsəɹ
dangers	deɪndʒɚz
dangle	dæŋɡəl
danicize	deɪnɪsaɪz
daniela	dænjɛlə
daniel	dænjəl
daniels	dænjəlz
danish	deɪnɪʃ
dank	dæŋk
dannebrog	dænəbɹɒɡ
dannebrog	danəbʁoˀ
dannie	dæni
danny	dæni
danso	dɑːnsəʊ
danson	dænsən
dante	dɑnteɪ
danwei	dɑːnweɪ
dap	dæp
daphne	dæfni
daqing	dɑːtʃɪŋ
dard	dɑɹd
dardic	dɑɹdɪk
dared	dɛɹd
dare	dɛɚ
daresay	dɛəɹseɪ
dargah	dʊəɡɑː
daring	dɛəɹɪŋ
daring	dɛɹɪŋ
darius	dæɹiəs
darius	dəɹaɪəs
darius	dɑɹiəs
dark	dɑɹk
darken	dɑɹkən
darkey	dɑɹki
darkle	dɑɹkəl
darkly	dɑɹkli
darkness	dɑɹknɪs
darlin'	dɑɹlɪn
darling	dɑɹlɪŋ
darmstadtium	dɑːɹmʃtɑːtiəm
darn	dɑɹn
darnedest	dɑɹndɨst
darrein	dæɹeɪn
darrein	dəɹeɪn
dart	dɑɹt
daruma	dɑːɹʊmə
darwin	dɑɹwɨn
das	dæs
dashboard	dæʃbɔːɹd
dashboard	dæʃboəɹd
dashcam	dæʃkæm
dash	dæʃ
dashed	dæʃt
dasheen	dæʃin
dashes	dæʃɪz
dashi	dæʃi
dashi	dɑːʃi
dastard	dæstɚd
dastardly	dæstɚdli
dasyphyllous	dæsɪfɪləs
dasyphyllous	-sə-
database	dætəbeɪs
database	deɪtəbeɪs
data	dætə
data	deɪtə
data	dɑːtə
datary	deɪtəɹi
dat	dæt
dated	deɪtɪd
date	deɪt
dateless	deɪtlɪs
dates	deɪts
dating	deɪtɪŋ
dative	deɪtɪv
dat's	dæts
daub	dɑb
daub	dɔb
daughter	dɔtɚ
daughter	dɔt̬ɚ
daughters	dɔtɚz
daunt	dɔnt
dauphin	doʊfæ̃
dauphin	dɔfən
dauphin	dɔfɪn
dauria	dɑːʊərɪə
dave	deɪv
david	deɪvɪd
davis	deɪvɪs
davit	dævət
davit	deɪvɪt
davos	dɑːvoʊs
dawdle	dɔːdəl
daw	dɔː
dawes	dɔːz
dawg	dɑːɡ
dawg	dɔːɡ
dawing	dɔːɪŋ
dawkes	dɔːks
dawkin	dɔːkɪn
dawkins	dɔːkɪnz
dawlish	dɔːlɪʃ
dawn	dɔn
dawning	dɑːnɪŋ
dawning	dɔːnɪŋ
daws	dɔːz
dawson	dɔːsən
daybeam	deɪbiːm
daybed	deɪbɛd
dayboard	deɪbɔːd
dayboat	deɪboʊt
daybook	deɪbʊk
dayboy	deɪbɔɪ
day	deɪ
daydream	deɪdɹiːm
daydreamer	deɪdɹimɚ
dayed	deɪd
dayes	deɪz
daying	deɪɪŋ
daykin	deɪkɪn
daylight	deɪlaɪt
daylights	deɪlaɪts
daysack	deɪsæk
days	deɪz
daysman	deɪzmən
dayson	deɪsən
daystar	deɪstɑɹ
daytime	deɪtaɪm
dayton	deɪtən
daywork	deɪwɝk
dazed	deɪzd
daze	deɪz
dazedly	deɪzədli
dazes	deɪzɪz
dazing	deɪzɪŋ
dazy	deɪzi
dazzle	dæzəl
dazzling	dæzlɪŋ
dazzling	dæzl̩ɪŋ
d	d
d	diː
ddos	diːdɒs
deacon	diːkən
dead	dɛd
deaden	dɛdən
deadfall	dɛdfɑl
deadhead	dɛdhɛd
deadline	dɛdlaɪn
deadlock	dɛdlɑk
deadly	dɛdli
deadpan	dɛdpæn
deafblindness	dɛfblaɪndnɪs
deaf	dɛf
deafen	dɛfən
deafly	dɛfli
deafs	dɛfs
dealated	dieɪleɪtəd
dealate	dieɪleɪt
dealate	dieɪlɨt
deal	diːl
dealignment	diːjəlaɪnmənt
dealing	diːlɪŋ
dealt	dɛlt
dean	diːn
deaned	diːnd
deaning	diːnɪŋ
deans	diːnz
dear	dɪɹ
dearest	dɪɹɪst
dearheart	diɹhɑɹt
dearly	dɪɹli
dearth	dɝθ
deasil	dɛsəl
deasil	disəl
deasil	dizəl
deasil	djɛʃəl
death	dɛθ
deathmatch	dɛθmætʃ
deaths	dɛθs
debacle	dɪbɑkəl
debacle	deɪbɑkəl
debacle	dəbɑkəl
débâcle	deɪbɑːkəl
débâcle	deɪbɑːklə
debasement	dɪbeɪsmənt
debauch	dɪbɔːt͡ʃ
debbie	dɛbi
deb	dɛb
debilitate	dəbɪləteɪt
debit	dɛbɪt
debonair	dɛbənɛɹ
debouch	dɪbaʊt͡ʃ
debouch	dɪbuːʃ
debride	dɨbɹid
debridement	deɪbɹiːdmɑ̃
debrief	diːbɹiːf
debriefing	diːbɹiːfɪŋ
debris	dəbɹiː
debt	dɛt
debtor	dɛtɚ
debts	dɛts
debuccalization	diːbʌkəlaɪzeɪʃən
debug	dibʌɡ
debugging	diːbʌɡɪŋ
debulked	dibʌlkt
debunk	dɪbʌŋk
debunk	diːbʌŋk
debunks	dɪbʌŋks
débutant	dɛbjətant
debut	deɪbjuː
début	deɪbju
debuted	dɨbjuːd
debuted	deɪbjuːd
debuts	deɪbjuːz
debye	dəbaɪ
decacumination	diːkəkjuːmɪneɪʃən
decade	dɛkeɪd
decadent	dɛkədənt
decadently	dɛkədəntli
decaf	diːkæf
decagon	dɛkəɡɑn
decal	diːkæl
decal	dɪkæl
decals	diːkælz
decals	dɪkælz
decameron	dɪkæməɹən
decameron	dɪkæməɹɑn
decanal	dɛkənæl
decanal	dɛkənəl
decanal	dɨkeɪnəl
decan	dɛkən
decan	dikæn
decangle	dɛkæŋɡəl
decani	dɪkeɪnaɪ
decant	dəkænt
decarcerate	diːkɑɹsəɹeɪt
decarceration	diːkɑɹsəɹeɪʃən
decasyllabic	dɛkəsɪlæbɪk
decay	dikeɪ
decays	dɪkeɪz
deceased	disist
decedent	dɪsidənt
dece	diːs
deceit	dɪsiːt
deceivable	dɪsiːvəbl̩
deceivably	dɪsiːvəbli
deceived	dɪsiːvd
deceive	dɪsiːv
deceiver	dɪsivɚ
deceives	dɪsiːvz
deceivingly	dɪsiːvɪŋli
deceleration	dɪsɛləɹeɪʃən
december	dɪsɛmbəɹ
decembers	dɪsɛmbɚz
decemvir	dɪsɛmvəɹ
deceptible	dɪsɛptɪbl̩
deceptive	dɪsɛptɪv
decern	dɪsɝn
decibel	dɛsɪbɛl
decide	dɪsaɪd
deciding	dɪsaɪdɪŋ
deciduous	dəsɪdjuəs
deciduous	dɪsɪdjuəs
decile	dɛsaɪl
decile	dɛsəl
decima	dɛsɪmə
decimal	dɛsɪməl
decimate	dɛsəmeɪt
decimation	dɛsɪmeɪʃən
decim	dɛsɪm
decime	dɛsiːm
decitabine	dɪsaɪtəbiːn
deck	dɛk
decked	dɛkt
decking	dɛkɪŋ
deckle	dɛkəl
decks	dɛks
declan	dɛklən
declaration	dɛkləɹeɪʃən
declared	dɪklɛɹd
declare	dəklɛɚ
declare	dɪklɛɚ
declension	dɪklɛnʃən
declined	dɪklaɪnd
decline	dɪklaɪn
declivitous	dɪklɪvɪtəs
decock	dikɒk
decoction	dɪkɒkʃən
decomino	dɛkɑːmɪnoʊ
decompose	diːkəmpəʊz
deconcatenate	dikənkætəneɪt
decoration	dɛkəɹeɪʃən
decor	dɪkɔɹ
decorporation	dikɔɹpəɹeɪʃən
decrepitate	dɪkɹɛpɪteɪt
decrepit	dɪkɹɛpɪt
decrepitly	dɪkɹɛpɪtli
decrepitness	dɪkɹɛpɪtnəs
decrepitude	dɘkɹɛpɪtuːd
decrescendo	diːkɹɛʃɛndəʊ
decrescent	dɪkɹɛsənt
decretory	dɪkɹiːtəɹi
decrial	dɪkɹaɪəl
decriminalization	diːkɹɪmɪnəlaɪzeɪʃən
decry	dɪkɹaɪ
dectuple	dɛktʊpɫ
dectuple	dɛktʊpl
decumbiture	dɪkʌmbɪtʃɚ
decuple	dɛkjʊpɫ
decuple	dɛkjʊpl
decussate	dɪkʌseɪt
decussation	dɛkʌseɪʃən
dedication	dɛdɪkeɪʃən
dedicatory	dɛdəkətɔɹi
dedovshchina	dʲɪdɐfɕːinə
deduce	dɪduːs
deduction	dɪdʌkʃən
deed	diːd
dee	diː
deeds	diːdz
deem	dim
deemed	diːmd
deeming	diːmɪŋ
deems	diːmz
deep	diːp
deepen	diːpən
deeper	dipɚ
deepest	diːpɪst
deeply	diːpli
deepthroat	diːpθɹəʊt
deer	dɪɹ
dees	diːz
deets	diːts
defacement	dɪfeɪsmənt
defamation	dɛfəmeɪʃən
defamatory	dɪfæmətɔɹi
defcon	dɛfkɑn
def	dɛf
defeat	dɪfiːt
defecate	dɛfɪkeɪt
defence	dɪfɛns
defence	diːfɛns
defendant	dɪfɛndənt
defend	dɛfɛnd
defend	difɛnd
defended	dɪfɛndɪd
defenestrate	dəfɛnɪstɹeɪt
defenestration	difɛnəstɹeɪʃən
defense	dɪfɛns
defense	diːfɛns
defer	dɪfɜːɹ
deference	dɛfɚəns
deferral	dɪfɝəl
defervesce	dɛ-
defervesce	difɚvɛs
defiant	dɪfaɪənt
defiatory	dəfaɪətɔɹi
deficit	dɛfəsɪt
defile	dɪfaɪl
defined	dɪfaɪnd
define	dɪfaɪn
definite	dɛfənɪt
definite	dɛfɪnɪt
definitely	dɛfənɪtli
definitely	dɛfɪnɪtli
definitely	dɛfnɪtli
definition	dɛfɪnɪʃən
definitions	dɛfɪnɪʃən
definitions	dɛfɪnɪʃəns
deflationary	dəfleɪʃənəɹi
deflection	dəflɛkʃən
deflocculate	dəflɑkjuleɪt
deflocculation	dəflɑkjuleɪʃən
defog	diːfɑɡ
deformity	dɪfɔɹməti
defragmentation	diːfɹæɡmənteɪʃən
defragment	diːfɹæɡmɛnt
defrock	difɹɑk
deft	dɛft
deftly	dɛftli
defunct	dɪfʌŋkt
defunct	difʌŋkt
defunctioning	diːfʌŋkʃənɪŋ
defuse	dɪfjuːz
defuse	diːfjuːz
degen	deɪɡən
deglaciation	diɡleɪʃieɪʃən
deglutition	diɡlutɪʃən
degree	dɪɡɹiː
degrees	dɪɡɹiːz
degression	dɪɡɹɛʃən
degringolade	deɪɡɹæŋɡoʊlɑːd
dehisce	dɪhɪs
dehiscence	dɪhɪsəns
dehort	dɪhɔːt
dehort	diː-
dehull	dihʌl
dehulled	dihʌld
dehydrated	dəhaɪdɹeɪtəd
dehydrate	diːhaɪdɹeɪt
dehydration	dihaɪdɹeɪʃən
dehymenization	diːhaɪmənaɪzeɪʃən
deicer	diaɪsɚ
deicide	deɪəsaɪd
deicide	diəsaɪd
deidamia	deɪdəmaɪə
deify	deɪəfaɪ
deify	diːəfaɪ
deign	deɪn
deimos	daɪməs
deirdre	dɪəɹdɹə
deiseal	dɛʃəl
deiseal	dɛsəl
deiseal	djɛʃəl
deiseal	dʒɛʃəl
deism	deɪ-
deism	deɪĭzəm
deism	diːɪzəm
deist	deɪĭst
deist	diːĭst
deistical	deɪɪstɪkəl
deistically	deɪɪstɪkli
deistic	deɪɪstɪk
deists	deɪĭsts
deity	deɪəti
$deity	deɪɪti
deity	diəti
$deity	diːɪti
deixis	daɪksɪs
deixis	deɪksɪs
dejecta	dɪdʒɛktə
dejecta	didʒɛktə
dejection	dədʒɛkʃən
deke	diːk
dekko	dekəʊ
dekorateur	dekoʁɑtøːɐ̯
dekulakize	dɪkulækaɪz
delano	dɛlənəʊ
delation	dileɪʃn̩
delaware	dɛləwɛɹ
delay	dɪleɪ
delbrück	dɛlbɹʊk
del	dɛl
dele	diːliː
delegate	dɛlɪɡeɪt
delegate	dɛlɪɡət
delegitimation	diːlɪdʒɪtɪmeɪʃən
delete	dəliːt
delete	diliːt
delete	dɪliːt
deleterious	dɛlətɪɹiəs
deletion	dɪliːʃən
delhi	dɛlhaɪ
delhi	dɛli
deliberate	dəlɪbəɹeɪt
deliberate	dəlɪbəɹət
deliberate	dɪlɪbəɹeɪt
deliberate	dɪlɪbəɹət
deliberately	dəlɪbəɹətli
deliberately	dɪlɪbəɹətli
delicatessen	dɛlɪkətɛsən
delicious	dəlɪʃəs
delicious	dilɪʃəs
delict	diːlɪkt
delict	dɪlɪkt
delictuous	dəlɪktʃuəs
deli	dɛli
delight	dəlaɪt
delight	dɪlaɪt
delightsome	dəlaɪtsəm
delightsome	dɪlaɪtsəm
delightsomely	dəlaɪtsəmli
delightsomely	dɪlaɪtsəmli
delightsomeness	dəlaɪtsəmnəs
delightsomeness	dɪlaɪtsəmnəs
delimit	dɪlɪmɪt
delineation	diːlɪnieɪʃən
deliver	dɪlɪvɚ
delivered	dɪlɪvɚd
delivery	dɪlɪvəɹi
dell	dɛl
dells	dɛlz
delomorphic	dɛləmɔɹfɪk
delta	dɛltə
delt	dɛlt
delts	dɛlts
deluded	dɪluːdɪd
delude	dəluːd
delude	dɪluːd
deluge	dɛljudʒ
deluge	dəludʒ
delusory	dɪluːzəɹi
deluxe	dəlʌks
delved	dɛlvd
delve	dɛlv
delves	dɛlvz
delving	dɛlvɪŋ
delvings	dɛlvɪŋz
demagogue	dɛməɡɑɡ
demagogue	dɛməɡɔɡ
demand	dəmænd
demand	dɪmænd
demanded	dɪmændɪd
demanding	dəmændɪŋ
demands	dɪmændz
dematerialize	dimətɪɹiəlaɪz
dem	dɛm
deme	diːm
