nno_latn_broad.tsv	nno	Norwegian Nynorsk	Norwegian Nynorsk	Latin		False	Broad	4693
nno_latn_narrow.tsv	nno	Norwegian Nynorsk	Norwegian Nynorsk	Latin		False	Narrow	940
nob_latn_broad.tsv	nob	Norwegian Bokmål	Norwegian Bokmål	Latin		False	Broad	3207
nob_latn_broad_filtered.tsv	nob	Norwegian Bokmål	Norwegian Bokmål	Latin		True	Broad	2703
nob_latn_narrow.tsv	nob	Norwegian Bokmål	Norwegian Bokmål	Latin		False	Narrow	692
non_latn_broad.tsv	non	Old Norse	Old Norse	Latin		False	Broad	240
nor_latn_broad.tsv	nor	Norwegian	Norwegian	Latin		False	Broad	1397
nrf_latn_broad.tsv	nrf	Jèrriais	Norman	Latin		False	Broad	186
nup_latn_broad.tsv	nup	Nupe-Nupe-Tako	Nupe	Latin		False	Broad	442
nya_latn_broad.tsv	nya	Nyanja	Chichewa	Latin		False	Broad	830
oci_latn_broad.tsv	oci	Occitan (post 1500)	Occitan	Latin		False	Broad	580
oci_latn_narrow.tsv	oci	Occitan (post 1500)	Occitan	Latin		False	Narrow	349
ofs_latn_broad.tsv	ofs	Old Frisian	Old Frisian	Latin		False	Broad	170
okm_hang_broad.tsv	okm	Middle Korean (10th-16th cent.)	Middle Korean	Hangul		False	Broad	592
okm_hang_narrow.tsv	okm	Middle Korean (10th-16th cent.)	Middle Korean	Hangul		False	Narrow	245
olo_latn_broad.tsv	olo	Livvi	Livvi	Latin		False	Broad	263
orv_cyrl_broad.tsv	orv	Old Russian	Old East Slavic	Cyrillic		False	Broad	1064
osp_latn_broad.tsv	osp	Old Spanish	Old Spanish	Latin		False	Broad	615
osx_latn_broad.tsv	osx	Old Saxon	Old Saxon	Latin		False	Broad	249
ota_arab_broad.tsv	ota	Ottoman Turkish (1500-1928)	Ottoman Turkish	Arabic		False	Broad	189
ota_arab_narrow.tsv	ota	Ottoman Turkish (1500-1928)	Ottoman Turkish	Arabic		False	Narrow	176
pag_latn_broad.tsv	pag	Pangasinan	Pangasinan	Latin		False	Broad	209
pag_latn_narrow.tsv	pag	Pangasinan	Pangasinan	Latin		False	Narrow	205
pam_latn_broad.tsv	pam	Pampanga	Kapampangan	Latin		False	Broad	553
pam_latn_narrow.tsv	pam	Pampanga	Kapampangan	Latin		False	Narrow	555
pan_arab_broad.tsv	pan	Panjabi	Punjabi	Arabic		False	Broad	537
pan_guru_broad.tsv	pan	Panjabi	Punjabi	Gurmukhi		False	Broad	704
pan_guru_narrow.tsv	pan	Panjabi	Punjabi	Gurmukhi		False	Narrow	154
pbv_latn_broad.tsv	pbv	Pnar	Pnar	Latin		False	Broad	101
pcc_latn_broad.tsv	pcc	Bouyei	Bouyei	Latin		False	Broad	143
pdc_latn_broad.tsv	pdc	Pennsylvania German	Pennsylvania German	Latin		False	Broad	166
phl_latn_broad.tsv	phl	Phalura	Phalura	Latin		False	Broad	2144
pjt_latn_narrow.tsv	pjt	Pitjantjatjara	Pitjantjatjara	Latin		False	Narrow	124
pms_latn_broad.tsv	pms	Piemontese	Piedmontese	Latin		False	Broad	866
pol_latn_broad.tsv	pol	Polish	Polish	Latin		False	Broad	132558
por_latn_bz_broad.tsv	por	Portuguese	Portuguese	Latin	Brazil	False	Broad	201263
por_latn_bz_broad_filtered.tsv	por	Portuguese	Portuguese	Latin	Brazil	True	Broad	177329
por_latn_bz_narrow.tsv	por	Portuguese	Portuguese	Latin	Brazil	False	Narrow	99473
por_latn_po_broad.tsv	por	Portuguese	Portuguese	Latin	Portugal	False	Broad	201100
por_latn_po_broad_filtered.tsv	por	Portuguese	Portuguese	Latin	Portugal	True	Broad	158676
por_latn_po_narrow.tsv	por	Portuguese	Portuguese	Latin	Portugal	False	Narrow	99491
pox_latn_broad.tsv	pox	Polabian	Polabian	Latin		False	Broad	307
ppl_latn_broad.tsv	ppl	Pipil	Pipil	Latin		False	Broad	264
pqm_latn_broad.tsv	pqm	Malecite-Passamaquoddy	Malecite-Passamaquoddy	Latin		False	Broad	151
pqm_latn_narrow.tsv	pqm	Malecite-Passamaquoddy	Malecite-Passamaquoddy	Latin		False	Narrow	158
pus_arab_broad.tsv	pus	Pushto	Pashto	Arabic		False	Broad	1252
rgn_latn_broad.tsv	rgn	Romagnol	Romagnol	Latin		False	Broad	266
rgn_latn_narrow.tsv	rgn	Romagnol	Romagnol	Latin		False	Narrow	617
rom_latn_broad.tsv	rom	Romany	Romani	Latin		False	Broad	187
ron_latn_broad.tsv	ron	Romanian	Romanian	Latin		False	Broad	6095
ron_latn_narrow.tsv	ron	Romanian	Romanian	Latin		False	Narrow	6127
ron_latn_narrow_filtered.tsv	ron	Romanian	Romanian	Latin		True	Narrow	6033
rup_latn_narrow.tsv	rup	Macedo-Romanian	Aromanian	Latin		False	Narrow	175
rus_cyrl_narrow.tsv	rus	Russian	Russian	Cyrillic		False	Narrow	411651
sah_cyrl_broad.tsv	sah	Yakut	Yakut	Cyrillic		False	Broad	213
san_deva_broad.tsv	san	Sanskrit	Sanskrit	Devanagari		False	Broad	13390
san_deva_narrow.tsv	san	Sanskrit	Sanskrit	Devanagari		False	Narrow	1226
sce_latn_broad.tsv	sce	Dongxiang	Dongxiang	Latin		False	Broad	125
scn_latn_broad.tsv	scn	Sicilian	Sicilian	Latin		False	Broad	1168
scn_latn_narrow.tsv	scn	Sicilian	Sicilian	Latin		False	Narrow	349
sco_latn_broad.tsv	sco	Scots	Scots	Latin		False	Broad	1145
sco_latn_narrow.tsv	sco	Scots	Scots	Latin		False	Narrow	463
sdc_latn_broad.tsv	sdc	Sassarese Sardinian	Sassarese	Latin		False	Broad	318
sga_latn_broad.tsv	sga	Old Irish (to 900)	Old Irish	Latin		False	Broad	2046
sga_latn_narrow.tsv	sga	Old Irish (to 900)	Old Irish	Latin		False	Narrow	1150
shn_mymr_broad.tsv	shn	Shan	Shan	Myanmar		False	Broad	2455
sia_cyrl_broad.tsv	sia	Akkala Sami	Akkala Sami	Cyrillic		False	Broad	180
sid_latn_broad.tsv	sid	Sidamo	Sidamo	Latin		False	Broad	296
sin_sinh_broad.tsv	sin	Sinhala	Sinhalese	Sinhala		False	Broad	282
sin_sinh_narrow.tsv	sin	Sinhala	Sinhalese	Sinhala		False	Narrow	262
sjd_cyrl_broad.tsv	sjd	Kildin Sami	Kildin Sami	Cyrillic		False	Broad	328
skr_arab_broad.tsv	skr	Saraiki	Saraiki	Arabic		False	Broad	213
slk_latn_broad.tsv	slk	Slovak	Slovak	Latin		False	Broad	2558
slk_latn_narrow.tsv	slk	Slovak	Slovak	Latin		False	Narrow	3904
slr_latn_broad.tsv	slr	Salar	Salar	Latin		False	Broad	182
slr_latn_narrow.tsv	slr	Salar	Salar	Latin		False	Narrow	888
slv_latn_broad.tsv	slv	Slovenian	Slovene	Latin		False	Broad	4936
slv_latn_broad_filtered.tsv	slv	Slovenian	Slovene	Latin		True	Broad	4861
slv_latn_narrow.tsv	slv	Slovenian	Slovene	Latin		False	Narrow	131
sme_latn_broad.tsv	sme	Northern Sami	Northern Sami	Latin		False	Broad	4103
sms_latn_broad.tsv	sms	Skolt Sami	Skolt Sami	Latin		False	Broad	113
snd_arab_broad.tsv	snd	Sindhi	Sindhi	Arabic		False	Broad	121
spa_latn_ca_broad.tsv	spa	Spanish	Spanish	Latin	Castilian	False	Broad	127135
spa_latn_ca_broad_filtered.tsv	spa	Spanish	Spanish	Latin	Castilian	True	Broad	117623
spa_latn_ca_narrow.tsv	spa	Spanish	Spanish	Latin	Castilian	False	Narrow	127107
spa_latn_la_broad.tsv	spa	Spanish	Spanish	Latin	Latin America	False	Broad	127133
spa_latn_la_broad_filtered.tsv	spa	Spanish	Spanish	Latin	Latin America	True	Broad	96810
spa_latn_la_narrow.tsv	spa	Spanish	Spanish	Latin	Latin America	False	Narrow	127105
sqi_latn_broad.tsv	sqi	Albanian	Albanian	Latin		False	Broad	1997
sqi_latn_narrow.tsv	sqi	Albanian	Albanian	Latin		False	Narrow	935
srd_latn_broad.tsv	srd	Sardinian	Sardinian	Latin		False	Broad	690
srd_latn_narrow.tsv	srd	Sardinian	Sardinian	Latin		False	Narrow	103
srn_latn_broad.tsv	srn	Sranan Tongo	Sranan Tongo	Latin		False	Broad	196
srs_latn_broad.tsv	srs	Sarsi	Tsuut'ina	Latin		False	Broad	137
stq_latn_broad.tsv	stq	Saterfriesisch	Saterland Frisian	Latin		False	Broad	805
swa_latn_broad.tsv	swa	Swahili (macrolanguage)	Swahili	Latin		False	Broad	110
swe_latn_broad.tsv	swe	Swedish	Swedish	Latin		False	Broad	4631
swe_latn_narrow.tsv	swe	Swedish	Swedish	Latin		False	Narrow	478
syc_syrc_narrow.tsv	syc	Classical Syriac	Classical Syriac	Syriac		False	Narrow	6319
syl_sylo_broad.tsv	syl	Sylheti	Sylheti	Syloti Nagri		False	Broad	292
szl_latn_broad.tsv	szl	Silesian	Silesian	Latin		False	Broad	1887
tam_taml_broad.tsv	tam	Tamil	Tamil	Tamil		False	Broad	6903
tam_taml_narrow.tsv	tam	Tamil	Tamil	Tamil		False	Narrow	3309
tby_latn_narrow.tsv	tby	Tabaru	Tabaru	Latin		False	Narrow	100
tel_telu_broad.tsv	tel	Telugu	Telugu	Telugu		False	Broad	3295
tel_telu_narrow.tsv	tel	Telugu	Telugu	Telugu		False	Narrow	1146
tft_latn_broad.tsv	tft	Ternate	Ternate	Latin		False	Broad	229
tft_latn_narrow.tsv	tft	Ternate	Ternate	Latin		False	Narrow	1017
tgk_cyrl_broad.tsv	tgk	Tajik	Tajik	Cyrillic		False	Broad	702
tgk_cyrl_narrow.tsv	tgk	Tajik	Tajik	Cyrillic		False	Narrow	652
tgl_latn_broad.tsv	tgl	Tagalog	Tagalog	Latin		False	Broad	18256
tgl_latn_narrow.tsv	tgl	Tagalog	Tagalog	Latin		False	Narrow	19824
tha_thai_broad.tsv	tha	Thai	Thai	Thai		False	Broad	16689
tkl_latn_narrow.tsv	tkl	Tokelau	Tokelauan	Latin		False	Narrow	332
ton_latn_broad.tsv	ton	Tonga (Tonga Islands)	Tongan	Latin		False	Broad	165
tpw_latn_broad.tsv	tpw	Tupí	Old Tupi	Latin		False	Broad	356
tru_syrc_broad.tsv	tru	Turoyo	Turoyo	Syriac		False	Broad	163
tuk_latn_broad.tsv	tuk	Turkmen	Turkmen	Latin		False	Broad	133
tur_latn_broad.tsv	tur	Turkish	Turkish	Latin		False	Broad	7266
tur_latn_narrow.tsv	tur	Turkish	Turkish	Latin		False	Narrow	2188
tur_latn_narrow_filtered.tsv	tur	Turkish	Turkish	Latin		True	Narrow	1724
twf_latn_broad.tsv	twf	Northern Tiwa	Taos	Latin		False	Broad	135
tyv_cyrl_broad.tsv	tyv	Tuvinian	Tuvan	Cyrillic		False	Broad	493
tzm_tfng_broad.tsv	tzm	Central Atlas Tamazight	Central Atlas Tamazight	Tifinagh		False	Broad	694
tzm_tfng_narrow.tsv	tzm	Central Atlas Tamazight	Central Atlas Tamazight	Tifinagh		False	Narrow	728
uby_cyrl_narrow.tsv	uby	Ubykh	Ubykh	Cyrillic		False	Narrow	1315
uig_arab_ara_broad.tsv	uig	Uighur	Uyghur	Arabic		False	Broad	260
uig_arab_broad.tsv	uig	Uighur	Uyghur	Arabic		False	Broad	1411
ukr_cyrl_narrow.tsv	ukr	Ukrainian	Ukrainian	Cyrillic		False	Narrow	39641
urd_arab_broad.tsv	urd	Urdu	Urdu	Arabic		False	Broad	4493
urd_arab_narrow.tsv	urd	Urdu	Urdu	Arabic		False	Narrow	104
urk_thai_broad.tsv	urk	Urak Lawoi'	Urak Lawoi'	Thai		False	Broad	565
urk_thai_narrow.tsv	urk	Urak Lawoi'	Urak Lawoi'	Thai		False	Narrow	565
vie_latn_hanoi_narrow.tsv	vie	Vietnamese	Vietnamese	Latin	Hà Nội	False	Narrow	22598
vie_latn_hanoi_narrow_filtered.tsv	vie	Vietnamese	Vietnamese	Latin	Hà Nội	True	Narrow	22598
vie_latn_hcmc_narrow.tsv	vie	Vietnamese	Vietnamese	Latin	Hồ Chí Minh City	False	Narrow	22595
vie_latn_hcmc_narrow_filtered.tsv	vie	Vietnamese	Vietnamese	Latin	Hồ Chí Minh City	True	Narrow	21527
vie_latn_hue_narrow.tsv	vie	Vietnamese	Vietnamese	Latin	Huế	False	Narrow	22597
vie_latn_hue_narrow_filtered.tsv	vie	Vietnamese	Vietnamese	Latin	Huế	True	Narrow	22589
vol_latn_broad.tsv	vol	Volapük	Volapük	Latin		False	Broad	388
vol_latn_narrow.tsv	vol	Volapük	Volapük	Latin		False	Narrow	564
vot_latn_broad.tsv	vot	Votic	Votic	Latin		False	Broad	2118
vot_latn_narrow.tsv	vot	Votic	Votic	Latin		False	Narrow	2124
wau_latn_broad.tsv	wau	Waurá	Wauja	Latin		False	Broad	151
wbk_latn_broad.tsv	wbk	Waigali	Waigali	Latin		False	Broad	112
wiy_latn_broad.tsv	wiy	Wiyot	Wiyot	Latin		False	Broad	152
wlm_latn_broad.tsv	wlm	Middle Welsh	Middle Welsh	Latin		False	Broad	151
wln_latn_broad.tsv	wln	Walloon	Walloon	Latin		False	Broad	2545
xal_cyrl_broad.tsv	xal	Kalmyk	Kalmyk	Cyrillic		False	Broad	328
xho_latn_narrow.tsv	xho	Xhosa	Xhosa	Latin		False	Narrow	876
xsl_latn_narrow.tsv	xsl	South Slavey	South Slavey	Latin		False	Narrow	137
ybi_deva_broad.tsv	ybi	Yamphu	Yamphu	Devanagari		False	Broad	136
ycl_latn_narrow.tsv	ycl	Lolopo	Lolopo	Latin		False	Narrow	110
yid_hebr_broad.tsv	yid	Yiddish	Yiddish	Hebrew		False	Broad	3572
yid_hebr_narrow.tsv	yid	Yiddish	Yiddish	Hebrew		False	Narrow	346
yor_latn_broad.tsv	yor	Yoruba	Yoruba	Latin		False	Broad	5199
yrk_cyrl_narrow.tsv	yrk	Nenets	Tundra Nenets	Cyrillic		False	Narrow	233
yue_hani_broad.tsv	yue	Yue Chinese	Cantonese	Han		False	Broad	102453
yue_latn_broad.tsv	yue	Yue Chinese	Cantonese	Latin		False	Broad	432
yux_cyrl_narrow.tsv	yux	Southern Yukaghir	Southern Yukaghir	Cyrillic		False	Narrow	200
zha_latn_broad.tsv	zha	Zhuang	Zhuang	Latin		False	Broad	1405
zho_hani_broad.tsv	zho	Chinese	Chinese	Han		False	Broad	158873
zho_latn_broad.tsv	zho	Chinese	Chinese	Latin		False	Broad	174
zom_latn_broad.tsv	zom	Zou	Zou	Latin		False	Broad	142
zul_latn_broad.tsv	zul	Zulu	Zulu	Latin		False	Broad	1743
zza_latn_narrow.tsv	zza	Zaza	Zazaki	Latin		False	Narrow	199
