tha_thai_broad.tsv	tha	Thai	Thai	Thai		False	Broad	False	15050
tib_tibt_broad.tsv	tib	Tibetan	Tibetan	Tibetan		False	Broad	False	1875
ton_latn_broad.tsv	ton	Tonga (Tonga Islands)	Tongan	Latin		False	Broad	True	154
tpw_latn_broad.tsv	tpw	Tupí	Old Tupi	Latin		False	Broad	True	160
tuk_latn_broad.tsv	tuk	Turkmen	Turkmen	Latin		False	Broad	True	107
tur_latn_broad.tsv	tur	Turkish	Turkish	Latin		False	Broad	True	1789
tur_latn_narrow.tsv	tur	Turkish	Turkish	Latin		False	Narrow	True	2043
tur_latn_narrow_filtered.tsv	tur	Turkish	Turkish	Latin		True	Narrow	True	1812
twf_latn_broad.tsv	twf	Northern Tiwa	Taos	Latin		False	Broad	True	135
tyv_cyrl_broad.tsv	tyv	Tuvinian	Tuvan	Cyrillic		False	Broad	True	462
uig_arab_ara_broad.tsv	uig	Uighur	Uyghur	Arabic		False	Broad	True	260
ukr_cyrl_narrow.tsv	ukr	Ukrainian	Ukrainian	Cyrillic		False	Narrow	True	6148
urd_arab_broad.tsv	urd	Urdu	Urdu	Arabic		False	Broad	False	1063
vie_latn_hanoi_narrow.tsv	vie	Vietnamese	Vietnamese	Latin	Hà Nội	False	Narrow	True	15240
vie_latn_hanoi_narrow_filtered.tsv	vie	Vietnamese	Vietnamese	Latin	Hà Nội	True	Narrow	True	15240
vie_latn_hcmc_narrow.tsv	vie	Vietnamese	Vietnamese	Latin	Hồ Chí Minh City	False	Narrow	True	15237
vie_latn_hcmc_narrow_filtered.tsv	vie	Vietnamese	Vietnamese	Latin	Hồ Chí Minh City	True	Narrow	True	14537
vie_latn_hue_narrow.tsv	vie	Vietnamese	Vietnamese	Latin	Huế	False	Narrow	True	15239
vie_latn_hue_narrow_filtered.tsv	vie	Vietnamese	Vietnamese	Latin	Huế	True	Narrow	True	15236
vol_latn_broad.tsv	vol	Volapük	Volapük	Latin		False	Broad	True	363
vol_latn_narrow.tsv	vol	Volapük	Volapük	Latin		False	Narrow	True	565
wau_latn_broad.tsv	wau	Waurá	Wauja	Latin		False	Broad	True	152
wel_latn_nw_broad.tsv	wel	Welsh	Welsh	Latin	North Wales	False	Broad	True	8530
wel_latn_nw_broad_filtered.tsv	wel	Welsh	Welsh	Latin	North Wales	True	Broad	True	8473
wel_latn_nw_narrow.tsv	wel	Welsh	Welsh	Latin	North Wales	False	Narrow	True	561
wel_latn_sw_broad.tsv	wel	Welsh	Welsh	Latin	South Wales	False	Broad	True	9999
wel_latn_sw_broad_filtered.tsv	wel	Welsh	Welsh	Latin	South Wales	True	Broad	True	9925
wel_latn_sw_narrow.tsv	wel	Welsh	Welsh	Latin	South Wales	False	Narrow	True	601
wlm_latn_broad.tsv	wlm	Middle Welsh	Middle Welsh	Latin		False	Broad	True	144
xho_latn_narrow.tsv	xho	Xhosa	Xhosa	Latin		False	Narrow	True	730
ybi_deva_broad.tsv	ybi	Yamphu	Yamphu	Devanagari		False	Broad	False	112
ycl_latn_narrow.tsv	ycl	Lolopo	Lolopo	Latin		False	Narrow	True	109
yid_hebr_broad.tsv	yid	Yiddish	Yiddish	Hebrew		False	Broad	False	251
yid_hebr_narrow.tsv	yid	Yiddish	Yiddish	Hebrew		False	Narrow	False	358
yue_hani_broad.tsv	yue	Yue Chinese	Cantonese	Han		False	Broad	False	87378
zha_latn_broad.tsv	zha	Zhuang	Zhuang	Latin		False	Broad	True	1143
zul_latn_broad.tsv	zul	Zulu	Zulu	Latin		False	Broad	True	1677
zza_latn_narrow.tsv	zza	Zaza	Zazaki	Latin		False	Narrow	True	188
